#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.300000000000000E+00  0.233524350771195E+00  0.164398947803284E-02  0.428199645509071E+01  0.301448525342024E-01
     0.310000000000000E+00  0.233494007161070E+00  0.170104948406387E-02  0.428253787281929E+01  0.311991255262411E-01
     0.320000000000000E+00  0.233462676085673E+00  0.175834348596930E-02  0.428309696111952E+01  0.322584995924390E-01
     0.330000000000000E+00  0.233430358748913E+00  0.181588095595296E-02  0.428367370223021E+01  0.333231784378284E-01
     0.340000000000000E+00  0.233397056478960E+00  0.187367155802321E-02  0.428426807606986E+01  0.343933696601806E-01
     0.350000000000000E+00  0.233362770738330E+00  0.193172515505101E-02  0.428488006003052E+01  0.354692848912851E-01
     0.360000000000000E+00  0.233327503134635E+00  0.199005181585356E-02  0.428550962875822E+01  0.365511399384715E-01
     0.370000000000000E+00  0.233291255432012E+00  0.204866182228932E-02  0.428615675391950E+01  0.376391549260680E-01
     0.380000000000000E+00  0.233254029563291E+00  0.210756567634796E-02  0.428682140395276E+01  0.387335544364224E-01
     0.390000000000000E+00  0.233215827642932E+00  0.216677410721582E-02  0.428750354380396E+01  0.398345676500746E-01
     0.400000000000000E+00  0.233176651980782E+00  0.222629807829520E-02  0.428820313464555E+01  0.409424284845965E-01
     0.410000000000000E+00  0.233136505096699E+00  0.228614879415218E-02  0.428892013357775E+01  0.420573757315563E-01
     0.420000000000000E+00  0.233095389736084E+00  0.234633770736452E-02  0.428965449331124E+01  0.431796531909860E-01
     0.430000000000000E+00  0.233053308886378E+00  0.240687652523715E-02  0.429040616183011E+01  0.443095098026533E-01
     0.440000000000000E+00  0.233010265794582E+00  0.246777721634867E-02  0.429117508203409E+01  0.454471997733462E-01
     0.450000000000000E+00  0.232966263985853E+00  0.252905201688769E-02  0.429196119135881E+01  0.465929826992840E-01
     0.460000000000000E+00  0.232921307283219E+00  0.259071343673255E-02  0.429276442137308E+01  0.477471236826596E-01
     0.470000000000000E+00  0.232875399828510E+00  0.265277426522264E-02  0.429358469735177E+01  0.489098934411968E-01
     0.480000000000000E+00  0.232828546104523E+00  0.271524757656314E-02  0.429442193782321E+01  0.500815684094827E-01
     0.490000000000000E+00  0.232780750958525E+00  0.277814673479838E-02  0.429527605408971E+01  0.512624308306881E-01
     0.500000000000000E+00  0.232732019627137E+00  0.284148539828175E-02  0.429614694971979E+01  0.524527688371339E-01
     0.510000000000000E+00  0.232682357762680E+00  0.290527752356183E-02  0.429703452001098E+01  0.536528765179959E-01
     0.520000000000000E+00  0.232631771461050E+00  0.296953736859582E-02  0.429793865142139E+01  0.548630539722519E-01
     0.530000000000000E+00  0.232580267291189E+00  0.303427949519153E-02  0.429885922096924E+01  0.560836073447758E-01
     0.540000000000000E+00  0.232527852326235E+00  0.309951877056912E-02  0.429979609559819E+01  0.573148488432614E-01
     0.550000000000000E+00  0.232474534176422E+00  0.316527036792191E-02  0.430074913150760E+01  0.585570967334260E-01
     0.560000000000000E+00  0.232420321023787E+00  0.323154976584372E-02  0.430171817344613E+01  0.598106753096808E-01
     0.570000000000000E+00  0.232365221658790E+00  0.329837274647675E-02  0.430270305396716E+01  0.610759148381820E-01
     0.580000000000000E+00  0.232309245518883E+00  0.336575539221928E-02  0.430370359264482E+01  0.623531514688699E-01
     0.590000000000000E+00  0.232252402729118E+00  0.343371408081732E-02  0.430471959524932E+01  0.636427271127847E-01
     0.600000000000000E+00  0.232194704144860E+00  0.350226547864737E-02  0.430575085288035E+01  0.649449892805971E-01
     0.610000000000000E+00  0.232136161396645E+00  0.357142653197938E-02  0.430679714105755E+01  0.662602908779217E-01
     0.620000000000000E+00  0.232076786937269E+00  0.364121445598985E-02  0.430785821876685E+01  0.675889899525730E-01
     0.630000000000000E+00  0.232016594091130E+00  0.371164672127448E-02  0.430893382746241E+01  0.689314493885201E-01
     0.640000000000000E+00  0.231955597105865E+00  0.378274103758758E-02  0.431002369002308E+01  0.702880365408210E-01
     0.650000000000000E+00  0.231893811206317E+00  0.385451533451260E-02  0.431112750966360E+01  0.716591228053646E-01
     0.660000000000000E+00  0.231831252650837E+00  0.392698773874321E-02  0.431224496880022E+01  0.730450831167280E-01
     0.670000000000000E+00  0.231767938789912E+00  0.400017654762903E-02  0.431337572787151E+01  0.744462953669542E-01
     0.680000000000000E+00  0.231703888127089E+00  0.407410019861264E-02  0.431451942411515E+01  0.758631397374925E-01
     0.690000000000001E+00  0.231639120382163E+00  0.414877723415696E-02  0.431567567030207E+01  0.772959979359904E-01
     0.700000000000001E+00  0.231573656556528E+00  0.422422626173288E-02  0.431684405343015E+01  0.787452523290520E-01
     0.710000000000001E+00  0.231507519000591E+00  0.430046590840763E-02  0.431802413338031E+01  0.802112849614876E-01
     0.720000000000001E+00  0.231440731483099E+00  0.437751476954426E-02  0.431921544153840E+01  0.816944764519927E-01
     0.730000000000001E+00  0.231373319262184E+00  0.445539135109300E-02  0.432041747938767E+01  0.831952047546257E-01
     0.740000000000001E+00  0.231305309157900E+00  0.453411400492516E-02  0.432162971707728E+01  0.847138437748722E-01
     0.750000000000001E+00  0.231236729625921E+00  0.461370085663242E-02  0.432285159197397E+01  0.862507618285804E-01
     0.760000000000001E+00  0.231167610832079E+00  0.469416972518655E-02  0.432408250720470E+01  0.878063199315304E-01
     0.770000000000001E+00  0.231097984727290E+00  0.477553803383129E-02  0.432532183020038E+01  0.893808699070128E-01
     0.780000000000001E+00  0.231027885122352E+00  0.485782271155588E-02  0.432656889125198E+01  0.909747522984251E-01
     0.790000000000001E+00  0.230957347762038E+00  0.494104008448398E-02  0.432782298209229E+01  0.925882940736811E-01
     0.800000000000001E+00  0.230886410397758E+00  0.502520575650091E-02  0.432908335451891E+01  0.942218061081343E-01
     0.810000000000001E+00  0.230815112858013E+00  0.511033447843830E-02  0.433034921907617E+01  0.958755804327962E-01
     0.820000000000001E+00  0.230743497115691E+00  0.519644000514114E-02  0.433161974381599E+01  0.975498872349109E-01
     0.830000000000001E+00  0.230671607351174E+00  0.528353493975898E-02  0.433289405316089E+01  0.992449715985082E-01
     0.840000000000001E+00  0.230599490010045E+00  0.537163056463214E-02  0.433417122689469E+01  0.100961049973365E+00
     0.850000000000001E+00  0.230527193854069E+00  0.546073665818960E-02  0.433545029930999E+01  0.102698306362016E+00
     0.860000000000001E+00  0.230454770003934E+00  0.555086129733856E-02  0.433673025854445E+01  0.104456888216029E+00
     0.870000000000001E+00  0.230382271972086E+00  0.564201064491020E-02  0.433801004614161E+01  0.106236902034823E+00
     0.880000000000001E+00  0.230309755683823E+00  0.573418872183543E-02  0.433928855687514E+01  0.108038408662906E+00
     0.890000000000001E+00  0.230237279484604E+00  0.582739716386077E-02  0.434056463887941E+01  0.109861418284573E+00
     0.900000000000001E+00  0.230164904131381E+00  0.592163496278213E-02  0.434183709413271E+01  0.111705885118978E+00
     0.910000000000001E+00  0.230092692765554E+00  0.601689819237641E-02  0.434310467934250E+01  0.113571701823073E+00
     0.920000000000001E+00  0.230020710864978E+00  0.611317971945094E-02  0.434436610728649E+01  0.115458693615303E+00
     0.930000000000001E+00  0.229949026172296E+00  0.621046890071215E-02  0.434562004866503E+01  0.117366612139178E+00
     0.940000000000001E+00  0.229877708596685E+00  0.630875126648042E-02  0.434686513452422E+01  0.119295129093020E+00
     0.950000000000001E+00  0.229806830086024E+00  0.640800819265025E-02  0.434809995931013E+01  0.121243829660292E+00
     0.960000000000001E+00  0.229736464466334E+00  0.650821656271575E-02  0.434932308461643E+01  0.123212205783948E+00
     0.970000000000000E+00  0.229666687245344E+00  0.660934842215117E-02  0.435053304368786E+01  0.125199649338338E+00
     0.980000000000000E+00  0.229597575376979E+00  0.671137062795389E-02  0.435172834674075E+01  0.127205445263072E+00
     0.990000000000000E+00  0.229529206983658E+00  0.681424449672267E-02  0.435290748716011E+01  0.129228764735093E+00
     0.100000000000000E+01  0.229461661033400E+00  0.691792545524917E-02  0.435406894862791E+01  0.131268658467694E+00
     0.101000000000000E+01  0.229395016968973E+00  0.702236269824307E-02  0.435521121323205E+01  0.133324050238228E+00
     0.102000000000000E+01  0.229329354286634E+00  0.712749885847812E-02  0.435633277059635E+01  0.135393730759682E+00
     0.103000000000000E+01  0.229264752062437E+00  0.723326969532676E-02  0.435743212806221E+01  0.137476352024545E+00
     0.104000000000000E+01  0.229201288424682E+00  0.733960380832899E-02  0.435850782193796E+01  0.139570422262437E+00
     0.105000000000000E+01  0.229139039971744E+00  0.744642238309559E-02  0.435955842981692E+01  0.141674301665072E+00
     0.106000000000000E+01  0.229078081135393E+00  0.755363897745524E-02  0.436058258394480E+01  0.143786199042894E+00
     0.107000000000000E+01  0.229018483490733E+00  0.766115935628994E-02  0.436157898559515E+01  0.145904169586565E+00
     0.108000000000000E+01  0.228960315014994E+00  0.776888138393459E-02  0.436254642038676E+01  0.148026113912682E+00
     0.109000000000000E+01  0.228903639298806E+00  0.787669498331003E-02  0.436348377444760E+01  0.150149778575956E+00
     0.110000000000000E+01  0.228848514714928E+00  0.798448217107726E-02  0.436439005130073E+01  0.152272758228937E+00
     0.111000000000000E+01  0.228794993551058E+00  0.809211717800934E-02  0.436526438931415E+01  0.154392499604405E+00
     0.112000000000000E+01  0.228743121114963E+00  0.819946666343773E-02  0.436610607952326E+01  0.156506307484068E+00
     0.113000000000000E+01  0.228692934821898E+00  0.830639003200744E-02  0.436691458360048E+01  0.158611352799753E+00
     0.114000000000000E+01  0.228644463276008E+00  0.841273986004198E-02  0.436768955171334E+01  0.160704682989117E+00
     0.115000000000000E+01  0.228597725359105E+00  0.851836243754901E-02  0.436843083998045E+01  0.162783234696950E+00
     0.116000000000000E+01  0.228552729341763E+00  0.862309843027889E-02  0.436913852720749E+01  0.164843848875225E+00
     0.117000000000000E+01  0.228509472033104E+00  0.872678366427698E-02  0.436981293056092E+01  0.166883288290303E+00
     0.118000000000000E+01  0.228467937986753E+00  0.882925003306173E-02  0.437045461982156E+01  0.168898257394837E+00
     0.119000000000000E+01  0.228428098781308E+00  0.893032652493955E-02  0.437106442984970E+01  0.170885424465569E+00
     0.120000000000000E+01  0.228389912393992E+00  0.902984036508399E-02  0.437164347089522E+01  0.172841445847868E+00
     0.121000000000000E+01  0.228353322686167E+00  0.912761826392527E-02  0.437219313639560E+01  0.174762992084944E+00
     0.122000000000000E+01  0.228318259018712E+00  0.922348776019979E-02  0.437271510792803E+01  0.176646775646224E+00
     0.123000000000000E+01  0.228284636014065E+00  0.931727864380028E-02  0.437321135701604E+01  0.178489579907777E+00
     0.124000000000000E+01  0.228252353479970E+00  0.940882444045845E-02  0.437368414353686E+01  0.180288288979970E+00
     0.125000000000000E+01  0.228221296507467E+00  0.949796393740997E-02  0.437413601053527E+01  0.182039917926901E+00
     0.126000000000000E+01  0.228191335752734E+00  0.958454272666367E-02  0.437456977531710E+01  0.183741642880479E+00
     0.127000000000000E+01  0.228162327908781E+00  0.966841474045038E-02  0.437498851677441E+01  0.185390830522180E+00
     0.128000000000000E+01  0.228134116369071E+00  0.974944375197982E-02  0.437539555897876E+01  0.186985066389259E+00
     0.129000000000000E+01  0.228106532080780E+00  0.982750481388807E-02  0.437579445116761E+01  0.188522181461273E+00
     0.130000000000000E+01  0.228079394580938E+00  0.990248560678835E-02  0.437618894433926E+01  0.190000276498137E+00
     0.131000000000000E+01  0.228052513204117E+00  0.997428767119655E-02  0.437658296475908E+01  0.191417743632992E+00
     0.132000000000000E+01  0.228025688445937E+00  0.100428274977979E-01  0.437698058476201E+01  0.192773284771367E+00
     0.133000000000000E+01  0.227998713462527E+00  0.101080374535317E-01  0.437738599130918E+01  0.194065926411424E+00
     0.134000000000000E+01  0.227971375682437E+00  0.101698665242310E-01  0.437780345281777E+01  0.195295030576526E+00
     0.135000000000000E+01  0.227943458504479E+00  0.102282808584690E-01  0.437823728482954E+01  0.196460301638256E+00
     0.136000000000000E+01  0.227914743052648E+00  0.102832641016926E-01  0.437869181511344E+01  0.197561788902484E+00
     0.137000000000000E+01  0.227885009957867E+00  0.103348175145200E-01  0.437917134881033E+01  0.198599884929407E+00
     0.138000000000000E+01  0.227854041135706E+00  0.103829598740557E-01  0.437968013422154E+01  0.199575319657104E+00
     0.139000000000000E+01  0.227821621529599E+00  0.104277271620598E-01  0.438022232981978E+01  0.200489150493507E+00
     0.140000000000000E+01  0.227787540790331E+00  0.104691720486054E-01  0.438080197302085E+01  0.201342748630138E+00
     0.141000000000000E+01  0.227751594864608E+00  0.105073631843076E-01  0.438142295120003E+01  0.202137781909661E+00
     0.142000000000000E+01  0.227713587468359E+00  0.105423843181517E-01  0.438208897536996E+01  0.202876194645632E+00
     0.143000000000000E+01  0.227673331423789E+00  0.105743332612631E-01  0.438280355686165E+01  0.203560184845004E+00
     0.144000000000000E+01  0.227630649843064E+00  0.106033207195639E-01  0.438356998726743E+01  0.204192179320740E+00
     0.145000000000000E+01  0.227585377145672E+00  0.106294690200838E-01  0.438439132182056E+01  0.204774807202952E+00
     0.146000000000000E+01  0.227537359900760E+00  0.106529107567268E-01  0.438527036630172E+01  0.205310872362700E+00
     0.147000000000000E+01  0.227486457490037E+00  0.106737873815502E-01  0.438620966748109E+01  0.205803325253519E+00
     0.148000000000000E+01  0.227432542590910E+00  0.106922477671397E-01  0.438721150702948E+01  0.206255234653832E+00
     0.149000000000000E+01  0.227375501483321E+00  0.107084467645302E-01  0.438827789876459E+01  0.206669759760077E+00
     0.150000000000000E+01  0.227315234187181E+00  0.107225437794302E-01  0.438941058903942E+01  0.207050123038009E+00
     0.151000000000000E+01  0.227251654440198E+00  0.107347013873569E-01  0.439061106003266E+01  0.207399584190398E+00
     0.152000000000000E+01  0.227184689528346E+00  0.107450840057949E-01  0.439188053566289E+01  0.207721415545588E+00
     0.153000000000000E+01  0.227114279983070E+00  0.107538566387730E-01  0.439321998982280E+01  0.208018879115255E+00
     0.154000000000000E+01  0.227040379160677E+00  0.107611837064206E-01  0.439463015661276E+01  0.208295205513278E+00
     0.155000000000000E+01  0.226962952720121E+00  0.107672279692087E-01  0.439611154224773E+01  0.208553574872726E+00
     0.156000000000000E+01  0.226881978015763E+00  0.107721495538126E-01  0.439766443831312E+01  0.208797099845899E+00
     0.157000000000000E+01  0.226797443421511E+00  0.107761050848999E-01  0.439928893605521E+01  0.209028810724558E+00
     0.158000000000000E+01  0.226709347602303E+00  0.107792469247314E-01  0.440098494140816E+01  0.209251642674575E+00
     0.159000000000000E+01  0.226617698748042E+00  0.107817225202950E-01  0.440275219047980E+01  0.209468425041908E+00
     0.160000000000000E+01  0.226522513784074E+00  0.107836738558026E-01  0.440459026524347E+01  0.209681872655291E+00
     0.161000000000000E+01  0.226423817571034E+00  0.107852370067839E-01  0.440649860920996E+01  0.209894579025386E+00
     0.162000000000000E+01  0.226321642105574E+00  0.107865417907107E-01  0.440847654288126E+01  0.210109011320157E+00
     0.163000000000000E+01  0.226216025731987E+00  0.107877115080712E-01  0.441052327881734E+01  0.210327506981686E+00
     0.164000000000000E+01  0.226107012373401E+00  0.107888627670689E-01  0.441263793617397E+01  0.210552271839860E+00
     0.165000000000000E+01  0.225994650789695E+00  0.107901053846272E-01  0.441481955459788E+01  0.210785379573223E+00
     0.166000000000000E+01  0.225878993868018E+00  0.107915423561071E-01  0.441706710738950E+01  0.211028772365674E+00
     0.167000000000000E+01  0.225760097950429E+00  0.107932698860645E-01  0.441937951386808E+01  0.211284262609578E+00
     0.168000000000000E+01  0.225638022202053E+00  0.107953774724597E-01  0.442175565089427E+01  0.211553535510253E+00
     0.169000000000000E+01  0.225512828022053E+00  0.107979480369524E-01  0.442419436352418E+01  0.211838152453306E+00
     0.170000000000000E+01  0.225384578498761E+00  0.108010580942387E-01  0.442669447478544E+01  0.212139555004495E+00
     0.171000000000000E+01  0.225253337909499E+00  0.108047779537988E-01  0.442925479457927E+01  0.212459069421006E+00
     0.172000000000000E+01  0.225119171264884E+00  0.108091719478890E-01  0.443187412772514E+01  0.212797911563094E+00
     0.173000000000000E+01  0.224982143896846E+00  0.108142986801170E-01  0.443455128117278E+01  0.213157192105370E+00
     0.174000000000000E+01  0.224842321089085E+00  0.108202112894621E-01  0.443728507041524E+01  0.213537921957520E+00
     0.175000000000000E+01  0.224699767748297E+00  0.108269577251356E-01  0.444007432514141E+01  0.213941017814561E+00
     0.176000000000000E+01  0.224554548114207E+00  0.108345810281945E-01  0.444291789417151E+01  0.214367307766727E+00
     0.177000000000000E+01  0.224406725506257E+00  0.108431196163321E-01  0.444581464972090E+01  0.214817536908541E+00
     0.178000000000000E+01  0.224256362104604E+00  0.108526075687495E-01  0.444876349104004E+01  0.215292372895611E+00
     0.179000000000000E+01  0.224103518763021E+00  0.108630749084650E-01  0.445176334747869E+01  0.215792411405902E+00
     0.180000000000000E+01  0.223948254851286E+00  0.108745478798398E-01  0.445481318102175E+01  0.216318181469785E+00
     0.181000000000000E+01  0.223790628124599E+00  0.108870492194815E-01  0.445791198834427E+01  0.216870150640084E+00
     0.182000000000000E+01  0.223630694617658E+00  0.109005984190410E-01  0.446105880243056E+01  0.217448729979413E+00
     0.183000000000000E+01  0.223468508561066E+00  0.109152119787249E-01  0.446425269380136E+01  0.218054278847617E+00
     0.184000000000000E+01  0.223304122317866E+00  0.109309036506314E-01  0.446749277139009E+01  0.218687109476842E+00
     0.185000000000000E+01  0.223137586338079E+00  0.109476846712586E-01  0.447077818310742E+01  0.219347491326027E+00
     0.186000000000000E+01  0.222968949129247E+00  0.109655639827493E-01  0.447410811613074E+01  0.220035655210137E+00
     0.187000000000000E+01  0.222798257241146E+00  0.109845484426199E-01  0.447748179695189E+01  0.220751797202496E+00
     0.188000000000000E+01  0.222625555262895E+00  0.110046430218787E-01  0.448089849121506E+01  0.221496082311244E+00
     0.189000000000000E+01  0.222450885830908E+00  0.110258509915708E-01  0.448435750337296E+01  0.222268647932949E+00
     0.190000000000000E+01  0.222274289646180E+00  0.110481740978968E-01  0.448785817618779E+01  0.223069607088246E+00
     0.191000000000000E+01  0.222095805499583E+00  0.110716127261417E-01  0.449139989010065E+01  0.223899051445720E+00
     0.192000000000000E+01  0.221915470303963E+00  0.110961660537240E-01  0.449498206249070E+01  0.224757054141335E+00
     0.193000000000000E+01  0.221733319131906E+00  0.111218321927300E-01  0.449860414684364E+01  0.225643672401577E+00
     0.194000000000000E+01  0.221549385258218E+00  0.111486083223420E-01  0.450226563184637E+01  0.226558949979009E+00
     0.195000000000000E+01  0.221363700206202E+00  0.111764908116007E-01  0.450596604042338E+01  0.227502919409395E+00
     0.196000000000000E+01  0.221176293796970E+00  0.112054753329621E-01  0.450970492872841E+01  0.228475604099739E+00
     0.197000000000000E+01  0.220987194201069E+00  0.112355569671223E-01  0.451348188510299E+01  0.229477020256695E+00
     0.198000000000000E+01  0.220796427991814E+00  0.112667302995892E-01  0.451729652901288E+01  0.230507178664799E+00
     0.199000000000000E+01  0.220604020199798E+00  0.112989895094801E-01  0.452114850997076E+01  0.231566086323788E+00
     0.200000000000000E+01  0.220409994368084E+00  0.113323284510154E-01  0.452503750645368E+01  0.232653747954191E+00
     0.201000000000000E+01  0.220214372607711E+00  0.113667407281745E-01  0.452896322482126E+01  0.233770167379973E+00
     0.202000000000000E+01  0.220017175653122E+00  0.114022197629620E-01  0.453292539824118E+01  0.234915348796883E+00
     0.203000000000000E+01  0.219818422917238E+00  0.114387588577213E-01  0.453692378562610E+01  0.236089297934669E+00
     0.204000000000000E+01  0.219618132545945E+00  0.114763512519132E-01  0.454095817058618E+01  0.237292023121042E+00
     0.205000000000000E+01  0.219416321471735E+00  0.115149901737609E-01  0.454502836040062E+01  0.238523536254888E+00
     0.206000000000000E+01  0.219213005466372E+00  0.115546688871412E-01  0.454913418501093E+01  0.239783853695851E+00
     0.207000000000000E+01  0.219008199192427E+00  0.115953807340867E-01  0.455327549603753E+01  0.241072997076942E+00
     0.208000000000000E+01  0.218801916253564E+00  0.116371191732372E-01  0.455745216582177E+01  0.242390994046570E+00
     0.209000000000000E+01  0.218594169243491E+00  0.116798778145673E-01  0.456166408649448E+01  0.243737878945925E+00
     0.210000000000000E+01  0.218384969793525E+00  0.117236504506894E-01  0.456591116907143E+01  0.245113693427263E+00
     0.211000000000000E+01  0.218174328618715E+00  0.117684310850193E-01  0.457019334257648E+01  0.246518487018328E+00
     0.212000000000000E+01  0.217962255562493E+00  0.118142139570678E-01  0.457451055319255E+01  0.247952317637795E+00
     0.213000000000000E+01  0.217748759639849E+00  0.118609935651086E-01  0.457886276344023E+01  0.249415252066222E+00
     0.214000000000000E+01  0.217533849079021E+00  0.119087646864508E-01  0.458324995138366E+01  0.250907366376752E+00
     0.215000000000000E+01  0.217317531361711E+00  0.119575223955323E-01  0.458767210986342E+01  0.252428746329466E+00
     0.216000000000000E+01  0.217099813261857E+00  0.120072620800335E-01  0.459212924575554E+01  0.253979487732985E+00
     0.217000000000000E+01  0.216880700882964E+00  0.120579794551924E-01  0.459662137925616E+01  0.255559696776703E+00
     0.218000000000000E+01  0.216660199694061E+00  0.121096705764958E-01  0.460114854319053E+01  0.257169490336661E+00
     0.219000000000000E+01  0.216438314564281E+00  0.121623318508994E-01  0.460571078234603E+01  0.258808996258014E+00
     0.220000000000000E+01  0.216215049796151E+00  0.122159600467245E-01  0.461030815282742E+01  0.260478353616578E+00
     0.221000000000000E+01  0.215990409157598E+00  0.122705523023624E-01  0.461494072143399E+01  0.262177712961963E+00
     0.222000000000000E+01  0.215764395912745E+00  0.123261061339096E-01  0.461960856505690E+01  0.263907236544422E+00
     0.223000000000000E+01  0.215537012851555E+00  0.123826194418457E-01  0.462431177009570E+01  0.265667098527434E+00
     0.223999999999999E+01  0.215308262318334E+00  0.124400905168551E-01  0.462905043189318E+01  0.267457485187901E+00
     0.224999999999999E+01  0.215078146239198E+00  0.124985180448875E-01  0.463382465418672E+01  0.269278595105549E+00
     0.225999999999999E+01  0.214846666148529E+00  0.125579011115412E-01  0.463863454857543E+01  0.271130639343120E+00
     0.226999999999999E+01  0.214613823214481E+00  0.126182392058471E-01  0.464348023400157E+01  0.273013841618667E+00
     0.227999999999999E+01  0.214379618263581E+00  0.126795322235235E-01  0.464836183624519E+01  0.274928438471245E+00
     0.228999999999999E+01  0.214144051804513E+00  0.127417804697638E-01  0.465327948743044E+01  0.276874679421025E+00
     0.229999999999999E+01  0.213907124051093E+00  0.128049846616167E-01  0.465823332554279E+01  0.278852827124916E+00
     0.230999999999999E+01  0.213668834944528E+00  0.128691459300076E-01  0.466322349395541E+01  0.280863157528482E+00
     0.231999999999999E+01  0.213429184174987E+00  0.129342658214483E-01  0.466825014096390E+01  0.282905960014989E+00
     0.232999999999999E+01  0.213188171202554E+00  0.130003462994759E-01  0.467331341932787E+01  0.284981537552220E+00
     0.233999999999999E+01  0.212945795277601E+00  0.130673897458555E-01  0.467841348581830E+01  0.287090206837649E+00
     0.234999999999999E+01  0.212702055460641E+00  0.131353989615798E-01  0.468355050076948E+01  0.289232298442446E+00
     0.235999999999999E+01  0.212456950641703E+00  0.132043771676910E-01  0.468872462763426E+01  0.291408156954748E+00
     0.236999999999999E+01  0.212210479559293E+00  0.132743280059503E-01  0.469393603254135E+01  0.293618141122450E+00
     0.237999999999999E+01  0.211962640818966E+00  0.133452555393724E-01  0.469918488385383E+01  0.295862623995833E+00
     0.238999999999999E+01  0.211713432911581E+00  0.134171642526429E-01  0.470447135172727E+01  0.298141993070129E+00
     0.239999999999999E+01  0.211462854231262E+00  0.134900590524299E-01  0.470979560766654E+01  0.300456650428129E+00
     0.240999999999999E+01  0.211210903093131E+00  0.135639452675999E-01  0.471515782408016E+01  0.302807012882844E+00
     0.241999999999999E+01  0.210957577750839E+00  0.136388286493441E-01  0.472055817383094E+01  0.305193512120162E+00
     0.242999999999999E+01  0.210702876413956E+00  0.137147153712184E-01  0.472599682978191E+01  0.307616594841352E+00
     0.243999999999999E+01  0.210446797265248E+00  0.137916120290980E-01  0.473147396433609E+01  0.310076722905192E+00
     0.244999999999999E+01  0.210189338477887E+00  0.138695256410433E-01  0.473698974896951E+01  0.312574373469490E+00
     0.245999999999999E+01  0.209930498232637E+00  0.139484636470734E-01  0.474254435375585E+01  0.315110039131571E+00
     0.246999999999999E+01  0.209670274735065E+00  0.140284339088377E-01  0.474813794688172E+01  0.317684228067333E+00
