#        Energy grid [eV]               Im(eps)_x                Im(eps)_y                Im(eps)_z
#
                 0.000000                 Infinity                 Infinity                 Infinity
                 2.963017                 2.828295                 2.830647                 2.829664
                 2.973028                 2.892165                 2.894447                 2.893527
                 2.983038                 2.957043                 2.959234                 2.958459
                 2.993048                 3.022689                 3.024775                 3.024219
                 3.003058                 3.088846                 3.090813                 3.090542
                 3.013068                 3.155237                 3.157079                 3.157151
                 3.023079                 3.221582                 3.223298                 3.223758
                 3.033089                 3.287597                 3.289196                 3.290079
                 3.043099                 3.353015                 3.354513                 3.355840
                 3.053109                 3.417586                 3.419012                 3.420791
                 3.063119                 3.481096                 3.482490                 3.484711
                 3.073129                 3.543374                 3.544784                 3.547419
                 3.083140                 3.604295                 3.605780                 3.608781
                 3.093150                 3.663793                 3.665419                 3.668715
                 3.103160                 3.721857                 3.723691                 3.727190
                 3.113170                 3.778534                 3.780641                 3.784232
                 3.123180                 3.833919                 3.836359                 3.839913
                 3.133191                 3.888151                 3.890973                 3.894349
                 3.143201                 3.941401                 3.944636                 3.947689
                 3.153211                 3.993853                 3.997514                 4.000101
                 3.163221                 4.045699                 4.049776                 4.051766
                 3.173231                 4.097119                 4.101580                 4.102860
                 3.183242                 4.148275                 4.153065                 4.153546
                 3.193252                 4.199301                 4.204348                 4.203972
                 3.203262                 4.250305                 4.255522                 4.254262
                 3.213272                 4.301371                 4.306661                 4.304524
                 3.223282                 4.352558                 4.357823                 4.354846
                 3.233293                 4.403914                 4.409062                 4.405311
                 3.243303                 4.455480                 4.460430                 4.455992
                 3.253313                 4.507298                 4.511984                 4.506968
                 3.263323                 4.559412                 4.563790                 4.558316
                 3.273333                 4.611874                 4.615920                 4.610115
                 3.283344                 4.664739                 4.668448                 4.662441
                 3.293354                 4.718061                 4.721447                 4.715367
                 3.303364                 4.771893                 4.774980                 4.768948
                 3.313374                 4.826279                 4.829097                 4.823229
                 3.323384                 4.881253                 4.883830                 4.878232
                 3.333395                 4.936836                 4.939194                 4.933965
                 3.343405                 4.993042                 4.995189                 4.990419
                 3.353415                 5.049876                 5.051804                 5.047579
                 3.363425                 5.107344                 5.109029                 5.105426
                 3.373435                 5.165458                 5.166857                 5.163948
                 3.383445                 5.224238                 5.225296                 5.223140
                 3.393456                 5.283720                 5.284369                 5.283016
                 3.403466                 5.343949                 5.344114                 5.343597
                 3.413476                 5.404976                 5.404582                 5.404913
                 3.423486                 5.466845                 5.465823                 5.466990
                 3.433496                 5.529579                 5.527868                 5.529835
                 3.443507                 5.593157                 5.590711                 5.593417
                 3.453517                 5.657494                 5.654286                 5.657644
                 3.463527                 5.722418                 5.718440                 5.722345
                 3.473537                 5.787648                 5.782919                 5.787252
                 3.483547                 5.852787                 5.847346                 5.851980
                 3.493558                 5.917311                 5.911220                 5.916029
                 3.503568                 5.980579                 5.973921                 5.978782
                 3.513578                 6.041850                 6.034726                 6.039526
                 3.523588                 6.100315                 6.092836                 6.097478
                 3.533598                 6.155137                 6.147425                 6.151822
                 3.543609                 6.205500                 6.197677                 6.201760
                 3.553619                 6.250662                 6.242848                 6.246557
                 3.563629                 6.289998                 6.282306                 6.285592
                 3.573639                 6.323044                 6.315574                 6.318396
                 3.583649                 6.349520                 6.342361                 6.344682
                 3.593660                 6.369343                 6.362568                 6.364356
                 3.603670                 6.382621                 6.376290                 6.377513
                 3.613680                 6.389631                 6.383793                 6.384426
                 3.623690                 6.390793                 6.385485                 6.385508
                 3.633700                 6.386630                 6.381881                 6.381284
                 3.643711                 6.377727                 6.373565                 6.372349
                 3.653721                 6.364699                 6.361146                 6.359330
                 3.663731                 6.348154                 6.345234                 6.342853
                 3.673741                 6.328671                 6.326403                 6.323517
                 3.683751                 6.306774                 6.305178                 6.301866
                 3.693761                 6.282925                 6.282018                 6.278381
                 3.703772                 6.257513                 6.257308                 6.253466
                 3.713782                 6.230857                 6.231360                 6.227450
                 3.723792                 6.203208                 6.204415                 6.200586
                 3.733802                 6.174759                 6.176658                 6.173064
                 3.743812                 6.145664                 6.148229                 6.145024
                 3.753823                 6.116048                 6.119242                 6.116574
                 3.763833                 6.086033                 6.089806                 6.087810
                 3.773843                 6.055755                 6.060045                 6.058834
                 3.783853                 6.025381                 6.030116                 6.029776
                 3.793863                 5.995117                 6.000219                 6.000806
                 3.803874                 5.965224                 5.970607                 5.972140
                 3.813884                 5.936007                 5.941584                 5.944047
                 3.823894                 5.907816                 5.913497                 5.916840
                 3.833904                 5.881029                 5.886724                 5.890864
                 3.843914                 5.856034                 5.861654                 5.866483
                 3.853925                 5.833205                 5.838667                 5.844052
                 3.863935                 5.812883                 5.818108                 5.823901
                 3.873945                 5.795350                 5.800264                 5.806310
                 3.883955                 5.780807                 5.785346                 5.791485
                 3.893965                 5.769364                 5.773471                 5.779547
                 3.903976                 5.761020                 5.764653                 5.770518
                 3.913986                 5.755668                 5.758796                 5.764316
                 3.923996                 5.753095                 5.755701                 5.760759
                 3.934006                 5.752995                 5.755078                 5.759576
                 3.944016                 5.754987                 5.756558                 5.760422
                 3.954027                 5.758640                 5.759726                 5.762905
                 3.964037                 5.763503                 5.764141                 5.766608
                 3.974047                 5.769135                 5.769374                 5.771124
                 3.984057                 5.775135                 5.775027                 5.776077
                 3.994067                 5.781164                 5.780768                 5.781152
                 4.004078                 5.786967                 5.786339                 5.786110
                 4.014088                 5.792378                 5.791575                 5.790794
                 4.024098                 5.797324                 5.796396                 5.795134
                 4.034108                 5.801815                 5.800805                 5.799137
                 4.044118                 5.805930                 5.804872                 5.802869
                 4.054128                 5.809795                 5.808715                 5.806444
                 4.064139                 5.813564                 5.812479                 5.809996
                 4.074149                 5.817401                 5.816316                 5.813665
                 4.084159                 5.821458                 5.820373                 5.817583
                 4.094169                 5.825870                 5.824775                 5.821862
                 4.104179                 5.830746                 5.829623                 5.826590
                 4.114190                 5.836169                 5.834993                 5.831835
                 4.124200                 5.842200                 5.840941                 5.837644
                 4.134210                 5.848886                 5.847506                 5.844057
                 4.144220                 5.856261                 5.854718                 5.851106
                 4.154230                 5.864359                 5.862607                 5.858824
                 4.164241                 5.873210                 5.871202                 5.867249
                 4.174251                 5.882846                 5.880532                 5.876417
                 4.184261                 5.893293                 5.890623                 5.886362
                 4.194271                 5.904565                 5.901489                 5.897105
                 4.204281                 5.916652                 5.913124                 5.908643
                 4.214292                 5.929508                 5.925482                 5.920935
                 4.224302                 5.943037                 5.938470                 5.933891
                 4.234312                 5.957080                 5.951933                 5.947359
                 4.244322                 5.971408                 5.965645                 5.961115
                 4.254332                 5.985722                 5.979312                 5.974868
                 4.264343                 5.999653                 5.992571                 5.988259
                 4.274353                 6.012778                 6.005003                 6.000876
                 4.284363                 6.024635                 6.016155                 6.012272
                 4.294373                 6.034755                 6.025564                 6.021991
                 4.304383                 6.042684                 6.032784                 6.029596
                 4.314394                 6.048019                 6.037418                 6.034696
                 4.324404                 6.050431                 6.039141                 6.036976
                 4.334414                 6.049688                 6.037725                 6.036212
                 4.344424                 6.045667                 6.033050                 6.032290
                 4.354434                 6.038360                 6.025108                 6.025201
                 4.364444                 6.027869                 6.013998                 6.015044
                 4.374455                 6.014385                 5.999914                 6.002002
                 4.384465                 5.998175                 5.983120                 5.986328
                 4.394475                 5.979551                 5.963931                 5.968318
                 4.404485                 5.958846                 5.942681                 5.948287
                 4.414495                 5.936393                 5.919707                 5.926545
                 4.424506                 5.912499                 5.895324                 5.903382
                 4.434516                 5.887438                 5.869809                 5.879051
                 4.444526                 5.861437                 5.843399                 5.853766
                 4.454536                 5.834679                 5.816283                 5.827699
                 4.464546                 5.807306                 5.788610                 5.800988
                 4.474557                 5.779430                 5.760494                 5.773741
                 4.484567                 5.751141                 5.732030                 5.746050
                 4.494577                 5.722525                 5.703302                 5.718000
                 4.504587                 5.693675                 5.674401                 5.689685
                 4.514597                 5.664700                 5.645432                 5.661212
                 4.524608                 5.635734                 5.616522                 5.632712
                 4.534618                 5.606942                 5.587825                 5.604342
                 4.544628                 5.578514                 5.559524                 5.576287
                 4.554638                 5.550663                 5.531821                 5.548757
                 4.564648                 5.523614                 5.504934                 5.521976
                 4.574659                 5.497598                 5.479086                 5.496176
                 4.584669                 5.472832                 5.454488                 5.471585
                 4.594679                 5.449515                 5.431336                 5.448414
                 4.604689                 5.427811                 5.409793                 5.426842
                 4.614699                 5.407845                 5.389983                 5.407010
                 4.624710                 5.389695                 5.371989                 5.389010
                 4.634720                 5.373387                 5.355841                 5.372876
                 4.644730                 5.358898                 5.341524                 5.358587
                 4.654740                 5.346151                 5.328970                 5.346061
                 4.664750                 5.335022                 5.318064                 5.335159
                 4.674760                 5.325336                 5.308644                 5.325686
                 4.684771                 5.316877                 5.300501                 5.317398
                 4.694781                 5.309384                 5.293384                 5.310009
                 4.704791                 5.302558                 5.286999                 5.303195
                 4.714801                 5.296066                 5.281017                 5.296600
                 4.724811                 5.289543                 5.275071                 5.289851
                 4.734822                 5.282602                 5.268771                 5.282556
                 4.744832                 5.274841                 5.261703                 5.274322
                 4.754842                 5.265848                 5.253445                 5.264758
                 4.764852                 5.255216                 5.243574                 5.253481
                 4.774862                 5.242548                 5.231678                 5.240130
                 4.784873                 5.227473                 5.217370                 5.224370
                 4.794883                 5.209653                 5.200298                 5.205900
                 4.804893                 5.188797                 5.180156                 5.184463
                 4.814903                 5.164674                 5.156700                 5.159855
                 4.824913                 5.137118                 5.129758                 5.131930
                 4.834924                 5.106045                 5.099236                 5.100616
                 4.844934                 5.071457                 5.065130                 5.065917
                 4.854944                 5.033445                 5.027530                 5.027919
                 4.864954                 4.992194                 4.986619                 4.986797
                 4.874964                 4.947977                 4.942669                 4.942804
                 4.884975                 4.901145                 4.896032                 4.896272
                 4.894985                 4.852114                 4.847125                 4.847595
                 4.904995                 4.801347                 4.796417                 4.797217
                 4.915005                 4.749335                 4.744404                 4.745612
                 4.925015                 4.696581                 4.691594                 4.693265
                 4.935026                 4.643574                 4.638484                 4.640661
                 4.945036                 4.590784                 4.585552                 4.588260
                 4.955046                 4.538642                 4.533241                 4.536495
                 4.965056                 4.487541                 4.481952                 4.485759
                 4.975066                 4.437825                 4.432041                 4.436400
                 4.985076                 4.389796                 4.383818                 4.388723
                 4.995087                 4.343707                 4.337549                 4.342985
                 5.005097                 4.299773                 4.293454                 4.299399
                 5.015107                 4.258165                 4.251715                 4.258138
                 5.025117                 4.219019                 4.212470                 4.219331
                 5.035127                 4.182434                 4.175823                 4.183070
                 5.045138                 4.148475                 4.141840                 4.149415
                 5.055148                 4.117175                 4.110553                 4.118388
                 5.065158                 4.088539                 4.081966                 4.089987
                 5.075168                 4.062547                 4.056053                 4.064182
                 5.085178                 4.039157                 4.032765                 4.040927
                 5.095189                 4.018310                 4.012038                 4.020158
                 5.105199                 3.999936                 3.993794                 4.001803
                 5.115209                 3.983958                 3.977948                 3.985788
                 5.125219                 3.970297                 3.964413                 3.972037
                 5.135229                 3.958876                 3.953105                 3.960478
                 5.145240                 3.949625                 3.943949                 3.951048
                 5.155250                 3.942480                 3.936876                 3.943689
                 5.165260                 3.937383                 3.931826                 3.938355
                 5.175270                 3.934286                 3.928751                 3.935002
                 5.185280                 3.933144                 3.927606                 3.933594
                 5.195291                 3.933914                 3.928353                 3.934091
                 5.205301                 3.936548                 3.930948                 3.936452
                 5.215311                 3.940990                 3.935340                 3.940621
                 5.225321                 3.947166                 3.941463                 3.946528
                 5.235331                 3.954982                 3.949226                 3.954078
                 5.245342                 3.964312                 3.958512                 3.963146
                 5.255352                 3.974996                 3.969164                 3.973573
                 5.265362                 3.986839                 3.980988                 3.985163
                 5.275372                 3.999606                 3.993752                 3.997686
                 5.285382                 4.013026                 4.007183                 4.010877
                 5.295393                 4.026801                 4.020983                 4.024445
                 5.305403                 4.040616                 4.034832                 4.038083
                 5.315413                 4.054149                 4.048405                 4.051478
                 5.325423                 4.067088                 4.061385                 4.064329
                 5.335433                 4.079146                 4.073478                 4.076356
                 5.345443                 4.090071                 4.084430                 4.087310
                 5.355454                 4.099658                 4.094030                 4.096986
                 5.365464                 4.107756                 4.102122                 4.105226
                 5.375474                 4.114260                 4.108599                 4.111915
                 5.385484                 4.119117                 4.113405                 4.116983
                 5.395494                 4.122308                 4.116519                 4.120394
                 5.405505                 4.123844                 4.117953                 4.122136
                 5.415515                 4.123752                 4.117733                 4.122217
                 5.425525                 4.122064                 4.115895                 4.120652
                 5.435535                 4.118814                 4.112474                 4.117458
                 5.445545                 4.114031                 4.107504                 4.112654
                 5.455556                 4.107737                 4.101010                 4.106256
                 5.465566                 4.099947                 4.093016                 4.098278
                 5.475576                 4.090673                 4.083539                 4.088736
                 5.485586                 4.079924                 4.072594                 4.077646
                 5.495596                 4.067708                 4.060195                 4.065024
                 5.505607                 4.054032                 4.046353                 4.050888
                 5.515617                 4.038898                 4.031076                 4.035255
                 5.525627                 4.022309                 4.014367                 4.018137
                 5.535637                 4.004258                 3.996219                 3.999545
                 5.545647                 3.984739                 3.976624                 3.979481
                 5.555658                 3.963738                 3.955565                 3.957946
                 5.565668                 3.941248                 3.933028                 3.934941
                 5.575678                 3.917264                 3.909005                 3.910473
                 5.585688                 3.891797                 3.883505                 3.884563
                 5.595698                 3.864881                 3.856556                 3.857251
                 5.605709                 3.836577                 3.828219                 3.828608
                 5.615719                 3.806979                 3.798590                 3.798736
                 5.625729                 3.776219                 3.767803                 3.767773
                 5.635739                 3.744466                 3.736028                 3.735893
                 5.645749                 3.711919                 3.703472                 3.703301
                 5.655759                 3.678806                 3.670364                 3.670226
                 5.665770                 3.645369                 3.636953                 3.636913
