#       Energy(Ry)            Total                 X                  Y                   Z
      0.10600000E-01      0.20048265E-04      0.66838735E-05      0.66826757E-05      0.66817159E-05
      0.10800000E-01      0.20438876E-04      0.68140991E-05      0.68128779E-05      0.68118994E-05
      0.11000000E-01      0.20829956E-04      0.69444809E-05      0.69432362E-05      0.69422391E-05
      0.11200000E-01      0.21221505E-04      0.70750192E-05      0.70737510E-05      0.70727351E-05
      0.11400000E-01      0.21613524E-04      0.72057141E-05      0.72044224E-05      0.72033877E-05
      0.11600000E-01      0.22006014E-04      0.73365658E-05      0.73352506E-05      0.73341972E-05
      0.11800000E-01      0.22398974E-04      0.74675746E-05      0.74662359E-05      0.74651636E-05
      0.12000000E-01      0.22792406E-04      0.75987407E-05      0.75973784E-05      0.75962873E-05
      0.12200000E-01      0.23186311E-04      0.77300643E-05      0.77286784E-05      0.77275684E-05
      0.12400000E-01      0.23580689E-04      0.78615456E-05      0.78601360E-05      0.78590072E-05
      0.12600000E-01      0.23975540E-04      0.79931848E-05      0.79917516E-05      0.79906038E-05
      0.12800000E-01      0.24370866E-04      0.81249822E-05      0.81235253E-05      0.81223586E-05
      0.13000000E-01      0.24766667E-04      0.82569379E-05      0.82554573E-05      0.82542716E-05
      0.13200000E-01      0.25162943E-04      0.83890522E-05      0.83875478E-05      0.83863432E-05
      0.13400000E-01      0.25559696E-04      0.85213253E-05      0.85197971E-05      0.85185735E-05
      0.13600000E-01      0.25956926E-04      0.86537575E-05      0.86522054E-05      0.86509628E-05
      0.13800000E-01      0.26354633E-04      0.87863488E-05      0.87847729E-05      0.87835112E-05
      0.14000000E-01      0.26752818E-04      0.89190996E-05      0.89174998E-05      0.89162191E-05
      0.14200000E-01      0.27151483E-04      0.90520101E-05      0.90503863E-05      0.90490865E-05
      0.14400000E-01      0.27550627E-04      0.91850804E-05      0.91834327E-05      0.91821138E-05
      0.14600000E-01      0.27950251E-04      0.93183108E-05      0.93166392E-05      0.93153011E-05
      0.14800000E-01      0.28350356E-04      0.94517016E-05      0.94500060E-05      0.94486487E-05
      0.15000000E-01      0.28750943E-04      0.95852529E-05      0.95835332E-05      0.95821568E-05
      0.15200000E-01      0.29152012E-04      0.97189650E-05      0.97172212E-05      0.97158256E-05
      0.15400000E-01      0.29553564E-04      0.98528380E-05      0.98510701E-05      0.98496553E-05
      0.15600000E-01      0.29955599E-04      0.99868723E-05      0.99850803E-05      0.99836462E-05
      0.15800000E-01      0.30358118E-04      0.10121068E-04      0.10119252E-04      0.10117798E-04
      0.16000000E-01      0.30761122E-04      0.10255425E-04      0.10253585E-04      0.10252112E-04
      0.16200000E-01      0.31164612E-04      0.10389944E-04      0.10388080E-04      0.10386588E-04
      0.16400000E-01      0.31568588E-04      0.10524626E-04      0.10522737E-04      0.10521226E-04
      0.16600000E-01      0.31973051E-04      0.10659469E-04      0.10657556E-04      0.10656025E-04
      0.16800000E-01      0.32378001E-04      0.10794475E-04      0.10792538E-04      0.10790988E-04
      0.17000000E-01      0.32783440E-04      0.10929644E-04      0.10927682E-04      0.10926113E-04
      0.17200000E-01      0.33189367E-04      0.11064976E-04      0.11062990E-04      0.11061401E-04
      0.17400000E-01      0.33595784E-04      0.11200471E-04      0.11198461E-04      0.11196852E-04
      0.17600000E-01      0.34002691E-04      0.11336130E-04      0.11334095E-04      0.11332467E-04
      0.17800000E-01      0.34410089E-04      0.11471952E-04      0.11469892E-04      0.11468245E-04
      0.18000000E-01      0.34817978E-04      0.11607938E-04      0.11605854E-04      0.11604187E-04
      0.18200000E-01      0.35226360E-04      0.11744088E-04      0.11741979E-04      0.11740293E-04
      0.18400000E-01      0.35635235E-04      0.11880402E-04      0.11878269E-04      0.11876563E-04
      0.18600000E-01      0.36044603E-04      0.12016881E-04      0.12014724E-04      0.12012998E-04
      0.18800000E-01      0.36454466E-04      0.12153525E-04      0.12151343E-04      0.12149598E-04
      0.19000000E-01      0.36864823E-04      0.12290334E-04      0.12288127E-04      0.12286362E-04
      0.19200000E-01      0.37275676E-04      0.12427308E-04      0.12425076E-04      0.12423292E-04
      0.19400000E-01      0.37687025E-04      0.12564448E-04      0.12562191E-04      0.12560387E-04
      0.19600000E-01      0.38098872E-04      0.12701753E-04      0.12699471E-04      0.12697647E-04
      0.19800000E-01      0.38511216E-04      0.12839224E-04      0.12836918E-04      0.12835074E-04
      0.20000000E-01      0.38924058E-04      0.12976861E-04      0.12974530E-04      0.12972667E-04
      0.20200000E-01      0.39337399E-04      0.13114665E-04      0.13112309E-04      0.13110426E-04
      0.20400000E-01      0.39751241E-04      0.13252635E-04      0.13250254E-04      0.13248351E-04
      0.20600000E-01      0.40165582E-04      0.13390772E-04      0.13388366E-04      0.13386444E-04
      0.20800000E-01      0.40580425E-04      0.13529076E-04      0.13526646E-04      0.13524703E-04
      0.21000000E-01      0.40995769E-04      0.13667548E-04      0.13665092E-04      0.13663129E-04
      0.21200000E-01      0.41411616E-04      0.13806187E-04      0.13803706E-04      0.13801724E-04
      0.21400000E-01      0.41827967E-04      0.13944994E-04      0.13942488E-04      0.13940485E-04
      0.21600000E-01      0.42244821E-04      0.14083968E-04      0.14081437E-04      0.14079415E-04
      0.21800000E-01      0.42662179E-04      0.14223111E-04      0.14220555E-04      0.14218513E-04
      0.22000000E-01      0.43080043E-04      0.14362423E-04      0.14359841E-04      0.14357779E-04
      0.22200000E-01      0.43498413E-04      0.14501903E-04      0.14499296E-04      0.14497214E-04
      0.22400000E-01      0.43917290E-04      0.14641552E-04      0.14638920E-04      0.14636818E-04
      0.22600000E-01      0.44336674E-04      0.14781370E-04      0.14778713E-04      0.14776591E-04
      0.22800000E-01      0.44756566E-04      0.14921358E-04      0.14918675E-04      0.14916533E-04
      0.23000000E-01      0.45176967E-04      0.15061515E-04      0.15058807E-04      0.15056645E-04
      0.23200000E-01      0.45597877E-04      0.15201842E-04      0.15199109E-04      0.15196926E-04
      0.23400000E-01      0.46019298E-04      0.15342339E-04      0.15339581E-04      0.15337378E-04
      0.23600000E-01      0.46441230E-04      0.15483007E-04      0.15480223E-04      0.15478000E-04
      0.23800000E-01      0.46863673E-04      0.15623845E-04      0.15621036E-04      0.15618792E-04
      0.24000000E-01      0.47286628E-04      0.15764854E-04      0.15762019E-04      0.15759755E-04
      0.24200000E-01      0.47710097E-04      0.15906034E-04      0.15903173E-04      0.15900889E-04
      0.24400000E-01      0.48134079E-04      0.16047385E-04      0.16044499E-04      0.16042195E-04
      0.24600000E-01      0.48558576E-04      0.16188908E-04      0.16185996E-04      0.16183672E-04
      0.24800000E-01      0.48983588E-04      0.16330602E-04      0.16327665E-04      0.16325320E-04
      0.25000000E-01      0.49409115E-04      0.16472469E-04      0.16469506E-04      0.16467141E-04
      0.25200000E-01      0.49835160E-04      0.16614507E-04      0.16611519E-04      0.16609133E-04
      0.25400000E-01      0.50261721E-04      0.16756719E-04      0.16753705E-04      0.16751298E-04
      0.25600000E-01      0.50688801E-04      0.16899103E-04      0.16896063E-04      0.16893636E-04
      0.25800000E-01      0.51116400E-04      0.17041659E-04      0.17038594E-04      0.17036147E-04
      0.26000000E-01      0.51544518E-04      0.17184389E-04      0.17181298E-04      0.17178830E-04
      0.26200000E-01      0.51973156E-04      0.17327293E-04      0.17324176E-04      0.17321687E-04
      0.26400000E-01      0.52402315E-04      0.17470370E-04      0.17467227E-04      0.17464718E-04
      0.26600000E-01      0.52831996E-04      0.17613621E-04      0.17610452E-04      0.17607923E-04
      0.26800000E-01      0.53262199E-04      0.17757046E-04      0.17753851E-04      0.17751301E-04
      0.27000000E-01      0.53692925E-04      0.17900646E-04      0.17897425E-04      0.17894854E-04
      0.27200000E-01      0.54124176E-04      0.18044420E-04      0.18041173E-04      0.18038582E-04
      0.27400000E-01      0.54555950E-04      0.18188370E-04      0.18185096E-04      0.18182484E-04
      0.27600000E-01      0.54988250E-04      0.18332494E-04      0.18329194E-04      0.18326562E-04
      0.27800000E-01      0.55421076E-04      0.18476794E-04      0.18473468E-04      0.18470815E-04
      0.28000000E-01      0.55854429E-04      0.18621269E-04      0.18617917E-04      0.18615243E-04
      0.28200000E-01      0.56288309E-04      0.18765920E-04      0.18762542E-04      0.18759847E-04
      0.28400000E-01      0.56722718E-04      0.18910747E-04      0.18907343E-04      0.18904628E-04
      0.28600000E-01      0.57157655E-04      0.19055751E-04      0.19052320E-04      0.19049584E-04
      0.28800000E-01      0.57593123E-04      0.19200931E-04      0.19197474E-04      0.19194717E-04
      0.29000000E-01      0.58029120E-04      0.19346288E-04      0.19342805E-04      0.19340027E-04
      0.29200000E-01      0.58465649E-04      0.19491822E-04      0.19488313E-04      0.19485514E-04
      0.29400000E-01      0.58902710E-04      0.19637534E-04      0.19633998E-04      0.19631178E-04
      0.29600000E-01      0.59340303E-04      0.19783423E-04      0.19779861E-04      0.19777020E-04
      0.29800000E-01      0.59778430E-04      0.19929490E-04      0.19925901E-04      0.19923039E-04
      0.30000000E-01      0.60217091E-04      0.20075735E-04      0.20072120E-04      0.20069237E-04
      0.30200000E-01      0.60656287E-04      0.20222158E-04      0.20218516E-04      0.20215612E-04
      0.30400000E-01      0.61096019E-04      0.20368760E-04      0.20365092E-04      0.20362167E-04
      0.30600000E-01      0.61536287E-04      0.20515541E-04      0.20511846E-04      0.20508900E-04
      0.30800000E-01      0.61977092E-04      0.20662501E-04      0.20658779E-04      0.20655812E-04
      0.31000000E-01      0.62418435E-04      0.20809640E-04      0.20805892E-04      0.20802903E-04
      0.31200000E-01      0.62860317E-04      0.20956959E-04      0.20953184E-04      0.20950174E-04
      0.31400000E-01      0.63302738E-04      0.21104457E-04      0.21100655E-04      0.21097625E-04
      0.31600000E-01      0.63745699E-04      0.21252136E-04      0.21248307E-04      0.21245256E-04
      0.31800000E-01      0.64189201E-04      0.21399995E-04      0.21396140E-04      0.21393067E-04
      0.32000000E-01      0.64633245E-04      0.21548035E-04      0.21544152E-04      0.21541058E-04
      0.32200000E-01      0.65077832E-04      0.21696255E-04      0.21692346E-04      0.21689230E-04
      0.32400000E-01      0.65522961E-04      0.21844657E-04      0.21840721E-04      0.21837584E-04
      0.32600000E-01      0.65968635E-04      0.21993240E-04      0.21989277E-04      0.21986118E-04
      0.32800000E-01      0.66414853E-04      0.22142004E-04      0.22138014E-04      0.22134834E-04
      0.33000000E-01      0.66861617E-04      0.22290951E-04      0.22286933E-04      0.22283732E-04
      0.33200000E-01      0.67308927E-04      0.22440079E-04      0.22436035E-04      0.22432813E-04
      0.33400000E-01      0.67756784E-04      0.22589390E-04      0.22585319E-04      0.22582075E-04
      0.33600000E-01      0.68205189E-04      0.22738884E-04      0.22734785E-04      0.22731520E-04
      0.33800000E-01      0.68654142E-04      0.22888560E-04      0.22884434E-04      0.22881148E-04
      0.34000000E-01      0.69103645E-04      0.23038420E-04      0.23034267E-04      0.23030958E-04
      0.34200000E-01      0.69553698E-04      0.23188463E-04      0.23184282E-04      0.23180953E-04
      0.34400000E-01      0.70004302E-04      0.23338689E-04      0.23334482E-04      0.23331130E-04
      0.34600000E-01      0.70455457E-04      0.23489100E-04      0.23484865E-04      0.23481492E-04
      0.34800000E-01      0.70907165E-04      0.23639695E-04      0.23635432E-04      0.23632038E-04
      0.35000000E-01      0.71359426E-04      0.23790474E-04      0.23786184E-04      0.23782768E-04
      0.35200000E-01      0.71812241E-04      0.23941438E-04      0.23937121E-04      0.23933683E-04
      0.35400000E-01      0.72265611E-04      0.24092587E-04      0.24088242E-04      0.24084782E-04
      0.35600000E-01      0.72719536E-04      0.24243921E-04      0.24239548E-04      0.24236067E-04
      0.35800000E-01      0.73174018E-04      0.24395440E-04      0.24391040E-04      0.24387537E-04
      0.36000000E-01      0.73629057E-04      0.24547146E-04      0.24542718E-04      0.24539193E-04
      0.36200000E-01      0.74084654E-04      0.24699037E-04      0.24694582E-04      0.24691035E-04
      0.36400000E-01      0.74540809E-04      0.24851114E-04      0.24846632E-04      0.24843063E-04
      0.36600000E-01      0.74997524E-04      0.25003378E-04      0.24998868E-04      0.24995277E-04
      0.36800000E-01      0.75454799E-04      0.25155829E-04      0.25151291E-04      0.25147679E-04
      0.37000000E-01      0.75912635E-04      0.25308467E-04      0.25303901E-04      0.25300267E-04
      0.37200000E-01      0.76371033E-04      0.25461292E-04      0.25456699E-04      0.25453042E-04
      0.37400000E-01      0.76829994E-04      0.25614305E-04      0.25609684E-04      0.25606005E-04
      0.37600000E-01      0.77289518E-04      0.25767506E-04      0.25762856E-04      0.25759156E-04
      0.37800000E-01      0.77749607E-04      0.25920895E-04      0.25916217E-04      0.25912495E-04
      0.38000000E-01      0.78210260E-04      0.26074472E-04      0.26069766E-04      0.26066022E-04
      0.38200000E-01      0.78671479E-04      0.26228237E-04      0.26223504E-04      0.26219738E-04
      0.38400000E-01      0.79133265E-04      0.26382192E-04      0.26377431E-04      0.26373642E-04
      0.38600000E-01      0.79595619E-04      0.26536336E-04      0.26531547E-04      0.26527736E-04
      0.38800000E-01      0.80058540E-04      0.26690669E-04      0.26685852E-04      0.26682019E-04
      0.39000000E-01      0.80522031E-04      0.26845192E-04      0.26840347E-04      0.26836492E-04
      0.39200000E-01      0.80986091E-04      0.26999905E-04      0.26995032E-04      0.26991154E-04
      0.39400000E-01      0.81450723E-04      0.27154809E-04      0.27149907E-04      0.27146007E-04
      0.39600000E-01      0.81915925E-04      0.27309902E-04      0.27304972E-04      0.27301050E-04
      0.39800000E-01      0.82381700E-04      0.27465187E-04      0.27460228E-04      0.27456284E-04
      0.40000000E-01      0.82848048E-04      0.27620663E-04      0.27615676E-04      0.27611709E-04
      0.40200000E-01      0.83314970E-04      0.27776330E-04      0.27771314E-04      0.27767326E-04
      0.40400000E-01      0.83782466E-04      0.27932188E-04      0.27927145E-04      0.27923133E-04
      0.40600000E-01      0.84250538E-04      0.28088239E-04      0.28083167E-04      0.28079133E-04
      0.40800000E-01      0.84719187E-04      0.28244481E-04      0.28239381E-04      0.28235325E-04
      0.41000000E-01      0.85188412E-04      0.28400916E-04      0.28395787E-04      0.28391709E-04
      0.41200000E-01      0.85658216E-04      0.28557544E-04      0.28552386E-04      0.28548285E-04
      0.41400000E-01      0.86128598E-04      0.28714365E-04      0.28709178E-04      0.28705055E-04
      0.41600000E-01      0.86599560E-04      0.28871379E-04      0.28866164E-04      0.28862018E-04
      0.41800000E-01      0.87071102E-04      0.29028586E-04      0.29023342E-04      0.29019174E-04
      0.42000000E-01      0.87543226E-04      0.29185987E-04      0.29180715E-04      0.29176524E-04
      0.42200000E-01      0.88015932E-04      0.29343583E-04      0.29338281E-04      0.29334068E-04
      0.42400000E-01      0.88489220E-04      0.29501372E-04      0.29496042E-04      0.29491806E-04
      0.42600000E-01      0.88963093E-04      0.29659356E-04      0.29653998E-04      0.29649739E-04
      0.42800000E-01      0.89437550E-04      0.29817536E-04      0.29812148E-04      0.29807866E-04
      0.43000000E-01      0.89912592E-04      0.29975910E-04      0.29970493E-04      0.29966189E-04
      0.43200000E-01      0.90388221E-04      0.30134480E-04      0.30129034E-04      0.30124707E-04
      0.43400000E-01      0.90864436E-04      0.30293245E-04      0.30287771E-04      0.30283421E-04
      0.43600000E-01      0.91341240E-04      0.30452207E-04      0.30446703E-04      0.30442330E-04
      0.43800000E-01      0.91818632E-04      0.30611364E-04      0.30605832E-04      0.30601436E-04
      0.44000000E-01      0.92296614E-04      0.30770719E-04      0.30765157E-04      0.30760738E-04
      0.44200000E-01      0.92775187E-04      0.30930270E-04      0.30924679E-04      0.30920238E-04
      0.44400000E-01      0.93254351E-04      0.31090018E-04      0.31084398E-04      0.31079934E-04
      0.44600000E-01      0.93734106E-04      0.31249964E-04      0.31244315E-04      0.31239827E-04
      0.44800000E-01      0.94214455E-04      0.31410107E-04      0.31404429E-04      0.31399919E-04
      0.45000000E-01      0.94695398E-04      0.31570449E-04      0.31564741E-04      0.31560208E-04
      0.45200000E-01      0.95176935E-04      0.31730988E-04      0.31725252E-04      0.31720695E-04
      0.45400000E-01      0.95659068E-04      0.31891727E-04      0.31885960E-04      0.31881381E-04
      0.45600000E-01      0.96141797E-04      0.32052664E-04      0.32046868E-04      0.32042265E-04
      0.45800000E-01      0.96625123E-04      0.32213800E-04      0.32207975E-04      0.32203349E-04
      0.46000000E-01      0.97109047E-04      0.32375135E-04      0.32369281E-04      0.32364631E-04
      0.46200000E-01      0.97593571E-04      0.32536670E-04      0.32530786E-04      0.32526114E-04
      0.46400000E-01      0.98078694E-04      0.32698406E-04      0.32692492E-04      0.32687796E-04
      0.46600000E-01      0.98564417E-04      0.32860341E-04      0.32854398E-04      0.32849679E-04
      0.46800000E-01      0.99050742E-04      0.33022477E-04      0.33016504E-04      0.33011762E-04
      0.47000000E-01      0.99537670E-04      0.33184814E-04      0.33178811E-04      0.33174045E-04
      0.47200000E-01      0.10002520E-03      0.33347351E-04      0.33341319E-04      0.33336530E-04
      0.47400000E-01      0.10051334E-03      0.33510091E-04      0.33504028E-04      0.33499216E-04
      0.47600000E-01      0.10100208E-03      0.33673031E-04      0.33666940E-04      0.33662104E-04
      0.47800000E-01      0.10149142E-03      0.33836174E-04      0.33830053E-04      0.33825194E-04
      0.48000000E-01      0.10198137E-03      0.33999519E-04      0.33993368E-04      0.33988485E-04
      0.48200000E-01      0.10247193E-03      0.34163067E-04      0.34156886E-04      0.34151980E-04
      0.48400000E-01      0.10296310E-03      0.34326818E-04      0.34320606E-04      0.34315677E-04
      0.48600000E-01      0.10345488E-03      0.34490771E-04      0.34484530E-04      0.34479577E-04
      0.48800000E-01      0.10394727E-03      0.34654928E-04      0.34648657E-04      0.34643680E-04
      0.49000000E-01      0.10444026E-03      0.34819289E-04      0.34812988E-04      0.34807987E-04
      0.49200000E-01      0.10493388E-03      0.34983854E-04      0.34977522E-04      0.34972499E-04
      0.49400000E-01      0.10542810E-03      0.35148623E-04      0.35142261E-04      0.35137214E-04
      0.49600000E-01      0.10592294E-03      0.35313597E-04      0.35307205E-04      0.35302134E-04
      0.49800000E-01      0.10641839E-03      0.35478776E-04      0.35472353E-04      0.35467258E-04
      0.50000000E-01      0.10691445E-03      0.35644159E-04      0.35637707E-04      0.35632588E-04
      0.50200000E-01      0.10741114E-03      0.35809749E-04      0.35803266E-04      0.35798123E-04
      0.50400000E-01      0.10790844E-03      0.35975544E-04      0.35969030E-04      0.35963864E-04
      0.50600000E-01      0.10840636E-03      0.36141545E-04      0.36135001E-04      0.36129811E-04
      0.50800000E-01      0.10890489E-03      0.36307752E-04      0.36301178E-04      0.36295964E-04
      0.51000000E-01      0.10940405E-03      0.36474166E-04      0.36467562E-04      0.36462324E-04
      0.51200000E-01      0.10990383E-03      0.36640787E-04      0.36634152E-04      0.36628890E-04
      0.51400000E-01      0.11040423E-03      0.36807616E-04      0.36800950E-04      0.36795664E-04
      0.51600000E-01      0.11090525E-03      0.36974652E-04      0.36967955E-04      0.36962646E-04
      0.51800000E-01      0.11140690E-03      0.37141895E-04      0.37135168E-04      0.37129835E-04
      0.52000000E-01      0.11190917E-03      0.37309347E-04      0.37302590E-04      0.37297232E-04
      0.52200000E-01      0.11241206E-03      0.37477008E-04      0.37470219E-04      0.37464837E-04
      0.52400000E-01      0.11291559E-03      0.37644877E-04      0.37638058E-04      0.37632652E-04
      0.52600000E-01      0.11341974E-03      0.37812955E-04      0.37806105E-04      0.37800675E-04
      0.52800000E-01      0.11392451E-03      0.37981243E-04      0.37974362E-04      0.37968908E-04
      0.53000000E-01      0.11442992E-03      0.38149740E-04      0.38142828E-04      0.38137350E-04
      0.53200000E-01      0.11493595E-03      0.38318447E-04      0.38311504E-04      0.38306002E-04
      0.53400000E-01      0.11544262E-03      0.38487365E-04      0.38480391E-04      0.38474864E-04
      0.53600000E-01      0.11594992E-03      0.38656493E-04      0.38649488E-04      0.38643937E-04
      0.53800000E-01      0.11645785E-03      0.38825831E-04      0.38818796E-04      0.38813220E-04
      0.54000000E-01      0.11696641E-03      0.38995382E-04      0.38988315E-04      0.38982715E-04
      0.54200000E-01      0.11747561E-03      0.39165143E-04      0.39158045E-04      0.39152421E-04
      0.54400000E-01      0.11798544E-03      0.39335116E-04      0.39327987E-04      0.39322338E-04
      0.54600000E-01      0.11849591E-03      0.39505302E-04      0.39498141E-04      0.39492468E-04
      0.54800000E-01      0.11900702E-03      0.39675700E-04      0.39668508E-04      0.39662810E-04
      0.55000000E-01      0.11951876E-03      0.39846310E-04      0.39839087E-04      0.39833365E-04
      0.55200000E-01      0.12003115E-03      0.40017134E-04      0.40009879E-04      0.40004133E-04
      0.55400000E-01      0.12054417E-03      0.40188171E-04      0.40180885E-04      0.40175114E-04
      0.55600000E-01      0.12105783E-03      0.40359421E-04      0.40352104E-04      0.40346308E-04
      0.55800000E-01      0.12157214E-03      0.40530886E-04      0.40523537E-04      0.40517717E-04
      0.56000000E-01      0.12208709E-03      0.40702565E-04      0.40695184E-04      0.40689339E-04
      0.56200000E-01      0.12260268E-03      0.40874458E-04      0.40867046E-04      0.40861176E-04
      0.56400000E-01      0.12311892E-03      0.41046566E-04      0.41039123E-04      0.41033228E-04
      0.56600000E-01      0.12363580E-03      0.41218890E-04      0.41211414E-04      0.41205495E-04
      0.56800000E-01      0.12415333E-03      0.41391428E-04      0.41383922E-04      0.41377978E-04
      0.57000000E-01      0.12467150E-03      0.41564183E-04      0.41556645E-04      0.41550676E-04
      0.57200000E-01      0.12519033E-03      0.41737154E-04      0.41729584E-04      0.41723590E-04
      0.57400000E-01      0.12570980E-03      0.41910341E-04      0.41902739E-04      0.41896720E-04
      0.57600000E-01      0.12622992E-03      0.42083745E-04      0.42076111E-04      0.42070068E-04
      0.57800000E-01      0.12675070E-03      0.42257366E-04      0.42249700E-04      0.42243632E-04
      0.58000000E-01      0.12727213E-03      0.42431205E-04      0.42423507E-04      0.42417414E-04
      0.58200000E-01      0.12779421E-03      0.42605261E-04      0.42597531E-04      0.42591413E-04
      0.58400000E-01      0.12831694E-03      0.42779535E-04      0.42771773E-04      0.42765630E-04
      0.58600000E-01      0.12884033E-03      0.42954028E-04      0.42946234E-04      0.42940065E-04
      0.58800000E-01      0.12936437E-03      0.43128739E-04      0.43120913E-04      0.43114719E-04
      0.59000000E-01      0.12988907E-03      0.43303669E-04      0.43295811E-04      0.43289592E-04
      0.59200000E-01      0.13041443E-03      0.43478819E-04      0.43470928E-04      0.43464684E-04
      0.59400000E-01      0.13094045E-03      0.43654188E-04      0.43646265E-04      0.43639996E-04
      0.59600000E-01      0.13146713E-03      0.43829777E-04      0.43821822E-04      0.43815528E-04
      0.59800000E-01      0.13199446E-03      0.44005586E-04      0.43997599E-04      0.43991279E-04
      0.60000000E-01      0.13252246E-03      0.44181616E-04      0.44173596E-04      0.44167251E-04
      0.60200000E-01      0.13305113E-03      0.44357867E-04      0.44349815E-04      0.44343444E-04
      0.60400000E-01      0.13358045E-03      0.44534339E-04      0.44526254E-04      0.44519859E-04
