                   u          alpha(angstrong)       alpha(a.u.)  
                  23.7500     8.281145E-03           5.588394E-02
                  24.0000     8.124623E-03           5.482767E-02
                  24.2500     7.972464E-03           5.380086E-02
                  24.5000     7.824509E-03           5.280240E-02
                  24.7500     7.680606E-03           5.183130E-02
                  25.0000     7.540609E-03           5.088655E-02
                  25.2500     7.404379E-03           4.996722E-02
                  25.5000     7.271783E-03           4.907242E-02
                  25.7500     7.142693E-03           4.820128E-02
                  26.0000     7.016989E-03           4.735299E-02
                  26.2500     6.894554E-03           4.652676E-02
                  26.5000     6.775275E-03           4.572182E-02
                  26.7500     6.659047E-03           4.493747E-02
                  27.0000     6.545766E-03           4.417302E-02
                  27.2500     6.435335E-03           4.342779E-02
                  27.5000     6.327658E-03           4.270115E-02
                  27.7500     6.222647E-03           4.199251E-02
                  28.0000     6.120211E-03           4.130123E-02
                  28.2500     6.020274E-03           4.062683E-02
                  28.5000     5.922746E-03           3.996867E-02
                  28.7500     5.827570E-03           3.932639E-02
                  29.0000     5.734648E-03           3.869933E-02
                  29.2500     5.643925E-03           3.808710E-02
                  29.5000     5.555327E-03           3.748920E-02
                  29.7500     5.468789E-03           3.690522E-02
                  30.0000     5.384249E-03           3.633471E-02
                  30.2500     5.301642E-03           3.577725E-02
                  30.5000     5.220918E-03           3.523250E-02
                  30.7500     5.142014E-03           3.470003E-02
                  31.0000     5.064879E-03           3.417950E-02
                  31.2500     4.989460E-03           3.367055E-02
                  31.5000     4.915706E-03           3.317283E-02
                  31.7500     4.843569E-03           3.268602E-02
                  32.0000     4.773002E-03           3.220982E-02
                  32.2500     4.703962E-03           3.174391E-02
                  32.5000     4.636404E-03           3.128800E-02
                  32.7500     4.570285E-03           3.084182E-02
                  33.0000     4.505567E-03           3.040507E-02
                  33.2500     4.442208E-03           2.997751E-02
                  33.5000     4.380175E-03           2.955889E-02
                  33.7500     4.319427E-03           2.914894E-02
                  34.0000     4.259930E-03           2.874743E-02
                  34.2500     4.201652E-03           2.835415E-02
                  34.5000     4.144558E-03           2.796886E-02
                  34.7500     4.088617E-03           2.759136E-02
                  35.0000     4.033798E-03           2.722142E-02
                  35.2500     3.980072E-03           2.685886E-02
                  35.5000     3.927410E-03           2.650348E-02
                  35.7500     3.875784E-03           2.615509E-02
                  36.0000     3.825167E-03           2.581351E-02
                  36.2500     3.775532E-03           2.547855E-02
                  36.5000     3.726856E-03           2.515007E-02
                  36.7500     3.679114E-03           2.482789E-02
                  37.0000     3.632284E-03           2.451187E-02
                  37.2500     3.586338E-03           2.420181E-02
                  37.5000     3.541260E-03           2.389761E-02
                  37.7500     3.497025E-03           2.359909E-02
                  38.0000     3.453611E-03           2.330612E-02
                  38.2500     3.411000E-03           2.301857E-02
                  38.5000     3.369173E-03           2.273630E-02
                  38.7500     3.328106E-03           2.245917E-02
                  39.0000     3.287790E-03           2.218711E-02
                  39.2500     3.248199E-03           2.191994E-02
                  39.5000     3.209320E-03           2.165757E-02
                  39.7500     3.171133E-03           2.139986E-02
                  40.0000     3.133622E-03           2.114673E-02
                  40.2500     3.096775E-03           2.089807E-02
                  40.5000     3.060572E-03           2.065377E-02
                  40.7500     3.025000E-03           2.041371E-02
                  41.0000     2.990046E-03           2.017783E-02
                  41.2500     2.955693E-03           1.994601E-02
                  41.5000     2.921929E-03           1.971815E-02
                  41.7500     2.888740E-03           1.949418E-02
                  42.0000     2.856113E-03           1.927401E-02
                  42.2500     2.824037E-03           1.905755E-02
                  42.5000     2.792497E-03           1.884470E-02
                  42.7500     2.761484E-03           1.863542E-02
                  43.0000     2.730984E-03           1.842960E-02
                  43.2500     2.700987E-03           1.822717E-02
                  43.5000     2.671482E-03           1.802806E-02
                  43.7500     2.642458E-03           1.783219E-02
                  44.0000     2.613905E-03           1.763951E-02
                  44.2500     2.585813E-03           1.744993E-02
                  44.5000     2.558171E-03           1.726339E-02
                  44.7500     2.530971E-03           1.707984E-02
                  45.0000     2.504202E-03           1.689919E-02
                  45.2500     2.477857E-03           1.672141E-02
                  45.5000     2.451925E-03           1.654641E-02
                  45.7500     2.426398E-03           1.637415E-02
                  46.0000     2.401269E-03           1.620457E-02
                  46.2500     2.376530E-03           1.603762E-02
                  46.5000     2.352172E-03           1.587324E-02
                  46.7500     2.328185E-03           1.571137E-02
                  47.0000     2.304564E-03           1.555197E-02
                  47.2500     2.281303E-03           1.539499E-02
                  47.5000     2.258391E-03           1.524038E-02
                  47.7500     2.235825E-03           1.508809E-02
                  48.0000     2.213595E-03           1.493808E-02
                  48.2500     2.191695E-03           1.479029E-02
                  48.5000     2.170121E-03           1.464470E-02
                  48.7500     2.148864E-03           1.450125E-02
                  49.0000     2.127918E-03           1.435990E-02
                  49.2500     2.107276E-03           1.422060E-02
                  49.5000     2.086937E-03           1.408335E-02
                  49.7500     2.066889E-03           1.394806E-02
                  50.0000     2.047129E-03           1.381471E-02
