                   u          alpha(angstrong)       alpha(a.u.)  
                  16.7500     3.612390E-02           2.437761E-01
                  17.0000     3.528386E-02           2.381073E-01
                  17.2500     3.447502E-02           2.326490E-01
                  17.5000     3.369579E-02           2.273905E-01
                  17.7500     3.294467E-02           2.223217E-01
                  18.0000     3.222027E-02           2.174331E-01
                  18.2500     3.152126E-02           2.127160E-01
                  18.5000     3.084643E-02           2.081620E-01
                  18.7500     3.019461E-02           2.037633E-01
                  19.0000     2.956472E-02           1.995126E-01
                  19.2500     2.895575E-02           1.954031E-01
                  19.5000     2.836672E-02           1.914281E-01
                  19.7500     2.779674E-02           1.875817E-01
                  20.0000     2.724496E-02           1.838581E-01
                  20.2500     2.671056E-02           1.802518E-01
                  20.5000     2.619279E-02           1.767577E-01
                  20.7500     2.569093E-02           1.733710E-01
                  21.0000     2.520431E-02           1.700871E-01
                  21.2500     2.473229E-02           1.669017E-01
                  21.5000     2.427424E-02           1.638107E-01
                  21.7500     2.382962E-02           1.608102E-01
                  22.0000     2.339785E-02           1.578966E-01
                  22.2500     2.297845E-02           1.550663E-01
                  22.5000     2.257090E-02           1.523160E-01
                  22.7500     2.217475E-02           1.496426E-01
                  23.0000     2.178955E-02           1.470432E-01
                  23.2500     2.141489E-02           1.445148E-01
                  23.5000     2.105036E-02           1.420549E-01
                  23.7500     2.069558E-02           1.396607E-01
                  24.0000     2.035020E-02           1.373300E-01
                  24.2500     2.001386E-02           1.350602E-01
                  24.5000     1.968624E-02           1.328494E-01
                  24.7500     1.936703E-02           1.306952E-01
                  25.0000     1.905592E-02           1.285958E-01
                  25.2500     1.875264E-02           1.265491E-01
                  25.5000     1.845690E-02           1.245533E-01
                  25.7500     1.816845E-02           1.226068E-01
                  26.0000     1.788704E-02           1.207077E-01
                  26.2500     1.761243E-02           1.188546E-01
                  26.5000     1.734440E-02           1.170458E-01
                  26.7500     1.708272E-02           1.152799E-01
                  27.0000     1.682718E-02           1.135555E-01
                  27.2500     1.657759E-02           1.118712E-01
                  27.5000     1.633377E-02           1.102257E-01
                  27.7500     1.609551E-02           1.086179E-01
                  28.0000     1.586265E-02           1.070465E-01
                  28.2500     1.563501E-02           1.055103E-01
                  28.5000     1.541245E-02           1.040083E-01
                  28.7500     1.519479E-02           1.025395E-01
                  29.0000     1.498189E-02           1.011028E-01
                  29.2500     1.477360E-02           9.969721E-02
                  29.5000     1.456980E-02           9.832187E-02
                  29.7500     1.437034E-02           9.697583E-02
                  30.0000     1.417509E-02           9.565827E-02
                  30.2500     1.398394E-02           9.436832E-02
                  30.5000     1.379677E-02           9.310523E-02
                  30.7500     1.361346E-02           9.186819E-02
                  31.0000     1.343390E-02           9.065647E-02
                  31.2500     1.325799E-02           8.946935E-02
                  31.5000     1.308562E-02           8.830617E-02
                  31.7500     1.291670E-02           8.716624E-02
                  32.0000     1.275114E-02           8.604893E-02
                  32.2500     1.258883E-02           8.495362E-02
                  32.5000     1.242969E-02           8.387971E-02
                  32.7500     1.227364E-02           8.282663E-02
                  33.0000     1.212060E-02           8.179384E-02
                  33.2500     1.197048E-02           8.078078E-02
                  33.5000     1.182321E-02           7.978694E-02
                  33.7500     1.167871E-02           7.881183E-02
                  34.0000     1.153691E-02           7.785493E-02
                  34.2500     1.139775E-02           7.691585E-02
                  34.5000     1.126116E-02           7.599407E-02
                  34.7500     1.112707E-02           7.508917E-02
                  35.0000     1.099541E-02           7.420074E-02
                  35.2500     1.086614E-02           7.332832E-02
                  35.5000     1.073919E-02           7.247161E-02
                  35.7500     1.061449E-02           7.163014E-02
                  36.0000     1.049201E-02           7.080356E-02
                  36.2500     1.037168E-02           6.999154E-02
                  36.5000     1.025345E-02           6.919370E-02
                  36.7500     1.013727E-02           6.840970E-02
                  37.0000     1.002310E-02           6.763923E-02
                  37.2500     9.910883E-03           6.688195E-02
                  37.5000     9.800577E-03           6.613757E-02
                  37.7500     9.692138E-03           6.540579E-02
                  38.0000     9.585521E-03           6.468630E-02
                  38.2500     9.480688E-03           6.397885E-02
                  38.5000     9.377595E-03           6.328315E-02
                  38.7500     9.276205E-03           6.259894E-02
                  39.0000     9.176477E-03           6.192594E-02
                  39.2500     9.078376E-03           6.126392E-02
                  39.5000     8.981865E-03           6.061263E-02
                  39.7500     8.886910E-03           5.997184E-02
                  40.0000     8.793475E-03           5.934131E-02
                  40.2500     8.701528E-03           5.872082E-02
                  40.5000     8.611040E-03           5.811018E-02
                  40.7500     8.521975E-03           5.750914E-02
                  41.0000     8.434303E-03           5.691750E-02
                  41.2500     8.347996E-03           5.633507E-02
                  41.5000     8.263026E-03           5.576166E-02
                  41.7500     8.179363E-03           5.519708E-02
                  42.0000     8.096981E-03           5.464113E-02
                  42.2500     8.015852E-03           5.409365E-02
                  42.5000     7.935951E-03           5.355445E-02
                  42.7500     7.857255E-03           5.302338E-02
                  43.0000     7.779736E-03           5.250026E-02
                  43.2500     7.703371E-03           5.198493E-02
                  43.5000     7.628140E-03           5.147724E-02
                  43.7500     7.554016E-03           5.097703E-02
                  44.0000     7.480978E-03           5.048414E-02
                  44.2500     7.409008E-03           4.999846E-02
                  44.5000     7.338080E-03           4.951982E-02
                  44.7500     7.268175E-03           4.904808E-02
                  45.0000     7.199275E-03           4.858311E-02
                  45.2500     7.131358E-03           4.812479E-02
                  45.5000     7.064407E-03           4.767298E-02
                  45.7500     6.998404E-03           4.722757E-02
                  46.0000     6.933329E-03           4.678842E-02
                  46.2500     6.869165E-03           4.635542E-02
                  46.5000     6.805894E-03           4.592845E-02
                  46.7500     6.743501E-03           4.550740E-02
                  47.0000     6.681968E-03           4.509216E-02
                  47.2500     6.621281E-03           4.468262E-02
                  47.5000     6.561423E-03           4.427868E-02
                  47.7500     6.502378E-03           4.388022E-02
                  48.0000     6.444133E-03           4.348717E-02
                  48.2500     6.386672E-03           4.309940E-02
                  48.5000     6.329981E-03           4.271683E-02
                  48.7500     6.274046E-03           4.233936E-02
                  49.0000     6.218855E-03           4.196692E-02
                  49.2500     6.164393E-03           4.159939E-02
                  49.5000     6.110648E-03           4.123669E-02
                  49.7500     6.057606E-03           4.087875E-02
                  50.0000     6.005256E-03           4.052548E-02
