                   u          alpha(angstrong)       alpha(a.u.)  
                   7.2500     9.959466E-02           6.720981E-01
                   7.5000     9.410226E-02           6.350335E-01
                   7.7500     8.905279E-02           6.009580E-01
                   8.0000     8.440036E-02           5.695619E-01
                   8.2500     8.010487E-02           5.405745E-01
                   8.5000     7.613105E-02           5.137578E-01
                   8.7500     7.244785E-02           4.889023E-01
                   9.0000     6.902784E-02           4.658230E-01
                   9.2500     6.584674E-02           4.443558E-01
                   9.5000     6.288295E-02           4.243552E-01
                   9.7500     6.011726E-02           4.056914E-01
                  10.0000     5.753250E-02           3.882485E-01
                  10.2500     5.511331E-02           3.719231E-01
                  10.5000     5.284592E-02           3.566219E-01
                  10.7500     5.071795E-02           3.422617E-01
                  11.0000     4.871824E-02           3.287670E-01
                  11.2500     4.683673E-02           3.160699E-01
                  11.5000     4.506429E-02           3.041089E-01
                  11.7500     4.339269E-02           2.928284E-01
                  12.0000     4.181442E-02           2.821777E-01
                  12.2500     4.032268E-02           2.721109E-01
                  12.5000     3.891125E-02           2.625861E-01
                  12.7500     3.757447E-02           2.535651E-01
                  13.0000     3.630718E-02           2.450130E-01
                  13.2500     3.510462E-02           2.368977E-01
                  13.5000     3.396246E-02           2.291900E-01
                  13.7500     3.287671E-02           2.218631E-01
                  14.0000     3.184372E-02           2.148921E-01
                  14.2500     3.086009E-02           2.082542E-01
                  14.5000     2.992273E-02           2.019286E-01
                  14.7500     2.902876E-02           1.958958E-01
                  15.0000     2.817556E-02           1.901381E-01
                  15.2500     2.736066E-02           1.846389E-01
                  15.5000     2.658177E-02           1.793827E-01
                  15.7500     2.583680E-02           1.743554E-01
                  16.0000     2.512380E-02           1.695438E-01
                  16.2500     2.444095E-02           1.649357E-01
                  16.5000     2.378655E-02           1.605196E-01
                  16.7500     2.315905E-02           1.562850E-01
                  17.0000     2.255696E-02           1.522219E-01
                  17.2500     2.197893E-02           1.483212E-01
                  17.5000     2.142368E-02           1.445742E-01
                  17.7500     2.089001E-02           1.409728E-01
                  18.0000     2.037682E-02           1.375096E-01
                  18.2500     1.988304E-02           1.341774E-01
                  18.5000     1.940771E-02           1.309697E-01
                  18.7500     1.894990E-02           1.278803E-01
                  19.0000     1.850876E-02           1.249033E-01
                  19.2500     1.808348E-02           1.220333E-01
                  19.5000     1.767328E-02           1.192652E-01
                  19.7500     1.727747E-02           1.165942E-01
                  20.0000     1.689536E-02           1.140156E-01
                  20.2500     1.652633E-02           1.115252E-01
                  20.5000     1.616976E-02           1.091189E-01
                  20.7500     1.582510E-02           1.067931E-01
                  21.0000     1.549181E-02           1.045439E-01
                  21.2500     1.516940E-02           1.023682E-01
                  21.5000     1.485738E-02           1.002626E-01
                  21.7500     1.455531E-02           9.822409E-02
                  22.0000     1.426276E-02           9.624986E-02
                  22.2500     1.397932E-02           9.433715E-02
                  22.5000     1.370462E-02           9.248338E-02
                  22.7500     1.343830E-02           9.068613E-02
                  23.0000     1.318000E-02           8.894306E-02
                  23.2500     1.292941E-02           8.725199E-02
                  23.5000     1.268621E-02           8.561082E-02
                  23.7500     1.245012E-02           8.401757E-02
                  24.0000     1.222084E-02           8.247035E-02
                  24.2500     1.199813E-02           8.096738E-02
                  24.5000     1.178171E-02           7.950693E-02
                  24.7500     1.157136E-02           7.808740E-02
                  25.0000     1.136684E-02           7.670722E-02
                  25.2500     1.116793E-02           7.536493E-02
                  25.5000     1.097443E-02           7.405915E-02
                  25.7500     1.078615E-02           7.278851E-02
                  26.0000     1.060287E-02           7.155174E-02
                  26.2500     1.042444E-02           7.034760E-02
                  26.5000     1.025067E-02           6.917494E-02
                  26.7500     1.008140E-02           6.803265E-02
                  27.0000     9.916471E-03           6.691966E-02
                  27.2500     9.755735E-03           6.583496E-02
                  27.5000     9.599044E-03           6.477756E-02
                  27.7500     9.446264E-03           6.374655E-02
                  28.0000     9.297259E-03           6.274101E-02
                  28.2500     9.151905E-03           6.176012E-02
                  28.5000     9.010079E-03           6.080303E-02
                  28.7500     8.871666E-03           5.986897E-02
                  29.0000     8.736556E-03           5.895720E-02
                  29.2500     8.604637E-03           5.806697E-02
                  29.5000     8.475812E-03           5.719762E-02
                  29.7500     8.349981E-03           5.634846E-02
                  30.0000     8.227048E-03           5.551887E-02
                  30.2500     8.106924E-03           5.470823E-02
                  30.5000     7.989520E-03           5.391595E-02
                  30.7500     7.874754E-03           5.314147E-02
                  31.0000     7.762545E-03           5.238425E-02
                  31.2500     7.652815E-03           5.164375E-02
                  31.5000     7.545488E-03           5.091948E-02
                  31.7500     7.440497E-03           5.021096E-02
                  32.0000     7.337769E-03           4.951772E-02
                  32.2500     7.237239E-03           4.883931E-02
                  32.5000     7.138843E-03           4.817530E-02
                  32.7500     7.042519E-03           4.752527E-02
                  33.0000     6.948209E-03           4.688884E-02
                  33.2500     6.855853E-03           4.626559E-02
                  33.5000     6.765397E-03           4.565516E-02
                  33.7500     6.676790E-03           4.505721E-02
                  34.0000     6.589978E-03           4.447138E-02
                  34.2500     6.504912E-03           4.389732E-02
                  34.5000     6.421544E-03           4.333473E-02
                  34.7500     6.339828E-03           4.278328E-02
                  35.0000     6.259720E-03           4.224269E-02
                  35.2500     6.181178E-03           4.171265E-02
                  35.5000     6.104155E-03           4.119288E-02
                  35.7500     6.028618E-03           4.068313E-02
                  36.0000     5.954524E-03           4.018312E-02
                  36.2500     5.881836E-03           3.969259E-02
                  36.5000     5.810517E-03           3.921131E-02
                  36.7500     5.740534E-03           3.873904E-02
                  37.0000     5.671851E-03           3.827555E-02
                  37.2500     5.604435E-03           3.782060E-02
                  37.5000     5.538255E-03           3.737400E-02
                  37.7500     5.473280E-03           3.693552E-02
                  38.0000     5.409480E-03           3.650498E-02
                  38.2500     5.346826E-03           3.608217E-02
                  38.5000     5.285290E-03           3.566690E-02
                  38.7500     5.224845E-03           3.525900E-02
                  39.0000     5.165464E-03           3.485828E-02
                  39.2500     5.107122E-03           3.446457E-02
                  39.5000     5.049793E-03           3.407769E-02
                  39.7500     4.993457E-03           3.369752E-02
                  40.0000     4.938085E-03           3.332385E-02
                  40.2500     4.883658E-03           3.295656E-02
                  40.5000     4.830153E-03           3.259549E-02
                  40.7500     4.777553E-03           3.224052E-02
                  41.0000     4.725829E-03           3.189147E-02
                  41.2500     4.674964E-03           3.154822E-02
                  41.5000     4.624943E-03           3.121066E-02
                  41.7500     4.575744E-03           3.087865E-02
                  42.0000     4.527348E-03           3.055206E-02
                  42.2500     4.479736E-03           3.023076E-02
                  42.5000     4.432892E-03           2.991464E-02
                  42.7500     4.386801E-03           2.960360E-02
                  43.0000     4.341444E-03           2.929752E-02
                  43.2500     4.296806E-03           2.899628E-02
                  43.5000     4.252871E-03           2.869979E-02
                  43.7500     4.209625E-03           2.840795E-02
                  44.0000     4.167053E-03           2.812067E-02
                  44.2500     4.125139E-03           2.783782E-02
                  44.5000     4.083871E-03           2.755933E-02
                  44.7500     4.043235E-03           2.728510E-02
                  45.0000     4.003218E-03           2.701505E-02
                  45.2500     3.963807E-03           2.674909E-02
                  45.5000     3.924989E-03           2.648714E-02
                  45.7500     3.886752E-03           2.622910E-02
                  46.0000     3.849085E-03           2.597491E-02
                  46.2500     3.811976E-03           2.572449E-02
                  46.5000     3.775413E-03           2.547775E-02
                  46.7500     3.739386E-03           2.523463E-02
                  47.0000     3.703885E-03           2.499505E-02
                  47.2500     3.668897E-03           2.475895E-02
                  47.5000     3.634414E-03           2.452624E-02
                  47.7500     3.600426E-03           2.429688E-02
                  48.0000     3.566923E-03           2.407079E-02
                  48.2500     3.533895E-03           2.384791E-02
                  48.5000     3.501333E-03           2.362816E-02
                  48.7500     3.469230E-03           2.341152E-02
                  49.0000     3.437574E-03           2.319790E-02
                  49.2500     3.406358E-03           2.298724E-02
                  49.5000     3.375577E-03           2.277952E-02
                  49.7500     3.345218E-03           2.257465E-02
                  50.0000     3.315274E-03           2.237258E-02
