                   u          alpha(angstrong)       alpha(a.u.)  
                   8.2500     4.853579E-02           3.275357E-01
                   8.5000     4.642850E-02           3.133150E-01
                   8.7500     4.445348E-02           2.999870E-01
                   9.0000     4.259999E-02           2.874790E-01
                   9.2500     4.085835E-02           2.757258E-01
                   9.5000     3.921980E-02           2.646684E-01
                   9.7500     3.767644E-02           2.542532E-01
                  10.0000     3.622111E-02           2.444321E-01
                  10.2500     3.484726E-02           2.351610E-01
                  10.5000     3.354901E-02           2.263999E-01
                  10.7500     3.232094E-02           2.181125E-01
                  11.0000     3.115813E-02           2.102655E-01
                  11.2500     3.005609E-02           2.028285E-01
                  11.5000     2.901067E-02           1.957737E-01
                  11.7500     2.801810E-02           1.890755E-01
                  12.0000     2.707491E-02           1.827106E-01
                  12.2500     2.617791E-02           1.766573E-01
                  12.5000     2.532415E-02           1.708958E-01
                  12.7500     2.451091E-02           1.654079E-01
                  13.0000     2.373571E-02           1.601765E-01
                  13.2500     2.299622E-02           1.551862E-01
                  13.5000     2.229031E-02           1.504225E-01
                  13.7500     2.161598E-02           1.458719E-01
                  14.0000     2.097140E-02           1.415220E-01
                  14.2500     2.035486E-02           1.373614E-01
                  14.5000     1.976477E-02           1.333793E-01
                  14.7500     1.919965E-02           1.295657E-01
                  15.0000     1.865813E-02           1.259113E-01
                  15.2500     1.813891E-02           1.224074E-01
                  15.5000     1.764081E-02           1.190461E-01
                  15.7500     1.716271E-02           1.158197E-01
                  16.0000     1.670355E-02           1.127211E-01
                  16.2500     1.626235E-02           1.097438E-01
                  16.5000     1.583820E-02           1.068815E-01
                  16.7500     1.543025E-02           1.041285E-01
                  17.0000     1.503768E-02           1.014793E-01
                  17.2500     1.465974E-02           9.892880E-02
                  17.5000     1.429570E-02           9.647220E-02
                  17.7500     1.394492E-02           9.410497E-02
                  18.0000     1.360675E-02           9.182289E-02
                  18.2500     1.328060E-02           8.962194E-02
                  18.5000     1.296592E-02           8.749836E-02
                  18.7500     1.266218E-02           8.544859E-02
                  19.0000     1.236887E-02           8.346929E-02
                  19.2500     1.208554E-02           8.155727E-02
                  19.5000     1.181174E-02           7.970956E-02
                  19.7500     1.154705E-02           7.792332E-02
                  20.0000     1.129107E-02           7.619589E-02
                  20.2500     1.104342E-02           7.452472E-02
                  20.5000     1.080376E-02           7.290742E-02
                  20.7500     1.057175E-02           7.134170E-02
                  21.0000     1.034705E-02           6.982538E-02
                  21.2500     1.012940E-02           6.835656E-02
                  21.5000     9.918472E-03           6.693316E-02
                  21.7500     9.714009E-03           6.555338E-02
                  22.0000     9.515749E-03           6.421545E-02
                  22.2500     9.323453E-03           6.291778E-02
                  22.5000     9.136875E-03           6.165869E-02
                  22.7500     8.955797E-03           6.043672E-02
                  23.0000     8.780007E-03           5.925043E-02
                  23.2500     8.609302E-03           5.809845E-02
                  23.5000     8.443488E-03           5.697948E-02
                  23.7500     8.282382E-03           5.589229E-02
                  24.0000     8.125811E-03           5.483569E-02
                  24.2500     7.973605E-03           5.380855E-02
                  24.5000     7.825605E-03           5.280980E-02
                  24.7500     7.681659E-03           5.183840E-02
                  25.0000     7.541620E-03           5.089338E-02
                  25.2500     7.405351E-03           4.997379E-02
                  25.5000     7.272718E-03           4.907873E-02
                  25.7500     7.143593E-03           4.820735E-02
                  26.0000     7.017855E-03           4.735883E-02
                  26.2500     6.895386E-03           4.653237E-02
                  26.5000     6.776076E-03           4.572723E-02
                  26.7500     6.659818E-03           4.494268E-02
                  27.0000     6.546509E-03           4.417803E-02
                  27.2500     6.436048E-03           4.343261E-02
                  27.5000     6.328344E-03           4.270578E-02
                  27.7500     6.223308E-03           4.199697E-02
                  28.0000     6.120853E-03           4.130556E-02
                  28.2500     6.020892E-03           4.063100E-02
                  28.5000     5.923345E-03           3.997271E-02
                  28.7500     5.828143E-03           3.933026E-02
                  29.0000     5.735204E-03           3.870307E-02
                  29.2500     5.644460E-03           3.809070E-02
                  29.5000     5.555840E-03           3.749267E-02
                  29.7500     5.469285E-03           3.690856E-02
                  30.0000     5.384726E-03           3.633793E-02
                  30.2500     5.302106E-03           3.578039E-02
                  30.5000     5.221365E-03           3.523552E-02
                  30.7500     5.142446E-03           3.470295E-02
                  31.0000     5.065295E-03           3.418231E-02
                  31.2500     4.989862E-03           3.367326E-02
                  31.5000     4.916094E-03           3.317544E-02
                  31.7500     4.843943E-03           3.268855E-02
                  32.0000     4.773365E-03           3.221226E-02
                  32.2500     4.704312E-03           3.174627E-02
                  32.5000     4.636741E-03           3.129028E-02
                  32.7500     4.570612E-03           3.084402E-02
                  33.0000     4.505883E-03           3.040720E-02
                  33.2500     4.442514E-03           2.997957E-02
                  33.5000     4.380470E-03           2.956087E-02
                  33.7500     4.319712E-03           2.915086E-02
                  34.0000     4.260206E-03           2.874930E-02
                  34.2500     4.201919E-03           2.835595E-02
                  34.5000     4.144816E-03           2.797060E-02
                  34.7500     4.088866E-03           2.759304E-02
                  35.0000     4.034039E-03           2.722305E-02
                  35.2500     3.980303E-03           2.686041E-02
                  35.5000     3.927634E-03           2.650499E-02
                  35.7500     3.876000E-03           2.615655E-02
                  36.0000     3.825378E-03           2.581493E-02
                  36.2500     3.775737E-03           2.547994E-02
                  36.5000     3.727056E-03           2.515142E-02
                  36.7500     3.679307E-03           2.482920E-02
                  37.0000     3.632470E-03           2.451312E-02
                  37.2500     3.586519E-03           2.420303E-02
                  37.5000     3.541435E-03           2.389879E-02
                  37.7500     3.497194E-03           2.360023E-02
                  38.0000     3.453774E-03           2.330723E-02
                  38.2500     3.411158E-03           2.301963E-02
                  38.5000     3.369326E-03           2.273734E-02
                  38.7500     3.328257E-03           2.246019E-02
                  39.0000     3.287934E-03           2.218808E-02
                  39.2500     3.248338E-03           2.192087E-02
                  39.5000     3.209454E-03           2.165847E-02
                  39.7500     3.171261E-03           2.140073E-02
                  40.0000     3.133750E-03           2.114759E-02
                  40.2500     3.096897E-03           2.089890E-02
                  40.5000     3.060690E-03           2.065456E-02
                  40.7500     3.025116E-03           2.041449E-02
                  41.0000     2.990157E-03           2.017858E-02
                  41.2500     2.955800E-03           1.994673E-02
                  41.5000     2.922033E-03           1.971885E-02
                  41.7500     2.888841E-03           1.949486E-02
                  42.0000     2.856211E-03           1.927467E-02
                  42.2500     2.824131E-03           1.905818E-02
                  42.5000     2.792589E-03           1.884533E-02
                  42.7500     2.761572E-03           1.863601E-02
                  43.0000     2.731070E-03           1.843017E-02
                  43.2500     2.701070E-03           1.822773E-02
                  43.5000     2.671563E-03           1.802860E-02
                  43.7500     2.642536E-03           1.783272E-02
                  44.0000     2.613981E-03           1.764002E-02
                  44.2500     2.585884E-03           1.745041E-02
                  44.5000     2.558241E-03           1.726387E-02
                  44.7500     2.531039E-03           1.708029E-02
                  45.0000     2.504268E-03           1.689964E-02
                  45.2500     2.477921E-03           1.672184E-02
                  45.5000     2.451987E-03           1.654683E-02
                  45.7500     2.426459E-03           1.637456E-02
                  46.0000     2.401328E-03           1.620496E-02
                  46.2500     2.376586E-03           1.603800E-02
                  46.5000     2.352225E-03           1.587360E-02
                  46.7500     2.328238E-03           1.571173E-02
                  47.0000     2.304615E-03           1.555231E-02
                  47.2500     2.281352E-03           1.539533E-02
                  47.5000     2.258439E-03           1.524071E-02
                  47.7500     2.235872E-03           1.508841E-02
                  48.0000     2.213640E-03           1.493839E-02
                  48.2500     2.191740E-03           1.479059E-02
                  48.5000     2.170163E-03           1.464499E-02
                  48.7500     2.148904E-03           1.450152E-02
                  49.0000     2.127957E-03           1.436017E-02
                  49.2500     2.107315E-03           1.422087E-02
                  49.5000     2.086972E-03           1.408359E-02
                  49.7500     2.066924E-03           1.394830E-02
                  50.0000     2.047163E-03           1.381494E-02
