# Final state angular momentum:   1
# Broadening parameter (in eV):    0.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   11.08108108    0.01186437
   11.17117117    0.01007926
   11.26126126    0.00851098
   11.35135135    0.00719492
   11.44144144    0.00611534
   11.53153153    0.00523759
   11.62162162    0.00452455
   11.71171171    0.00394320
   11.80180180    0.00346634
   11.89189189    0.00307236
   11.98198198    0.00274439
   12.07207207    0.00246931
   12.16216216    0.00223692
   12.25225225    0.00203927
   12.34234234    0.00187013
   12.43243243    0.00172459
   12.52252252    0.00159871
   12.61261261    0.00148940
   12.70270270    0.00139412
   12.79279279    0.00131086
   12.88288288    0.00123794
   12.97297297    0.00117403
   13.06306306    0.00111802
   13.15315315    0.00106901
   13.24324324    0.00102626
   13.33333333    0.00098917
   13.42342342    0.00095726
   13.51351351    0.00093017
   13.60360360    0.00090760
   13.69369369    0.00088935
   13.78378378    0.00087532
   13.87387387    0.00086546
   13.96396396    0.00085983
   14.05405405    0.00085856
   14.14414414    0.00086190
   14.23423423    0.00087019
   14.32432432    0.00088393
   14.41441441    0.00090380
   14.50450450    0.00093066
   14.59459459    0.00096568
   14.68468468    0.00101034
   14.77477477    0.00106659
   14.86486486    0.00113694
   14.95495495    0.00122467
   15.04504505    0.00133392
   15.13513514    0.00146995
   15.22522523    0.00163913
   15.31531532    0.00184862
   15.40540541    0.00210534
   15.49549550    0.00241353
   15.58558559    0.00277060
   15.67567568    0.00316133
   15.76576577    0.00355141
   15.85585586    0.00388292
   15.94594595    0.00408205
   16.03603604    0.00409201
   16.12612613    0.00391440
   16.21621622    0.00361290
   16.30630631    0.00327254
   16.39639640    0.00295946
   16.48648649    0.00270930
   16.57657658    0.00253457
   16.66666667    0.00243471
   16.75675676    0.00240122
   16.84684685    0.00241741
   16.93693694    0.00245540
   17.02702703    0.00247654
   17.11711712    0.00244322
   17.20720721    0.00233934
   17.29729730    0.00217962
   17.38738739    0.00199662
   17.47747748    0.00182033
   17.56756757    0.00166858
   17.65765766    0.00154817
   17.74774775    0.00145960
   17.83783784    0.00140097
   17.92792793    0.00137010
   18.01801802    0.00136556
   18.10810811    0.00138712
   18.19819820    0.00143588
   18.28828829    0.00151434
   18.37837838    0.00162634
   18.46846847    0.00177652
   18.55855856    0.00196906
   18.64864865    0.00220460
   18.73873874    0.00247433
   18.82882883    0.00275192
   18.91891892    0.00298880
   19.00900901    0.00312513
   19.09909910    0.00312155
   19.18918919    0.00298788
   19.27927928    0.00277598
   19.36936937    0.00254571
   19.45945946    0.00233948
   19.54954955    0.00217828
   19.63963964    0.00206888
   19.72972973    0.00201153
   19.81981982    0.00200495
   19.90990991    0.00204884
   20.00000000    0.00214494
   20.09009009    0.00229729
   20.18018018    0.00251167
   20.27027027    0.00279372
   20.36036036    0.00314447
   20.45045045    0.00355181
   20.54054054    0.00397818
   20.63063063    0.00435217
   20.72072072    0.00458243
   20.81081081    0.00460399
   20.90090090    0.00442492
   20.99099099    0.00412105
   21.08108108    0.00378540
   21.17117117    0.00348669
   21.26126126    0.00326079
   21.35135135    0.00312105
   21.44144144    0.00307030
   21.53153153    0.00310863
   21.62162162    0.00323693
   21.71171171    0.00345720
   21.80180180    0.00377027
   21.89189189    0.00417113
   21.98198198    0.00464381
   22.07207207    0.00516062
   22.16216216    0.00568827
   22.25225225    0.00619165
   22.34234234    0.00662400
   22.43243243    0.00691904
   22.52252252    0.00701324
   22.61261261    0.00689121
   22.70270270    0.00660422
   22.79279279    0.00623321
   22.88288288    0.00583546
   22.97297297    0.00542756
   23.06306306    0.00500437
   23.15315315    0.00456256
   23.24324324    0.00411253
   23.33333333    0.00367803
   23.42342342    0.00328575
   23.51351351    0.00295414
   23.60360360    0.00269005
   23.69369369    0.00249184
   23.78378378    0.00235341
   23.87387387    0.00226660
   23.96396396    0.00222241
   24.05405405    0.00221275
   24.14414414    0.00223364
   24.23423423    0.00228802
   24.32432432    0.00238466
   24.41441441    0.00253391
   24.50450450    0.00274301
   24.59459459    0.00301212
   24.68468468    0.00333021
   24.77477477    0.00366997
   24.86486486    0.00398147
   24.95495495    0.00419113
   25.04504505    0.00422364
   25.13513514    0.00404775
   25.22522523    0.00370289
   25.31531532    0.00327225
   25.40540541    0.00283382
   25.49549550    0.00243472
   25.58558559    0.00209311
   25.67567568    0.00180985
   25.76576577    0.00157824
   25.85585586    0.00138956
   25.94594595    0.00123553
   26.03603604    0.00110915
   26.12612613    0.00100476
   26.21621622    0.00091792
   26.30630631    0.00084519
   26.39639640    0.00078388
   26.48648649    0.00073189
   26.57657658    0.00068761
   26.66666667    0.00064973
   26.75675676    0.00061726
   26.84684685    0.00058938
   26.93693694    0.00056545
   27.02702703    0.00054495
   27.11711712    0.00052748
   27.20720721    0.00051269
   27.29729730    0.00050034
   27.38738739    0.00049020
   27.47747748    0.00048213
   27.56756757    0.00047601
   27.65765766    0.00047174
   27.74774775    0.00046930
   27.83783784    0.00046866
   27.92792793    0.00046985
   28.01801802    0.00047291
   28.10810811    0.00047795
   28.19819820    0.00048510
   28.28828829    0.00049455
   28.37837838    0.00050653
   28.46846847    0.00052138
   28.55855856    0.00053949
   28.64864865    0.00056140
   28.73873874    0.00058778
   28.82882883    0.00061949
   28.91891892    0.00065762
   29.00900901    0.00070356
   29.09909910    0.00075903
   29.18918919    0.00082607
   29.27927928    0.00090689
   29.36936937    0.00100337
   29.45945946    0.00111598
   29.54954955    0.00124174
   29.63963964    0.00137177
   29.72972973    0.00149080
   29.81981982    0.00158246
   29.90990991    0.00164013
   30.00000000    0.00167360
   30.09009009    0.00170391
   30.18018018    0.00175277
   30.27027027    0.00183675
   30.36036036    0.00196770
   30.45045045    0.00215543
   30.54054054    0.00240995
   30.63063063    0.00274186
   30.72072072    0.00316045
   30.81081081    0.00366765
   30.90090090    0.00424627
   30.99099099    0.00484349
   31.08108108    0.00536173
   31.17117117    0.00568150
   31.26126126    0.00572587
   31.35135135    0.00551618
   31.44144144    0.00515347
   31.53153153    0.00474572
   31.62162162    0.00435632
   31.71171171    0.00400330
   31.80180180    0.00368723
   31.89189189    0.00341467
   31.98198198    0.00320031
   32.07207207    0.00305615
   32.16216216    0.00298270
   32.25225225    0.00296607
   32.34234234    0.00298040
   32.43243243    0.00299636
   32.52252252    0.00299128
   32.61261261    0.00294995
   32.70270270    0.00285725
   32.79279279    0.00270005
   32.88288288    0.00248150
   32.97297297    0.00222641
   33.06306306    0.00196766
   33.15315315    0.00173024
   33.24324324    0.00152596
   33.33333333    0.00135645
   33.42342342    0.00121757
   33.51351351    0.00110280
   33.60360360    0.00100546
   33.69369369    0.00092059
   33.78378378    0.00084577
   33.87387387    0.00078031
   33.96396396    0.00072401
   34.05405405    0.00067639
   34.14414414    0.00063666
   34.23423423    0.00060390
   34.32432432    0.00057726
   34.41441441    0.00055602
   34.50450450    0.00053963
   34.59459459    0.00052770
   34.68468468    0.00052000
   34.77477477    0.00051646
   34.86486486    0.00051715
   34.95495495    0.00052231
   35.04504505    0.00053237
   35.13513514    0.00054797
   35.22522523    0.00057000
   35.31531532    0.00059968
   35.40540541    0.00063862
   35.49549550    0.00068883
   35.58558559    0.00075267
   35.67567568    0.00083265
   35.76576577    0.00093062
   35.85585586    0.00104634
   35.94594595    0.00117516
   36.03603604    0.00130594
   36.12612613    0.00142126
   36.21621622    0.00150134
   36.30630631    0.00152987
   36.39639640    0.00149999
   36.48648649    0.00141913
   36.57657658    0.00130739
   36.66666667    0.00118823
   36.75675676    0.00107929
   36.84684685    0.00098974
   36.93693694    0.00092246
   37.02702703    0.00087712
   37.11711712    0.00085245
   37.20720721    0.00084735
   37.29729730    0.00086150
   37.38738739    0.00089555
   37.47747748    0.00095121
   37.56756757    0.00103124
   37.65765766    0.00113905
   37.74774775    0.00127783
   37.83783784    0.00144819
   37.92792793    0.00164395
   38.01801802    0.00184583
   38.10810811    0.00201742
   38.19819820    0.00211234
   38.28828829    0.00209780
   38.37837838    0.00197777
   38.46846847    0.00178983
   38.55855856    0.00157949
   38.64864865    0.00137948
   38.73873874    0.00120557
   38.82882883    0.00106169
   38.91891892    0.00094589
   39.00900901    0.00085413
   39.09909910    0.00078216
   39.18918919    0.00072628
   39.27927928    0.00068349
   39.36936937    0.00065144
   39.45945946    0.00062840
   39.54954955    0.00061307
   39.63963964    0.00060453
   39.72972973    0.00060221
   39.81981982    0.00060575
   39.90990991    0.00061507
   40.00000000    0.00063028
   40.09009009    0.00065174
   40.18018018    0.00068003
   40.27027027    0.00071603
   40.36036036    0.00076093
   40.45045045    0.00081634
   40.54054054    0.00088440
   40.63063063    0.00096792
   40.72072072    0.00107058
   40.81081081    0.00119692
   40.90090090    0.00135228
   40.99099099    0.00154217
   41.08108108    0.00177064
   41.17117117    0.00203662
   41.26126126    0.00232803
   41.35135135    0.00261556
   41.44144144    0.00285432
   41.53153153    0.00300214
   41.62162162    0.00304651
   41.71171171    0.00301202
   41.80180180    0.00293897
   41.89189189    0.00286076
   41.98198198    0.00280074
   42.07207207    0.00277907
   42.16216216    0.00281396
   42.25225225    0.00291689
   42.34234234    0.00308673
   42.43243243    0.00330433
   42.52252252    0.00352992
   42.61261261    0.00371179
   42.70270270    0.00381124
   42.79279279    0.00382548
   42.88288288    0.00378195
   42.97297297    0.00371235
   43.06306306    0.00363865
   43.15315315    0.00357777
   43.24324324    0.00354590
   43.33333333    0.00355091
   43.42342342    0.00358205
   43.51351351    0.00361254
   43.60360360    0.00361899
   43.69369369    0.00360159
   43.78378378    0.00358107
   43.87387387    0.00357357
   43.96396396    0.00356828
   44.05405405    0.00352690
   44.14414414    0.00340781
   44.23423423    0.00319887
   44.32432432    0.00292796
   44.41441441    0.00264222
   44.50450450    0.00238154
   44.59459459    0.00216828
   44.68468468    0.00201055
   44.77477477    0.00190884
   44.86486486    0.00186067
   44.95495495    0.00186214
   45.04504505    0.00190683
   45.13513514    0.00198252
   45.22522523    0.00206756
   45.31531532    0.00213213
   45.40540541    0.00214981
   45.49549550    0.00211445
   45.58558559    0.00204488
   45.67567568    0.00197105
   45.76576577    0.00191643
   45.85585586    0.00188933
   45.94594595    0.00188229
   46.03603604    0.00187677
   46.12612613    0.00185344
   46.21621622    0.00180478
   46.30630631    0.00173865
   46.39639640    0.00166923
   46.48648649    0.00160638
   46.57657658    0.00155394
   46.66666667    0.00151496
   46.75675676    0.00149568
   46.84684685    0.00150429
   46.93693694    0.00154726
   47.02702703    0.00162614
   47.11711712    0.00173428
   47.20720721    0.00185268
   47.29729730    0.00194823
   47.38738739    0.00198204
   47.47747748    0.00193013
   47.56756757    0.00180003
   47.65765766    0.00162416
   47.74774775    0.00143814
   47.83783784    0.00126591
   47.92792793    0.00111811
   48.01801802    0.00099668
   48.10810811    0.00089947
   48.19819820    0.00082304
   48.28828829    0.00076399
   48.37837838    0.00071948
   48.46846847    0.00068731
   48.55855856    0.00066593
   48.64864865    0.00065436
   48.73873874    0.00065211
   48.82882883    0.00065920
   48.91891892    0.00067610
   49.00900901    0.00070376
   49.09909910    0.00074360
   49.18918919    0.00079742
   49.27927928    0.00086717
   49.36936937    0.00095432
   49.45945946    0.00105866
   49.54954955    0.00117688
   49.63963964    0.00130153
   49.72972973    0.00142156
   49.81981982    0.00152393
   49.90990991    0.00159598
   50.00000000    0.00163101
   50.09009009    0.00163558
   50.18018018    0.00162935
   50.27027027    0.00163485
   50.36036036    0.00166663
   50.45045045    0.00172553
   50.54054054    0.00179675
   50.63063063    0.00185212
   50.72072072    0.00186115
   50.81081081    0.00180884
   50.90090090    0.00170480
   50.99099099    0.00157321
   51.08108108    0.00143679
   51.17117117    0.00131005
   51.26126126    0.00120106
   51.35135135    0.00111407
   51.44144144    0.00105080
   51.53153153    0.00101130
   51.62162162    0.00099501
   51.71171171    0.00100163
   51.80180180    0.00103165
   51.89189189    0.00108666
   51.98198198    0.00116956
   52.07207207    0.00128453
   52.16216216    0.00143665
   52.25225225    0.00163083
   52.34234234    0.00186901
   52.43243243    0.00214491
   52.52252252    0.00243655
   52.61261261    0.00270108
   52.70270270    0.00288203
   52.79279279    0.00293336
   52.88288288    0.00284373
   52.97297297    0.00263922
   53.06306306    0.00236718
   53.15315315    0.00207641
   53.24324324    0.00180302
   53.33333333    0.00156604
   53.42342342    0.00137114
   53.51351351    0.00121657
   53.60360360    0.00109775
   53.69369369    0.00100983
   53.78378378    0.00094873
   53.87387387    0.00091137
   53.96396396    0.00089544
   54.05405405    0.00089874
   54.14414414    0.00091810
   54.23423423    0.00094775
   54.32432432    0.00097790
   54.41441441    0.00099553
   54.50450450    0.00098966
   54.59459459    0.00095851
   54.68468468    0.00091084
   54.77477477    0.00085992
   54.86486486    0.00081675
   54.95495495    0.00078777
   55.04504505    0.00077580
   55.13513514    0.00078145
   55.22522523    0.00080368
   55.31531532    0.00083920
   55.40540541    0.00088117
   55.49549550    0.00091878
   55.58558559    0.00093978
   55.67567568    0.00093650
   55.76576577    0.00091069
   55.85585586    0.00087226
   55.94594595    0.00083318
   56.03603604    0.00080237
   56.12612613    0.00078452
   56.21621622    0.00078143
   56.30630631    0.00079398
   56.39639640    0.00082336
   56.48648649    0.00087145
   56.57657658    0.00094047
   56.66666667    0.00103225
   56.75675676    0.00114692
   56.84684685    0.00128085
   56.93693694    0.00142458
   57.02702703    0.00156342
   57.11711712    0.00168298
   57.20720721    0.00177734
   57.29729730    0.00185316
   57.38738739    0.00192731
   57.47747748    0.00201983
   57.56756757    0.00214368
   57.65765766    0.00229439
   57.74774775    0.00244305
   57.83783784    0.00253910
   57.92792793    0.00253156
   58.01801802    0.00240166
   58.10810811    0.00217619
   58.19819820    0.00190644
   58.28828829    0.00163781
   58.37837838    0.00139636
   58.46846847    0.00119122
   58.55855856    0.00102190
   58.64864865    0.00088388
   58.73873874    0.00077171
   58.82882883    0.00068034
   58.91891892    0.00060553
   59.00900901    0.00054388
   59.09909910    0.00049273
   59.18918919    0.00045002
   59.27927928    0.00041414
   59.36936937    0.00038383
   59.45945946    0.00035812
   59.54954955    0.00033624
   59.63963964    0.00031759
   59.72972973    0.00030169
   59.81981982    0.00028814
   59.90990991    0.00027665
   60.00000000    0.00026695
   60.09009009    0.00025884
   60.18018018    0.00025220
   60.27027027    0.00024692
   60.36036036    0.00024296
   60.45045045    0.00024032
   60.54054054    0.00023899
   60.63063063    0.00023902
   60.72072072    0.00024047
   60.81081081    0.00024338
   60.90090090    0.00024779
   60.99099099    0.00025361
   61.08108108    0.00026054
   61.17117117    0.00026805
   61.26126126    0.00027553
   61.35135135    0.00028264
   61.44144144    0.00028969
   61.53153153    0.00029754
   61.62162162    0.00030723
   61.71171171    0.00031964
   61.80180180    0.00033550
   61.89189189    0.00035548
   61.98198198    0.00038035
   62.07207207    0.00041106
   62.16216216    0.00044882
   62.25225225    0.00049526
   62.34234234    0.00055245
   62.43243243    0.00062307
   62.52252252    0.00071042
   62.61261261    0.00081837
   62.70270270    0.00095085
   62.79279279    0.00111053
   62.88288288    0.00129587
   62.97297297    0.00149624
   63.06306306    0.00168663
   63.15315315    0.00182847
   63.24324324    0.00188450
   63.33333333    0.00184290
   63.42342342    0.00172692
   63.51351351    0.00157842
   63.60360360    0.00143474
   63.69369369    0.00131860
   63.78378378    0.00124014
   63.87387387    0.00120260
   63.96396396    0.00120651
   64.05405405    0.00125148
   64.14414414    0.00133572
   64.23423423    0.00145323
   64.32432432    0.00158895
   64.41441441    0.00171412
   64.50450450    0.00178905
   64.59459459    0.00177981
   64.68468468    0.00168011
   64.77477477    0.00151535
   64.86486486    0.00132385
   64.95495495    0.00113643
   65.04504505    0.00096954
   65.13513514    0.00082835
   65.22522523    0.00071189
   65.31531532    0.00061681
   65.40540541    0.00053931
   65.49549550    0.00047590
   65.58558559    0.00042373
   65.67567568    0.00038047
   65.76576577    0.00034434
   65.85585586    0.00031393
   65.94594595    0.00028814
   66.03603604    0.00026613
   66.12612613    0.00024722
   66.21621622    0.00023089
   66.30630631    0.00021672
   66.39639640    0.00020437
   66.48648649    0.00019357
   66.57657658    0.00018410
   66.66666667    0.00017579
   66.75675676    0.00016848
   66.84684685    0.00016207
   66.93693694    0.00015645
   67.02702703    0.00015155
   67.11711712    0.00014730
   67.20720721    0.00014365
   67.29729730    0.00014057
   67.38738739    0.00013803
   67.47747748    0.00013601
   67.56756757    0.00013451
   67.65765766    0.00013352
   67.74774775    0.00013306
   67.83783784    0.00013313
   67.92792793    0.00013377
   68.01801802    0.00013502
   68.10810811    0.00013696
   68.19819820    0.00013970
   68.28828829    0.00014338
   68.37837838    0.00014819
   68.46846847    0.00015436
   68.55855856    0.00016217
   68.64864865    0.00017201
   68.73873874    0.00018433
   68.82882883    0.00019970
   68.91891892    0.00021871
   69.00900901    0.00024190
   69.09909910    0.00026950
   69.18918919    0.00030108
   69.27927928    0.00033528
   69.36936937    0.00036995
   69.45945946    0.00040250
   69.54954955    0.00042985
   69.63963964    0.00044813
   69.72972973    0.00045370
   69.81981982    0.00044513
   69.90990991    0.00042409
   70.00000000    0.00039453
   70.09009009    0.00036108
   70.18018018    0.00032767
   70.27027027    0.00029694
   70.36036036    0.00027038
   70.45045045    0.00024859
   70.54054054    0.00023154
   70.63063063    0.00021882
   70.72072072    0.00020990
   70.81081081    0.00020424
   70.90090090    0.00020134
   70.99099099    0.00020078
   71.08108108    0.00020225
   71.17117117    0.00020537
   71.26126126    0.00020960
   71.35135135    0.00021427
   71.44144144    0.00021894
   71.53153153    0.00022374
   71.62162162    0.00022936
   71.71171171    0.00023676
   71.80180180    0.00024674
   71.89189189    0.00025998
   71.98198198    0.00027710
   72.07207207    0.00029877
   72.16216216    0.00032578
   72.25225225    0.00035907
   72.34234234    0.00039966
   72.43243243    0.00044839
   72.52252252    0.00050557
   72.61261261    0.00057056
   72.70270270    0.00064204
   72.79279279    0.00071933
   72.88288288    0.00080416
   72.97297297    0.00090039
   73.06306306    0.00101079
   73.15315315    0.00113271
   73.24324324    0.00125547
   73.33333333    0.00136116
   73.42342342    0.00142899
   73.51351351    0.00144227
   73.60360360    0.00139685
   73.69369369    0.00130590
   73.78378378    0.00119425
   73.87387387    0.00108613
   73.96396396    0.00099750
   74.05405405    0.00093596
   74.14414414    0.00090384
   74.23423423    0.00090102
   74.32432432    0.00092595
   74.41441441    0.00097526
   74.50450450    0.00104239
   74.59459459    0.00111698
   74.68468468    0.00118677
   74.77477477    0.00124128
   74.86486486    0.00127217
   74.95495495    0.00127028
   75.04504505    0.00122721
   75.13513514    0.00114368
   75.22522523    0.00103338
   75.31531532    0.00091570
   75.40540541    0.00080611
   75.49549550    0.00071227
   75.58558559    0.00063531
   75.67567568    0.00057237
   75.76576577    0.00051896
   75.85585586    0.00047089
   75.94594595    0.00042573
   76.03603604    0.00038316
   76.12612613    0.00034413
   76.21621622    0.00030959
   76.30630631    0.00027987
   76.39639640    0.00025473
   76.48648649    0.00023366
   76.57657658    0.00021604
   76.66666667    0.00020131
   76.75675676    0.00018900
   76.84684685    0.00017872
   76.93693694    0.00017015
   77.02702703    0.00016306
   77.11711712    0.00015725
   77.20720721    0.00015260
   77.29729730    0.00014900
   77.38738739    0.00014637
   77.47747748    0.00014467
   77.56756757    0.00014389
   77.65765766    0.00014403
   77.74774775    0.00014513
   77.83783784    0.00014723
   77.92792793    0.00015044
   78.01801802    0.00015488
   78.10810811    0.00016073
   78.19819820    0.00016819
   78.28828829    0.00017758
   78.37837838    0.00018927
   78.46846847    0.00020377
   78.55855856    0.00022173
   78.64864865    0.00024398
   78.73873874    0.00027163
   78.82882883    0.00030607
   78.91891892    0.00034902
   79.00900901    0.00040251
   79.09909910    0.00046860
   79.18918919    0.00054873
   79.27927928    0.00064218
   79.36936937    0.00074348
   79.45945946    0.00083949
   79.54954955    0.00090939
   79.63963964    0.00093221
   79.72972973    0.00089984
   79.81981982    0.00082320
   79.90990991    0.00072406
   80.00000000    0.00062229
