#       Energy(Ry)            Total                 X                  Y                   Z
      0.41020000E+00      0.18420430E+00      0.92178629E-01      0.92025650E-01      0.19654341E-07
      0.41040000E+00      0.18517979E+00      0.92666740E-01      0.92513029E-01      0.19757023E-07
      0.41060000E+00      0.18616254E+00      0.93158482E-01      0.93004034E-01      0.19860458E-07
      0.41080000E+00      0.18715261E+00      0.93653892E-01      0.93498701E-01      0.19964654E-07
      0.41100000E+00      0.18815009E+00      0.94153005E-01      0.93997067E-01      0.20069617E-07
      0.41120000E+00      0.18915505E+00      0.94655857E-01      0.94499168E-01      0.20175355E-07
      0.41140000E+00      0.19016755E+00      0.95162486E-01      0.95005039E-01      0.20281875E-07
      0.41160000E+00      0.19118767E+00      0.95672929E-01      0.95514719E-01      0.20389186E-07
      0.41180000E+00      0.19221549E+00      0.96187222E-01      0.96028246E-01      0.20497295E-07
      0.41200000E+00      0.19325108E+00      0.96705406E-01      0.96545657E-01      0.20606209E-07
      0.41220000E+00      0.19429453E+00      0.97227517E-01      0.97066991E-01      0.20715937E-07
      0.41240000E+00      0.19534590E+00      0.97753596E-01      0.97592287E-01      0.20826487E-07
      0.41260000E+00      0.19640529E+00      0.98283682E-01      0.98121585E-01      0.20937866E-07
      0.41280000E+00      0.19747276E+00      0.98817815E-01      0.98654925E-01      0.21050083E-07
      0.41300000E+00      0.19854840E+00      0.99356036E-01      0.99192347E-01      0.21163147E-07
      0.41320000E+00      0.19963230E+00      0.99898386E-01      0.99733893E-01      0.21277064E-07
      0.41340000E+00      0.20072453E+00      0.10044491E+00      0.10027960E+00      0.21391845E-07
      0.41360000E+00      0.20182518E+00      0.10099564E+00      0.10082952E+00      0.21507498E-07
      0.41380000E+00      0.20293434E+00      0.10155063E+00      0.10138369E+00      0.21624030E-07
      0.41400000E+00      0.20405209E+00      0.10210992E+00      0.10194215E+00      0.21741452E-07
      0.41420000E+00      0.20517852E+00      0.10267355E+00      0.10250495E+00      0.21859772E-07
      0.41440000E+00      0.20631371E+00      0.10324156E+00      0.10307213E+00      0.21978999E-07
      0.41460000E+00      0.20745777E+00      0.10381401E+00      0.10364373E+00      0.22099143E-07
      0.41480000E+00      0.20861077E+00      0.10439094E+00      0.10421981E+00      0.22220211E-07
      0.41500000E+00      0.20977281E+00      0.10497239E+00      0.10480041E+00      0.22342215E-07
      0.41520000E+00      0.21094399E+00      0.10555841E+00      0.10538556E+00      0.22465163E-07
      0.41540000E+00      0.21212440E+00      0.10614904E+00      0.10597533E+00      0.22589065E-07
      0.41560000E+00      0.21331413E+00      0.10674434E+00      0.10656976E+00      0.22713931E-07
      0.41580000E+00      0.21451328E+00      0.10734436E+00      0.10716890E+00      0.22839770E-07
      0.41600000E+00      0.21572195E+00      0.10794914E+00      0.10777279E+00      0.22966593E-07
      0.41620000E+00      0.21694024E+00      0.10855873E+00      0.10838149E+00      0.23094410E-07
      0.41640000E+00      0.21816825E+00      0.10917318E+00      0.10899505E+00      0.23223230E-07
      0.41660000E+00      0.21940608E+00      0.10979255E+00      0.10961351E+00      0.23353065E-07
      0.41680000E+00      0.22065384E+00      0.11041688E+00      0.11023693E+00      0.23483924E-07
      0.41700000E+00      0.22191162E+00      0.11104623E+00      0.11086537E+00      0.23615819E-07
      0.41720000E+00      0.22317954E+00      0.11168065E+00      0.11149887E+00      0.23748761E-07
      0.41740000E+00      0.22445771E+00      0.11232020E+00      0.11213748E+00      0.23882759E-07
      0.41760000E+00      0.22574622E+00      0.11296492E+00      0.11278127E+00      0.24017826E-07
      0.41780000E+00      0.22704520E+00      0.11361488E+00      0.11343029E+00      0.24153972E-07
      0.41800000E+00      0.22835475E+00      0.11427013E+00      0.11408459E+00      0.24291208E-07
      0.41820000E+00      0.22967499E+00      0.11493073E+00      0.11474424E+00      0.24429548E-07
      0.41840000E+00      0.23100604E+00      0.11559673E+00      0.11540928E+00      0.24569001E-07
      0.41860000E+00      0.23234800E+00      0.11626820E+00      0.11607977E+00      0.24709579E-07
      0.41880000E+00      0.23370099E+00      0.11694519E+00      0.11675578E+00      0.24851296E-07
      0.41900000E+00      0.23506515E+00      0.11762776E+00      0.11743737E+00      0.24994162E-07
      0.41920000E+00      0.23644058E+00      0.11831597E+00      0.11812459E+00      0.25138190E-07
      0.41940000E+00      0.23782741E+00      0.11900988E+00      0.11881750E+00      0.25283393E-07
      0.41960000E+00      0.23922577E+00      0.11970956E+00      0.11951618E+00      0.25429783E-07
      0.41980000E+00      0.24063577E+00      0.12041507E+00      0.12022068E+00      0.25577373E-07
      0.42000000E+00      0.24205756E+00      0.12112647E+00      0.12093106E+00      0.25726176E-07
      0.42020000E+00      0.24349125E+00      0.12184383E+00      0.12164739E+00      0.25876204E-07
      0.42040000E+00      0.24493698E+00      0.12256721E+00      0.12236974E+00      0.26027472E-07
      0.42060000E+00      0.24639489E+00      0.12329669E+00      0.12309817E+00      0.26179993E-07
      0.42080000E+00      0.24786510E+00      0.12403232E+00      0.12383275E+00      0.26333780E-07
      0.42100000E+00      0.24934775E+00      0.12477417E+00      0.12457355E+00      0.26488848E-07
      0.42120000E+00      0.25084299E+00      0.12552233E+00      0.12532064E+00      0.26645210E-07
      0.42140000E+00      0.25235095E+00      0.12627684E+00      0.12607408E+00      0.26802880E-07
      0.42160000E+00      0.25387178E+00      0.12703780E+00      0.12683396E+00      0.26961874E-07
      0.42180000E+00      0.25540562E+00      0.12780526E+00      0.12760033E+00      0.27122204E-07
      0.42200000E+00      0.25695262E+00      0.12857931E+00      0.12837328E+00      0.27283888E-07
      0.42220000E+00      0.25851292E+00      0.12936001E+00      0.12915288E+00      0.27446938E-07
      0.42240000E+00      0.26008668E+00      0.13014745E+00      0.12993921E+00      0.27611372E-07
      0.42260000E+00      0.26167405E+00      0.13094169E+00      0.13073233E+00      0.27777203E-07
      0.42280000E+00      0.26327518E+00      0.13174282E+00      0.13153233E+00      0.27944449E-07
      0.42300000E+00      0.26489024E+00      0.13255092E+00      0.13233929E+00      0.28113124E-07
      0.42320000E+00      0.26651938E+00      0.13336606E+00      0.13315329E+00      0.28283244E-07
      0.42340000E+00      0.26816276E+00      0.13418833E+00      0.13397440E+00      0.28454827E-07
      0.42360000E+00      0.26982055E+00      0.13501780E+00      0.13480271E+00      0.28627888E-07
      0.42380000E+00      0.27149291E+00      0.13585457E+00      0.13563831E+00      0.28802445E-07
      0.42400000E+00      0.27318001E+00      0.13669871E+00      0.13648127E+00      0.28978514E-07
      0.42420000E+00      0.27488203E+00      0.13755032E+00      0.13733168E+00      0.29156113E-07
      0.42440000E+00      0.27659914E+00      0.13840947E+00      0.13818964E+00      0.29335259E-07
      0.42460000E+00      0.27833151E+00      0.13927626E+00      0.13905522E+00      0.29515970E-07
      0.42480000E+00      0.28007932E+00      0.14015078E+00      0.13992852E+00      0.29698264E-07
      0.42500000E+00      0.28184276E+00      0.14103311E+00      0.14080962E+00      0.29882159E-07
      0.42520000E+00      0.28362201E+00      0.14192335E+00      0.14169863E+00      0.30067674E-07
      0.42540000E+00      0.28541725E+00      0.14282159E+00      0.14259563E+00      0.30254828E-07
      0.42560000E+00      0.28722868E+00      0.14372793E+00      0.14350071E+00      0.30443639E-07
      0.42580000E+00      0.28905648E+00      0.14464247E+00      0.14441398E+00      0.30634128E-07
      0.42600000E+00      0.29090086E+00      0.14556529E+00      0.14533553E+00      0.30826313E-07
      0.42620000E+00      0.29276200E+00      0.14649651E+00      0.14626546E+00      0.31020214E-07
      0.42640000E+00      0.29464012E+00      0.14743621E+00      0.14720387E+00      0.31215853E-07
      0.42660000E+00      0.29653541E+00      0.14838451E+00      0.14815087E+00      0.31413248E-07
      0.42680000E+00      0.29844809E+00      0.14934151E+00      0.14910655E+00      0.31612422E-07
      0.42700000E+00      0.30037836E+00      0.15030730E+00      0.15007102E+00      0.31813395E-07
      0.42720000E+00      0.30232643E+00      0.15128201E+00      0.15104439E+00      0.32016189E-07
      0.42740000E+00      0.30429253E+00      0.15226573E+00      0.15202677E+00      0.32220825E-07
      0.42760000E+00      0.30627687E+00      0.15325858E+00      0.15301826E+00      0.32427325E-07
      0.42780000E+00      0.30827967E+00      0.15426066E+00      0.15401898E+00      0.32635712E-07
      0.42800000E+00      0.31030117E+00      0.15527210E+00      0.15502904E+00      0.32846009E-07
      0.42820000E+00      0.31234159E+00      0.15629300E+00      0.15604856E+00      0.33058239E-07
      0.42840000E+00      0.31440117E+00      0.15732349E+00      0.15707764E+00      0.33272424E-07
      0.42860000E+00      0.31648014E+00      0.15836368E+00      0.15811642E+00      0.33488590E-07
      0.42880000E+00      0.31857874E+00      0.15941369E+00      0.15916502E+00      0.33706759E-07
      0.42900000E+00      0.32069722E+00      0.16047365E+00      0.16022354E+00      0.33926957E-07
      0.42920000E+00      0.32283583E+00      0.16154368E+00      0.16129212E+00      0.34149209E-07
      0.42940000E+00      0.32499482E+00      0.16262390E+00      0.16237089E+00      0.34373539E-07
      0.42960000E+00      0.32717445E+00      0.16371444E+00      0.16345997E+00      0.34599973E-07
      0.42980000E+00      0.32937497E+00      0.16481544E+00      0.16455949E+00      0.34828537E-07
      0.43000000E+00      0.33159665E+00      0.16592703E+00      0.16566958E+00      0.35059259E-07
      0.43020000E+00      0.33383975E+00      0.16704933E+00      0.16679039E+00      0.35292164E-07
      0.43040000E+00      0.33610456E+00      0.16818249E+00      0.16792203E+00      0.35527279E-07
      0.43060000E+00      0.33839135E+00      0.16932665E+00      0.16906466E+00      0.35764633E-07
      0.43080000E+00      0.34070040E+00      0.17048194E+00      0.17021842E+00      0.36004254E-07
      0.43100000E+00      0.34303199E+00      0.17164852E+00      0.17138344E+00      0.36246170E-07
      0.43120000E+00      0.34538642E+00      0.17282651E+00      0.17255987E+00      0.36490410E-07
      0.43140000E+00      0.34776398E+00      0.17401608E+00      0.17374786E+00      0.36737004E-07
      0.43160000E+00      0.35016497E+00      0.17521737E+00      0.17494756E+00      0.36985981E-07
      0.43180000E+00      0.35258969E+00      0.17643053E+00      0.17615912E+00      0.37237373E-07
      0.43200000E+00      0.35503847E+00      0.17765573E+00      0.17738270E+00      0.37491209E-07
      0.43220000E+00      0.35751160E+00      0.17889311E+00      0.17861845E+00      0.37747522E-07
      0.43240000E+00      0.36000941E+00      0.18014283E+00      0.17986654E+00      0.38006342E-07
      0.43260000E+00      0.36253222E+00      0.18140507E+00      0.18112712E+00      0.38267703E-07
      0.43280000E+00      0.36508037E+00      0.18267998E+00      0.18240036E+00      0.38531638E-07
      0.43300000E+00      0.36765419E+00      0.18396773E+00      0.18368642E+00      0.38798179E-07
      0.43320000E+00      0.37025403E+00      0.18526850E+00      0.18498549E+00      0.39067361E-07
      0.43340000E+00      0.37288022E+00      0.18658245E+00      0.18629773E+00      0.39339219E-07
      0.43360000E+00      0.37553313E+00      0.18790976E+00      0.18762332E+00      0.39613787E-07
      0.43380000E+00      0.37821310E+00      0.18925062E+00      0.18896244E+00      0.39891101E-07
      0.43400000E+00      0.38092051E+00      0.19060521E+00      0.19031527E+00      0.40171197E-07
      0.43420000E+00      0.38365573E+00      0.19197370E+00      0.19168199E+00      0.40454113E-07
      0.43440000E+00      0.38641913E+00      0.19335629E+00      0.19306280E+00      0.40739885E-07
      0.43460000E+00      0.38921110E+00      0.19475318E+00      0.19445789E+00      0.41028552E-07
      0.43480000E+00      0.39203203E+00      0.19616454E+00      0.19586744E+00      0.41320153E-07
      0.43500000E+00      0.39488231E+00      0.19759060E+00      0.19729166E+00      0.41614726E-07
      0.43520000E+00      0.39776234E+00      0.19903154E+00      0.19873076E+00      0.41912313E-07
      0.43540000E+00      0.40067254E+00      0.20048757E+00      0.20018493E+00      0.42212952E-07
      0.43560000E+00      0.40361333E+00      0.20195890E+00      0.20165438E+00      0.42516687E-07
      0.43580000E+00      0.40658512E+00      0.20344574E+00      0.20313933E+00      0.42823559E-07
      0.43600000E+00      0.40958835E+00      0.20494831E+00      0.20464000E+00      0.43133610E-07
      0.43620000E+00      0.41262347E+00      0.20646683E+00      0.20615659E+00      0.43446885E-07
      0.43640000E+00      0.41569091E+00      0.20800152E+00      0.20768934E+00      0.43763427E-07
      0.43660000E+00      0.41879113E+00      0.20955261E+00      0.20923847E+00      0.44083281E-07
      0.43680000E+00      0.42192459E+00      0.21112033E+00      0.21080421E+00      0.44406494E-07
      0.43700000E+00      0.42509177E+00      0.21270492E+00      0.21238681E+00      0.44733112E-07
      0.43720000E+00      0.42829314E+00      0.21430661E+00      0.21398649E+00      0.45063182E-07
      0.43740000E+00      0.43152919E+00      0.21592565E+00      0.21560350E+00      0.45396752E-07
      0.43760000E+00      0.43480043E+00      0.21756229E+00      0.21723809E+00      0.45733872E-07
      0.43780000E+00      0.43810734E+00      0.21921678E+00      0.21889052E+00      0.46074590E-07
      0.43800000E+00      0.44145045E+00      0.22088937E+00      0.22056103E+00      0.46418959E-07
      0.43820000E+00      0.44483028E+00      0.22258034E+00      0.22224990E+00      0.46767030E-07
      0.43840000E+00      0.44824737E+00      0.22428994E+00      0.22395738E+00      0.47118855E-07
      0.43860000E+00      0.45170225E+00      0.22601844E+00      0.22568375E+00      0.47474488E-07
      0.43880000E+00      0.45519547E+00      0.22776613E+00      0.22742929E+00      0.47833983E-07
      0.43900000E+00      0.45872761E+00      0.22953329E+00      0.22919427E+00      0.48197395E-07
      0.43920000E+00      0.46229923E+00      0.23132020E+00      0.23097899E+00      0.48564782E-07
      0.43940000E+00      0.46591092E+00      0.23312715E+00      0.23278372E+00      0.48936200E-07
      0.43960000E+00      0.46956327E+00      0.23495443E+00      0.23460878E+00      0.49311708E-07
      0.43980000E+00      0.47325688E+00      0.23680237E+00      0.23645446E+00      0.49691365E-07
      0.44000000E+00      0.47699237E+00      0.23867125E+00      0.23832107E+00      0.50075232E-07
      0.44020000E+00      0.48077037E+00      0.24056139E+00      0.24020893E+00      0.50463370E-07
      0.44040000E+00      0.48459152E+00      0.24247312E+00      0.24211834E+00      0.50855843E-07
      0.44060000E+00      0.48845646E+00      0.24440676E+00      0.24404965E+00      0.51252715E-07
      0.44080000E+00      0.49236587E+00      0.24636264E+00      0.24600318E+00      0.51654050E-07
      0.44100000E+00      0.49632042E+00      0.24834110E+00      0.24797926E+00      0.52059915E-07
      0.44120000E+00      0.50032079E+00      0.25034249E+00      0.24997825E+00      0.52470377E-07
      0.44140000E+00      0.50436770E+00      0.25236715E+00      0.25200050E+00      0.52885506E-07
      0.44160000E+00      0.50846184E+00      0.25441544E+00      0.25404635E+00      0.53305370E-07
      0.44180000E+00      0.51260396E+00      0.25648773E+00      0.25611618E+00      0.53730043E-07
      0.44200000E+00      0.51679480E+00      0.25858439E+00      0.25821035E+00      0.54159596E-07
      0.44220000E+00      0.52103511E+00      0.26070580E+00      0.26032925E+00      0.54594104E-07
      0.44240000E+00      0.52532566E+00      0.26285234E+00      0.26247327E+00      0.55033642E-07
      0.44260000E+00      0.52966725E+00      0.26502441E+00      0.26464278E+00      0.55478287E-07
      0.44280000E+00      0.53406067E+00      0.26722241E+00      0.26683821E+00      0.55928117E-07
      0.44300000E+00      0.53850675E+00      0.26944675E+00      0.26905995E+00      0.56383213E-07
      0.44320000E+00      0.54300631E+00      0.27169784E+00      0.27130842E+00      0.56843657E-07
      0.44340000E+00      0.54756021E+00      0.27397611E+00      0.27358404E+00      0.57309530E-07
      0.44360000E+00      0.55216931E+00      0.27628200E+00      0.27588726E+00      0.57780918E-07
      0.44380000E+00      0.55683451E+00      0.27861594E+00      0.27821851E+00      0.58257907E-07
      0.44400000E+00      0.56155670E+00      0.28097840E+00      0.28057824E+00      0.58740584E-07
      0.44420000E+00      0.56633680E+00      0.28336982E+00      0.28296692E+00      0.59229041E-07
      0.44440000E+00      0.57117575E+00      0.28579068E+00      0.28538501E+00      0.59723367E-07
      0.44460000E+00      0.57607451E+00      0.28824146E+00      0.28783299E+00      0.60223657E-07
      0.44480000E+00      0.58103406E+00      0.29072265E+00      0.29031136E+00      0.60730006E-07
      0.44500000E+00      0.58605540E+00      0.29323474E+00      0.29282060E+00      0.61242510E-07
      0.44520000E+00      0.59113954E+00      0.29577824E+00      0.29536123E+00      0.61761269E-07
      0.44540000E+00      0.59628752E+00      0.29835369E+00      0.29793377E+00      0.62286382E-07
      0.44560000E+00      0.60150040E+00      0.30096159E+00      0.30053874E+00      0.62817955E-07
      0.44580000E+00      0.60677926E+00      0.30360250E+00      0.30317670E+00      0.63356090E-07
      0.44600000E+00      0.61212521E+00      0.30627697E+00      0.30584818E+00      0.63900896E-07
      0.44620000E+00      0.61753938E+00      0.30898556E+00      0.30855376E+00      0.64452482E-07
      0.44640000E+00      0.62302292E+00      0.31172885E+00      0.31129401E+00      0.65010960E-07
      0.44660000E+00      0.62857699E+00      0.31450742E+00      0.31406951E+00      0.65576442E-07
      0.44680000E+00      0.63420281E+00      0.31732188E+00      0.31688087E+00      0.66149047E-07
      0.44700000E+00      0.63990160E+00      0.32017283E+00      0.31972870E+00      0.66728891E-07
      0.44720000E+00      0.64567461E+00      0.32306091E+00      0.32261363E+00      0.67316096E-07
      0.44740000E+00      0.65152311E+00      0.32598676E+00      0.32553628E+00      0.67910787E-07
      0.44760000E+00      0.65744842E+00      0.32895102E+00      0.32849733E+00      0.68513088E-07
      0.44780000E+00      0.66345187E+00      0.33195437E+00      0.33149743E+00      0.69123129E-07
      0.44800000E+00      0.66953481E+00      0.33499748E+00      0.33453726E+00      0.69741041E-07
      0.44820000E+00      0.67569866E+00      0.33808105E+00      0.33761753E+00      0.70366959E-07
      0.44840000E+00      0.68194481E+00      0.34120580E+00      0.34073894E+00      0.71001020E-07
      0.44860000E+00      0.68827474E+00      0.34437245E+00      0.34390222E+00      0.71643364E-07
      0.44880000E+00      0.69468993E+00      0.34758175E+00      0.34710811E+00      0.72294134E-07
      0.44900000E+00      0.70119189E+00      0.35083444E+00      0.35035737E+00      0.72953476E-07
      0.44920000E+00      0.70778218E+00      0.35413132E+00      0.35365078E+00      0.73621540E-07
      0.44940000E+00      0.71446238E+00      0.35747318E+00      0.35698913E+00      0.74298478E-07
      0.44960000E+00      0.72123412E+00      0.36086082E+00      0.36037323E+00      0.74984447E-07
      0.44980000E+00      0.72809907E+00      0.36429507E+00      0.36380392E+00      0.75679605E-07
      0.45000000E+00      0.73505890E+00      0.36777679E+00      0.36728204E+00      0.76384116E-07
      0.45020000E+00      0.74211537E+00      0.37130684E+00      0.37080845E+00      0.77098145E-07
      0.45040000E+00      0.74927024E+00      0.37488611E+00      0.37438405E+00      0.77821864E-07
      0.45060000E+00      0.75652534E+00      0.37851551E+00      0.37800974E+00      0.78555445E-07
      0.45080000E+00      0.76388251E+00      0.38219597E+00      0.38168646E+00      0.79299067E-07
      0.45100000E+00      0.77134366E+00      0.38592843E+00      0.38541514E+00      0.80052912E-07
      0.45120000E+00      0.77891073E+00      0.38971388E+00      0.38919677E+00      0.80817166E-07
      0.45140000E+00      0.78658571E+00      0.39355329E+00      0.39303234E+00      0.81592018E-07
      0.45160000E+00      0.79437064E+00      0.39744770E+00      0.39692286E+00      0.82377664E-07
      0.45180000E+00      0.80226761E+00      0.40139815E+00      0.40086938E+00      0.83174301E-07
      0.45200000E+00      0.81027874E+00      0.40540569E+00      0.40487296E+00      0.83982135E-07
      0.45220000E+00      0.81840621E+00      0.40947143E+00      0.40893470E+00      0.84801372E-07
      0.45240000E+00      0.82665228E+00      0.41359648E+00      0.41305571E+00      0.85632225E-07
      0.45260000E+00      0.83501921E+00      0.41778199E+00      0.41723713E+00      0.86474914E-07
      0.45280000E+00      0.84350936E+00      0.42202912E+00      0.42148015E+00      0.87329660E-07
      0.45300000E+00      0.85212514E+00      0.42633909E+00      0.42578596E+00      0.88196693E-07
      0.45320000E+00      0.86086899E+00      0.43071311E+00      0.43015579E+00      0.89076245E-07
      0.45340000E+00      0.86974344E+00      0.43515245E+00      0.43459090E+00      0.89968556E-07
      0.45360000E+00      0.87875107E+00      0.43965841E+00      0.43909257E+00      0.90873871E-07
      0.45380000E+00      0.88789452E+00      0.44423229E+00      0.44366214E+00      0.91792441E-07
      0.45400000E+00      0.89717650E+00      0.44887546E+00      0.44830095E+00      0.92724522E-07
      0.45420000E+00      0.90659980E+00      0.45358931E+00      0.45301040E+00      0.93670377E-07
      0.45440000E+00      0.91616725E+00      0.45837525E+00      0.45779190E+00      0.94630277E-07
      0.45460000E+00      0.92588178E+00      0.46323476E+00      0.46264693E+00      0.95604496E-07
      0.45480000E+00      0.93574638E+00      0.46816932E+00      0.46757696E+00      0.96593318E-07
      0.45500000E+00      0.94576411E+00      0.47318047E+00      0.47258354E+00      0.97597031E-07
      0.45520000E+00      0.95593811E+00      0.47826978E+00      0.47766824E+00      0.98615934E-07
      0.45540000E+00      0.96627163E+00      0.48343886E+00      0.48283267E+00      0.99650329E-07
      0.45560000E+00      0.97676796E+00      0.48868938E+00      0.48807848E+00      0.10070053E-06
      0.45580000E+00      0.98743050E+00      0.49402302E+00      0.49340738E+00      0.10176685E-06
      0.45600000E+00      0.99826273E+00      0.49944152E+00      0.49882110E+00      0.10284963E-06
      0.45620000E+00      0.10092682E+01      0.50494669E+00      0.50432144E+00      0.10394920E-06
      0.45640000E+00      0.10204507E+01      0.51054034E+00      0.50991021E+00      0.10506589E-06
      0.45660000E+00      0.10318138E+01      0.51622436E+00      0.51558932E+00      0.10620007E-06
      0.45680000E+00      0.10433615E+01      0.52200068E+00      0.52136068E+00      0.10735210E-06
      0.45700000E+00      0.10550977E+01      0.52787130E+00      0.52722628E+00      0.10852235E-06
      0.45720000E+00      0.10670265E+01      0.53383823E+00      0.53318815E+00      0.10971121E-06
      0.45740000E+00      0.10791521E+01      0.53990357E+00      0.53924840E+00      0.11091905E-06
      0.45760000E+00      0.10914787E+01      0.54606948E+00      0.54540915E+00      0.11214628E-06
      0.45780000E+00      0.11040109E+01      0.55233815E+00      0.55167263E+00      0.11339333E-06
      0.45800000E+00      0.11167531E+01      0.55871186E+00      0.55804110E+00      0.11466060E-06
      0.45820000E+00      0.11297099E+01      0.56519292E+00      0.56451688E+00      0.11594853E-06
      0.45840000E+00      0.11428862E+01      0.57178375E+00      0.57110237E+00      0.11725757E-06
      0.45860000E+00      0.11562869E+01      0.57848678E+00      0.57780002E+00      0.11858818E-06
      0.45880000E+00      0.11699170E+01      0.58530456E+00      0.58461237E+00      0.11994083E-06
      0.45900000E+00      0.11837818E+01      0.59223967E+00      0.59154201E+00      0.12131599E-06
      0.45920000E+00      0.11978865E+01      0.59929479E+00      0.59859162E+00      0.12271417E-06
      0.45940000E+00      0.12122367E+01      0.60647268E+00      0.60576393E+00      0.12413588E-06
      0.45960000E+00      0.12268381E+01      0.61377615E+00      0.61306179E+00      0.12558164E-06
      0.45980000E+00      0.12416963E+01      0.62120810E+00      0.62048808E+00      0.12705198E-06
      0.46000000E+00      0.12568175E+01      0.62877154E+00      0.62804582E+00      0.12854747E-06
      0.46020000E+00      0.12722077E+01      0.63646954E+00      0.63573806E+00      0.13006866E-06
      0.46040000E+00      0.12878734E+01      0.64430526E+00      0.64356799E+00      0.13161615E-06
