#       Energy(Ry)            Total                 X                  Y                   Z
      0.41300000E+00      0.30399878E+00      0.31436825E-11      0.13761935E-04      0.30398502E+00
      0.41320000E+00      0.31113352E+00      0.32085683E-11      0.13801888E-04      0.31111972E+00
      0.41340000E+00      0.31851095E+00      0.32756205E-11      0.13841993E-04      0.31849711E+00
      0.41360000E+00      0.32614173E+00      0.33449341E-11      0.13882253E-04      0.32612785E+00
      0.41380000E+00      0.33403711E+00      0.34166092E-11      0.13922666E-04      0.33402318E+00
      0.41400000E+00      0.34220892E+00      0.34907512E-11      0.13963236E-04      0.34219495E+00
      0.41420000E+00      0.35066964E+00      0.35674712E-11      0.14003961E-04      0.35065563E+00
      0.41440000E+00      0.35943241E+00      0.36468862E-11      0.14044844E-04      0.35941837E+00
      0.41460000E+00      0.36851111E+00      0.37291199E-11      0.14085884E-04      0.36849702E+00
      0.41480000E+00      0.37792035E+00      0.38143023E-11      0.14127083E-04      0.37790622E+00
      0.41500000E+00      0.38767557E+00      0.39025710E-11      0.14168441E-04      0.38766140E+00
      0.41520000E+00      0.39779306E+00      0.39940709E-11      0.14209959E-04      0.39777885E+00
      0.41540000E+00      0.40829002E+00      0.40889554E-11      0.14251638E-04      0.40827577E+00
      0.41560000E+00      0.41918461E+00      0.41873860E-11      0.14293479E-04      0.41917032E+00
      0.41580000E+00      0.43049604E+00      0.42895339E-11      0.14335483E-04      0.43048171E+00
      0.41600000E+00      0.44224458E+00      0.43955795E-11      0.14377650E-04      0.44223021E+00
      0.41620000E+00      0.45445169E+00      0.45057139E-11      0.14419981E-04      0.45443727E+00
      0.41640000E+00      0.46714002E+00      0.46201389E-11      0.14462477E-04      0.46712556E+00
      0.41660000E+00      0.48033358E+00      0.47390681E-11      0.14505139E-04      0.48031908E+00
      0.41680000E+00      0.49405774E+00      0.48627275E-11      0.14547968E-04      0.49404319E+00
      0.41700000E+00      0.50833933E+00      0.49913562E-11      0.14590964E-04      0.50832474E+00
      0.41720000E+00      0.52320678E+00      0.51252070E-11      0.14634129E-04      0.52319214E+00
      0.41740000E+00      0.53869015E+00      0.52645478E-11      0.14677463E-04      0.53867548E+00
      0.41760000E+00      0.55482129E+00      0.54096621E-11      0.14720967E-04      0.55480657E+00
      0.41780000E+00      0.57163390E+00      0.55608499E-11      0.14764642E-04      0.57161914E+00
      0.41800000E+00      0.58916366E+00      0.57184291E-11      0.14808489E-04      0.58914885E+00
      0.41820000E+00      0.60744833E+00      0.58827358E-11      0.14852509E-04      0.60743348E+00
      0.41840000E+00      0.62652792E+00      0.60541261E-11      0.14896702E-04      0.62651302E+00
      0.41860000E+00      0.64644473E+00      0.62329768E-11      0.14941070E-04      0.64642979E+00
      0.41880000E+00      0.66724355E+00      0.64196867E-11      0.14985614E-04      0.66722856E+00
      0.41900000E+00      0.68897176E+00      0.66146776E-11      0.15030333E-04      0.68895673E+00
      0.41920000E+00      0.71167944E+00      0.68183955E-11      0.15075230E-04      0.71166437E+00
      0.41940000E+00      0.73541955E+00      0.70313118E-11      0.15120305E-04      0.73540443E+00
      0.41960000E+00      0.76024802E+00      0.72539245E-11      0.15165559E-04      0.76023285E+00
      0.41980000E+00      0.78622386E+00      0.74867591E-11      0.15210993E-04      0.78620865E+00
      0.42000000E+00      0.81340931E+00      0.77303698E-11      0.15256608E-04      0.81339406E+00
      0.42020000E+00      0.84186995E+00      0.79853402E-11      0.15302405E-04      0.84185464E+00
      0.42040000E+00      0.87167472E+00      0.82522844E-11      0.15348385E-04      0.87165937E+00
      0.42060000E+00      0.90289605E+00      0.85318472E-11      0.15394548E-04      0.90288066E+00
      0.42080000E+00      0.93560988E+00      0.88247047E-11      0.15440896E-04      0.93559444E+00
      0.42100000E+00      0.96989563E+00      0.91315640E-11      0.15487430E-04      0.96988014E+00
      0.42120000E+00      0.10058361E+01      0.94531628E-11      0.15534151E-04      0.10058206E+01
      0.42140000E+00      0.10435176E+01      0.97902685E-11      0.15581058E-04      0.10435020E+01
      0.42160000E+00      0.10830294E+01      0.10143676E-10      0.15628155E-04      0.10830137E+01
      0.42180000E+00      0.11244635E+01      0.10514206E-10      0.15675441E-04      0.11244479E+01
      0.42200000E+00      0.11679147E+01      0.10902701E-10      0.15722918E-04      0.11678990E+01
      0.42220000E+00      0.12134793E+01      0.11310019E-10      0.15770586E-04      0.12134636E+01
      0.42240000E+00      0.12612551E+01      0.11737030E-10      0.15818447E-04      0.12612393E+01
      0.42260000E+00      0.13113399E+01      0.12184606E-10      0.15866501E-04      0.13113240E+01
      0.42280000E+00      0.13638308E+01      0.12653610E-10      0.15914750E-04      0.13638149E+01
      0.42300000E+00      0.14188224E+01      0.13144886E-10      0.15963194E-04      0.14188064E+01
      0.42320000E+00      0.14764053E+01      0.13659240E-10      0.16011836E-04      0.14763893E+01
      0.42340000E+00      0.15366640E+01      0.14197423E-10      0.16060674E-04      0.15366479E+01
      0.42360000E+00      0.15996738E+01      0.14760108E-10      0.16109712E-04      0.15996577E+01
      0.42380000E+00      0.16654986E+01      0.15347862E-10      0.16158949E-04      0.16654824E+01
      0.42400000E+00      0.17341865E+01      0.15961113E-10      0.16208388E-04      0.17341703E+01
      0.42420000E+00      0.18057660E+01      0.16600116E-10      0.16258028E-04      0.18057497E+01
      0.42440000E+00      0.18802411E+01      0.17264907E-10      0.16307871E-04      0.18802248E+01
      0.42460000E+00      0.19575859E+01      0.17955254E-10      0.16357918E-04      0.19575695E+01
      0.42480000E+00      0.20377383E+01      0.18670604E-10      0.16408170E-04      0.20377219E+01
      0.42500000E+00      0.21205932E+01      0.19410024E-10      0.16458629E-04      0.21205768E+01
      0.42520000E+00      0.22059955E+01      0.20172130E-10      0.16509294E-04      0.22059790E+01
      0.42540000E+00      0.22937322E+01      0.20955027E-10      0.16560169E-04      0.22937156E+01
      0.42560000E+00      0.23835242E+01      0.21756232E-10      0.16611252E-04      0.23835076E+01
      0.42580000E+00      0.24750194E+01      0.22572607E-10      0.16662547E-04      0.24750027E+01
      0.42600000E+00      0.25677847E+01      0.23400299E-10      0.16714053E-04      0.25677680E+01
      0.42620000E+00      0.26613005E+01      0.24234680E-10      0.16765772E-04      0.26612838E+01
      0.42640000E+00      0.27549561E+01      0.25070315E-10      0.16817705E-04      0.27549393E+01
      0.42660000E+00      0.28480480E+01      0.25900939E-10      0.16869854E-04      0.28480311E+01
      0.42680000E+00      0.29397808E+01      0.26719472E-10      0.16922219E-04      0.29397639E+01
      0.42700000E+00      0.30292735E+01      0.27518070E-10      0.16974801E-04      0.30292565E+01
      0.42720000E+00      0.31155687E+01      0.28288209E-10      0.17027602E-04      0.31155517E+01
      0.42740000E+00      0.31976487E+01      0.29020830E-10      0.17080623E-04      0.31976317E+01
      0.42760000E+00      0.32744562E+01      0.29706518E-10      0.17133865E-04      0.32744391E+01
      0.42780000E+00      0.33449206E+01      0.30335743E-10      0.17187330E-04      0.33449034E+01
      0.42800000E+00      0.34079890E+01      0.30899130E-10      0.17241018E-04      0.34079717E+01
      0.42820000E+00      0.34626610E+01      0.31387774E-10      0.17294930E-04      0.34626437E+01
      0.42840000E+00      0.35080249E+01      0.31793557E-10      0.17349069E-04      0.35080075E+01
      0.42860000E+00      0.35432934E+01      0.32109472E-10      0.17403434E-04      0.35432760E+01
      0.42880000E+00      0.35678373E+01      0.32329914E-10      0.17458028E-04      0.35678198E+01
      0.42900000E+00      0.35812125E+01      0.32450931E-10      0.17512852E-04      0.35811950E+01
      0.42920000E+00      0.35831809E+01      0.32470403E-10      0.17567906E-04      0.35831633E+01
      0.42940000E+00      0.35737208E+01      0.32388137E-10      0.17623193E-04      0.35737031E+01
      0.42960000E+00      0.35530280E+01      0.32205877E-10      0.17678713E-04      0.35530104E+01
      0.42980000E+00      0.35215065E+01      0.31927218E-10      0.17734467E-04      0.35214888E+01
      0.43000000E+00      0.34797490E+01      0.31557439E-10      0.17790458E-04      0.34797312E+01
      0.43020000E+00      0.34285109E+01      0.31103263E-10      0.17846686E-04      0.34284930E+01
      0.43040000E+00      0.33686773E+01      0.30572573E-10      0.17903153E-04      0.33686594E+01
      0.43060000E+00      0.33012282E+01      0.29974091E-10      0.17959859E-04      0.33012102E+01
      0.43080000E+00      0.32272017E+01      0.29317061E-10      0.18016807E-04      0.32271837E+01
      0.43100000E+00      0.31476596E+01      0.28610936E-10      0.18073998E-04      0.31476415E+01
      0.43120000E+00      0.30636557E+01      0.27865097E-10      0.18131432E-04      0.30636376E+01
      0.43140000E+00      0.29762091E+01      0.27088618E-10      0.18189112E-04      0.29761910E+01
      0.43160000E+00      0.28862824E+01      0.26290068E-10      0.18247038E-04      0.28862642E+01
      0.43180000E+00      0.27947655E+01      0.25477371E-10      0.18305213E-04      0.27947472E+01
      0.43200000E+00      0.27024648E+01      0.24657705E-10      0.18363637E-04      0.27024464E+01
      0.43220000E+00      0.26100969E+01      0.23837452E-10      0.18422312E-04      0.26100785E+01
      0.43240000E+00      0.25182870E+01      0.23022176E-10      0.18481239E-04      0.25182685E+01
      0.43260000E+00      0.24275697E+01      0.22216638E-10      0.18540420E-04      0.24275511E+01
      0.43280000E+00      0.23383931E+01      0.21424827E-10      0.18599856E-04      0.23383745E+01
      0.43300000E+00      0.22511246E+01      0.20650014E-10      0.18659548E-04      0.22511060E+01
      0.43320000E+00      0.21660578E+01      0.19894812E-10      0.18719499E-04      0.21660390E+01
      0.43340000E+00      0.20834195E+01      0.19161243E-10      0.18779709E-04      0.20834007E+01
      0.43360000E+00      0.20033782E+01      0.18450804E-10      0.18840179E-04      0.20033593E+01
      0.43380000E+00      0.19260510E+01      0.17764540E-10      0.18900913E-04      0.19260321E+01
      0.43400000E+00      0.18515115E+01      0.17103105E-10      0.18961910E-04      0.18514926E+01
      0.43420000E+00      0.17797960E+01      0.16466822E-10      0.19023172E-04      0.17797769E+01
      0.43440000E+00      0.17109098E+01      0.15855739E-10      0.19084701E-04      0.17108907E+01
      0.43460000E+00      0.16448330E+01      0.15269679E-10      0.19146499E-04      0.16448138E+01
      0.43480000E+00      0.15815250E+01      0.14708281E-10      0.19208566E-04      0.15815058E+01
      0.43500000E+00      0.15209291E+01      0.14171039E-10      0.19270905E-04      0.15209099E+01
      0.43520000E+00      0.14629759E+01      0.13657335E-10      0.19333517E-04      0.14629565E+01
      0.43540000E+00      0.14075863E+01      0.13166467E-10      0.19396404E-04      0.14075669E+01
      0.43560000E+00      0.13546747E+01      0.12697671E-10      0.19459566E-04      0.13546552E+01
      0.43580000E+00      0.13041506E+01      0.12250143E-10      0.19523007E-04      0.13041310E+01
      0.43600000E+00      0.12559207E+01      0.11823050E-10      0.19586726E-04      0.12559011E+01
      0.43620000E+00      0.12098903E+01      0.11415552E-10      0.19650726E-04      0.12098707E+01
      0.43640000E+00      0.11659648E+01      0.11026804E-10      0.19715009E-04      0.11659451E+01
      0.43660000E+00      0.11240501E+01      0.10655970E-10      0.19779576E-04      0.11240303E+01
      0.43680000E+00      0.10840538E+01      0.10302227E-10      0.19844429E-04      0.10840339E+01
      0.43700000E+00      0.10458856E+01      0.99647720E-11      0.19909569E-04      0.10458657E+01
      0.43720000E+00      0.10094579E+01      0.96428236E-11      0.19974998E-04      0.10094379E+01
      0.43740000E+00      0.97468585E+00      0.93356275E-11      0.20040718E-04      0.97466581E+00
      0.43760000E+00      0.94148783E+00      0.90424567E-11      0.20106731E-04      0.94146772E+00
      0.43780000E+00      0.90978542E+00      0.87626134E-11      0.20173037E-04      0.90976525E+00
      0.43800000E+00      0.87950358E+00      0.84954294E-11      0.20239639E-04      0.87948334E+00
      0.43820000E+00      0.85057061E+00      0.82402665E-11      0.20306539E-04      0.85055030E+00
      0.43840000E+00      0.82291815E+00      0.79965163E-11      0.20373738E-04      0.82289778E+00
      0.43860000E+00      0.79648118E+00      0.77635998E-11      0.20441238E-04      0.79646074E+00
      0.43880000E+00      0.77119787E+00      0.75409668E-11      0.20509041E-04      0.77117736E+00
      0.43900000E+00      0.74700953E+00      0.73280948E-11      0.20577148E-04      0.74698895E+00
      0.43920000E+00      0.72386051E+00      0.71244884E-11      0.20645562E-04      0.72383986E+00
      0.43940000E+00      0.70169808E+00      0.69296784E-11      0.20714284E-04      0.70167736E+00
      0.43960000E+00      0.68047230E+00      0.67432201E-11      0.20783315E-04      0.68045152E+00
      0.43980000E+00      0.66013592E+00      0.65646929E-11      0.20852659E-04      0.66011506E+00
      0.44000000E+00      0.64064422E+00      0.63936989E-11      0.20922316E-04      0.64062330E+00
      0.44020000E+00      0.62195493E+00      0.62298618E-11      0.20992289E-04      0.62193394E+00
      0.44040000E+00      0.60402807E+00      0.60728258E-11      0.21062578E-04      0.60400701E+00
      0.44060000E+00      0.58682586E+00      0.59222545E-11      0.21133187E-04      0.58680473E+00
      0.44080000E+00      0.57031259E+00      0.57778301E-11      0.21204117E-04      0.57029139E+00
      0.44100000E+00      0.55445449E+00      0.56392522E-11      0.21275370E-04      0.55443322E+00
      0.44120000E+00      0.53921967E+00      0.55062368E-11      0.21346948E-04      0.53919832E+00
      0.44140000E+00      0.52457797E+00      0.53785155E-11      0.21418853E-04      0.52455655E+00
      0.44160000E+00      0.51050088E+00      0.52558347E-11      0.21491087E-04      0.51047938E+00
      0.44180000E+00      0.49696145E+00      0.51379546E-11      0.21563651E-04      0.49693989E+00
      0.44200000E+00      0.48393421E+00      0.50246483E-11      0.21636548E-04      0.48391258E+00
      0.44220000E+00      0.47139506E+00      0.49157015E-11      0.21709779E-04      0.47137335E+00
      0.44240000E+00      0.45932121E+00      0.48109112E-11      0.21783348E-04      0.45929942E+00
      0.44260000E+00      0.44769108E+00      0.47100857E-11      0.21857255E-04      0.44766922E+00
      0.44280000E+00      0.43648426E+00      0.46130433E-11      0.21931503E-04      0.43646233E+00
      0.44300000E+00      0.42568144E+00      0.45196120E-11      0.22006093E-04      0.42565944E+00
      0.44320000E+00      0.41526433E+00      0.44296291E-11      0.22081029E-04      0.41524225E+00
      0.44340000E+00      0.40521558E+00      0.43429405E-11      0.22156311E-04      0.40519343E+00
      0.44360000E+00      0.39551879E+00      0.42594001E-11      0.22231943E-04      0.39549656E+00
      0.44380000E+00      0.38615840E+00      0.41788693E-11      0.22307925E-04      0.38613609E+00
      0.44400000E+00      0.37711964E+00      0.41012171E-11      0.22384261E-04      0.37709726E+00
      0.44420000E+00      0.36838853E+00      0.40263190E-11      0.22460953E-04      0.36836607E+00
      0.44440000E+00      0.35995181E+00      0.39540568E-11      0.22538002E-04      0.35992927E+00
      0.44460000E+00      0.35179685E+00      0.38843185E-11      0.22615411E-04      0.35177424E+00
      0.44480000E+00      0.34391172E+00      0.38169979E-11      0.22693181E-04      0.34388903E+00
      0.44500000E+00      0.33628505E+00      0.37519938E-11      0.22771316E-04      0.33626228E+00
      0.44520000E+00      0.32890606E+00      0.36892103E-11      0.22849817E-04      0.32888321E+00
      0.44540000E+00      0.32176448E+00      0.36285562E-11      0.22928687E-04      0.32174155E+00
      0.44560000E+00      0.31485057E+00      0.35699449E-11      0.23007928E-04      0.31482756E+00
      0.44580000E+00      0.30815505E+00      0.35132940E-11      0.23087542E-04      0.30813196E+00
      0.44600000E+00      0.30166911E+00      0.34585249E-11      0.23167532E-04      0.30164594E+00
      0.44620000E+00      0.29538434E+00      0.34055631E-11      0.23247899E-04      0.29536110E+00
      0.44640000E+00      0.28929277E+00      0.33543375E-11      0.23328646E-04      0.28926944E+00
      0.44660000E+00      0.28338676E+00      0.33047806E-11      0.23409776E-04      0.28336336E+00
      0.44680000E+00      0.27765908E+00      0.32568277E-11      0.23491291E-04      0.27763559E+00
      0.44700000E+00      0.27210281E+00      0.32104176E-11      0.23573193E-04      0.27207924E+00
      0.44720000E+00      0.26671135E+00      0.31654916E-11      0.23655485E-04      0.26668770E+00
      0.44740000E+00      0.26147843E+00      0.31219939E-11      0.23738168E-04      0.26145469E+00
      0.44760000E+00      0.25639804E+00      0.30798713E-11      0.23821246E-04      0.25637422E+00
      0.44780000E+00      0.25146447E+00      0.30390730E-11      0.23904721E-04      0.25144056E+00
      0.44800000E+00      0.24667224E+00      0.29995503E-11      0.23988596E-04      0.24664825E+00
      0.44820000E+00      0.24201613E+00      0.29612570E-11      0.24072872E-04      0.24199206E+00
      0.44840000E+00      0.23749117E+00      0.29241488E-11      0.24157553E-04      0.23746702E+00
      0.44860000E+00      0.23309259E+00      0.28881835E-11      0.24242641E-04      0.23306835E+00
      0.44880000E+00      0.22881583E+00      0.28533205E-11      0.24328138E-04      0.22879150E+00
      0.44900000E+00      0.22465653E+00      0.28195212E-11      0.24414047E-04      0.22463211E+00
      0.44920000E+00      0.22061052E+00      0.27867488E-11      0.24500371E-04      0.22058602E+00
      0.44940000E+00      0.21667383E+00      0.27549677E-11      0.24587112E-04      0.21664924E+00
      0.44960000E+00      0.21284262E+00      0.27241441E-11      0.24674274E-04      0.21281795E+00
      0.44980000E+00      0.20911324E+00      0.26942457E-11      0.24761858E-04      0.20908848E+00
      0.45000000E+00      0.20548220E+00      0.26652413E-11      0.24849867E-04      0.20545735E+00
      0.45020000E+00      0.20194613E+00      0.26371013E-11      0.24938304E-04      0.20192119E+00
      0.45040000E+00      0.19850181E+00      0.26097972E-11      0.25027172E-04      0.19847679E+00
      0.45060000E+00      0.19514618E+00      0.25833016E-11      0.25116473E-04      0.19512106E+00
      0.45080000E+00      0.19187625E+00      0.25575884E-11      0.25206210E-04      0.19185105E+00
      0.45100000E+00      0.18868921E+00      0.25326324E-11      0.25296387E-04      0.18866391E+00
      0.45120000E+00      0.18558232E+00      0.25084096E-11      0.25387005E-04      0.18555694E+00
      0.45140000E+00      0.18255298E+00      0.24848969E-11      0.25478068E-04      0.18252750E+00
      0.45160000E+00      0.17959867E+00      0.24620720E-11      0.25569578E-04      0.17957310E+00
      0.45180000E+00      0.17671698E+00      0.24399136E-11      0.25661539E-04      0.17669132E+00
      0.45200000E+00      0.17390560E+00      0.24184014E-11      0.25753953E-04      0.17387985E+00
      0.45220000E+00      0.17116230E+00      0.23975156E-11      0.25846823E-04      0.17113646E+00
      0.45240000E+00      0.16848495E+00      0.23772373E-11      0.25940152E-04      0.16845901E+00
      0.45260000E+00      0.16587148E+00      0.23575484E-11      0.26033943E-04      0.16584544E+00
      0.45280000E+00      0.16331992E+00      0.23384315E-11      0.26128199E-04      0.16329379E+00
      0.45300000E+00      0.16082836E+00      0.23198698E-11      0.26222924E-04      0.16080214E+00
      0.45320000E+00      0.15839498E+00      0.23018471E-11      0.26318119E-04      0.15836866E+00
      0.45340000E+00      0.15601800E+00      0.22843479E-11      0.26413789E-04      0.15599159E+00
      0.45360000E+00      0.15369574E+00      0.22673573E-11      0.26509936E-04      0.15366923E+00
      0.45380000E+00      0.15142656E+00      0.22508608E-11      0.26606563E-04      0.15139995E+00
      0.45400000E+00      0.14920888E+00      0.22348447E-11      0.26703674E-04      0.14918218E+00
      0.45420000E+00      0.14704119E+00      0.22192956E-11      0.26801271E-04      0.14701439E+00
      0.45440000E+00      0.14492202E+00      0.22042007E-11      0.26899359E-04      0.14489512E+00
      0.45460000E+00      0.14284997E+00      0.21895476E-11      0.26997939E-04      0.14282297E+00
      0.45480000E+00      0.14082367E+00      0.21753243E-11      0.27097016E-04      0.14079658E+00
      0.45500000E+00      0.13884182E+00      0.21615194E-11      0.27196592E-04      0.13881463E+00
      0.45520000E+00      0.13690315E+00      0.21481219E-11      0.27296672E-04      0.13687585E+00
      0.45540000E+00      0.13500644E+00      0.21351210E-11      0.27397257E-04      0.13497904E+00
      0.45560000E+00      0.13315051E+00      0.21225064E-11      0.27498352E-04      0.13312301E+00
      0.45580000E+00      0.13133423E+00      0.21102682E-11      0.27599961E-04      0.13130663E+00
      0.45600000E+00      0.12955649E+00      0.20983968E-11      0.27702085E-04      0.12952879E+00
      0.45620000E+00      0.12781624E+00      0.20868831E-11      0.27804729E-04      0.12778844E+00
      0.45640000E+00      0.12611246E+00      0.20757180E-11      0.27907897E-04      0.12608455E+00
      0.45660000E+00      0.12444415E+00      0.20648929E-11      0.28011591E-04      0.12441614E+00
      0.45680000E+00      0.12281036E+00      0.20543996E-11      0.28115815E-04      0.12278224E+00
      0.45700000E+00      0.12121016E+00      0.20442300E-11      0.28220574E-04      0.12118193E+00
      0.45720000E+00      0.11964266E+00      0.20343763E-11      0.28325869E-04      0.11961433E+00
      0.45740000E+00      0.11810699E+00      0.20248311E-11      0.28431706E-04      0.11807856E+00
      0.45760000E+00      0.11660233E+00      0.20155872E-11      0.28538087E-04      0.11657379E+00
      0.45780000E+00      0.11512785E+00      0.20066374E-11      0.28645017E-04      0.11509921E+00
      0.45800000E+00      0.11368278E+00      0.19979752E-11      0.28752498E-04      0.11365403E+00
      0.45820000E+00      0.11226637E+00      0.19895940E-11      0.28860535E-04      0.11223751E+00
      0.45840000E+00      0.11087787E+00      0.19814874E-11      0.28969132E-04      0.11084890E+00
      0.45860000E+00      0.10951658E+00      0.19736494E-11      0.29078292E-04      0.10948750E+00
      0.45880000E+00      0.10818181E+00      0.19660741E-11      0.29188019E-04      0.10815262E+00
      0.45900000E+00      0.10687290E+00      0.19587557E-11      0.29298317E-04      0.10684360E+00
      0.45920000E+00      0.10558919E+00      0.19516888E-11      0.29409190E-04      0.10555979E+00
      0.45940000E+00      0.10433008E+00      0.19448681E-11      0.29520642E-04      0.10430056E+00
      0.45960000E+00      0.10309494E+00      0.19382883E-11      0.29632676E-04      0.10306531E+00
      0.45980000E+00      0.10188320E+00      0.19319444E-11      0.29745298E-04      0.10185345E+00
      0.46000000E+00      0.10069428E+00      0.19258318E-11      0.29858509E-04      0.10066442E+00
      0.46020000E+00      0.99527630E-01      0.19199456E-11      0.29972316E-04      0.99497658E-01
      0.46040000E+00      0.98382722E-01      0.19142814E-11      0.30086722E-04      0.98352635E-01
