# Imaginary part of diagonal electron self-energy Im[sigma(ibnd, jbnd, ik)] in Ry
#   ik  ibnd  jbnd       Total          DW   Total_Fan   Upper_Fan   Lower_Fan
     1     1     4  -0.0000000  -0.0000000  -0.0000000  -0.0000008   0.0000008
     1     2     4   0.0000002   0.0000000   0.0000002   0.0000345  -0.0000344
     1     3     4   0.0000001  -0.0000000   0.0000001   0.0000164  -0.0000163
     1     4     4  -0.0006082   0.0000000  -0.0006082   0.0000000  -0.0006082
     1     5     4  -0.0000001  -0.0000000  -0.0000001  -0.0000014   0.0000013
     1     6     4   0.0000001  -0.0000000   0.0000001   0.0000324  -0.0000323
     1     7     4  -0.0000001  -0.0000000  -0.0000001  -0.0000781   0.0000780
     1     8     4  -0.0000000  -0.0000000   0.0000000  -0.0000000   0.0000000
     1     1     5  -0.0000000  -0.0000000  -0.0000000  -0.0000000  -0.0000000
     1     2     5   0.0000002   0.0000000   0.0000002   0.0000274  -0.0000273
     1     3     5  -0.0000003   0.0000000  -0.0000003  -0.0000379   0.0000375
     1     4     5  -0.0000001   0.0000000  -0.0000001   0.0000014  -0.0000015
     1     5     5  -0.0025800   0.0000000  -0.0025800   0.0000000  -0.0025800
     1     6     5   0.0000001   0.0000000   0.0000001  -0.0000157   0.0000157
     1     7     5   0.0000001   0.0000000   0.0000001  -0.0000032   0.0000033
     1     8     5  -0.0000000   0.0000000  -0.0000000  -0.0000157   0.0000156
     1     1     6   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     1     2     6  -0.0000004   0.0000000  -0.0000004  -0.0000565   0.0000562
     1     3     6   0.0000001  -0.0000000   0.0000001   0.0000250  -0.0000250
     1     4     6  -0.0000001   0.0000000  -0.0000001  -0.0000324   0.0000322
     1     5     6   0.0000002  -0.0000000   0.0000002   0.0000157  -0.0000155
     1     6     6  -0.0025801   0.0000000  -0.0025801   0.0000000  -0.0025801
     1     7     6   0.0000001   0.0000000   0.0000000  -0.0000349   0.0000350
     1     8     6  -0.0000000  -0.0000000  -0.0000000   0.0000047  -0.0000048
     1     1     7  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     1     2     7  -0.0000002  -0.0000000  -0.0000002  -0.0000451   0.0000450
     1     3     7  -0.0000000  -0.0000000  -0.0000000  -0.0000470   0.0000470
     1     4     7   0.0000003   0.0000000   0.0000003   0.0000781  -0.0000778
     1     5     7   0.0000001  -0.0000000   0.0000001   0.0000032  -0.0000030
     1     6     7   0.0000003  -0.0000000   0.0000003   0.0000349  -0.0000346
     1     7     7  -0.0025803   0.0000000  -0.0025803   0.0000000  -0.0025803
     1     8     7  -0.0000000  -0.0000000  -0.0000000  -0.0000079   0.0000079
     1     1     8   0.0000000  -0.0000000   0.0000000   0.0000032  -0.0000032
     1     2     8  -0.0000000  -0.0000000  -0.0000000  -0.0000000  -0.0000000
     1     3     8  -0.0000000   0.0000000  -0.0000000   0.0000000  -0.0000000
     1     4     8   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
     1     5     8   0.0000001  -0.0000000   0.0000001   0.0000157  -0.0000156
     1     6     8  -0.0000001   0.0000000  -0.0000001  -0.0000047   0.0000047
     1     7     8   0.0000000   0.0000000   0.0000000   0.0000079  -0.0000079
     1     8     8  -0.0876903   0.0000000  -0.0876903   0.0000000  -0.0876903
     2     1     1   0.0005850   0.0000000   0.0005850   0.0000000   0.0005850
     2     2     1   0.0000000  -0.0000000   0.0000000  -0.0000016   0.0000016
     2     3     1  -0.0000000   0.0000000  -0.0000000   0.0000000  -0.0000000
     2     4     1  -0.0000000   0.0000000  -0.0000000   0.0000000  -0.0000000
     2     5     1  -0.0031874   0.0044878  -0.0076752  -0.0041637  -0.0035115
     2     6     1  -0.0000000  -0.0000000   0.0000000  -0.0000000   0.0000000
     2     7     1   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     8     1   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     1     2   0.0000000   0.0000000   0.0000000   0.0000016  -0.0000016
     2     2     2   0.0007544   0.0000000   0.0007544   0.0000000   0.0007544
     2     3     2   0.0000000   0.0000000  -0.0000000  -0.0000000   0.0000000
     2     4     2  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     5     2  -0.0000000   0.0000000  -0.0000000  -0.0000017   0.0000017
     2     6     2  -0.0036160   0.0091892  -0.0128051  -0.0075533  -0.0052518
     2     7     2  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     8     2   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     1     3   0.0000000  -0.0000000   0.0000000  -0.0000000   0.0000000
     2     2     3  -0.0000000  -0.0000000   0.0000000   0.0000000  -0.0000000
     2     3     3  -0.0037958   0.0000000  -0.0037958   0.0000000  -0.0037958
     2     4     3   0.0000001   0.0000000   0.0000001   0.0000170  -0.0000169
     2     5     3   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     6     3   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     7     3   0.0007382   0.0006321   0.0001061  -0.0004998   0.0006059
     2     8     3   0.0011097  -0.0016880   0.0027977   0.0013328   0.0014649
     2     1     4  -0.0000000  -0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     2     4   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     3     4  -0.0000001  -0.0000000  -0.0000001  -0.0000170   0.0000169
     2     4     4  -0.0037959   0.0000000  -0.0037959   0.0000000  -0.0037959
     2     5     4   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     6     4   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     7     4  -0.0004935  -0.0008128   0.0003194   0.0006165  -0.0002971
     2     8     4   0.0013276  -0.0017600   0.0030876   0.0013641   0.0017235
     2     1     5   0.0015255  -0.0044878   0.0060133   0.0041637   0.0018496
     2     2     5   0.0000000  -0.0000000   0.0000000   0.0000017  -0.0000017
     2     3     5   0.0000000   0.0000000  -0.0000000  -0.0000000   0.0000000
     2     4     5   0.0000000   0.0000000  -0.0000000  -0.0000000   0.0000000
     2     5     5  -0.0035136   0.0000000  -0.0035136   0.0000000  -0.0035136
     2     6     5   0.0000000  -0.0000000   0.0000000   0.0000002  -0.0000002
     2     7     5  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     8     5  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     1     6  -0.0000000   0.0000000  -0.0000000   0.0000000  -0.0000000
     2     2     6  -0.0040953  -0.0091892   0.0050939   0.0075533  -0.0024595
     2     3     6   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     4     6   0.0000000   0.0000000  -0.0000000  -0.0000000   0.0000000
     2     5     6   0.0000000   0.0000000   0.0000000  -0.0000002   0.0000002
     2     6     6  -0.0139344   0.0000000  -0.0139344   0.0000000  -0.0139344
     2     7     6  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     8     6  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     1     7   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     2     7  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     3     7   0.0010602  -0.0006321   0.0016923   0.0004998   0.0011925
     2     4     7  -0.0009074   0.0008128  -0.0017202  -0.0006165  -0.0011038
     2     5     7  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     6     7   0.0000000   0.0000000  -0.0000000  -0.0000000   0.0000000
     2     7     7  -0.0579431   0.0000000  -0.0579431   0.0000000  -0.0579431
     2     8     7  -0.0000002   0.0000000  -0.0000002  -0.0000425   0.0000422
     2     1     8   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     2     8   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     3     8   0.0002495   0.0016880  -0.0014385  -0.0013328  -0.0001058
     2     4     8   0.0004310   0.0017600  -0.0013290  -0.0013641   0.0000351
     2     5     8  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     6     8   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     7     8   0.0000002  -0.0000000   0.0000002   0.0000425  -0.0000423
     2     8     8  -0.0579427   0.0000000  -0.0579427   0.0000000  -0.0579427
