# Imaginary part of diagonal electron self-energy Im[sigma(ibnd, jbnd, ik)] in Ry
#   ik  ibnd  jbnd       Total          DW   Total_Fan   Upper_Fan   Lower_Fan
     1     2     6  -0.0000458   0.0000000  -0.0000458   0.0000000  -0.0000458
     1     3     6   0.0000908   0.0000000   0.0000908   0.0000000   0.0000908
     1     4     6   0.0000051   0.0000000   0.0000051   0.0000000   0.0000051
     1     5     6  -0.0000140   0.0000000  -0.0000140   0.0000000  -0.0000140
     1     6     6  -0.0041027   0.0000000  -0.0041027   0.0000000  -0.0041027
     1     7     6   0.0000075   0.0000000   0.0000075   0.0000000   0.0000075
     1     8     6  -0.0000165   0.0000000  -0.0000165   0.0000000  -0.0000165
     1     1     7  -0.0000003   0.0000000  -0.0000003   0.0000000  -0.0000003
     1     2     7  -0.0000236   0.0000000  -0.0000236   0.0000000  -0.0000236
     1     3     7   0.0000250   0.0000000   0.0000250   0.0000000   0.0000250
     1     4     7  -0.0001100   0.0000000  -0.0001100   0.0000000  -0.0001100
     1     5     7  -0.0000201   0.0000000  -0.0000201   0.0000000  -0.0000201
     1     6     7  -0.0000078   0.0000000  -0.0000078   0.0000000  -0.0000078
     1     7     7  -0.0041029   0.0000000  -0.0041029   0.0000000  -0.0041029
     1     8     7   0.0000016   0.0000000   0.0000016   0.0000000   0.0000016
     1     1     8  -0.0000094   0.0000000  -0.0000094   0.0000000  -0.0000094
     1     2     8   0.0000025   0.0000000   0.0000025   0.0000000   0.0000025
     1     3     8   0.0000018   0.0000000   0.0000018   0.0000000   0.0000018
     1     4     8   0.0000026   0.0000000   0.0000026   0.0000000   0.0000026
     1     5     8  -0.0000203   0.0000000  -0.0000203   0.0000000  -0.0000203
     1     6     8  -0.0000056   0.0000000  -0.0000056   0.0000000  -0.0000056
     1     7     8  -0.0000181   0.0000000  -0.0000181   0.0000000  -0.0000181
     1     8     8  -0.0134027   0.0000000  -0.0134027   0.0000000  -0.0134027
     2     1     1   0.0082925   0.0000000   0.0082925   0.0000000   0.0082925
     2     2     1   0.0000033   0.0000000   0.0000033   0.0000000   0.0000033
     2     3     1   0.0000107   0.0000000   0.0000107   0.0000000   0.0000107
     2     4     1   0.0000111   0.0000000   0.0000111   0.0000000   0.0000111
     2     5     1  -0.0013121   0.0000000  -0.0013121   0.0000000  -0.0013121
     2     6     1   0.0000069   0.0000000   0.0000069   0.0000000   0.0000069
     2     7     1   0.0000165   0.0000000   0.0000165   0.0000000   0.0000165
     2     8     1   0.0000022   0.0000000   0.0000022   0.0000000   0.0000022
     2     1     2   0.0000124   0.0000000   0.0000124   0.0000000   0.0000124
     2     2     2   0.0013617   0.0000000   0.0013617   0.0000000   0.0013617
     2     3     2   0.0000007   0.0000000   0.0000007   0.0000000   0.0000007
     2     4     2  -0.0000028   0.0000000  -0.0000028   0.0000000  -0.0000028
     2     5     2   0.0000019   0.0000000   0.0000019   0.0000000   0.0000019
     2     6     2  -0.0066443   0.0000000  -0.0066443   0.0000000  -0.0066443
     2     7     2   0.0000179   0.0000000   0.0000179   0.0000000   0.0000179
     2     8     2   0.0000075   0.0000000   0.0000075   0.0000000   0.0000075
     2     1     3  -0.0000325   0.0000000  -0.0000325   0.0000000  -0.0000325
     2     2     3  -0.0000213   0.0000000  -0.0000213   0.0000000  -0.0000213
     2     3     3  -0.0104291   0.0000000  -0.0104291   0.0000000  -0.0104291
     2     4     3   0.0000134   0.0000000   0.0000134   0.0000000   0.0000134
     2     5     3  -0.0000241   0.0000000  -0.0000241   0.0000000  -0.0000241
     2     6     3   0.0000198   0.0000000   0.0000198   0.0000000   0.0000198
     2     7     3  -0.0015803   0.0000000  -0.0015803   0.0000000  -0.0015803
     2     8     3  -0.0010395   0.0000000  -0.0010395   0.0000000  -0.0010395
     2     1     4   0.0000164   0.0000000   0.0000164   0.0000000   0.0000164
     2     2     4  -0.0000045   0.0000000  -0.0000045   0.0000000  -0.0000045
     2     3     4   0.0000318   0.0000000   0.0000318   0.0000000   0.0000318
     2     4     4  -0.0103489   0.0000000  -0.0103489   0.0000000  -0.0103489
     2     5     4   0.0000176   0.0000000   0.0000176   0.0000000   0.0000176
     2     6     4   0.0000134   0.0000000   0.0000134   0.0000000   0.0000134
     2     7     4   0.0013068   0.0000000   0.0013068   0.0000000   0.0013068
     2     8     4  -0.0014442   0.0000000  -0.0014442   0.0000000  -0.0014442
     2     1     5   0.0026584   0.0000000   0.0026584   0.0000000   0.0026584
     2     2     5  -0.0000025   0.0000000  -0.0000025   0.0000000  -0.0000025
     2     3     5  -0.0000275   0.0000000  -0.0000275   0.0000000  -0.0000275
     2     4     5   0.0000157   0.0000000   0.0000157   0.0000000   0.0000157
     2     5     5  -0.0006767   0.0000000  -0.0006767   0.0000000  -0.0006767
     2     6     5   0.0000107   0.0000000   0.0000107   0.0000000   0.0000107
     2     7     5   0.0000058   0.0000000   0.0000058   0.0000000   0.0000058
     2     8     5   0.0000073   0.0000000   0.0000073   0.0000000   0.0000073
     2     1     6   0.0000122   0.0000000   0.0000122   0.0000000   0.0000122
     2     2     6  -0.0016499   0.0000000  -0.0016499   0.0000000  -0.0016499
     2     3     6  -0.0000363   0.0000000  -0.0000363   0.0000000  -0.0000363
     2     4     6   0.0000210   0.0000000   0.0000210   0.0000000   0.0000210
     2     5     6   0.0000484   0.0000000   0.0000484   0.0000000   0.0000484
     2     6     6  -0.0291180   0.0000000  -0.0291180   0.0000000  -0.0291180
     2     7     6  -0.0000568   0.0000000  -0.0000568   0.0000000  -0.0000568
     2     8     6   0.0000321   0.0000000   0.0000321   0.0000000   0.0000321
     2     1     7  -0.0000092   0.0000000  -0.0000092   0.0000000  -0.0000092
     2     2     7  -0.0000135   0.0000000  -0.0000135   0.0000000  -0.0000135
     2     3     7  -0.0015327   0.0000000  -0.0015327   0.0000000  -0.0015327
     2     4     7   0.0011623   0.0000000   0.0011623   0.0000000   0.0011623
     2     5     7  -0.0000080   0.0000000  -0.0000080   0.0000000  -0.0000080
     2     6     7  -0.0000478   0.0000000  -0.0000478   0.0000000  -0.0000478
     2     7     7  -0.0227312   0.0000000  -0.0227312   0.0000000  -0.0227312
     2     8     7   0.0000964   0.0000000   0.0000964   0.0000000   0.0000964
     2     1     8  -0.0000093   0.0000000  -0.0000093   0.0000000  -0.0000093
     2     2     8   0.0000085   0.0000000   0.0000085   0.0000000   0.0000085
     2     3     8  -0.0013523   0.0000000  -0.0013523   0.0000000  -0.0013523
     2     4     8  -0.0016827   0.0000000  -0.0016827   0.0000000  -0.0016827
     2     5     8  -0.0000043   0.0000000  -0.0000043   0.0000000  -0.0000043
     2     6     8   0.0000372   0.0000000   0.0000372   0.0000000   0.0000372
     2     7     8  -0.0000721   0.0000000  -0.0000721   0.0000000  -0.0000721
     2     8     8  -0.0227734   0.0000000  -0.0227734   0.0000000  -0.0227734
