# Real part of diagonal electron self-energy Re[sigma(ibnd, jbnd, ik)] in Ry
#   ik  ibnd  jbnd       Total          DW   Total_Fan   Upper_Fan   Lower_Fan
     1     5     6  -0.0000000  -0.0000000  -0.0000000  -0.0000273   0.0000272
     1     6     6  -0.0173537   0.0742103  -0.0915640  -0.0646279  -0.0269361
     1     7     6  -0.0000003  -0.0000000  -0.0000003  -0.0000445   0.0000442
     1     8     6   0.0000001  -0.0000000   0.0000001   0.0000108  -0.0000108
     1     1     7  -0.0000000   0.0000000  -0.0000000   0.0000000  -0.0000000
     1     2     7  -0.0000001   0.0000000  -0.0000001   0.0000034  -0.0000036
     1     3     7  -0.0000003  -0.0000000  -0.0000003  -0.0000426   0.0000423
     1     4     7   0.0000002  -0.0000000   0.0000002  -0.0000203   0.0000205
     1     5     7  -0.0000001   0.0000000  -0.0000001  -0.0000316   0.0000316
     1     6     7  -0.0000000  -0.0000000  -0.0000000  -0.0000445   0.0000445
     1     7     7  -0.0173535   0.0742103  -0.0915638  -0.0645656  -0.0269982
     1     8     7  -0.0000000  -0.0000000  -0.0000000  -0.0000022   0.0000022
     1     1     8   0.0000000  -0.0000000   0.0000000  -0.0000031   0.0000031
     1     2     8   0.0000000  -0.0000000   0.0000000  -0.0000000   0.0000000
     1     3     8  -0.0000000  -0.0000000  -0.0000000  -0.0000000  -0.0000000
     1     4     8  -0.0000000  -0.0000000   0.0000000  -0.0000000   0.0000000
     1     5     8   0.0000001  -0.0000000   0.0000001  -0.0000056   0.0000057
     1     6     8   0.0000000  -0.0000000   0.0000000   0.0000108  -0.0000108
     1     7     8   0.0000000  -0.0000000   0.0000000  -0.0000022   0.0000023
     1     8     8  -0.0526747   0.0043468  -0.0570215  -0.0154841  -0.0415374
     2     1     1  -0.0007420   0.0129225  -0.0136646  -0.0107080  -0.0029566
     2     2     1   0.0000000  -0.0000000   0.0000000   0.0000014  -0.0000014
     2     3     1   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     4     1  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     5     1  -0.0040212   0.0084943  -0.0125156  -0.0078810  -0.0046346
     2     6     1  -0.0000000  -0.0000000  -0.0000000   0.0000001  -0.0000001
     2     7     1  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     8     1   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     1     2  -0.0000000  -0.0000000  -0.0000000   0.0000014  -0.0000014
     2     2     2  -0.0008902   0.0353681  -0.0362583  -0.0299075  -0.0063508
     2     3     2   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     4     2   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     5     2  -0.0000000  -0.0000000   0.0000000  -0.0000004   0.0000004
     2     6     2   0.0044323   0.0084098  -0.0039776  -0.0069127   0.0029352
     2     7     2  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     8     2   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     1     3  -0.0000000  -0.0000000   0.0000000   0.0000000  -0.0000000
     2     2     3   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     3     3  -0.0051963   0.0619294  -0.0671257  -0.0524707  -0.0146550
     2     4     3   0.0000001  -0.0000000   0.0000001   0.0000032  -0.0000031
     2     5     3   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     6     3  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     7     3   0.0020812  -0.0078879   0.0099690   0.0061168   0.0038523
     2     8     3   0.0013267  -0.0059631   0.0072898   0.0046631   0.0026267
     2     1     4  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     2     4   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     3     4  -0.0000000  -0.0000000  -0.0000000   0.0000032  -0.0000032
     2     4     4  -0.0051961   0.0619294  -0.0671255  -0.0524147  -0.0147108
     2     5     4   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     6     4  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     7     4  -0.0016576   0.0061439  -0.0078015  -0.0047530  -0.0030485
     2     8     4   0.0017646  -0.0077149   0.0094796   0.0060225   0.0034571
     2     1     5  -0.0048993   0.0084943  -0.0133936  -0.0078810  -0.0055127
     2     2     5  -0.0000000  -0.0000000   0.0000000  -0.0000004   0.0000004
     2     3     5   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     4     5   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     5     5  -0.0193268   0.0215548  -0.0408816  -0.0229979  -0.0178837
     2     6     5  -0.0000000  -0.0000000  -0.0000000  -0.0000004   0.0000004
     2     7     5  -0.0000000   0.0000000  -0.0000000  -0.0000000   0.0000000
     2     8     5  -0.0000000  -0.0000000   0.0000000   0.0000000  -0.0000000
     2     1     6   0.0000000  -0.0000000   0.0000000   0.0000001  -0.0000001
     2     2     6  -0.0039936   0.0084098  -0.0124034  -0.0069127  -0.0054907
     2     3     6   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     4     6   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     5     6  -0.0000000  -0.0000000  -0.0000000  -0.0000004   0.0000004
     2     6     6  -0.0077223   0.0056365  -0.0133588  -0.0110175  -0.0023413
     2     7     6  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     8     6  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     1     7   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     2     7  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     3     7   0.0019371  -0.0078879   0.0098250   0.0061168   0.0037082
     2     4     7  -0.0014721   0.0061439  -0.0076160  -0.0047530  -0.0028630
     2     5     7  -0.0000000   0.0000000  -0.0000000  -0.0000000  -0.0000000
     2     6     7   0.0000000   0.0000000   0.0000000  -0.0000000   0.0000000
     2     7     7  -0.0084508   0.1254618  -0.1339126  -0.1075263  -0.0263863
     2     8     7  -0.0000002   0.0000000  -0.0000002   0.0000049  -0.0000051
     2     1     8  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     2     8   0.0000000  -0.0000000   0.0000000   0.0000000   0.0000000
     2     3     8   0.0017114  -0.0059631   0.0076745   0.0046631   0.0030114
     2     4     8   0.0021659  -0.0077149   0.0098809   0.0060225   0.0038584
     2     5     8  -0.0000000  -0.0000000   0.0000000   0.0000000  -0.0000000
     2     6     8  -0.0000000  -0.0000000  -0.0000000   0.0000000  -0.0000000
     2     7     8   0.0000002   0.0000000   0.0000002   0.0000049  -0.0000047
     2     8     8  -0.0084512   0.1254618  -0.1339130  -0.1076123  -0.0263007
