#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.190000000000000E+00  0.233778557911867E+00  0.102873576869314E-02  0.427746943587003E+01  0.188228802824169E-01
     0.200000000000000E+00  0.233759125906799E+00  0.108376873434349E-02  0.427781589980867E+01  0.198330786252964E-01
     0.210000000000000E+00  0.233738698875432E+00  0.113894156123121E-02  0.427818013039489E+01  0.208463432901074E-01
     0.220000000000000E+00  0.233717277158532E+00  0.119426202526868E-02  0.427856212511784E+01  0.218628435642571E-01
     0.230000000000000E+00  0.233694861143712E+00  0.124973801992658E-02  0.427896188072777E+01  0.228827511310723E-01
     0.240000000000000E+00  0.233671451270275E+00  0.130537756250910E-02  0.427937939313705E+01  0.239062401970691E-01
     0.250000000000000E+00  0.233647048034403E+00  0.136118880051058E-02  0.427981465731445E+01  0.249334876207794E-01
     0.260000000000000E+00  0.233621651994719E+00  0.141718001805353E-02  0.428026766717150E+01  0.259646730431183E-01
     0.270000000000000E+00  0.233595263778230E+00  0.147335964240755E-02  0.428073841544110E+01  0.269999790192765E-01
     0.280000000000000E+00  0.233567884086704E+00  0.152973625058754E-02  0.428122689354742E+01  0.280395911520893E-01
     0.290000000000000E+00  0.233539513703469E+00  0.158631857602907E-02  0.428173309146696E+01  0.290836982268304E-01
     0.300000000000000E+00  0.233510153500680E+00  0.164311551533760E-02  0.428225699758017E+01  0.301324923473466E-01
     0.310000000000000E+00  0.233479804447073E+00  0.170013613510719E-02  0.428279859851313E+01  0.311861690734335E-01
     0.320000000000000E+00  0.233448467616240E+00  0.175738967880307E-02  0.428335787896836E+01  0.322449275593152E-01
     0.330000000000000E+00  0.233416144195454E+00  0.181488557370121E-02  0.428393482154474E+01  0.333089706930787E-01
     0.340000000000000E+00  0.233382835495058E+00  0.187263343787640E-02  0.428452940654551E+01  0.343785052368677E-01
     0.350000000000000E+00  0.233348542958491E+00  0.193064308722866E-02  0.428514161177354E+01  0.354537419676030E-01
     0.360000000000000E+00  0.233313268172933E+00  0.198892454253609E-02  0.428577141231375E+01  0.365348958179793E-01
     0.370000000000000E+00  0.233277012880673E+00  0.204748803652000E-02  0.428641878030095E+01  0.376221860174033E-01
     0.380000000000000E+00  0.233239778991160E+00  0.210634402090593E-02  0.428708368467343E+01  0.387158362325387E-01
     0.390000000000000E+00  0.233201568593863E+00  0.216550317346179E-02  0.428776609091034E+01  0.398160747070229E-01
     0.400000000000000E+00  0.233162383971915E+00  0.222497640499120E-02  0.428846596075285E+01  0.409231343998967E-01
     0.410000000000000E+00  0.233122227616619E+00  0.228477486625743E-02  0.428918325190772E+01  0.420372531222005E-01
     0.420000000000000E+00  0.233081102242879E+00  0.234490995480945E-02  0.428991791773210E+01  0.431586736711202E-01
     0.430000000000000E+00  0.233039010805561E+00  0.240539332167818E-02  0.429066990689923E+01  0.442876439610028E-01
     0.440000000000000E+00  0.232995956516882E+00  0.246623687790679E-02  0.429143916304323E+01  0.454244171504487E-01
     0.450000000000000E+00  0.232951942864878E+00  0.252745280087402E-02  0.429222562438196E+01  0.465692517646008E-01
     0.460000000000000E+00  0.232906973632953E+00  0.258905354036494E-02  0.429302922331766E+01  0.477224118116665E-01
     0.470000000000000E+00  0.232861052920671E+00  0.265105182433755E-02  0.429384988601252E+01  0.488841668925332E-01
     0.480000000000000E+00  0.232814185165738E+00  0.271346066432785E-02  0.429468753193984E+01  0.500547923022905E-01
     0.490000000000000E+00  0.232766375167348E+00  0.277629336042923E-02  0.429554207340760E+01  0.512345691222451E-01
     0.500000000000000E+00  0.232717628110875E+00  0.283956350577472E-02  0.429641341505466E+01  0.524237843009367E-01
     0.510000000000000E+00  0.232667949594016E+00  0.290328499044260E-02  0.429730145331742E+01  0.536227307224463E-01
     0.520000000000000E+00  0.232617345654469E+00  0.296747200469746E-02  0.429820607586547E+01  0.548317072601171E-01
     0.530000000000000E+00  0.232565822799186E+00  0.303213904146884E-02  0.429912716100537E+01  0.560510188136256E-01
     0.540000000000000E+00  0.232513388035293E+00  0.309730089795959E-02  0.430006457705061E+01  0.572809763270985E-01
     0.550000000000000E+00  0.232460048902742E+00  0.316297267626470E-02  0.430101818165672E+01  0.585218967857552E-01
     0.560000000000000E+00  0.232405813508786E+00  0.322916978286912E-02  0.430198782111959E+01  0.597741031882802E-01
     0.570000000000000E+00  0.232350690564305E+00  0.329590792688009E-02  0.430297332963650E+01  0.610379244918900E-01
     0.580000000000000E+00  0.232294689422121E+00  0.336320311683469E-02  0.430397452852736E+01  0.623136955267040E-01
     0.590000000000000E+00  0.232237820117300E+00  0.343107165590866E-02  0.430499122541600E+01  0.636017568757743E-01
     0.600000000000000E+00  0.232180093409563E+00  0.349953013533493E-02  0.430602321336943E+01  0.649024547167202E-01
     0.610000000000000E+00  0.232121520827832E+00  0.356859542582365E-02  0.430707026999450E+01  0.662161406206006E-01
     0.620000000000000E+00  0.232062114716979E+00  0.363828466675516E-02  0.430813215649092E+01  0.675431713032172E-01
     0.630000000000000E+00  0.232001888286824E+00  0.370861525289791E-02  0.430920861665974E+01  0.688839083236505E-01
     0.640000000000000E+00  0.231940855663421E+00  0.377960481838107E-02  0.431029937586679E+01  0.702387177243665E-01
     0.650000000000000E+00  0.231879031942644E+00  0.385127121762873E-02  0.431140413996116E+01  0.716079696067772E-01
     0.660000000000000E+00  0.231816433246124E+00  0.392363250293815E-02  0.431252259414786E+01  0.729920376356089E-01
     0.670000000000000E+00  0.231753076779455E+00  0.399670689835913E-02  0.431365440181664E+01  0.743912984649795E-01
     0.680000000000000E+00  0.231688980892747E+00  0.407051276950455E-02  0.431479920332600E+01  0.758061310784432E-01
     0.690000000000001E+00  0.231624165143378E+00  0.414506858889466E-02  0.431595661474540E+01  0.772369160348154E-01
     0.700000000000001E+00  0.231558650360941E+00  0.422039289640867E-02  0.431712622655660E+01  0.786840346109237E-01
     0.710000000000001E+00  0.231492458714223E+00  0.429650425438815E-02  0.431830760231785E+01  0.801478678319271E-01
     0.720000000000001E+00  0.231425613780117E+00  0.437342119690687E-02  0.431950027729340E+01  0.816287953791877E-01
     0.730000000000001E+00  0.231358140614241E+00  0.445116217269180E-02  0.432070375705374E+01  0.831271943651725E-01
     0.740000000000001E+00  0.231290065823051E+00  0.452974548115108E-02  0.432191751605161E+01  0.846434379642576E-01
     0.750000000000001E+00  0.231221417637129E+00  0.460918920093566E-02  0.432314099618089E+01  0.861778938878000E-01
     0.760000000000001E+00  0.231152225985328E+00  0.468951111043537E-02  0.432437360532603E+01  0.877309226913394E-01
     0.770000000000001E+00  0.231082522569322E+00  0.477072859958498E-02  0.432561471591194E+01  0.893028759013830E-01
     0.780000000000001E+00  0.231012340938050E+00  0.485285857233530E-02  0.432686366346572E+01  0.908940939488881E-01
     0.790000000000001E+00  0.230941716561496E+00  0.493591733912770E-02  0.432811974520308E+01  0.925049038963048E-01
     0.800000000000001E+00  0.230870686903072E+00  0.501992049869906E-02  0.432938221865506E+01  0.941356169449704E-01
     0.810000000000001E+00  0.230799291489855E+00  0.510488280854143E-02  0.433065030035220E+01  0.957865257096965E-01
     0.820000000000001E+00  0.230727571979727E+00  0.519081804334459E-02  0.433192316458632E+01  0.974579012476795E-01
     0.830000000000001E+00  0.230655572224398E+00  0.527773884076709E-02  0.433319994227261E+01  0.991499898293932E-01
     0.840000000000001E+00  0.230583338327119E+00  0.536565653390917E-02  0.433447971993743E+01  0.100863009439931E+00
     0.850000000000001E+00  0.230510918693774E+00  0.545458096990599E-02  0.433576153886048E+01  0.102597146000431E+00
     0.860000000000001E+00  0.230438364075859E+00  0.554452031412166E-02  0.433704439440287E+01  0.104352549300767E+00
     0.870000000000001E+00  0.230365727603692E+00  0.563548083950795E-02  0.433832723555681E+01  0.106129328636749E+00
     0.880000000000001E+00  0.230293064808031E+00  0.572746670079873E-02  0.433960896475522E+01  0.107927548147583E+00
     0.890000000000001E+00  0.230220433628104E+00  0.582047969334545E-02  0.434088843798359E+01  0.109747221852497E+00
     0.900000000000001E+00  0.230147894403857E+00  0.591451899656452E-02  0.434216446524001E+01  0.111588308389230E+00
     0.910000000000001E+00  0.230075509850055E+00  0.600958090216639E-02  0.434343581139251E+01  0.113450705461617E+00
     0.920000000000001E+00  0.230003345009696E+00  0.610565852757282E-02  0.434470119748659E+01  0.115334244008806E+00
     0.930000000000001E+00  0.229931467184011E+00  0.620274151520678E-02  0.434595930255842E+01  0.117238682114810E+00
     0.940000000000001E+00  0.229859945836212E+00  0.630081571866020E-02  0.434720876601205E+01  0.119163698684170E+00
     0.950000000000001E+00  0.229788852465976E+00  0.639986287711271E-02  0.434844819062091E+01  0.121108886917495E+00
     0.960000000000001E+00  0.229718260451568E+00  0.649986027978962E-02  0.434967614621546E+01  0.123073747629632E+00
     0.970000000000000E+00  0.229648244856490E+00  0.660078042271122E-02  0.435089117411842E+01  0.125057682463086E+00
     0.980000000000000E+00  0.229578882197439E+00  0.670259066049793E-02  0.435209179238941E+01  0.127059987060188E+00
     0.990000000000000E+00  0.229510250170527E+00  0.680525285655306E-02  0.435327650193712E+01  0.129079844269096E+00
     0.100000000000000E+01  0.229442427332754E+00  0.690872303554473E-02  0.435444379355433E+01  0.131116317471154E+00
     0.101000000000000E+01  0.229375492735977E+00  0.701295104274318E-02  0.435559215592465E+01  0.133168344130013E+00
     0.102000000000000E+01  0.229309525510940E+00  0.711788021542958E-02  0.435672008464182E+01  0.135234729676143E+00
     0.103000000000000E+01  0.229244604399339E+00  0.722344707226710E-02  0.435782609227216E+01  0.137314141853640E+00
     0.104000000000000E+01  0.229180807232456E+00  0.732958102719597E-02  0.435890871947727E+01  0.139405105669054E+00
     0.105000000000000E+01  0.229118210355614E+00  0.743620413506447E-02  0.435996654719822E+01  0.141505999094077E+00
     0.106000000000000E+01  0.229056887998493E+00  0.754323087681329E-02  0.436099820988319E+01  0.143615049684665E+00
     0.107000000000000E+01  0.228996911592380E+00  0.765056799256334E-02  0.436200240971936E+01  0.145730332287999E+00
     0.108000000000000E+01  0.228938349036549E+00  0.775811437138966E-02  0.436297793180335E+01  0.147849768014951E+00
     0.109000000000000E+01  0.228881263917243E+00  0.786576100685966E-02  0.436392366015878E+01  0.149971124658768E+00
     0.110000000000000E+01  0.228825714684190E+00  0.797339102753999E-02  0.436483859447737E+01  0.152092018739669E+00
     0.111000000000000E+01  0.228771753791104E+00  0.808087981159416E-02  0.436572186742933E+01  0.154209919349391E+00
     0.112000000000000E+01  0.228719426808247E+00  0.818809519426847E-02  0.436657276235533E+01  0.156322153958704E+00
     0.113000000000000E+01  0.228668771516898E+00  0.829489777646066E-02  0.436739073111725E+01  0.158425916333758E+00
     0.114000000000000E+01  0.228619816997177E+00  0.840114134165512E-02  0.436817541185414E+01  0.160518276683698E+00
     0.115000000000000E+01  0.228572582722441E+00  0.850667338726885E-02  0.436892664635612E+01  0.162596194131548E+00
     0.116000000000000E+01  0.228527077674983E+00  0.861133577486469E-02  0.436964449674271E+01  0.164656531563219E+00
     0.117000000000000E+01  0.228483299499160E+00  0.871496550175740E-02  0.437032926110807E+01  0.166696072865570E+00
     0.118000000000000E+01  0.228441233709226E+00  0.881739559426726E-02  0.437098148777860E+01  0.168711542514342E+00
     0.119000000000000E+01  0.228400852970001E+00  0.891845612030063E-02  0.437160198781864E+01  0.170699627417330E+00
     0.120000000000000E+01  0.228362116468847E+00  0.901797531609620E-02  0.437219184542070E+01  0.172657000858633E+00
     0.121000000000000E+01  0.228324969397453E+00  0.911578081893788E-02  0.437275242582597E+01  0.174580348327655E+00
     0.122000000000000E+01  0.228289342561305E+00  0.921170099447904E-02  0.437328538044218E+01  0.176466394953771E+00
     0.123000000000000E+01  0.228255152133565E+00  0.930556634414981E-02  0.437379264886035E+01  0.178311934206455E+00
     0.124000000000000E+01  0.228222299568338E+00  0.939721097503745E-02  0.437427645751575E+01  0.180113857463373E+00
     0.125000000000000E+01  0.228190671685930E+00  0.948647411176691E-02  0.437473931479656E+01  0.181869183998311E+00
     0.126000000000000E+01  0.228160140939756E+00  0.957320162738683E-02  0.437518400247059E+01  0.183575090899105E+00
     0.127000000000000E+01  0.228130565871135E+00  0.965724756821386E-02  0.437561356337649E+01  0.185228942395342E+00
     0.128000000000000E+01  0.228101791754192E+00  0.973847564611936E-02  0.437603128541069E+01  0.186828318058774E+00
     0.129000000000000E+01  0.228073651428984E+00  0.981676067096126E-02  0.437644068192718E+01  0.188371039337330E+00
     0.130000000000000E+01  0.228045966316397E+00  0.989198989584333E-02  0.437684546875724E+01  0.189855193897816E+00
     0.131000000000000E+01  0.228018547603930E+00  0.996406424867819E-02  0.437724953814326E+01  0.191279157282925E+00
     0.132000000000000E+01  0.227991197587114E+00  0.100328994251503E-01  0.437765692996116E+01  0.192641611434716E+00
     0.133000000000000E+01  0.227963711147164E+00  0.100984268206002E-01  0.437807180068067E+01  0.193941559698358E+00
     0.134000000000000E+01  0.227935877341887E+00  0.101605942815236E-01  0.437849839057211E+01  0.195178337994498E+00
     0.135000000000000E+01  0.227907481083821E+00  0.102193666611987E-01  0.437894098971630E+01  0.196351621933834E+00
     0.136000000000000E+01  0.227878304877188E+00  0.102747261682983E-01  0.437940390340563E+01  0.197461429740405E+00
     0.137000000000000E+01  0.227848130583852E+00  0.103266725020573E-01  0.437989141753665E+01  0.198508120946935E+00
     0.138000000000000E+01  0.227816741187777E+00  0.103752227724699E-01  0.438040776459101E+01  0.199492390923230E+00
     0.139000000000000E+01  0.227783922527789E+00  0.104204112089170E-01  0.438095709077975E+01  0.200415261393071E+00
     0.140000000000000E+01  0.227749464969612E+00  0.104622886653824E-01  0.438154342488692E+01  0.201278067183128E+00
     0.141000000000000E+01  0.227713164990099E+00  0.105009219348395E-01  0.438217064929698E+01  0.202082439526117E+00
     0.142000000000000E+01  0.227674826649327E+00  0.105363928893327E-01  0.438284247362383E+01  0.202830286306895E+00
     0.143000000000000E+01  0.227634262929483E+00  0.105687974656054E-01  0.438356241128688E+01  0.203523769693157E+00
     0.144000000000000E+01  0.227591296923285E+00  0.105982445187580E-01  0.438433375929743E+01  0.204165281630001E+00
     0.145000000000000E+01  0.227545762858736E+00  0.106248545682915E-01  0.438515958143604E+01  0.204757417699898E+00
     0.146000000000000E+01  0.227497506951216E+00  0.106487584619777E-01  0.438604269491803E+01  0.205302949856586E+00
     0.147000000000000E+01  0.227446388078192E+00  0.106700959833241E-01  0.438698566056274E+01  0.205804798533791E+00
     0.148000000000000E+01  0.227392278275773E+00  0.106890144279957E-01  0.438799077640903E+01  0.206266004609292E+00
     0.149000000000000E+01  0.227335063060283E+00  0.107056671734978E-01  0.438906007464901E+01  0.206689701672724E+00
     0.150000000000000E+01  0.227274641581255E+00  0.107202122648037E-01  0.439019532169647E+01  0.207079089004780E+00
     0.151000000000000E+01  0.227210926615328E+00  0.107328110365267E-01  0.439139802115566E+01  0.207437405627222E+00
     0.152000000000000E+01  0.227143844412913E+00  0.107436267898068E-01  0.439266941941928E+01  0.207767905730467E+00
     0.153000000000000E+01  0.227073334411393E+00  0.107528235394152E-01  0.439401051359716E+01  0.208073835730291E+00
     0.154000000000000E+01  0.226999348829988E+00  0.107605648437902E-01  0.439542206146075E+01  0.208358413149448E+00
     0.155000000000000E+01  0.226921852162307E+00  0.107670127279011E-01  0.439690459307998E+01  0.208624807465426E+00
     0.156000000000000E+01  0.226840820582892E+00  0.107723267060865E-01  0.439845842383204E+01  0.208876123013947E+00
     0.157000000000000E+01  0.226756241284059E+00  0.107766629094013E-01  0.440008366846972E+01  0.209115383990065E+00
     0.158000000000000E+01  0.226668111758852E+00  0.107801733195947E-01  0.440178025595210E+01  0.209345521545690E+00
     0.159000000000000E+01  0.226576439045163E+00  0.107830051096717E-01  0.440354794476073E+01  0.209569362944991E+00
     0.160000000000000E+01  0.226481238945069E+00  0.107853000890942E-01  0.440538633844862E+01  0.209789622707283E+00
     0.161000000000000E+01  0.226382535232234E+00  0.107871942500689E-01  0.440729490119436E+01  0.210008895640959E+00
     0.162000000000000E+01  0.226280358858873E+00  0.107888174100521E-01  0.440927297316344E+01  0.210229651651768E+00
     0.163000000000000E+01  0.226174747172416E+00  0.107902929445638E-01  0.441131978550473E+01  0.210454232193573E+00
     0.164000000000000E+01  0.226065743150558E+00  0.107917376036441E-01  0.441343447483978E+01  0.210684848219694E+00
     0.165000000000000E+01  0.225953394661956E+00  0.107932614047616E-01  0.441561609712852E+01  0.210923579487189E+00
     0.166000000000000E+01  0.225837753758568E+00  0.107949675946924E-01  0.441786364081933E+01  0.211172375064438E+00
     0.167000000000000E+01  0.225718876004217E+00  0.107969526727852E-01  0.442017603921706E+01  0.211433054893974E+00
     0.168000000000000E+01  0.225596819842939E+00  0.107993064680930E-01  0.442255218202062E+01  0.211707312266303E+00
     0.169000000000000E+01  0.225471646009430E+00  0.108021122630534E-01  0.442499092600369E+01  0.211996717066967E+00
     0.170000000000000E+01  0.225343416983124E+00  0.108054469567101E-01  0.442749110482600E+01  0.212302719666695E+00
     0.171000000000000E+01  0.225212196486475E+00  0.108093812608601E-01  0.443005153797784E+01  0.212626655333642E+00
     0.172000000000000E+01  0.225078049027347E+00  0.108139799229692E-01  0.443267103887275E+01  0.212969749056573E+00
     0.173000000000000E+01  0.224941039484815E+00  0.108193019701887E-01  0.443534842211172E+01  0.213333120677902E+00
     0.174000000000000E+01  0.224801232737171E+00  0.108254009693242E-01  0.443808250995120E+01  0.213717790246006E+00
     0.175000000000000E+01  0.224658693330550E+00  0.108323252981301E-01  0.444087213801234E+01  0.214124683506342E+00
     0.176000000000000E+01  0.224513485186261E+00  0.108401184238217E-01  0.444371616027363E+01  0.214554637460878E+00
     0.177000000000000E+01  0.224365671344708E+00  0.108488191851966E-01  0.444661345339204E+01  0.215008405934782E+00
     0.178000000000000E+01  0.224215313743628E+00  0.108584620752416E-01  0.444956292039917E+01  0.215486665098176E+00
     0.179000000000000E+01  0.224062473028247E+00  0.108690775215487E-01  0.445256349382046E+01  0.215990018899110E+00
     0.180000000000000E+01  0.223907208390995E+00  0.108806921622862E-01  0.445561413826404E+01  0.216519004371326E+00
     0.181000000000000E+01  0.223749577438300E+00  0.108933291158549E-01  0.445871385252680E+01  0.217074096787464E+00
     0.182000000000000E+01  0.223589636082171E+00  0.109070082427106E-01  0.446186167126179E+01  0.217655714634294E+00
     0.183000000000000E+01  0.223427438454217E+00  0.109217463981490E-01  0.446505666625105E+01  0.218264224392256E+00
     0.184000000000000E+01  0.223263036839907E+00  0.109375576751280E-01  0.446829794732506E+01  0.218899945106312E+00
     0.185000000000000E+01  0.223096481630952E+00  0.109544536364521E-01  0.447158466296781E+01  0.219563152739363E+00
     0.186000000000000E+01  0.222927821293864E+00  0.109724435358552E-01  0.447491600064321E+01  0.220254084303043E+00
     0.187000000000000E+01  0.222757102352774E+00  0.109915345277093E-01  0.447829118687801E+01  0.220972941763949E+00
     0.188000000000000E+01  0.222584369384821E+00  0.110117318652405E-01  0.448170948713126E+01  0.221719895725794E+00
     0.189000000000000E+01  0.222409665026469E+00  0.110330390872726E-01  0.448517020548018E+01  0.222495088890333E+00
     0.190000000000000E+01  0.222233029989328E+00  0.110554581936257E-01  0.448867268414786E+01  0.223298639301499E+00
     0.191000000000000E+01  0.222054503084089E+00  0.110789898093935E-01  0.449221630289698E+01  0.224130643378757E+00
     0.192000000000000E+01  0.221874121251365E+00  0.111036333383942E-01  0.449580047831147E+01  0.224991178746768E+00
     0.193000000000000E+01  0.221691919598334E+00  0.111293871061479E-01  0.449942466298484E+01  0.225880306869260E+00
     0.194000000000000E+01  0.221507931440188E+00  0.111562484927792E-01  0.450308834463305E+01  0.226798075495682E+00
     0.195000000000000E+01  0.221322188345489E+00  0.111842140562768E-01  0.450679104514696E+01  0.227744520929605E+00
     0.196000000000000E+01  0.221134720184630E+00  0.112132796465604E-01  0.451053231959867E+01  0.228719670128146E+00
     0.197000000000000E+01  0.220945555180715E+00  0.112434405108243E-01  0.451431175521304E+01  0.229723542641708E+00
     0.198000000000000E+01  0.220754719962227E+00  0.112746913906299E-01  0.451812897031522E+01  0.230756152403377E+00
     0.199000000000000E+01  0.220562239616923E+00  0.113070266112196E-01  0.452198361326395E+01  0.231817509377301E+00
     0.200000000000000E+01  0.220368137746507E+00  0.113404401635221E-01  0.452587536137755E+01  0.232907621074973E+00
     0.201000000000000E+01  0.220172436521658E+00  0.113749257793082E-01  0.452980391986006E+01  0.234026493948343E+00
     0.202000000000000E+01  0.219975156737037E+00  0.114104769999458E-01  0.453376902073355E+01  0.235174134668258E+00
     0.203000000000000E+01  0.219776317866009E+00  0.114470872391861E-01  0.453777042178084E+01  0.236350551296398E+00
     0.204000000000000E+01  0.219575938114805E+00  0.114847498404002E-01  0.454180790550292E+01  0.237555754358569E+00
     0.205000000000000E+01  0.219374034475878E+00  0.115234581286630E-01  0.454588127809530E+01  0.238789757826897E+00
     0.206000000000000E+01  0.219170622780348E+00  0.115632054580674E-01  0.454999036844427E+01  0.240052580017883E+00
     0.207000000000000E+01  0.218965717749317E+00  0.116039852546280E-01  0.455413502714696E+01  0.241344244413178E+00
     0.208000000000000E+01  0.218759333043984E+00  0.116457910551184E-01  0.455831512555591E+01  0.242664780409330E+00
     0.209000000000000E+01  0.218551481314456E+00  0.116886165421628E-01  0.456253055484938E+01  0.244014224002462E+00
     0.210000000000000E+01  0.218342174247181E+00  0.117324555758861E-01  0.456678122512874E+01  0.245392618413507E+00
     0.211000000000000E+01  0.218131422610975E+00  0.117773022224071E-01  0.457106706454267E+01  0.246800014659152E+00
     0.212000000000000E+01  0.217919236301583E+00  0.118231507794404E-01  0.457538801843937E+01  0.248236472073489E+00
     0.213000000000000E+01  0.217705624384801E+00  0.118699957992556E-01  0.457974404854543E+01  0.249702058784732E+00
     0.214000000000000E+01  0.217490595138101E+00  0.119178321092258E-01  0.458413513217259E+01  0.251196852151451E+00
     0.215000000000000E+01  0.217274156090823E+00  0.119666548301790E-01  0.458856126145046E+01  0.252720939162023E+00
     0.216000000000000E+01  0.217056314062907E+00  0.120164593927544E-01  0.459302244258585E+01  0.254274416801102E+00
     0.217000000000000E+01  0.216837075202224E+00  0.120672415519454E-01  0.459751869514700E+01  0.255857392386349E+00
     0.218000000000000E+01  0.216616445020504E+00  0.121189974000032E-01  0.460205005137277E+01  0.257469983878611E+00
     0.219000000000000E+01  0.216394428427931E+00  0.121717233778563E-01  0.460661655550486E+01  0.259112320168319E+00
     0.220000000000000E+01  0.216171029766435E+00  0.122254162851932E-01  0.461121826314278E+01  0.260784541340790E+00
     0.221000000000000E+01  0.215946252841704E+00  0.122800732893399E-01  0.461585524062052E+01  0.262486798922853E+00
     0.222000000000000E+01  0.215720100954001E+00  0.123356919330574E-01  0.462052756440323E+01  0.264219256112958E+00
     0.223000000000000E+01  0.215492576927815E+00  0.123922701413689E-01  0.462523532050318E+01  0.265982087996823E+00
     0.223999999999999E+01  0.215263683140401E+00  0.124498062275224E-01  0.462997860391374E+01  0.267775481750466E+00
     0.224999999999999E+01  0.215033421549259E+00  0.125082988981807E-01  0.463475751806031E+01  0.269599636832307E+00
     0.225999999999999E+01  0.214801793718622E+00  0.125677472579256E-01  0.463957217426644E+01  0.271454765165818E+00
     0.226999999999999E+01  0.214568800844972E+00  0.126281508131532E-01  0.464442269123491E+01  0.273341091314206E+00
     0.227999999999999E+01  0.214334443781694E+00  0.126895094754320E-01  0.464930919454130E+01  0.275258852648228E+00
     0.228999999999999E+01  0.214098723062866E+00  0.127518235643876E-01  0.465423181613976E+01  0.277208299508383E+00
     0.229999999999999E+01  0.213861638926270E+00  0.128150938101696E-01  0.465919069387952E+01  0.279189695362431E+00
     0.230999999999999E+01  0.213623191335675E+00  0.128793213555562E-01  0.466418597103057E+01  0.281203316959095E+00
     0.231999999999999E+01  0.213383380002443E+00  0.129445077577381E-01  0.466921779581764E+01  0.283249454478781E+00
     0.232999999999999E+01  0.213142204406486E+00  0.130106549898275E-01  0.467428632096146E+01  0.285328411681985E+00
     0.233999999999999E+01  0.212899663816693E+00  0.130777654421241E-01  0.467939170322505E+01  0.287440506055889E+00
     0.234999999999999E+01  0.212655757310777E+00  0.131458419231733E-01  0.468453410296556E+01  0.289586068959813E+00
     0.235999999999999E+01  0.212410483794697E+00  0.132148876606422E-01  0.468971368368855E+01  0.291765445769715E+00
     0.236999999999999E+01  0.212163842021625E+00  0.132849063020379E-01  0.469493061160511E+01  0.293978996022263E+00
     0.237999999999999E+01  0.211915830610538E+00  0.133559019152876E-01  0.470018505518979E+01  0.296227093558596E+00
     0.238999999999999E+01  0.211666448064491E+00  0.134278789891968E-01  0.470547718473828E+01  0.298510126667978E+00
     0.239999999999999E+01  0.211415692788597E+00  0.135008424337991E-01  0.471080717192389E+01  0.300828498231449E+00
     0.240999999999999E+01  0.211163563107769E+00  0.135747975806056E-01  0.471617518935151E+01  0.303182625865465E+00
     0.241999999999999E+01  0.210910057284262E+00  0.136497501827635E-01  0.472158141010803E+01  0.305572942065498E+00
     0.242999999999999E+01  0.210655173535072E+00  0.137257064151237E-01  0.472702600730803E+01  0.307999894349438E+00
     0.243999999999999E+01  0.210398910049218E+00  0.138026728742220E-01  0.473250915363332E+01  0.310463945400581E+00
     0.244999999999999E+01  0.210141265004960E+00  0.138806565781682E-01  0.473803102086580E+01  0.312965573209972E+00
     0.245999999999999E+01  0.209882236586985E+00  0.139596649664415E-01  0.474359177941213E+01  0.315505271217725E+00
     0.246999999999999E+01  0.209621823003611E+00  0.140397058995814E-01  0.474919159781888E+01  0.318083548452832E+00
