
     Program POST-PROC v.4.0    starts ...
     Today is 29Apr2008 at 18: 4:37 
     Reading header from file  Al100.pot
     Reading data from file  Al100.pot
    5.656624998    0.410420665    0.407993616
    5.680593748    0.410374640    0.407863433
    5.704562498    0.410326840    0.407728910
    5.728531248    0.410277018    0.407589894
    5.752499998    0.410224929    0.407446236
    5.776468748    0.410170337    0.407297782
    5.800437498    0.410113023    0.407144381
    5.824406248    0.410052790    0.406985883
    5.848374998    0.409989468    0.406822137
    5.872343748    0.409922917    0.406652993
    5.896312498    0.409853035    0.406478303
    5.920281248    0.409779755    0.406297917
    5.944249998    0.409703049    0.406111683
    5.968218747    0.409622924    0.405919449
    5.992187497    0.409539425    0.405721059
    6.016156247    0.409452627    0.405516353
    6.040124997    0.409362632    0.405305166
    6.064093747    0.409269563    0.405087324
    6.088062497    0.409173560    0.404862645
    6.112031247    0.409074765    0.404630938
    6.135999997    0.408973322    0.404391998
    6.159968747    0.408869363    0.404145609
    6.183937497    0.408763003    0.403891539
    6.207906247    0.408654329    0.403629541
    6.231874997    0.408543393    0.403359350
    6.255843747    0.408430208    0.403080686
    6.279812497    0.408314740    0.402793251
    6.303781247    0.408196902    0.402496728
    6.327749997    0.408076555    0.402190786
    6.351718747    0.407953506    0.401875076
    6.375687497    0.407827507    0.401549234
    6.399656247    0.407698259    0.401212884
    6.423624997    0.407565415    0.400865638
    6.447593747    0.407428588    0.400507099
    6.471562497    0.407287356    0.400136863
    6.495531247    0.407141270    0.399754523
    6.519499997    0.406989867    0.399359673
    6.543468747    0.406832678    0.398951906
    6.567437497    0.406669238    0.398530823
    6.591406247    0.406499098    0.398096033
    6.615374997    0.406321833    0.397647157
    6.639343747    0.406137056    0.397183828
    6.663312497    0.405944420    0.396705698
    6.687281247    0.405743631    0.396212436
    6.711249997    0.405534447    0.395703731
    6.735218747    0.405316687    0.395179291
    6.759187497    0.405090229    0.394638846
    6.783156247    0.404855008    0.394082144
    6.807124997    0.404611013    0.393508954
    6.831093747    0.404358284    0.392919058
    6.855062497    0.404096898    0.392312254
    6.879031247    0.403826967    0.391688348
    6.902999997    0.403548616    0.391047149
    6.926968747    0.403261981    0.390388467
    6.950937497    0.402967186    0.389712107
    6.974906247    0.402664336    0.389017856
    6.998874997    0.402353494    0.388305484
    7.022843747    0.402034676    0.387574732
    7.046812497    0.401707831    0.386825303
    7.070781247    0.401372831    0.386056858
    7.094749997    0.401029465    0.385269002
    7.118718747    0.400677425    0.384461282
    7.142687497    0.400316306    0.383633176
    7.166656247    0.399945601    0.382784083
    7.190624997    0.399564706    0.381913321
    7.214593747    0.399172918    0.381020117
    7.238562497    0.398769447    0.380103603
    7.262531247    0.398353425    0.379162810
    7.286499997    0.397923917    0.378196664
    7.310468747    0.397479941    0.377203987
    7.334437497    0.397020479    0.376183488
    7.358406247    0.396544499    0.375133770
    7.382374997    0.396050978    0.374053325
    7.406343747    0.395538913    0.372940540
    7.430312497    0.395007348    0.371793698
    7.454281247    0.394455391    0.370610982
    7.478249997    0.393882225    0.369390480
    7.502218747    0.393287127    0.368130194
    7.526187497    0.392669478    0.366828045
    7.550156247    0.392028768    0.365481880
    7.574124997    0.391364598    0.364089485
    7.598093747    0.390676682    0.362648588
    7.622062497    0.389964839    0.361156878
    7.646031247    0.389228982    0.359612005
    7.669999997    0.388469103    0.358011598
    7.693968747    0.387685254    0.356353272
    7.717937497    0.386877523    0.354634641
    7.741906247    0.386046008    0.352853323
    7.765874997    0.385190790    0.351006958
    7.789843747    0.384311896    0.349093209
    7.813812497    0.383409274    0.347109777
    7.837781247    0.382482759    0.345054405
    7.861749997    0.381532041    0.342924890
    7.885718747    0.380556640    0.340719086
    7.909687497    0.379555876    0.338434912
    7.933656247    0.378528857    0.336070358
    7.957624997    0.377474454    0.333623488
    7.981593747    0.376391301    0.331092444
    8.005562497    0.375277784    0.328475449
    8.029531247    0.374132055    0.325770812
    8.053499997    0.372952037    0.322976926
    8.077468747    0.371735446    0.320092271
    8.101437497    0.370479822    0.317115414
    8.125406247    0.369182563    0.314045010
    8.149374997    0.367840965    0.310879802
    8.173343747    0.366452270    0.307618617
    8.197312497    0.365013722    0.304260373
    8.221281247    0.363522623    0.300804068
    8.245249997    0.361976388    0.297248789
    8.269218747    0.360372609    0.293593706
    8.293187497    0.358709115    0.289838069
    8.317156247    0.356984021    0.285981216
    8.341124996    0.355195792    0.282022562
    8.365093746    0.353343278    0.277961609
    8.389062496    0.351425759    0.273797937
    8.413031246    0.349442972    0.269531212
    8.436999996    0.347395130    0.265161182
    8.460968746    0.345282929    0.260687681
    8.484937496    0.343107540    0.256110627
    8.508906246    0.340870591    0.251430027
    8.532874996    0.338574133    0.246645975
    8.556843746    0.336220589    0.241758657
    8.580812496    0.333812695    0.236768354
    8.604781246    0.331353424    0.231675438
    8.628749996    0.328845898    0.226480383
    8.652718746    0.326293288    0.221183761
    8.676687496    0.323698708    0.215786244
    8.700656246    0.321065096    0.210288612
    8.724624996    0.318395093    0.204691749
    8.748593746    0.315690921    0.198996649
    8.772562496    0.312954252    0.193204413
    8.796531246    0.310186088    0.187316258
    8.820499996    0.307386640    0.181333511
    8.844468746    0.304555215    0.175257613
    8.868437496    0.301690117    0.169090121
    8.892406246    0.298788551    0.162832707
    8.916374996    0.295846552    0.156487156
    8.940343746    0.292858925    0.150055372
    8.964312496    0.289819202    0.143539368
    8.988281246    0.286719625    0.136941276
    9.012249996    0.283551142    0.130263335
    9.036218746    0.280303431    0.123507899
    9.060187496    0.276964945    0.116677427
    9.084156246    0.273522973    0.109774488
    9.108124996    0.269963731    0.102801753
    9.132093746    0.266272465    0.095761994
    9.156062496    0.262433579    0.088658083
    9.180031246    0.258430774    0.081492984
    9.203999996    0.254247208    0.074269757
    9.227968746    0.249865662    0.066991545
    9.251937496    0.245268718    0.059661578
    9.275906246    0.240438946    0.052283165
    9.299874996    0.235359093    0.044859688
    9.323843746    0.230012267    0.037394603
    9.347812496    0.224382128    0.029891430
    9.371781246    0.218453064    0.022353751
    9.395749996    0.212210366    0.014785203
    9.419718746    0.205640384    0.007189474
    9.443687496    0.198730676   -0.000429699
    9.467656246    0.191470133   -0.008068544
    9.491624996    0.183849094   -0.015723250
    9.515593746    0.175859434   -0.023389979
    9.539562496    0.167494636   -0.031064869
    9.563531246    0.158749838   -0.038744039
    9.587499996    0.149621861   -0.046423598
    9.611468746    0.140109211   -0.054099648
    9.635437496    0.130212068   -0.061768290
    9.659406246    0.119932240   -0.069425632
    9.683374996    0.109273116   -0.077067794
    9.707343746    0.098239588   -0.084690911
    9.731312496    0.086837963   -0.092291144
    9.755281246    0.075075862   -0.099864682
    9.779249996    0.062962108   -0.107407748
    9.803218746    0.050506604   -0.114916607
    9.827187496    0.037720207   -0.122387570
    9.851156246    0.024614601   -0.129817000
    9.875124996    0.011202165   -0.137201315
    9.899093746   -0.002504154   -0.144536997
    9.923062496   -0.016490962   -0.151820596
    9.947031246   -0.030744534   -0.159048731
    9.970999996   -0.045250922   -0.166218101
    9.994968746   -0.059996051   -0.173325486
   10.018937496   -0.074965806   -0.180367750
   10.042906246   -0.090146099   -0.187341849
   10.066874996   -0.105522933   -0.194244831
   10.090843746   -0.121082441   -0.201073842
   10.114812496   -0.136810920   -0.207826130
   10.138781246   -0.152694847   -0.214499044
   10.162749996   -0.168720879   -0.221090043
   10.186718746   -0.184875849   -0.227596692
   10.210687496   -0.201146741   -0.234016670
   10.234656246   -0.217520661   -0.240347768
   10.258624996   -0.233984800   -0.246587893
   10.282593746   -0.250526386   -0.252735065
   10.306562496   -0.267132635   -0.258787426
   10.330531246   -0.283790698   -0.264743232
   10.354499996   -0.300487604   -0.270600860
   10.378468746   -0.317210206   -0.276358802
   10.402437496   -0.333945131   -0.282015671
   10.426406246   -0.350678726   -0.287570195
   10.450374996   -0.367397020   -0.293021220
   10.474343746   -0.384085684   -0.298367705
   10.498312496   -0.400729998   -0.303608725
   10.522281246   -0.417314837   -0.308743468
   10.546249996   -0.433824651   -0.313771228
   10.570218746   -0.450243465   -0.318691414
   10.594187496   -0.466554886   -0.323503535
   10.618156246   -0.482742116   -0.328207210
   10.642124996   -0.498787976   -0.332802157
   10.666093746   -0.514674943   -0.337288196
   10.690062496   -0.530385187   -0.341665245
   10.714031245   -0.545900620   -0.345933317
   10.737999995   -0.561202950   -0.350092522
   10.761968745   -0.576273741   -0.354143062
   10.785937495   -0.591094475   -0.358085229
   10.809906245   -0.605646615   -0.361919406
   10.833874995   -0.619911678   -0.365646068
   10.857843745   -0.633871295   -0.369265773
   10.881812495   -0.647507285   -0.372779173
   10.905781245   -0.660801714   -0.376187004
   10.929749995   -0.673736960   -0.379490090
   10.953718745   -0.686295771   -0.382689344
   10.977687495   -0.698461318   -0.385785768
   11.001656245   -0.710217250   -0.388780451
   11.025624995   -0.721547732   -0.391674572
   11.049593745   -0.732437489   -0.394469401
   11.073562495   -0.742871841   -0.397166295
   11.097531245   -0.752836729   -0.399766706
   11.121499995   -0.762318741   -0.402272174
   11.145468745   -0.771305135   -0.404684332
   11.169437495   -0.779783849   -0.407004902
   11.193406245   -0.787743520   -0.409235696
   11.217374995   -0.795173492   -0.411378614
   11.241343745   -0.802063820   -0.413435644
   11.265312495   -0.808405286   -0.415408855
   11.289281245   -0.814189395   -0.417300398
   11.313249995   -0.819408391   -0.419112502
   11.337218745   -0.824055259   -0.420847465
   11.361187495   -0.828123735   -0.422507654
   11.385156245   -0.831608318   -0.424095494
   11.409124995   -0.834504283   -0.425613463
   11.433093745   -0.836807697   -0.427064086
   11.457062495   -0.838515437   -0.428449923
   11.481031245   -0.839625211   -0.429773564
   11.504999995   -0.840135581   -0.431037614
   11.528968745   -0.840045989   -0.432244688
   11.552937495   -0.839356786   -0.433397398
   11.576906245   -0.838069256   -0.434498344
   11.600874995   -0.836185647   -0.435550101
   11.624843745   -0.833709197   -0.436555211
   11.648812495   -0.830644160   -0.437516170
   11.672781245   -0.826995828   -0.438435418
   11.696749995   -0.822770555   -0.439315334
   11.720718745   -0.817975764   -0.440158217
   11.744687495   -0.812619964   -0.440966290
   11.768656245   -0.806712744   -0.441741680
   11.792624995   -0.800264775   -0.442486420
   11.816593745   -0.793287791   -0.443202442
   11.840562495   -0.785794568   -0.443891566
   11.864531245   -0.777798891   -0.444555506
   11.888499995   -0.769315513   -0.445195860
   11.912468745   -0.760360101   -0.445814114
   11.936437495   -0.750949174   -0.446411640
   11.960406245   -0.741100033   -0.446989695
   11.984374995   -0.730830679   -0.447549429
   12.008343745   -0.720159728   -0.448091884
   12.032312495   -0.709106312   -0.448618002
   12.056281245   -0.697689980   -0.449128626
   12.080249995   -0.685930595   -0.449624512
   12.104218745   -0.673848225   -0.450106329
   12.128187495   -0.661463035   -0.450574674
   12.152156245   -0.648795182   -0.451030074
   12.176124995   -0.635864709   -0.451472997
   12.200093745   -0.622691452   -0.451903859
   12.224062495   -0.609294945   -0.452323032
   12.248031245   -0.595694341   -0.452730855
   12.271999995   -0.581908345   -0.453127636
   12.295968745   -0.567955151   -0.453513665
   12.319937495   -0.553852405   -0.453889216
   12.343906245   -0.539617180   -0.454254556
   12.367874995   -0.525265961   -0.454609952
   12.391843745   -0.510814658   -0.454955668
   12.415812495   -0.496278633   -0.455291980
   12.439781245   -0.481672741   -0.455619168
   12.463749995   -0.467011393   -0.455937527
   12.487718745   -0.452308639   -0.456247363
   12.511687495   -0.437578256   -0.456548994
   12.535656245   -0.422833861   -0.456842753
   12.559624995   -0.408089033   -0.457128985
   12.583593745   -0.393357439   -0.457408046
   12.607562495   -0.378652975   -0.457680301
   12.631531245   -0.363989909   -0.457946119
   12.655499995   -0.349383021   -0.458205878
   12.679468745   -0.334847747   -0.458459953
   12.703437495   -0.320400316   -0.458708719
   12.727406245   -0.306057871   -0.458952545
   12.751374995   -0.291838593   -0.459191793
   12.775343745   -0.277761791   -0.459426812
   12.799312495   -0.263847987   -0.459657939
   12.823281245   -0.250118975   -0.459885494
   12.847249995   -0.236597855   -0.460109779
   12.871218745   -0.223309040   -0.460331077
   12.895187495   -0.210278236   -0.460549646
   12.919156245   -0.197532398   -0.460765726
   12.943124995   -0.185099645   -0.460979530
   12.967093745   -0.173009155   -0.461191250
   12.991062495   -0.161291025   -0.461401055
   13.015031245   -0.149976103   -0.461609092
   13.038999995   -0.139095797   -0.461815485
   13.062968745   -0.128681852   -0.462020338
   13.086937494   -0.118766113   -0.462223740
   13.110906244   -0.109380263   -0.462425757
   13.134874994   -0.100555550   -0.462626445
   13.158843744   -0.092322500   -0.462825845
   13.182812494   -0.084710627   -0.463023985
   13.206781244   -0.077748139   -0.463220884
   13.230749994   -0.071461646   -0.463416556
   13.254718744   -0.065875879   -0.463611004
   13.278687494   -0.061013420   -0.463804231
   13.302656244   -0.056894450   -0.463996232
   13.326624994   -0.053536518   -0.464187004
   13.350593744   -0.050954333   -0.464376541
   13.374562494   -0.049159598   -0.464564834
   13.398531244   -0.048160858   -0.464751878
   13.422499994   -0.047963402   -0.464937665
   13.446468744   -0.048569192   -0.465122188
   13.470437494   -0.049976831   -0.465305439
   13.494406244   -0.052181577   -0.465487412
   13.518374994   -0.055175393   -0.465668097
   13.542343744   -0.058947034   -0.465847486
   13.566312494   -0.063482178   -0.466025566
   13.590281244   -0.068763582   -0.466202324
   13.614249994   -0.074771284   -0.466377744
   13.638218744   -0.081482819   -0.466551805
   13.662187494   -0.088873476   -0.466724484
   13.686156244   -0.096916563   -0.466895751
   13.710124994   -0.105583695   -0.467065575
   13.734093744   -0.114845089   -0.467233918
   13.758062494   -0.124669873   -0.467400737
   13.782031244   -0.135026385   -0.467565987
   13.805999994   -0.145882477   -0.467729617
   13.829968744   -0.157205803   -0.467891572
   13.853937494   -0.168964099   -0.468051794
   13.877906244   -0.181125441   -0.468210222
   13.901874994   -0.193658481   -0.468366794
   13.925843744   -0.206532658   -0.468521446
   13.949812494   -0.219718381   -0.468674114
   13.973781244   -0.233187184   -0.468824733
   13.997749994   -0.246911840   -0.468973241
   14.021718744   -0.260866452   -0.469119576
   14.045687494   -0.275026505   -0.469263680
   14.069656244   -0.289368886   -0.469405499
   14.093624994   -0.303871875   -0.469544981
   14.117593744   -0.318515101   -0.469682079
   14.141562494   -0.333279477   -0.469816751
   14.165531244   -0.348147107   -0.469948961
   14.189499994   -0.363101169   -0.470078676
   14.213468744   -0.378125784   -0.470205869
   14.237437494   -0.393205874   -0.470330519
   14.261406244   -0.408327002   -0.470452608
   14.285374994   -0.423475213   -0.470572123
   14.309343744   -0.438636873   -0.470689058
   14.333312494   -0.453798507   -0.470803406
   14.357281244   -0.468946646   -0.470915168
   14.381249994   -0.484067684   -0.471024344
   14.405218744   -0.499147746   -0.471130938
   14.429187494   -0.514172573   -0.471234957
   14.453156244   -0.529127427   -0.471336409
   14.477124994   -0.543997010   -0.471435301
   14.501093744   -0.558765412   -0.471531644
   14.525062494   -0.573416071   -0.471625448
   14.549031244   -0.587931763   -0.471716722
   14.572999994   -0.602294610   -0.471805478
   14.596968744   -0.616486109   -0.471891727
   14.620937494   -0.630487178   -0.471975480
   14.644906244   -0.644278225   -0.472056749
   14.668874994   -0.657839226   -0.472135546
   14.692843744   -0.671149819   -0.472211884
   14.716812494   -0.684189412   -0.472285777
   14.740781244   -0.696937291   -0.472357241
   14.764749994   -0.709372739   -0.472426293
   14.788718744   -0.721475158   -0.472492953
   14.812687494   -0.733224186   -0.472557242
   14.836656244   -0.744599811   -0.472619184
   14.860624994   -0.755582489   -0.472678807
   14.884593744   -0.766153243   -0.472736140
   14.908562494   -0.776293760   -0.472791217
   14.932531244   -0.785986478   -0.472844075
   14.956499994   -0.795214656   -0.472894752
   14.980468744   -0.803962439   -0.472943291
   15.004437494   -0.812214909   -0.472989738
   15.028406244   -0.819958121   -0.473034142
   15.052374994   -0.827179130   -0.473076552
   15.076343744   -0.833866006   -0.473117023
   15.100312494   -0.840007843   -0.473155609
   15.124281244   -0.845594753   -0.473192365
   15.148249994   -0.850617862   -0.473227350
   15.172218744   -0.855069289   -0.473260620
   15.196187494   -0.858942132   -0.473292234
   15.220156244   -0.862230447   -0.473322249
   15.244124994   -0.864929228   -0.473350722
   15.268093744   -0.867034384   -0.473377709
   15.292062494   -0.868542725   -0.473403265
   15.316031244   -0.869451950   -0.473427442
   15.339999994   -0.869760631   -0.473450294
   15.363968744   -0.869468213   -0.473471870
   15.387937494   -0.868575016   -0.473492218
   15.411906244   -0.867082237   -0.473511385
   15.435874994   -0.864991967   -0.473529415
   15.459843744   -0.862307201   -0.473546352
   15.483812493   -0.859031860   -0.473562237
   15.507781243   -0.855170814   -0.473577112
   15.531749993   -0.850729905   -0.473591015
   15.555718743   -0.845715967   -0.473603986
   15.579687493   -0.840136853   -0.473616062
   15.603656243   -0.834001448   -0.473627282
   15.627624993   -0.827319687   -0.473637683
   15.651593743   -0.820102556   -0.473647303
   15.675562493   -0.812362095   -0.473656179
   15.699531243   -0.804111385   -0.473664350
   15.723499993   -0.795364528   -0.473671854
   15.747468743   -0.786136612   -0.473678729
   15.771437493   -0.776443670   -0.473685014
   15.795406243   -0.766302620   -0.473690749
   15.819374993   -0.755731199   -0.473695972
   15.843343743   -0.744747881   -0.473700721
   15.867312493   -0.733371790   -0.473705037
   15.891281243   -0.721622595   -0.473708955
   15.915249993   -0.709520407   -0.473712513
   15.939218743   -0.697085663   -0.473715748
   15.963187493   -0.684339009   -0.473718692
   15.987156243   -0.671301181   -0.473721379
   16.011124993   -0.657992885   -0.473723839
   16.035093743   -0.644434686   -0.473726102
   16.059062493   -0.630646898   -0.473728193
   16.083031243   -0.616649482   -0.473730137
   16.106999993   -0.602461963   -0.473731955
   16.130968743   -0.588103350   -0.473733666
   16.154937493   -0.573592081   -0.473735286
   16.178906243   -0.558945980   -0.473736831
   16.202874993   -0.544182236   -0.473738310
   16.226843743   -0.529317399   -0.473739735
   16.250812493   -0.514367401   -0.473741112
   16.274781243   -0.499347596   -0.473742447
   16.298749993   -0.484272818   -0.473743745
   16.322718743   -0.469157461   -0.473745009
   16.346687493   -0.454015581   -0.473746240
   16.370656243   -0.438861004   -0.473747441
   16.394624993   -0.423707464   -0.473748611
   16.418593743   -0.408568735   -0.473749752
   16.442562493   -0.393458786   -0.473750864
   16.466531243   -0.378391933   -0.473751948
   16.490499993   -0.363382996   -0.473753005
   16.514468743   -0.348447451   -0.473754036
   16.538437493   -0.333601579   -0.473755044
   16.562406243   -0.318862604   -0.473756029
   16.586374993   -0.304248815   -0.473756996
   16.610343743   -0.289779675   -0.473757947
   16.634312493   -0.275475905   -0.473758884
   16.658281243   -0.261359546   -0.473759813
   16.682249993   -0.247453997   -0.473760736
   16.706218743   -0.233784018   -0.473761655
