#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.190000000000000E+01  0.476640520575067E-02  0.597381562272586E-01  0.132718450341301E+01  0.166338260774866E+02
     0.200000000000000E+01  0.871509712857099E-02  0.626151414989408E-01  0.218062298001884E+01  0.156670676683680E+02
     0.210000000000000E+01  0.127461980811185E-01  0.641730248543076E-01  0.297763654213590E+01  0.149914462814321E+02
     0.220000000000000E+01  0.164264998057181E-01  0.644629055046796E-01  0.371195497463669E+01  0.145669135602665E+02
     0.230000000000000E+01  0.193978317201734E-01  0.636928976053835E-01  0.437571947838162E+01  0.143677013341959E+02
     0.240000000000000E+01  0.214315980643262E-01  0.621644741877557E-01  0.495673227934702E+01  0.143774932186687E+02
     0.250000000000000E+01  0.224373336130095E-01  0.601987884977743E-01  0.543628546081909E+01  0.145854139495268E+02
     0.260000000000000E+01  0.224356088417407E-01  0.580807819689992E-01  0.578724517214180E+01  0.149818856004905E+02
     0.270000000000000E+01  0.215166215212502E-01  0.560317225610801E-01  0.597266021646675E+01  0.155534845407840E+02
     0.280000000000000E+01  0.198019971745188E-01  0.542057894670312E-01  0.594585522205705E+01  0.162761247528612E+02
     0.290000000000000E+01  0.174178745861464E-01  0.527004710929352E-01  0.565382872521385E+01  0.171065324775347E+02
     0.300000000000000E+01  0.144798591658160E-01  0.515717336122748E-01  0.504646030518525E+01  0.179735661489265E+02
     0.310000000000000E+01  0.110869904644147E-01  0.508485402767346E-01  0.409341305897696E+01  0.187737221806737E+02
     0.320000000000000E+01  0.732135659628996E-02  0.505444607415690E-01  0.280689756549207E+01  0.193779830197743E+02
     0.330000000000000E+01  0.325074581460971E-02  0.506659781523742E-01  0.126114791069943E+01  0.196561946502364E+02
     0.340000000000000E+01  -.106729700735197E-02  0.512178938349987E-01  -.406680467913746E+00  0.195159518736519E+02
     0.350000000000000E+01  -.558087303459542E-02  0.522063841184627E-01  -.202451076329620E+01  0.189383248652002E+02
     0.360000000000000E+01  -.102389842709469E-01  0.536401175113201E-01  -.343348233977594E+01  0.179873697727236E+02
     0.370000000000000E+01  -.149868292957507E-01  0.555295845843844E-01  -.453028896215574E+01  0.167857429447774E+02
     0.380000000000000E+01  -.197613542054271E-01  0.578845280775819E-01  -.528218899986195E+01  0.154724729031795E+02
     0.390000000000000E+01  -.244875181057467E-01  0.607091645355952E-01  -.571438501446900E+01  0.141670355715520E+02
     0.400000000000000E+01  -.290761980104108E-01  0.639948759203799E-01  -.588495342559044E+01  0.129524109078164E+02
     0.410000000000000E+01  -.334252902078853E-01  0.677104129672915E-01  -.586208050169546E+01  0.118749572299501E+02
     0.420000000000000E+01  -.374261317907545E-01  0.717906436899469E-01  -.570989290859216E+01  0.109526918143798E+02
     0.430000000000000E+01  -.409773092654047E-01  0.761266438401017E-01  -.548235010086713E+01  0.101849760518026E+02
     0.440000000000000E+01  -.440063645541178E-01  0.805620930892045E-01  -.522218485037315E+01  0.956021126279172E+01
     0.450000000000000E+01  -.464961748388315E-01  0.849021368619849E-01  -.496209705139098E+01  0.906080219372808E+01
     0.460000000000000E+01  -.485076204894919E-01  0.889388302429865E-01  -.472640799972305E+01  0.866587959798037E+01
     0.470000000000000E+01  -.501868247914679E-01  0.924905524927646E-01  -.453227030871751E+01  0.835263411546014E+01
     0.480000000000000E+01  -.517482408090459E-01  0.954436533440471E-01  -.439014255975660E+01  0.809711089794401E+01
     0.490000000000000E+01  -.534352795532871E-01  0.977796461087370E-01  -.430367825355317E+01  0.787517423163570E+01
     0.500000000000000E+01  -.554721045907673E-01  0.995761961324694E-01  -.426952410693753E+01  0.766408581396202E+01
     0.510000000000000E+01  -.580245705584439E-01  0.100982843891015E+00  -.427771463363773E+01  0.744470462946125E+01
     0.520000000000000E+01  -.611818765934162E-01  0.102183624108772E+00  -.431322563314117E+01  0.720378405066188E+01
     0.530000000000000E+01  -.649592175882165E-01  0.103361197492753E+00  -.435873207721596E+01  0.693548635248400E+01
     0.540000000000000E+01  -.693137787528777E-01  0.104671662274131E+00  -.439792702734154E+01  0.664136829350187E+01
     0.550000000000000E+01  -.741650388164976E-01  0.106231804234593E+00  -.441835986638245E+01  0.632872776517866E+01
     0.560000000000000E+01  -.794133405693580E-01  0.108115815654387E+00  -.441295346839128E+01  0.600793343107484E+01
     0.570000000000000E+01  -.849545104751896E-01  0.110357350310752E+00  -.437999849606786E+01  0.568969235049961E+01
     0.580000000000000E+01  -.906909010234529E-01  0.112953826489053E+00  -.432202946898410E+01  0.538300712873011E+01
     0.590000000000000E+01  -.965402185655324E-01  0.115871587450311E+00  -.424422781949249E+01  0.509409883520759E+01
     0.600000000000000E+01  -.102443301450675E+00  0.119051957250069E+00  -.415288258170787E+01  0.482617011147470E+01
     0.610000000000000E+01  -.108371154111604E+00  0.122419010762055E+00  -.405417995050963E+01  0.457971222195927E+01
     0.619999999999999E+01  -.114330474631415E+00  0.125889887145204E+00  -.395337403764248E+01  0.435308095279120E+01
     0.629999999999999E+01  -.120366076063030E+00  0.129387734928429E+00  -.385428253115492E+01  0.414316809845329E+01
     0.639999999999999E+01  -.126558439862458E+00  0.132856122066013E+00  -.375903639252986E+01  0.394609003049726E+01
     0.649999999999999E+01  -.133015433178337E+00  0.136272514971735E+00  -.366804508245278E+01  0.375786265151187E+01
     0.659999999999999E+01  -.139858812598058E+00  0.139657932407617E+00  -.358017246062985E+01  0.357503023389176E+01
     0.669999999999999E+01  -.147207835051451E+00  0.143080580025712E+00  -.349312181759680E+01  0.339518542329987E+01
     0.679999999999999E+01  -.155163197552391E+00  0.146652991894430E+00  -.340399179073628E+01  0.321729371635950E+01
     0.689999999999999E+01  -.163794103556938E+00  0.150524129314069E+00  -.330990646209541E+01  0.304175045070978E+01
     0.699999999999999E+01  -.173129728823752E+00  0.154869065358058E+00  -.320858202091074E+01  0.287016044026140E+01
     0.709999999999999E+01  -.183154524208855E+00  0.159878836614360E+00  -.309870362831378E+01  0.270491342350118E+01
     0.719999999999999E+01  -.193805448070629E+00  0.165751955913093E+00  -.298005144288093E+01  0.254868663547135E+01
     0.729999999999999E+01  -.204968753284875E+00  0.172687506221906E+00  -.285340001857767E+01  0.240400805276342E+01
     0.739999999999999E+01  -.216474323878456E+00  0.180878168767760E+00  -.272027698501740E+01  0.227296572995555E+01
     0.749999999999999E+01  -.228086586176801E+00  0.190500191814355E+00  -.258268300471538E+01  0.215708260639484E+01
     0.759999999999999E+01  -.239492699625782E+00  0.201696210460381E+00  -.244285297484781E+01  0.205732445501913E+01
     0.769999999999999E+01  -.250291357577583E+00  0.214546141524594E+00  -.230310090513601E+01  0.197418487606216E+01
     0.779999999999999E+01  -.259989557580395E+00  0.229021820413320E+00  -.216575730346886E+01  0.190779077756038E+01
     0.789999999999999E+01  -.268020166667927E+00  0.244924327278943E+00  -.203318619487576E+01  0.185798243170920E+01
     0.799999999999999E+01  -.273798285873014E+00  0.261811753003831E+00  -.190785713649209E+01  0.182433363230596E+01
     0.810000000000000E+01  -.276833888664477E+00  0.278941497754962E+00  -.179243900058562E+01  0.180608530938834E+01
     0.820000000000000E+01  -.276902363140338E+00  0.295271544524152E+00  -.168986951594565E+01  0.180197227773267E+01
     0.830000000000000E+01  -.274235935486970E+00  0.309573605163609E+00  -.160333294598192E+01  0.180993624881374E+01
     0.840000000000000E+01  -.269649024878176E+00  0.320681014031156E+00  -.153605110926706E+01  0.182675397230153E+01
     0.849999999999999E+01  -.264493305139922E+00  0.327814862277050E+00  -.149078097185287E+01  0.184768441951551E+01
     0.859999999999999E+01  -.260402486021763E+00  0.330847619461253E+00  -.146896299783219E+01  0.186635280766417E+01
     0.869999999999999E+01  -.258914629817459E+00  0.330361689047299E+00  -.146963929214291E+01  0.187518379778271E+01
     0.879999999999999E+01  -.261145908719027E+00  0.327472679772627E+00  -.148855759944959E+01  0.186662677764613E+01
     0.889999999999999E+01  -.267649149714590E+00  0.323524511124092E+00  -.151811009139932E+01  0.183503600021242E+01
     0.899999999999999E+01  -.278466166510921E+00  0.319808717259824E+00  -.154857404405098E+01  0.177848348621691E+01
     0.909999999999999E+01  -.293288143882683E+00  0.317400497206170E+00  -.157039278359638E+01  0.169950085170116E+01
     0.919999999999999E+01  -.311626780764851E+00  0.317117320132088E+00  -.157646308367863E+01  0.160423872157691E+01
     0.929999999999999E+01  -.332939573547795E+00  0.319556974172514E+00  -.156335039990330E+01  0.150051109287185E+01
     0.939999999999999E+01  -.356695855535328E+00  0.325167248776184E+00  -.153110907238759E+01  0.139577322505565E+01
     0.949999999999999E+01  -.382393460774833E+00  0.334315365606481E+00  -.148219389937255E+01  0.129583856994932E+01
     0.959999999999999E+01  -.409541275925129E+00  0.347341769917665E+00  -.142019198278969E+01  0.120449885255334E+01
     0.969999999999999E+01  -.437619894862317E+00  0.364592448246573E+00  -.134885180255839E+01  0.112376330873003E+01
     0.979999999999999E+01  -.466028230363619E+00  0.386426726119901E+00  -.127153656744051E+01  0.105434752850571E+01
     0.989999999999999E+01  -.494021910183606E+00  0.413195957428449E+00  -.119102109685635E+01  0.996160478489990E+00
     0.999999999999999E+01  -.520651415383668E+00  0.445185193737856E+00  -.110949753522097E+01  0.948680557806692E+00
     0.101000000000000E+02  -.544715488995835E+00  0.482507784066846E+00  -.102867977245332E+01  0.911202283665247E+00
     0.102000000000000E+02  -.564758749185218E+00  0.524946644576250E+00  -.949938431106537E+00  0.882973469083632E+00
     0.103000000000000E+02  -.579158452739492E+00  0.571753014571710E+00  -.874431069567850E+00  0.863250113497811E+00
     0.104000000000000E+02  -.586351968845156E+00  0.621451137899916E+00  -.803210709218896E+00  0.851291094324437E+00
     0.105000000000000E+02  -.585229640556068E+00  0.671751695684628E+00  -.737302690603682E+00  0.846307668516682E+00
     0.106000000000000E+02  -.575632569574167E+00  0.719714672761925E+00  -.677739385651947E+00  0.847379050360548E+00
     0.107000000000000E+02  -.558765537504019E+00  0.762257178549369E+00  -.625538709489949E+00  0.853347853017496E+00
     0.108000000000000E+02  -.537257080649619E+00  0.796928056602763E+00  -.581611029678343E+00  0.862719476902668E+00
     0.109000000000000E+02  -.514703920144119E+00  0.822646970935121E+00  -.546587364542732E+00  0.873606013466124E+00
     0.110000000000000E+02  -.494826831873710E+00  0.840037452039961E+00  -.520587306366432E+00  0.883769444652943E+00
     0.111000000000000E+02  -.480617560710280E+00  0.851194122966325E+00  -.502988121048380E+00  0.890813335920411E+00
     0.112000000000000E+02  -.473836010695155E+00  0.859055901977971E+00  -.492298377551836E+00  0.892527830777655E+00
     0.113000000000000E+02  -.474960098169154E+00  0.866724781212981E+00  -.486241413791040E+00  0.887311343856591E+00
     0.114000000000000E+02  -.483444616543001E+00  0.876985479013494E+00  -.482084065556362E+00  0.874517391836784E+00
     0.115000000000000E+02  -.498071993201101E+00  0.892091051120026E+00  -.477125170534836E+00  0.854573436588289E+00
     0.116000000000000E+02  -.517243304600568E+00  0.913745241158815E+00  -.469167264909220E+00  0.828815669154678E+00
     0.117000000000000E+02  -.539155003565213E+00  0.943176199420655E+00  -.456806705053524E+00  0.799119379572153E+00
     0.118000000000000E+02  -.561871906706477E+00  0.981218530814237E+00  -.439480930575788E+00  0.767482459744551E+00
     0.119000000000000E+02  -.583333618274158E+00  0.102835603594179E+01  -.417324380595891E+00  0.735699147601253E+00
     0.120000000000000E+02  -.601336513669811E+00  0.108470511747659E+01  -.390937532456610E+00  0.705182426860242E+00
     0.121000000000000E+02  -.613531767667075E+00  0.114993722699279E+01  -.361160893800946E+00  0.676920705010766E+00
     0.122000000000000E+02  -.617477880142201E+00  0.122315406946026E+01  -.328903204510650E+00  0.651520169375259E+00
     0.123000000000000E+02  -.610781907771761E+00  0.130274753140225E+01  -.295034409763824E+00  0.629284109610804E+00
     0.124000000000000E+02  -.591349963244915E+00  0.138629871813898E+01  -.260332396686036E+00  0.610295916542450E+00
     0.125000000000000E+02  -.557736113429457E+00  0.147059000462333E+01  -.225465938143109E+00  0.594488947429821E+00
     0.126000000000000E+02  -.509527865905951E+00  0.155180390198751E+01  -.190997935536381E+00  0.581698002149353E+00
     0.127000000000000E+02  -.447651165807519E+00  0.162594298294351E+01  -.157397410550350E+00  0.571693396031187E+00
     0.128000000000000E+02  -.374453429257821E+00  0.168942128444868E+01  -.125052923962920E+00  0.564201192773788E+00
     0.129000000000000E+02  -.293466916706060E+00  0.173967971687794E+01  -.942832775109134E-01  0.558913786151908E+00
     0.130000000000000E+02  -.208869122113528E+00  0.177562723557330E+01  -.653435114013798E-01  0.555494834938886E+00
     0.131000000000000E+02  -.124787202321208E+00  0.179775484735777E+01  -.384256874283331E-01  0.553582134644910E+00
     0.132000000000000E+02  -.446587728369052E-01  0.180789707386996E+01  -.136550866196697E-01  0.552791525044789E+00
     0.133000000000000E+02  0.291787272308889E-01  0.180874946921593E+01  0.891654291637591E-02  0.552724323429809E+00
     0.134000000000000E+02  0.956090357431568E-01  0.180331498966469E+01  0.293181579940699E-01  0.552979886985713E+00
     0.135000000000000E+02  0.154615816443399E+00  0.179442828694464E+01  0.476638678231760E-01  0.553173631614898E+00
     0.136000000000000E+02  0.207020811759067E+00  0.178443412544976E+01  0.641514674061770E-01  0.552959225039107E+00
     0.137000000000000E+02  0.254179801221394E+00  0.177502545822881E+01  0.790526553900145E-01  0.552052032394359E+00
     0.138000000000000E+02  0.297700788481148E+00  0.176720642412433E+01  0.926941965597793E-01  0.550249733886274E+00
     0.139000000000000E+02  0.339212211816001E+00  0.176133638936229E+01  0.105431494466269E+00  0.547445879952631E+00
     0.140000000000000E+02  0.380184541767007E+00  0.175722035478296E+01  0.117618121483918E+00  0.543633247691426E+00
     0.141000000000000E+02  0.421798698978558E+00  0.175422535576570E+01  0.129576066418718E+00  0.538895975171442E+00
     0.142000000000000E+02  0.464855181858823E+00  0.175141362198137E+01  0.141571346681897E+00  0.533391892222090E+00
     0.143000000000000E+02  0.509722921866424E+00  0.174768793068381E+01  0.153798268592946E+00  0.527328409708829E+00
     0.144000000000000E+02  0.556331582205300E+00  0.174194294045551E+01  0.166373565964751E+00  0.520936197010219E+00
     0.145000000000000E+02  0.604211658334725E+00  0.173321079825705E+01  0.179339645836560E+00  0.514444576551556E+00
     0.146000000000000E+02  0.652581851572669E+00  0.172078385919828E+01  0.192674793960185E+00  0.508061440449238E+00
     0.147000000000000E+02  0.700474023635148E+00  0.170429597529771E+01  0.206307651611774E+00  0.501959085492381E+00
     0.148000000000000E+02  0.746876338013490E+00  0.168374886728769E+01  0.220133441607275E+00  0.496266134155791E+00
     0.149000000000000E+02  0.790869555244974E+00  0.165948084338281E+01  0.234029989681687E+00  0.491064907073756E+00
     0.150000000000000E+02  0.831732887219324E+00  0.163208779574445E+01  0.247872246796513E+00  0.486393258120222E+00
     0.151000000000000E+02  0.869004027414732E+00  0.160231614174259E+01  0.261544557256420E+00  0.482249854610716E+00
     0.152000000000000E+02  0.902489609808238E+00  0.157095088595838E+01  0.274950252406748E+00  0.478602011500873E+00
     0.153000000000000E+02  0.932233057655937E+00  0.153871901400755E+01  0.288018299553597E+00  0.475395321229648E+00
     0.154000000000000E+02  0.958453489657939E+00  0.150622133341396E+01  0.300706781676211E+00  0.472564370154892E+00
     0.155000000000000E+02  0.981471314013142E+00  0.147389784163757E+01  0.313003025654823E+00  0.470043777491895E+00
     0.156000000000000E+02  0.100163450448151E+01  0.144202512050168E+01  0.324920317673904E+00  0.467778673908295E+00
     0.157000000000000E+02  0.101925614353121E+01  0.141074005266533E+01  0.336491381046147E+00  0.465733634897570E+00
     0.158000000000000E+02  0.103457010660864E+01  0.138008206748867E+01  0.347759120865979E+00  0.463899085665650E+00
     0.159000000000000E+02  0.104770844029922E+01  0.135004541234679E+01  0.358765485288721E+00  0.462294354891404E+00
     0.160000000000000E+02  0.105870110692249E+01  0.132063300949965E+01  0.369539555130571E+00  0.460966869336596E+00
     0.161000000000000E+02  0.106749614688700E+01  0.129190409818544E+01  0.380086073277166E+00  0.459987379965656E+00
     0.162000000000000E+02  0.107399591471105E+01  0.126400919137901E+01  0.390375545260279E+00  0.459441484403912E+00
     0.163000000000000E+02  0.107810315480494E+01  0.123720802881217E+01  0.400336840159752E+00  0.459417960765130E+00
     0.164000000000000E+02  0.107976977848049E+01  0.121186903253849E+01  0.409853011542026E+00  0.459994512237032E+00
     0.165000000000000E+02  0.107904165891771E+01  0.118845172624787E+01  0.418760968614614E+00  0.461221484751982E+00
     0.166000000000000E+02  0.107609454650981E+01  0.116747588865597E+01  0.426855743615741E+00  0.463104092685921E+00
     0.167000000000000E+02  0.107125879215234E+01  0.114948220374428E+01  0.433900415969868E+00  0.465583862656111E+00
     0.168000000000000E+02  0.106503308691526E+01  0.113498859380315E+01  0.439643124002487E+00  0.468520590784713E+00
     0.169000000000000E+02  0.105808900884262E+01  0.112444455116204E+01  0.443842705631296E+00  0.471677248085240E+00
     0.170000000000000E+02  0.105126820599933E+01  0.111818331146115E+01  0.446303867490328E+00  0.474711908550359E+00
     0.171000000000000E+02  0.104557231454828E+01  0.111636953253604E+01  0.446920813326134E+00  0.477182469841004E+00
     0.172000000000000E+02  0.104214234652430E+01  0.111893922970917E+01  0.445724619848752E+00  0.478570671712307E+00
     0.173000000000000E+02  0.104221979260544E+01  0.112553012181525E+01  0.442924780551926E+00  0.478330181163938E+00
     0.174000000000000E+02  0.104707719073375E+01  0.113540541606982E+01  0.438931093263236E+00  0.475957976148150E+00
     0.175000000000000E+02  0.105790366115725E+01  0.114738336504612E+01  0.434341636633373E+00  0.471079160530442E+00
     0.176000000000000E+02  0.107563476442003E+01  0.115979835299786E+01  0.429888953081074E+00  0.463525832603816E+00
     0.177000000000000E+02  0.110073094572935E+01  0.117053311359666E+01  0.426349655669255E+00  0.453386353738532E+00
     0.178000000000000E+02  0.113293767441465E+01  0.117716665558586E+01  0.424437412675627E+00  0.441007109983366E+00
     0.179000000000000E+02  0.117109753111710E+01  0.117726468284394E+01  0.424707468651170E+00  0.426944033351460E+00
     0.180000000000000E+02  0.121310970887251E+01  0.116878914381883E+01  0.427497032354151E+00  0.411878568587741E+00
     0.181000000000000E+02  0.125611553587052E+01  0.115053205370855E+01  0.432911867569262E+00  0.396523222463039E+00
     0.182000000000000E+02  0.129691344640321E+01  0.112242653726066E+01  0.440853240876225E+00  0.381540786680224E+00
     0.183000000000000E+02  0.133250027628331E+01  0.108560458302777E+01  0.451068971509419E+00  0.367491513096040E+00
     0.184000000000000E+02  0.136056485006384E+01  0.104216713011799E+01  0.463210586610152E+00  0.354810612419630E+00
     0.185000000000000E+02  0.137977915143831E+01  0.994754593759269E+00  0.476883204693005E+00  0.343809919189243E+00
     0.186000000000000E+02  0.138983028427133E+01  0.946076105243121E+00  0.491681493703297E+00  0.334694183777135E+00
     0.187000000000000E+02  0.139124465437567E+01  0.898538183702749E+00  0.507210668152510E+00  0.327583039462556E+00
     0.188000000000000E+02  0.138511234775211E+01  0.854038721949448E+00  0.523094809704514E+00  0.322532120562965E+00
     0.189000000000000E+02  0.137281307442956E+01  0.813916633943004E+00  0.538976089176058E+00  0.319549407307492E+00
     0.190000000000000E+02  0.135580381011921E+01  0.779006295343279E+00  0.554508562084427E+00  0.318604843460011E+00
     0.191000000000000E+02  0.133548566285474E+01  0.749740409210388E+00  0.569349881072346E+00  0.319632493775036E+00
     0.192000000000000E+02  0.131314043159295E+01  0.726259104707877E+00  0.583154017378089E+00  0.322525226075056E+00
     0.193000000000000E+02  0.128991672712899E+01  0.708501309084825E+00  0.595568117580625E+00  0.327122504949780E+00
     0.194000000000000E+02  0.126684527503927E+01  0.696268600313509E+00  0.606236879862074E+00  0.333192783772991E+00
     0.195000000000000E+02  0.124486686874275E+01  0.689260139795067E+00  0.614817972737495E+00  0.340413527324050E+00
     0.196000000000000E+02  0.122486052734860E+01  0.687081320946024E+00  0.621011382485271E+00  0.348354209702653E+00
     0.197000000000000E+02  0.120766217510246E+01  0.689230632883493E+00  0.624603270398020E+00  0.356470307866521E+00
     0.198000000000000E+02  0.119406556407305E+01  0.695070831591127E+00  0.625520213519145E+00  0.364118075313001E+00
     0.199000000000000E+02  0.118479814385343E+01  0.703793127373195E+00  0.623882882432430E+00  0.370598559104464E+00
     0.200000000000000E+02  0.118046676979733E+01  0.714387180836949E+00  0.620041626043899E+00  0.375232747387805E+00
     0.201000000000000E+02  0.118147352461185E+01  0.725634373966016E+00  0.614574594665235E+00  0.377457845618535E+00
     0.202000000000000E+02  0.118791194477462E+01  0.736144341512675E+00  0.608236364698664E+00  0.376921673483224E+00
     0.203000000000000E+02  0.119946768682271E+01  0.744450657854907E+00  0.601861570401626E+00  0.373545904525316E+00
     0.204000000000000E+02  0.121535994053533E+01  0.749166825507738E+00  0.596246725404702E+00  0.367535782275392E+00
     0.205000000000000E+02  0.123436145367214E+01  0.749179041118233E+00  0.592043326783550E+00  0.359332714530763E+00
     0.206000000000000E+02  0.125491768000646E+01  0.743827078945102E+00  0.589690045580809E+00  0.349526850307121E+00
     0.207000000000000E+02  0.127535084674542E+01  0.733015024985345E+00  0.589394901557610E+00  0.338758012819767E+00
     0.208000000000000E+02  0.129409836816944E+01  0.717211087610799E+00  0.591160209018334E+00  0.327630933544885E+00
     0.209000000000000E+02  0.130991872788102E+01  0.697335291551688E+00  0.594832617473302E+00  0.316659169688484E+00
     0.210000000000000E+02  0.132201249260420E+01  0.674574224035773E+00  0.600159818962678E+00  0.306239423938188E+00
     0.211000000000000E+02  0.133004190700330E+01  0.650181203110547E+00  0.606840964654150E+00  0.296649741950290E+00
     0.212000000000000E+02  0.133406795049975E+01  0.625312027684768E+00  0.614564762417718E+00  0.288062341642397E+00
     0.213000000000000E+02  0.133444227125873E+01  0.600921730418178E+00  0.623034558590994E+00  0.280562908656717E+00
     0.214000000000000E+02  0.133169064994997E+01  0.577722720641163E+00  0.631982583009560E+00  0.274170804809533E+00
     0.215000000000000E+02  0.132641253523273E+01  0.556189482226167E+00  0.641176422333141E+00  0.268857216650569E+00
     0.216000000000000E+02  0.131920724473317E+01  0.536590787713581E+00  0.650420521045156E+00  0.264560144834021E+00
     0.217000000000000E+02  0.131062724310498E+01  0.519033268552525E+00  0.659554788289325E+00  0.261196216816207E+00
     0.218000000000000E+02  0.130115371563000E+01  0.503505581534960E+00  0.668451634765781E+00  0.258669767489983E+00
     0.219000000000000E+02  0.129118824401529E+01  0.489917406203907E+00  0.677012176531793E+00  0.256879700564398E+00
     0.220000000000000E+02  0.128105500617619E+01  0.478130977886234E+00  0.685161982765580E+00  0.255724513975414E+00
     0.221000000000000E+02  0.127100921426847E+01  0.467984813903509E+00  0.692846597772624E+00  0.255105692769441E+00
     0.222000000000000E+02  0.126124873391437E+01  0.459310179489610E+00  0.700027078137998E+00  0.254929542651958E+00
     0.223000000000000E+02  0.125192672581792E+01  0.451941153639109E+00  0.706675877159223E+00  0.255107511155344E+00
     0.224000000000000E+02  0.124316372490504E+01  0.445719248524802E+00  0.712773499788332E+00  0.255555131097729E+00
     0.225000000000000E+02  0.123505793817367E+01  0.440493601102007E+00  0.718306375503295E+00  0.256189893818151E+00
     0.226000000000000E+02  0.122769282544917E+01  0.436117855034395E+00  0.723266315163770E+00  0.256928563439677E+00
     0.227000000000000E+02  0.122114131265501E+01  0.432444973503159E+00  0.727651725138434E+00  0.257684616625460E+00
     0.228000000000000E+02  0.121546631398578E+01  0.429321331197187E+00  0.731470469657225E+00  0.258366580917310E+00
     0.229000000000000E+02  0.121071761626640E+01  0.426581491259675E+00  0.734743941016616E+00  0.258878009076490E+00
     0.230000000000000E+02  0.120692560398210E+01  0.424045050332324E+00  0.737511570855920E+00  0.259119642629529E+00
     0.231000000000001E+02  0.120409277061732E+01  0.421516795994844E+00  0.739834761386340E+00  0.258993979363648E+00
     0.232000000000001E+02  0.120218444603305E+01  0.418791113405330E+00  0.741799112087401E+00  0.258411990854878E+00
     0.233000000000001E+02  0.120112060053543E+01  0.415661043034570E+00  0.743513941460239E+00  0.257301207123032E+00
     0.234000000000001E+02  0.120077083135611E+01  0.411931603001193E+00  0.745108496520384E+00  0.255613918465034E+00
     0.235000000000001E+02  0.120095451953309E+01  0.407436012403442E+00  0.746724870570537E+00  0.253333992819328E+00
     0.236000000000001E+02  0.120144751410802E+01  0.402052485486505E+00  0.748508379374873E+00  0.250480899749140E+00
     0.237000000000001E+02  0.120199554010522E+01  0.395718626858007E+00  0.750596768826757E+00  0.247110003967386E+00
     0.238000000000001E+02  0.120233304372256E+01  0.388440470766130E+00  0.753109935471691E+00  0.243308939565980E+00
     0.239000000000001E+02  0.120220480293160E+01  0.380294036072105E+00  0.756141722061215E+00  0.239190682505976E+00
     0.240000000000001E+02  0.120138683166010E+01  0.371418774009816E+00  0.759754844952126E+00  0.234884556434005E+00
     0.241000000000001E+02  0.119970321495779E+01  0.362004027377334E+00  0.763979296781545E+00  0.230526665945089E+00
     0.242000000000001E+02  0.119703651309636E+01  0.352271030721113E+00  0.768813877543155E+00  0.226251124432510E+00
     0.243000000000001E+02  0.119333090112633E+01  0.342453629449511E+00  0.774230024724093E+00  0.222183035522920E+00
     0.244000000000001E+02  0.118858873865406E+01  0.332780671184881E+00  0.780176916692833E+00  0.218433668043996E+00
     0.245000000000001E+02  0.118286234592521E+01  0.323462142120281E+00  0.786586884517321E+00  0.215097791815057E+00
     0.246000000000001E+02  0.117624319712036E+01  0.314679976908405E+00  0.793380393537775E+00  0.212252810073002E+00
     0.247000000000001E+02  0.116885059088275E+01  0.306583434275547E+00  0.800470143609707E+00  0.209959157806100E+00
