#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.850000000000001E+00  -.916475157360042E-03  0.296106896381923E-02  -.953881017440391E+02  0.308192475620966E+03
     0.860000000000001E+00  -.100301344782339E-02  0.299836386843041E-02  -.100339254316998E+03  0.299949711922816E+03
     0.870000000000001E+00  -.109063208926474E-02  0.303575189248050E-02  -.104815378040247E+03  0.291751439719009E+03
     0.880000000000001E+00  -.117933362965461E-02  0.307323455171146E-02  -.108838809261541E+03  0.283623887913433E+03
     0.890000000000001E+00  -.126912065686735E-02  0.311081337996042E-02  -.112432680145630E+03  0.275590097639071E+03
     0.900000000000001E+00  -.135999579911750E-02  0.314848992957292E-02  -.115620561011877E+03  0.267670070917634E+03
     0.910000000000001E+00  -.145196172537498E-02  0.318626577182575E-02  -.118426149604687E+03  0.259880946157227E+03
     0.920000000000001E+00  -.154502114581367E-02  0.322414249735981E-02  -.120873005948328E+03  0.252237191910012E+03
     0.930000000000001E+00  -.163917681225456E-02  0.326212171662296E-02  -.122984330395174E+03  0.244750811497037E+03
     0.940000000000001E+00  -.173443151862096E-02  0.330020506032362E-02  -.124782781758592E+03  0.237431552286590E+03
     0.950000000000001E+00  -.183078810140946E-02  0.333839417989505E-02  -.126290331968541E+03  0.230287114547124E+03
     0.960000000000001E+00  -.192824944016112E-02  0.337669074797084E-02  -.127528153457298E+03  0.223323355846058E+03
     0.970000000000000E+00  -.202681845794594E-02  0.341509645887194E-02  -.128516535430594E+03  0.216544487906582E+03
     0.980000000000000E+00  -.212649812186205E-02  0.345361302910553E-02  -.129274825259840E+03  0.209953263660435E+03
     0.990000000000000E+00  -.222729144353884E-02  0.349224219787612E-02  -.129821391409438E+03  0.203551152940586E+03
     0.100000000000000E+01  -.232920147965054E-02  0.353098572760927E-02  -.130173604558822E+03  0.197338505846052E+03
     0.101000000000000E+01  -.243223133244519E-02  0.356984540448834E-02  -.130347833864182E+03  0.191314703292330E+03
     0.102000000000000E+01  -.253638415027768E-02  0.360882303900458E-02  -.130359455610356E+03  0.185478294645252E+03
     0.103000000000000E+01  -.264166312816339E-02  0.364792046652115E-02  -.130222871814288E+03  0.179827122631936E+03
     0.104000000000000E+01  -.274807150832723E-02  0.368713954785125E-02  -.129951536644175E+03  0.174358435947848E+03
     0.105000000000000E+01  -.285561258078348E-02  0.372648216985116E-02  -.129557988807951E+03  0.169068990136661E+03
     0.106000000000000E+01  -.296428968390994E-02  0.376595024602827E-02  -.129053888331738E+03  0.163955137432033E+03
     0.107000000000000E+01  -.307410620504567E-02  0.380554571716487E-02  -.128450056394845E+03  0.159012906314252E+03
     0.108000000000000E+01  -.318506558109366E-02  0.384527055195805E-02  -.127756517107343E+03  0.154238071570541E+03
     0.109000000000000E+01  -.329717129913853E-02  0.388512674767630E-02  -.126982540311938E+03  0.149626215654216E+03
     0.110000000000000E+01  -.341042689708226E-02  0.392511633083331E-02  -.126136684662993E+03  0.145172782126325E+03
     0.111000000000000E+01  -.352483596427522E-02  0.396524135787944E-02  -.125226840383913E+03  0.140873121938020E+03
     0.112000000000000E+01  -.364040214218342E-02  0.400550391591164E-02  -.124260271232013E+03  0.136722533273082E+03
     0.113000000000000E+01  -.375712912505310E-02  0.404590612340225E-02  -.123243655307890E+03  0.132716295630010E+03
     0.114000000000000E+01  -.387502066059087E-02  0.408645013094720E-02  -.122183124438085E+03  0.128849698773843E+03
     0.115000000000000E+01  -.399408055066464E-02  0.412713812203463E-02  -.121084301935814E+03  0.125118067139655E+03
     0.116000000000000E+01  -.411431265201645E-02  0.416797231383414E-02  -.119952338607578E+03  0.121516780221117E+03
     0.117000000000000E+01  -.423572087697477E-02  0.420895495800755E-02  -.118791946924953E+03  0.118041289429405E+03
     0.118000000000000E+01  -.435830919421076E-02  0.425008834154207E-02  -.117607433322545E+03  0.114687131859939E+03
     0.119000000000000E+01  -.448208162948172E-02  0.429137478760618E-02  -.116402728616235E+03  0.111449941363527E+03
     0.120000000000000E+01  -.460704226640729E-02  0.433281665642945E-02  -.115181416562049E+03  0.108325457274427E+03
     0.121000000000000E+01  -.473319524725024E-02  0.437441634620668E-02  -.113946760596081E+03  0.105309531111857E+03
     0.122000000000000E+01  -.486054477371978E-02  0.441617629402751E-02  -.112701728811111E+03  0.102398131535089E+03
     0.123000000000000E+01  -.498909510779177E-02  0.445809897683212E-02  -.111449017236606E+03  0.995873478009065E+02
     0.124000000000000E+01  -.511885057253969E-02  0.450018691239411E-02  -.110191071496535E+03  0.968733919430197E+02
     0.125000000000000E+01  -.524981555298809E-02  0.454244266033118E-02  -.108930106924365E+03  0.942525998663015E+02
     0.126000000000000E+01  -.538199449697752E-02  0.458486882314490E-02  -.107668127217435E+03  0.917214315255883E+02
     0.127000000000000E+01  -.551539191605799E-02  0.462746804729036E-02  -.106406941713826E+03  0.892764703369522E+02
     0.128000000000000E+01  -.565001238638385E-02  0.467024302427674E-02  -.105148181374681E+03  0.869144219513450E+02
     0.129000000000000E+01  -.578586054964392E-02  0.471319649179988E-02  -.103893313553308E+03  0.846321125024437E+02
     0.130000000000000E+01  -.592294111399472E-02  0.475633123490798E-02  -.102643655630401E+03  0.824264864269001E+02
     0.131000000000000E+01  -.606125885502795E-02  0.479965008720171E-02  -.101400387591754E+03  0.802946039407854E+02
     0.132000000000000E+01  -.620081861674682E-02  0.484315593206948E-02  -.100164563621791E+03  0.782336382454187E+02
     0.133000000000000E+01  -.634162531256344E-02  0.488685170395970E-02  -.989371227826602E+02  0.762408725248188E+02
     0.134000000000000E+01  -.648368392632048E-02  0.493074038969091E-02  -.977188988450071E+02  0.743136967882140E+02
     0.135000000000000E+01  -.662699951333279E-02  0.497482502980126E-02  -.965106293328767E+02  0.724496046032766E+02
     0.136000000000000E+01  -.677157720144184E-02  0.501910871993870E-02  -.953129638414742E+02  0.706461897588770E+02
     0.137000000000000E+01  -.691742219210445E-02  0.506359461229340E-02  -.941264716827336E+02  0.689011428897443E+02
     0.138000000000000E+01  -.706453976149768E-02  0.510828591707387E-02  -.929516489102235E+02  0.672122480907697E+02
     0.139000000000000E+01  -.721293526163969E-02  0.515318590402825E-02  -.917889247713826E+02  0.655773795438546E+02
     0.140000000000000E+01  -.736261412154171E-02  0.519829790401258E-02  -.906386676316946E+02  0.639944981761003E+02
     0.141000000000000E+01  -.751358184838002E-02  0.524362531060770E-02  -.895011904123484E+02  0.624616483650731E+02
     0.142000000000000E+01  -.766584402869097E-02  0.528917158178628E-02  -.883767555798714E+02  0.609769547037534E+02
     0.143000000000000E+01  -.781940632959177E-02  0.533494024163240E-02  -.872655797233824E+02  0.595386188352689E+02
     0.144000000000000E+01  -.797427450002308E-02  0.538093488211499E-02  -.861678377524735E+02  0.581449163654158E+02
     0.145000000000000E+01  -.813045437201687E-02  0.542715916491741E-02  -.850836667461948E+02  0.567941938590380E+02
     0.146000000000000E+01  -.828795186199294E-02  0.547361682332535E-02  -.840131694812741E+02  0.554848659247652E+02
     0.147000000000000E+01  -.844677297207541E-02  0.552031166417495E-02  -.829564176655770E+02  0.542154123913827E+02
     0.148000000000000E+01  -.860692379143813E-02  0.556724756986363E-02  -.819134549007020E+02  0.529843755778009E+02
     0.149000000000000E+01  -.876841049768107E-02  0.561442850042577E-02  -.808842993957556E+02  0.517903576577077E+02
     0.150000000000000E+01  -.893123935822304E-02  0.566185849567597E-02  -.798689464526606E+02  0.506320181193371E+02
     0.151000000000000E+01  -.909541673173364E-02  0.570954167742206E-02  -.788673707415920E+02  0.495080713197829E+02
     0.152000000000000E+01  -.926094906958363E-02  0.575748225175089E-02  -.778795283837977E+02  0.484172841331266E+02
     0.153000000000000E+01  -.942784291732957E-02  0.580568451138950E-02  -.769053588575463E+02  0.473584736908807E+02
     0.154000000000000E+01  -.959610491622409E-02  0.585415283814450E-02  -.759447867417510E+02  0.463305052130923E+02
     0.155000000000000E+01  -.976574180475542E-02  0.590289170542285E-02  -.749977233106023E+02  0.453322899280603E+02
     0.156000000000000E+01  -.993676042021696E-02  0.595190568083702E-02  -.740640679914630E+02  0.443627830784173E+02
     0.157000000000000E+01  -.101091677003124E-01  0.600119942889797E-02  -.731437096972672E+02  0.434209820111256E+02
     0.158000000000000E+01  -.102829706847749E-01  0.605077771379929E-02  -.722365280438384E+02  0.425059243489871E+02
     0.159000000000000E+01  -.104581765170337E-01  0.610064540229600E-02  -.713423944615019E+02  0.416166862408051E+02
     0.160000000000000E+01  -.106347924459080E-01  0.615080746668198E-02  -.704611732097865E+02  0.407523806876630E+02
     0.161000000000000E+01  -.108128258273241E-01  0.620126898786968E-02  -.695927223032238E+02  0.399121559426069E+02
     0.162000000000000E+01  -.109922841260706E-01  0.625203515857630E-02  -.687368943555468E+02  0.390951939809297E+02
     0.163000000000000E+01  -.111731749175865E-01  0.630311128662078E-02  -.678935373490486E+02  0.383007090383792E+02
     0.164000000000000E+01  -.113555058897779E-01  0.635450279833590E-02  -.670624953353071E+02  0.375279462146388E+02
     0.165000000000000E+01  -.115392848448630E-01  0.640621524210002E-02  -.662436090729542E+02  0.367761801394298E+02
     0.166000000000000E+01  -.117245197012681E-01  0.645825429199387E-02  -.654367166076429E+02  0.360447136985567E+02
     0.167000000000000E+01  -.119112184955270E-01  0.651062575158666E-02  -.646416537991402E+02  0.353328768175880E+02
     0.168000000000000E+01  -.120993893842383E-01  0.656333555785749E-02  -.638582547997783E+02  0.346400253004581E+02
     0.169000000000000E+01  -.122890406460430E-01  0.661638978525717E-02  -.630863524884114E+02  0.339655397207805E+02
     0.170000000000000E+01  -.124801806836385E-01  0.666979464991663E-02  -.623257788635343E+02  0.333088243634861E+02
     0.171000000000000E+01  -.126728180258253E-01  0.672355651400757E-02  -.615763653989747E+02  0.326693062145682E+02
     0.172000000000000E+01  -.128669613295795E-01  0.677768189026194E-02  -.608379433652960E+02  0.320464339968000E+02
     0.173000000000000E+01  -.130626193821719E-01  0.683217744665698E-02  -.601103441197252E+02  0.314396772492725E+02
     0.174000000000000E+01  -.132598011033001E-01  0.688705001127243E-02  -.593933993673223E+02  0.308485254488789E+02
     0.175000000000000E+01  -.134585155472728E-01  0.694230657732757E-02  -.586869413957057E+02  0.302724871716780E+02
     0.176000000000000E+01  -.136587719052064E-01  0.699795430840538E-02  -.579908032856583E+02  0.297110892924476E+02
     0.177000000000000E+01  -.138605795072624E-01  0.705400054387193E-02  -.573048190995683E+02  0.291638762205461E+02
     0.178000000000000E+01  -.140639478249125E-01  0.711045280449941E-02  -.566288240496196E+02  0.286304091704512E+02
     0.179000000000000E+01  -.142688864732317E-01  0.716731879830137E-02  -.559626546474391E+02  0.281102654653468E+02
     0.180000000000000E+01  -.144754052132166E-01  0.722460642658946E-02  -.553061488367871E+02  0.276030378722212E+02
     0.181000000000000E+01  -.146835139541359E-01  0.728232379026114E-02  -.546591461107223E+02  0.271083339669763E+02
     0.182000000000000E+01  -.148932227559022E-01  0.734047919632856E-02  -.540214876145946E+02  0.266257755281678E+02
     0.183000000000000E+01  -.151045418314644E-01  0.739908116469897E-02  -.533930162360861E+02  0.261549979580275E+02
     0.184000000000000E+01  -.153174815492338E-01  0.745813843521777E-02  -.527735766833927E+02  0.256956497294433E+02
     0.185000000000000E+01  -.155320524355145E-01  0.751765997498581E-02  -.521630155526403E+02  0.252473918577559E+02
     0.186000000000000E+01  -.157482651769567E-01  0.757765498596291E-02  -.515611813854312E+02  0.248098973961369E+02
     0.187000000000000E+01  -.159661306230352E-01  0.763813291287056E-02  -.509679247173924E+02  0.243828509534401E+02
     0.188000000000000E+01  -.161856597885250E-01  0.769910345140685E-02  -.503830981185686E+02  0.239659482335252E+02
     0.189000000000000E+01  -.164068638559998E-01  0.776057655678777E-02  -.498065562263434E+02  0.235588955949765E+02
     0.190000000000000E+01  -.166297541783174E-01  0.782256245262956E-02  -.492381557716211E+02  0.231614096303365E+02
     0.191000000000000E+01  -.168543422811329E-01  0.788507164018750E-02  -.486777555988072E+02  0.227732167638364E+02
     0.192000000000000E+01  -.170806398653853E-01  0.794811490796688E-02  -.481252166802517E+02  0.223940528668723E+02
     0.193000000000000E+01  -.173086588097897E-01  0.801170334172402E-02  -.475804021256037E+02  0.220236628903140E+02
     0.194000000000000E+01  -.175384111733117E-01  0.807584833487387E-02  -.470431771865972E+02  0.216618005129036E+02
     0.195000000000000E+01  -.177699091976320E-01  0.814056159932397E-02  -.465134092576788E+02  0.213082278049658E+02
     0.196000000000000E+01  -.180031653095680E-01  0.820585517675358E-02  -.459909678729324E+02  0.209627149067747E+02
     0.197000000000000E+01  -.182381921234891E-01  0.827174145035889E-02  -.454757246995930E+02  0.206250397208103E+02
     0.198000000000000E+01  -.184750024436657E-01  0.833823315708566E-02  -.449675535285817E+02  0.202949876173683E+02
     0.199000000000000E+01  -.187136092665907E-01  0.840534340037227E-02  -.444663302622944E+02  0.199723511528165E+02
     0.200000000000000E+01  -.189540257832364E-01  0.847308566342635E-02  -.439719328999759E+02  0.196569297999717E+02
     0.201000000000000E+01  -.191962653812368E-01  0.854147382306062E-02  -.434842415209422E+02  0.193485296900414E+02
     0.202000000000000E+01  -.194403416470044E-01  0.861052216411357E-02  -.430031382658612E+02  0.190469633655690E+02
     0.203000000000000E+01  -.196862683677448E-01  0.868024539448277E-02  -.425285073163483E+02  0.187520495439253E+02
     0.204000000000000E+01  -.199340595333724E-01  0.875065866079968E-02  -.420602348730553E+02  0.184636128908412E+02
     0.205000000000000E+01  -.201837293383065E-01  0.882177756477595E-02  -.415982091324472E+02  0.181814838035413E+02
     0.206000000000000E+01  -.204352921831232E-01  0.889361818025344E-02  -.411423202624486E+02  0.179054982030602E+02
     0.207000000000000E+01  -.206887626760761E-01  0.896619707099116E-02  -.406924603770721E+02  0.176354973352871E+02
     0.208000000000000E+01  -.209441556344145E-01  0.903953130922397E-02  -.402485235102436E+02  0.173713275804281E+02
     0.209000000000000E+01  -.212014860855350E-01  0.911363849503025E-02  -.398104055888771E+02  0.171128402704326E+02
     0.210000000000000E+01  -.214607692678992E-01  0.918853677654678E-02  -.393780044053780E+02  0.168598915140965E+02
     0.211000000000000E+01  -.217220206317195E-01  0.926424487107149E-02  -.389512195896483E+02  0.166123420294723E+02
     0.212000000000000E+01  -.219852558393736E-01  0.934078208709659E-02  -.385299525807087E+02  0.163700569832814E+02
     0.213000000000000E+01  -.222504907655188E-01  0.941816834731648E-02  -.381141065980294E+02  0.161329058370294E+02
     0.214000000000000E+01  -.225177414968720E-01  0.949642421265747E-02  -.377035866126513E+02  0.159007621995371E+02
     0.215000000000000E+01  -.227870243316322E-01  0.957557090737782E-02  -.372982993181637E+02  0.156735036855993E+02
     0.216000000000000E+01  -.230583557784907E-01  0.965563034529012E-02  -.368981531016231E+02  0.154510117805335E+02
     0.217000000000000E+01  -.233317525551904E-01  0.973662515715892E-02  -.365030580144767E+02  0.152331717103660E+02
     0.218000000000000E+01  -.236072315865961E-01  0.981857871933086E-02  -.361129257435355E+02  0.150198723174122E+02
     0.219000000000000E+01  -.238848100022198E-01  0.990151518365539E-02  -.357276695820612E+02  0.148110059410364E+02
     0.220000000000000E+01  -.241645051331454E-01  0.998545950875839E-02  -.353472044010141E+02  0.146064683033792E+02
     0.221000000000000E+01  -.244463345082906E-01  0.100704374927327E-01  -.349714466205112E+02  0.144061583998559E+02
     0.222000000000000E+01  -.247303158499477E-01  0.101564758073134E-01  -.346003141815277E+02  0.142099783942255E+02
     0.223000000000000E+01  -.250164670685287E-01  0.102436020336074E-01  -.342337265178845E+02  0.140178335180558E+02
     0.223999999999999E+01  -.253048062564400E-01  0.103318446994516E-01  -.338716045285550E+02  0.138296319744084E+02
     0.224999999999999E+01  -.255953516809846E-01  0.104212333184754E-01  -.335138705503409E+02  0.136452848455978E+02
     0.225999999999999E+01  -.258881217762363E-01  0.105117984309478E-01  -.331604483309104E+02  0.134647060048350E+02
     0.226999999999999E+01  -.261831351337432E-01  0.106035716464906E-01  -.328112630022732E+02  0.132878120316493E+02
     0.227999999999999E+01  -.264804104919834E-01  0.106965856887454E-01  -.324662410546833E+02  0.131145221309171E+02
     0.228999999999999E+01  -.267799667244382E-01  0.107908744420824E-01  -.321253103110144E+02  0.129447580553841E+02
     0.229999999999999E+01  -.270818228261538E-01  0.108864730004429E-01  -.317883999016295E+02  0.127784440315504E+02
     0.230999999999999E+01  -.273859978986470E-01  0.109834177184126E-01  -.314554402397724E+02  0.126155066888052E+02
     0.231999999999999E+01  -.276925111330240E-01  0.110817462646219E-01  -.311263629974837E+02  0.124558749916792E+02
     0.232999999999999E+01  -.280013817910989E-01  0.111814976775753E-01  -.308011010821041E+02  0.122994801751457E+02
     0.233999999999999E+01  -.283126291843792E-01  0.112827124240139E-01  -.304795886133457E+02  0.121462556828302E+02
     0.234999999999999E+01  -.286262726506723E-01  0.113854324599166E-01  -.301617609009923E+02  0.119961371080680E+02
     0.235999999999999E+01  -.289423315281383E-01  0.114897012942471E-01  -.298475544232190E+02  0.118490621376912E+02
     0.236999999999999E+01  -.292608251265085E-01  0.115955640555578E-01  -.295369068055899E+02  0.117049704984901E+02
     0.237999999999999E+01  -.295817726952567E-01  0.117030675615596E-01  -.292297568007248E+02  0.115638039062374E+02
     0.238999999999999E+01  -.299051933883909E-01  0.118122603917685E-01  -.289260442687013E+02  0.114255060172378E+02
     0.239999999999999E+01  -.302311062256142E-01  0.119231929633401E-01  -.286257101581778E+02  0.112900223822909E+02
     0.240999999999999E+01  -.305595300494681E-01  0.120359176101991E-01  -.283286964883101E+02  0.111573004030398E+02
     0.241999999999999E+01  -.308904834781389E-01  0.121504886655710E-01  -.280349463314593E+02  0.110272892906113E+02
     0.242999999999999E+01  -.312239848534965E-01  0.122669625480172E-01  -.277444037967540E+02  0.108999400265125E+02
     0.243999999999999E+01  -.315600521839594E-01  0.123853978510701E-01  -.274570140145248E+02  0.107752053257104E+02
     0.244999999999999E+01  -.318987030817099E-01  0.125058554365570E-01  -.271727231216604E+02  0.106530396018489E+02
     0.245999999999999E+01  -.322399546937382E-01  0.126283985316910E-01  -.268914782479361E+02  0.105333989345585E+02
     0.246999999999999E+01  -.325838236261782E-01  0.127530928299953E-01  -.266132275033519E+02  0.104162410388004E+02
