#  \hbar \omega(Ry)     Re(1/eps)     -Im(1/eps)      Re(eps)      Im(eps) 
      3.24000000      0.112769E+01  0.176958E-01  0.886553E+00  0.139119E-01
      3.27600000      0.112434E+01  0.179413E-01  0.889188E+00  0.141890E-01
      3.31200000      0.112154E+01  0.181612E-01  0.891400E+00  0.144346E-01
      3.34800000      0.111913E+01  0.181134E-01  0.893316E+00  0.144585E-01
      3.38400000      0.111684E+01  0.178197E-01  0.895153E+00  0.142825E-01
      3.42000000      0.111466E+01  0.174418E-01  0.896914E+00  0.140346E-01
      3.45600000      0.111270E+01  0.169004E-01  0.898505E+00  0.136471E-01
      3.49200000      0.111078E+01  0.159464E-01  0.900080E+00  0.129216E-01
      3.52800000      0.110849E+01  0.147284E-01  0.901968E+00  0.119843E-01
      3.56400000      0.110578E+01  0.136946E-01  0.904197E+00  0.111981E-01
      3.60000000      0.110291E+01  0.130871E-01  0.906569E+00  0.107573E-01
