#       Energy(Ry)            Total                 X                  Y                   Z
      0.48000000E-02      0.84003351E-05      0.28028396E-05      0.28005191E-05      0.27969764E-05
      0.50000000E-02      0.87553607E-05      0.29212966E-05      0.29188782E-05      0.29151859E-05
      0.52000000E-02      0.91107917E-05      0.30398888E-05      0.30373724E-05      0.30335305E-05
      0.54000000E-02      0.94666286E-05      0.31586165E-05      0.31560019E-05      0.31520102E-05
      0.56000000E-02      0.98228721E-05      0.32774798E-05      0.32747670E-05      0.32706253E-05
      0.58000000E-02      0.10179522E-04      0.33964788E-05      0.33936677E-05      0.33893759E-05
      0.60000000E-02      0.10536580E-04      0.35156139E-05      0.35127043E-05      0.35082623E-05
      0.62000000E-02      0.10894046E-04      0.36348850E-05      0.36318769E-05      0.36272845E-05
      0.64000000E-02      0.11251921E-04      0.37542925E-05      0.37511858E-05      0.37464427E-05
      0.66000000E-02      0.11610205E-04      0.38738365E-05      0.38706310E-05      0.38657372E-05
      0.68000000E-02      0.11968898E-04      0.39935171E-05      0.39902128E-05      0.39851681E-05
      0.70000000E-02      0.12328002E-04      0.41133346E-05      0.41099313E-05      0.41047356E-05
      0.72000000E-02      0.12687516E-04      0.42332890E-05      0.42297868E-05      0.42244399E-05
      0.74000000E-02      0.13047441E-04      0.43533807E-05      0.43497793E-05      0.43442811E-05
      0.76000000E-02      0.13407778E-04      0.44736098E-05      0.44699092E-05      0.44642594E-05
      0.78000000E-02      0.13768528E-04      0.45939764E-05      0.45901765E-05      0.45843750E-05
      0.80000000E-02      0.14129690E-04      0.47144808E-05      0.47105814E-05      0.47046281E-05
      0.82000000E-02      0.14491266E-04      0.48351230E-05      0.48311241E-05      0.48250189E-05
      0.84000000E-02      0.14853256E-04      0.49559034E-05      0.49518048E-05      0.49455475E-05
      0.86000000E-02      0.15215660E-04      0.50768220E-05      0.50726237E-05      0.50662140E-05
      0.88000000E-02      0.15578479E-04      0.51978791E-05      0.51935809E-05      0.51870188E-05
      0.90000000E-02      0.15941713E-04      0.53190748E-05      0.53146766E-05      0.53079620E-05
      0.92000000E-02      0.16305364E-04      0.54404093E-05      0.54359111E-05      0.54290437E-05
      0.94000000E-02      0.16669431E-04      0.55618828E-05      0.55572844E-05      0.55502641E-05
      0.96000000E-02      0.17033916E-04      0.56834954E-05      0.56787968E-05      0.56716234E-05
      0.98000000E-02      0.17398818E-04      0.58052474E-05      0.58004485E-05      0.57931219E-05
      0.10000000E-01      0.17764138E-04      0.59271390E-05      0.59222396E-05      0.59147596E-05
      0.10200000E-01      0.18129877E-04      0.60491702E-05      0.60441703E-05      0.60365367E-05
      0.10400000E-01      0.18496036E-04      0.61713414E-05      0.61662407E-05      0.61584535E-05
      0.10600000E-01      0.18862614E-04      0.62936526E-05      0.62884512E-05      0.62805101E-05
      0.10800000E-01      0.19229613E-04      0.64161041E-05      0.64108018E-05      0.64027067E-05
      0.11000000E-01      0.19597032E-04      0.65386960E-05      0.65332928E-05      0.65250435E-05
      0.11200000E-01      0.19964873E-04      0.66614286E-05      0.66559242E-05      0.66475207E-05
      0.11400000E-01      0.20333137E-04      0.67843020E-05      0.67786964E-05      0.67701383E-05
      0.11600000E-01      0.20701823E-04      0.69073163E-05      0.69016095E-05      0.68928968E-05
      0.11800000E-01      0.21070932E-04      0.70304718E-05      0.70246636E-05      0.70157961E-05
      0.12000000E-01      0.21440464E-04      0.71537687E-05      0.71478590E-05      0.71388365E-05
      0.12200000E-01      0.21810421E-04      0.72772072E-05      0.72711958E-05      0.72620182E-05
      0.12400000E-01      0.22180803E-04      0.74007873E-05      0.73946743E-05      0.73853414E-05
      0.12600000E-01      0.22551610E-04      0.75245094E-05      0.75182945E-05      0.75088062E-05
      0.12800000E-01      0.22922843E-04      0.76483736E-05      0.76420568E-05      0.76324129E-05
      0.13000000E-01      0.23294503E-04      0.77723800E-05      0.77659612E-05      0.77561616E-05
      0.13200000E-01      0.23666589E-04      0.78965289E-05      0.78900080E-05      0.78800524E-05
      0.13400000E-01      0.24039104E-04      0.80208205E-05      0.80141974E-05      0.80040857E-05
      0.13600000E-01      0.24412046E-04      0.81452549E-05      0.81385294E-05      0.81282615E-05
      0.13800000E-01      0.24785417E-04      0.82698324E-05      0.82630044E-05      0.82525801E-05
      0.14000000E-01      0.25159217E-04      0.83945530E-05      0.83876226E-05      0.83770417E-05
      0.14200000E-01      0.25533447E-04      0.85194171E-05      0.85123840E-05      0.85016464E-05
      0.14400000E-01      0.25908108E-04      0.86444248E-05      0.86372889E-05      0.86263944E-05
      0.14600000E-01      0.26283200E-04      0.87695762E-05      0.87623374E-05      0.87512859E-05
      0.14800000E-01      0.26658723E-04      0.88948716E-05      0.88875299E-05      0.88763211E-05
      0.15000000E-01      0.27034678E-04      0.90203111E-05      0.90128663E-05      0.90015003E-05
      0.15200000E-01      0.27411066E-04      0.91458950E-05      0.91383470E-05      0.91268234E-05
      0.15400000E-01      0.27787887E-04      0.92716235E-05      0.92639722E-05      0.92522909E-05
      0.15600000E-01      0.28165141E-04      0.93974966E-05      0.93897419E-05      0.93779028E-05
      0.15800000E-01      0.28542830E-04      0.95235147E-05      0.95156565E-05      0.95036593E-05
      0.16000000E-01      0.28920955E-04      0.96496778E-05      0.96417160E-05      0.96295607E-05
      0.16200000E-01      0.29299514E-04      0.97759863E-05      0.97679208E-05      0.97556071E-05
      0.16400000E-01      0.29678510E-04      0.99024402E-05      0.98942709E-05      0.98817987E-05
      0.16600000E-01      0.30057942E-04      0.10029040E-04      0.10020767E-04      0.10008136E-04
      0.16800000E-01      0.30437812E-04      0.10155785E-04      0.10147408E-04      0.10134618E-04
      0.17000000E-01      0.30818119E-04      0.10282677E-04      0.10274195E-04      0.10261247E-04
      0.17200000E-01      0.31198864E-04      0.10409715E-04      0.10401129E-04      0.10388021E-04
      0.17400000E-01      0.31580049E-04      0.10536899E-04      0.10528209E-04      0.10514942E-04
      0.17600000E-01      0.31961673E-04      0.10664230E-04      0.10655435E-04      0.10642008E-04
      0.17800000E-01      0.32343737E-04      0.10791707E-04      0.10782808E-04      0.10769222E-04
      0.18000000E-01      0.32726242E-04      0.10919332E-04      0.10910328E-04      0.10896582E-04
      0.18200000E-01      0.33109188E-04      0.11047104E-04      0.11037995E-04      0.11024089E-04
      0.18400000E-01      0.33492576E-04      0.11175023E-04      0.11165810E-04      0.11151743E-04
      0.18600000E-01      0.33876406E-04      0.11303090E-04      0.11293771E-04      0.11279545E-04
      0.18800000E-01      0.34260679E-04      0.11431305E-04      0.11421881E-04      0.11407494E-04
      0.19000000E-01      0.34645396E-04      0.11559667E-04      0.11550138E-04      0.11535591E-04
      0.19200000E-01      0.35030557E-04      0.11688178E-04      0.11678544E-04      0.11663835E-04
      0.19400000E-01      0.35416163E-04      0.11816837E-04      0.11807098E-04      0.11792228E-04
      0.19600000E-01      0.35802214E-04      0.11945645E-04      0.11935800E-04      0.11920769E-04
      0.19800000E-01      0.36188711E-04      0.12074601E-04      0.12064651E-04      0.12049459E-04
      0.20000000E-01      0.36575654E-04      0.12203707E-04      0.12193650E-04      0.12178297E-04
      0.20200000E-01      0.36963045E-04      0.12332962E-04      0.12322799E-04      0.12307284E-04
      0.20400000E-01      0.37350883E-04      0.12462366E-04      0.12452097E-04      0.12436420E-04
      0.20600000E-01      0.37739170E-04      0.12591919E-04      0.12581545E-04      0.12565706E-04
      0.20800000E-01      0.38127905E-04      0.12721622E-04      0.12711142E-04      0.12695141E-04
      0.21000000E-01      0.38517090E-04      0.12851476E-04      0.12840889E-04      0.12824725E-04
      0.21200000E-01      0.38906725E-04      0.12981479E-04      0.12970786E-04      0.12954460E-04
      0.21400000E-01      0.39296810E-04      0.13111633E-04      0.13100833E-04      0.13084344E-04
      0.21600000E-01      0.39687347E-04      0.13241937E-04      0.13231030E-04      0.13214379E-04
      0.21800000E-01      0.40078335E-04      0.13372392E-04      0.13361379E-04      0.13344564E-04
      0.22000000E-01      0.40469776E-04      0.13502998E-04      0.13491878E-04      0.13474900E-04
      0.22200000E-01      0.40861670E-04      0.13633755E-04      0.13622528E-04      0.13605387E-04
      0.22400000E-01      0.41254017E-04      0.13764663E-04      0.13753329E-04      0.13736025E-04
      0.22600000E-01      0.41646819E-04      0.13895723E-04      0.13884282E-04      0.13866814E-04
      0.22800000E-01      0.42040076E-04      0.14026935E-04      0.14015386E-04      0.13997755E-04
      0.23000000E-01      0.42433788E-04      0.14158299E-04      0.14146642E-04      0.14128847E-04
      0.23200000E-01      0.42827956E-04      0.14289814E-04      0.14278051E-04      0.14260091E-04
      0.23400000E-01      0.43222580E-04      0.14421482E-04      0.14409611E-04      0.14391487E-04
      0.23600000E-01      0.43617662E-04      0.14553303E-04      0.14541324E-04      0.14523035E-04
      0.23800000E-01      0.44013202E-04      0.14685276E-04      0.14673189E-04      0.14654736E-04
      0.24000000E-01      0.44409200E-04      0.14817403E-04      0.14805208E-04      0.14786590E-04
      0.24200000E-01      0.44805657E-04      0.14949682E-04      0.14937379E-04      0.14918596E-04
      0.24400000E-01      0.45202574E-04      0.15082115E-04      0.15069704E-04      0.15050755E-04
      0.24600000E-01      0.45599951E-04      0.15214701E-04      0.15202182E-04      0.15183068E-04
      0.24800000E-01      0.45997789E-04      0.15347441E-04      0.15334813E-04      0.15315534E-04
      0.25000000E-01      0.46396088E-04      0.15480335E-04      0.15467599E-04      0.15448154E-04
      0.25200000E-01      0.46794850E-04      0.15613384E-04      0.15600538E-04      0.15580928E-04
      0.25400000E-01      0.47194074E-04      0.15746586E-04      0.15733632E-04      0.15713855E-04
      0.25600000E-01      0.47593761E-04      0.15879943E-04      0.15866881E-04      0.15846937E-04
      0.25800000E-01      0.47993913E-04      0.16013455E-04      0.16000283E-04      0.15980174E-04
      0.26000000E-01      0.48394529E-04      0.16147122E-04      0.16133841E-04      0.16113565E-04
      0.26200000E-01      0.48795610E-04      0.16280944E-04      0.16267554E-04      0.16247111E-04
      0.26400000E-01      0.49197157E-04      0.16414922E-04      0.16401422E-04      0.16380813E-04
      0.26600000E-01      0.49599170E-04      0.16549055E-04      0.16535446E-04      0.16514669E-04
      0.26800000E-01      0.50001650E-04      0.16683344E-04      0.16669625E-04      0.16648681E-04
      0.27000000E-01      0.50404598E-04      0.16817789E-04      0.16803961E-04      0.16782849E-04
      0.27200000E-01      0.50808014E-04      0.16952390E-04      0.16938452E-04      0.16917173E-04
      0.27400000E-01      0.51211900E-04      0.17087147E-04      0.17073100E-04      0.17051653E-04
      0.27600000E-01      0.51616254E-04      0.17222061E-04      0.17207904E-04      0.17186289E-04
      0.27800000E-01      0.52021079E-04      0.17357132E-04      0.17342865E-04      0.17321082E-04
      0.28000000E-01      0.52426374E-04      0.17492361E-04      0.17477983E-04      0.17456031E-04
      0.28200000E-01      0.52832141E-04      0.17627746E-04      0.17613258E-04      0.17591138E-04
      0.28400000E-01      0.53238380E-04      0.17763289E-04      0.17748690E-04      0.17726402E-04
      0.28600000E-01      0.53645092E-04      0.17898989E-04      0.17884280E-04      0.17861823E-04
      0.28800000E-01      0.54052276E-04      0.18034848E-04      0.18020028E-04      0.17997401E-04
      0.29000000E-01      0.54459935E-04      0.18170864E-04      0.18155933E-04      0.18133138E-04
      0.29200000E-01      0.54868068E-04      0.18307039E-04      0.18291997E-04      0.18269032E-04
      0.29400000E-01      0.55276677E-04      0.18443372E-04      0.18428219E-04      0.18405085E-04
      0.29600000E-01      0.55685761E-04      0.18579864E-04      0.18564600E-04      0.18541296E-04
      0.29800000E-01      0.56095322E-04      0.18716515E-04      0.18701140E-04      0.18677666E-04
      0.30000000E-01      0.56505359E-04      0.18853325E-04      0.18837839E-04      0.18814195E-04
      0.30200000E-01      0.56915875E-04      0.18990295E-04      0.18974697E-04      0.18950883E-04
      0.30400000E-01      0.57326868E-04      0.19127424E-04      0.19111714E-04      0.19087730E-04
      0.30600000E-01      0.57738341E-04      0.19264713E-04      0.19248892E-04      0.19224736E-04
      0.30800000E-01      0.58150293E-04      0.19402162E-04      0.19386229E-04      0.19361903E-04
      0.31000000E-01      0.58562726E-04      0.19539771E-04      0.19523726E-04      0.19499229E-04
      0.31200000E-01      0.58975639E-04      0.19677541E-04      0.19661383E-04      0.19636715E-04
      0.31400000E-01      0.59389034E-04      0.19815471E-04      0.19799201E-04      0.19774362E-04
      0.31600000E-01      0.59802912E-04      0.19953562E-04      0.19937180E-04      0.19912169E-04
      0.31800000E-01      0.60217272E-04      0.20091814E-04      0.20075320E-04      0.20050138E-04
      0.32000000E-01      0.60632115E-04      0.20230228E-04      0.20213621E-04      0.20188267E-04
      0.32200000E-01      0.61047443E-04      0.20368803E-04      0.20352083E-04      0.20326557E-04
      0.32400000E-01      0.61463255E-04      0.20507539E-04      0.20490707E-04      0.20465009E-04
      0.32600000E-01      0.61879553E-04      0.20646438E-04      0.20629493E-04      0.20603622E-04
      0.32800000E-01      0.62296337E-04      0.20785499E-04      0.20768441E-04      0.20742397E-04
      0.33000000E-01      0.62713607E-04      0.20924722E-04      0.20907551E-04      0.20881335E-04
      0.33200000E-01      0.63131365E-04      0.21064108E-04      0.21046823E-04      0.21020434E-04
      0.33400000E-01      0.63549611E-04      0.21203656E-04      0.21186258E-04      0.21159696E-04
      0.33600000E-01      0.63968346E-04      0.21343368E-04      0.21325857E-04      0.21299121E-04
      0.33800000E-01      0.64387570E-04      0.21483243E-04      0.21465618E-04      0.21438709E-04
      0.34000000E-01      0.64807284E-04      0.21623281E-04      0.21605543E-04      0.21578460E-04
      0.34200000E-01      0.65227489E-04      0.21763483E-04      0.21745631E-04      0.21718374E-04
      0.34400000E-01      0.65648185E-04      0.21903849E-04      0.21885883E-04      0.21858452E-04
      0.34600000E-01      0.66069372E-04      0.22044379E-04      0.22026299E-04      0.21998694E-04
      0.34800000E-01      0.66491053E-04      0.22185074E-04      0.22166879E-04      0.22139100E-04
      0.35000000E-01      0.66913227E-04      0.22325933E-04      0.22307624E-04      0.22279670E-04
      0.35200000E-01      0.67335895E-04      0.22466957E-04      0.22448533E-04      0.22420405E-04
      0.35400000E-01      0.67759057E-04      0.22608145E-04      0.22589607E-04      0.22561304E-04
      0.35600000E-01      0.68182715E-04      0.22749500E-04      0.22730847E-04      0.22702369E-04
      0.35800000E-01      0.68606868E-04      0.22891019E-04      0.22872251E-04      0.22843598E-04
      0.36000000E-01      0.69031518E-04      0.23032704E-04      0.23013821E-04      0.22984993E-04
      0.36200000E-01      0.69456666E-04      0.23174555E-04      0.23155557E-04      0.23126553E-04
      0.36400000E-01      0.69882311E-04      0.23316572E-04      0.23297460E-04      0.23268279E-04
      0.36600000E-01      0.70308455E-04      0.23458756E-04      0.23439528E-04      0.23410172E-04
      0.36800000E-01      0.70735099E-04      0.23601106E-04      0.23581762E-04      0.23552230E-04
      0.37000000E-01      0.71162242E-04      0.23743623E-04      0.23724164E-04      0.23694455E-04
      0.37200000E-01      0.71589886E-04      0.23886307E-04      0.23866732E-04      0.23836847E-04
      0.37400000E-01      0.72018031E-04      0.24029158E-04      0.24009468E-04      0.23979405E-04
      0.37600000E-01      0.72446678E-04      0.24172177E-04      0.24152370E-04      0.24122131E-04
      0.37800000E-01      0.72875828E-04      0.24315363E-04      0.24295441E-04      0.24265024E-04
      0.38000000E-01      0.73305481E-04      0.24458717E-04      0.24438679E-04      0.24408085E-04
      0.38200000E-01      0.73735638E-04      0.24602240E-04      0.24582085E-04      0.24551314E-04
      0.38400000E-01      0.74166300E-04      0.24745930E-04      0.24725659E-04      0.24694711E-04
      0.38600000E-01      0.74597467E-04      0.24889790E-04      0.24869402E-04      0.24838276E-04
      0.38800000E-01      0.75029141E-04      0.25033818E-04      0.25013314E-04      0.24982009E-04
      0.39000000E-01      0.75461321E-04      0.25178015E-04      0.25157394E-04      0.25125912E-04
      0.39200000E-01      0.75894008E-04      0.25322382E-04      0.25301644E-04      0.25269983E-04
      0.39400000E-01      0.76327204E-04      0.25466918E-04      0.25446063E-04      0.25414223E-04
      0.39600000E-01      0.76760908E-04      0.25611623E-04      0.25590652E-04      0.25558633E-04
      0.39800000E-01      0.77195122E-04      0.25756499E-04      0.25735410E-04      0.25703213E-04
      0.40000000E-01      0.77629846E-04      0.25901545E-04      0.25880339E-04      0.25847962E-04
      0.40200000E-01      0.78065081E-04      0.26046762E-04      0.26025438E-04      0.25992882E-04
      0.40400000E-01      0.78500827E-04      0.26192149E-04      0.26170707E-04      0.26137972E-04
      0.40600000E-01      0.78937086E-04      0.26337707E-04      0.26316147E-04      0.26283232E-04
      0.40800000E-01      0.79373857E-04      0.26483436E-04      0.26461758E-04      0.26428663E-04
      0.41000000E-01      0.79811143E-04      0.26629336E-04      0.26607541E-04      0.26574266E-04
      0.41200000E-01      0.80248942E-04      0.26775408E-04      0.26753495E-04      0.26720039E-04
      0.41400000E-01      0.80687257E-04      0.26921652E-04      0.26899620E-04      0.26865984E-04
      0.41600000E-01      0.81126087E-04      0.27068068E-04      0.27045918E-04      0.27012101E-04
      0.41800000E-01      0.81565434E-04      0.27214656E-04      0.27192388E-04      0.27158390E-04
      0.42000000E-01      0.82005297E-04      0.27361417E-04      0.27339030E-04      0.27304851E-04
      0.42200000E-01      0.82445679E-04      0.27508350E-04      0.27485844E-04      0.27451485E-04
      0.42400000E-01      0.82886579E-04      0.27655456E-04      0.27632832E-04      0.27598291E-04
      0.42600000E-01      0.83327999E-04      0.27802736E-04      0.27779993E-04      0.27745270E-04
      0.42800000E-01      0.83769938E-04      0.27950189E-04      0.27927327E-04      0.27892422E-04
      0.43000000E-01      0.84212398E-04      0.28097816E-04      0.28074834E-04      0.28039748E-04
      0.43200000E-01      0.84655379E-04      0.28245616E-04      0.28222516E-04      0.28187247E-04
      0.43400000E-01      0.85098882E-04      0.28393591E-04      0.28370371E-04      0.28334920E-04
      0.43600000E-01      0.85542908E-04      0.28541741E-04      0.28518401E-04      0.28482767E-04
      0.43800000E-01      0.85987458E-04      0.28690064E-04      0.28666605E-04      0.28630788E-04
      0.44000000E-01      0.86432531E-04      0.28838563E-04      0.28814984E-04      0.28778984E-04
      0.44200000E-01      0.86878130E-04      0.28987237E-04      0.28963538E-04      0.28927355E-04
      0.44400000E-01      0.87324254E-04      0.29136086E-04      0.29112267E-04      0.29075901E-04
      0.44600000E-01      0.87770904E-04      0.29285111E-04      0.29261171E-04      0.29224622E-04
      0.44800000E-01      0.88218082E-04      0.29434312E-04      0.29410252E-04      0.29373518E-04
      0.45000000E-01      0.88665787E-04      0.29583688E-04      0.29559508E-04      0.29522591E-04
      0.45200000E-01      0.89114021E-04      0.29733241E-04      0.29708940E-04      0.29671839E-04
      0.45400000E-01      0.89562784E-04      0.29882971E-04      0.29858549E-04      0.29821264E-04
      0.45600000E-01      0.90012077E-04      0.30032877E-04      0.30008335E-04      0.29970865E-04
      0.45800000E-01      0.90461900E-04      0.30182961E-04      0.30158297E-04      0.30120642E-04
      0.46000000E-01      0.90912255E-04      0.30333221E-04      0.30308437E-04      0.30270597E-04
      0.46200000E-01      0.91363142E-04      0.30483659E-04      0.30458753E-04      0.30420729E-04
      0.46400000E-01      0.91814561E-04      0.30634275E-04      0.30609248E-04      0.30571038E-04
      0.46600000E-01      0.92266514E-04      0.30785069E-04      0.30759920E-04      0.30721525E-04
      0.46800000E-01      0.92719002E-04      0.30936041E-04      0.30910771E-04      0.30872190E-04
      0.47000000E-01      0.93172024E-04      0.31087192E-04      0.31061800E-04      0.31023033E-04
      0.47200000E-01      0.93625582E-04      0.31238521E-04      0.31213007E-04      0.31174054E-04
      0.47400000E-01      0.94079677E-04      0.31390029E-04      0.31364393E-04      0.31325254E-04
      0.47600000E-01      0.94534308E-04      0.31541717E-04      0.31515959E-04      0.31476633E-04
      0.47800000E-01      0.94989478E-04      0.31693584E-04      0.31667703E-04      0.31628191E-04
      0.48000000E-01      0.95445186E-04      0.31845630E-04      0.31819628E-04      0.31779928E-04
      0.48200000E-01      0.95901434E-04      0.31997857E-04      0.31971732E-04      0.31931845E-04
      0.48400000E-01      0.96358222E-04      0.32150264E-04      0.32124016E-04      0.32083942E-04
      0.48600000E-01      0.96815550E-04      0.32302851E-04      0.32276480E-04      0.32236219E-04
      0.48800000E-01      0.97273420E-04      0.32455619E-04      0.32429125E-04      0.32388676E-04
      0.49000000E-01      0.97731833E-04      0.32608568E-04      0.32581951E-04      0.32541314E-04
      0.49200000E-01      0.98190788E-04      0.32761697E-04      0.32734958E-04      0.32694133E-04
      0.49400000E-01      0.98650288E-04      0.32915009E-04      0.32888146E-04      0.32847133E-04
      0.49600000E-01      0.99110332E-04      0.33068502E-04      0.33041516E-04      0.33000314E-04
      0.49800000E-01      0.99570921E-04      0.33222177E-04      0.33195067E-04      0.33153677E-04
      0.50000000E-01      0.10003206E-03      0.33376034E-04      0.33348800E-04      0.33307222E-04
      0.50200000E-01      0.10049374E-03      0.33530074E-04      0.33502716E-04      0.33460949E-04
      0.50400000E-01      0.10095597E-03      0.33684296E-04      0.33656815E-04      0.33614858E-04
      0.50600000E-01      0.10141875E-03      0.33838701E-04      0.33811096E-04      0.33768949E-04
      0.50800000E-01      0.10188207E-03      0.33993290E-04      0.33965560E-04      0.33923224E-04
      0.51000000E-01      0.10234595E-03      0.34148061E-04      0.34120207E-04      0.34077681E-04
      0.51200000E-01      0.10281038E-03      0.34303017E-04      0.34275038E-04      0.34232322E-04
      0.51400000E-01      0.10327536E-03      0.34458156E-04      0.34430053E-04      0.34387147E-04
      0.51600000E-01      0.10374089E-03      0.34613480E-04      0.34585252E-04      0.34542155E-04
      0.51800000E-01      0.10420697E-03      0.34768988E-04      0.34740635E-04      0.34697348E-04
      0.52000000E-01      0.10467361E-03      0.34924680E-04      0.34896203E-04      0.34852725E-04
      0.52200000E-01      0.10514080E-03      0.35080558E-04      0.35051955E-04      0.35008286E-04
      0.52400000E-01      0.10560855E-03      0.35236621E-04      0.35207893E-04      0.35164032E-04
      0.52600000E-01      0.10607685E-03      0.35392869E-04      0.35364016E-04      0.35319964E-04
      0.52800000E-01      0.10654571E-03      0.35549303E-04      0.35520324E-04      0.35476081E-04
      0.53000000E-01      0.10701512E-03      0.35705923E-04      0.35676818E-04      0.35632383E-04
      0.53200000E-01      0.10748510E-03      0.35862729E-04      0.35833499E-04      0.35788871E-04
      0.53400000E-01      0.10795563E-03      0.36019722E-04      0.35990365E-04      0.35945546E-04
      0.53600000E-01      0.10842673E-03      0.36176901E-04      0.36147419E-04      0.36102407E-04
      0.53800000E-01      0.10889838E-03      0.36334267E-04      0.36304659E-04      0.36259454E-04
      0.54000000E-01      0.10937059E-03      0.36491821E-04      0.36462086E-04      0.36416688E-04
      0.54200000E-01      0.10984337E-03      0.36649562E-04      0.36619700E-04      0.36574110E-04
      0.54400000E-01      0.11031671E-03      0.36807490E-04      0.36777503E-04      0.36731719E-04
      0.54600000E-01      0.11079062E-03      0.36965607E-04      0.36935493E-04      0.36889515E-04
      0.54800000E-01      0.11126508E-03      0.37123912E-04      0.37093671E-04      0.37047500E-04
      0.55000000E-01      0.11174012E-03      0.37282406E-04      0.37252038E-04      0.37205673E-04
      0.55200000E-01      0.11221572E-03      0.37441088E-04      0.37410593E-04      0.37364034E-04
      0.55400000E-01      0.11269188E-03      0.37599960E-04      0.37569337E-04      0.37522584E-04
      0.55600000E-01      0.11316861E-03      0.37759021E-04      0.37728270E-04      0.37681323E-04
      0.55800000E-01      0.11364591E-03      0.37918271E-04      0.37887393E-04      0.37840251E-04
      0.56000000E-01      0.11412379E-03      0.38077711E-04      0.38046706E-04      0.37999368E-04
      0.56200000E-01      0.11460223E-03      0.38237341E-04      0.38206208E-04      0.38158676E-04
      0.56400000E-01      0.11508124E-03      0.38397162E-04      0.38365901E-04      0.38318173E-04
      0.56600000E-01      0.11556082E-03      0.38557173E-04      0.38525784E-04      0.38477861E-04
      0.56800000E-01      0.11604097E-03      0.38717376E-04      0.38685858E-04      0.38637739E-04
      0.57000000E-01      0.11652170E-03      0.38877769E-04      0.38846123E-04      0.38797808E-04
      0.57200000E-01      0.11700300E-03      0.39038354E-04      0.39006579E-04      0.38958068E-04
      0.57400000E-01      0.11748488E-03      0.39199130E-04      0.39167227E-04      0.39118520E-04
      0.57600000E-01      0.11796733E-03      0.39360098E-04      0.39328067E-04      0.39279163E-04
      0.57800000E-01      0.11845035E-03      0.39521259E-04      0.39489098E-04      0.39439998E-04
      0.58000000E-01      0.11893396E-03      0.39682612E-04      0.39650322E-04      0.39601025E-04
      0.58200000E-01      0.11941814E-03      0.39844158E-04      0.39811739E-04      0.39762244E-04
      0.58400000E-01      0.11990290E-03      0.40005897E-04      0.39973349E-04      0.39923656E-04
      0.58600000E-01      0.12038824E-03      0.40167829E-04      0.40135151E-04      0.40085261E-04
      0.58800000E-01      0.12087416E-03      0.40329954E-04      0.40297147E-04      0.40247059E-04
      0.59000000E-01      0.12136066E-03      0.40492274E-04      0.40459337E-04      0.40409051E-04
      0.59200000E-01      0.12184774E-03      0.40654787E-04      0.40621721E-04      0.40571237E-04
      0.59400000E-01      0.12233541E-03      0.40817495E-04      0.40784299E-04      0.40733616E-04
      0.59600000E-01      0.12282366E-03      0.40980398E-04      0.40947071E-04      0.40896190E-04
      0.59800000E-01      0.12331249E-03      0.41143495E-04      0.41110038E-04      0.41058958E-04
      0.60000000E-01      0.12380191E-03      0.41306788E-04      0.41273200E-04      0.41221921E-04
      0.60200000E-01      0.12429191E-03      0.41470276E-04      0.41436558E-04      0.41385079E-04
      0.60400000E-01      0.12478250E-03      0.41633959E-04      0.41600111E-04      0.41548433E-04
