                   u          alpha(angstrong)       alpha(a.u.)  
                  27.7500     9.446253E-03           6.374655E-02
                  28.0000     9.297248E-03           6.274101E-02
                  28.2500     9.151895E-03           6.176012E-02
                  28.5000     9.010069E-03           6.080303E-02
                  28.7500     8.871657E-03           5.986898E-02
                  29.0000     8.736545E-03           5.895720E-02
                  29.2500     8.604629E-03           5.806698E-02
                  29.5000     8.475803E-03           5.719762E-02
                  29.7500     8.349972E-03           5.634847E-02
                  30.0000     8.227039E-03           5.551888E-02
                  30.2500     8.106915E-03           5.470824E-02
                  30.5000     7.989511E-03           5.391596E-02
                  30.7500     7.874745E-03           5.314148E-02
                  31.0000     7.762537E-03           5.238425E-02
                  31.2500     7.652806E-03           5.164376E-02
                  31.5000     7.545481E-03           5.091949E-02
                  31.7500     7.440490E-03           5.021097E-02
                  32.0000     7.337762E-03           4.951773E-02
                  32.2500     7.237233E-03           4.883932E-02
                  32.5000     7.138836E-03           4.817531E-02
                  32.7500     7.042513E-03           4.752529E-02
                  33.0000     6.948202E-03           4.688884E-02
                  33.2500     6.855847E-03           4.626560E-02
                  33.5000     6.765391E-03           4.565518E-02
                  33.7500     6.676783E-03           4.505722E-02
                  34.0000     6.589971E-03           4.447138E-02
                  34.2500     6.504905E-03           4.389733E-02
                  34.5000     6.421537E-03           4.333473E-02
                  34.7500     6.339821E-03           4.278329E-02
                  35.0000     6.259714E-03           4.224269E-02
                  35.2500     6.181170E-03           4.171265E-02
                  35.5000     6.104150E-03           4.119289E-02
                  35.7500     6.028611E-03           4.068313E-02
                  36.0000     5.954517E-03           4.018312E-02
                  36.2500     5.881829E-03           3.969260E-02
                  36.5000     5.810511E-03           3.921131E-02
                  36.7500     5.740527E-03           3.873904E-02
                  37.0000     5.671844E-03           3.827554E-02
                  37.2500     5.604428E-03           3.782060E-02
                  37.5000     5.538249E-03           3.737400E-02
                  37.7500     5.473274E-03           3.693553E-02
                  38.0000     5.409474E-03           3.650498E-02
                  38.2500     5.346820E-03           3.608217E-02
                  38.5000     5.285284E-03           3.566691E-02
                  38.7500     5.224839E-03           3.525900E-02
                  39.0000     5.165459E-03           3.485828E-02
                  39.2500     5.107116E-03           3.446457E-02
                  39.5000     5.049789E-03           3.407771E-02
                  39.7500     4.993451E-03           3.369752E-02
                  40.0000     4.938081E-03           3.332386E-02
                  40.2500     4.883654E-03           3.295657E-02
                  40.5000     4.830150E-03           3.259551E-02
                  40.7500     4.777547E-03           3.224052E-02
                  41.0000     4.725824E-03           3.189148E-02
                  41.2500     4.674961E-03           3.154824E-02
                  41.5000     4.624939E-03           3.121067E-02
                  41.7500     4.575739E-03           3.087866E-02
                  42.0000     4.527342E-03           3.055206E-02
                  42.2500     4.479731E-03           3.023076E-02
                  42.5000     4.432888E-03           2.991465E-02
                  42.7500     4.386796E-03           2.960360E-02
                  43.0000     4.341439E-03           2.929752E-02
                  43.2500     4.296801E-03           2.899629E-02
                  43.5000     4.252867E-03           2.869980E-02
                  43.7500     4.209621E-03           2.840796E-02
                  44.0000     4.167048E-03           2.812067E-02
                  44.2500     4.125135E-03           2.783782E-02
                  44.5000     4.083867E-03           2.755933E-02
                  44.7500     4.043231E-03           2.728511E-02
                  45.0000     4.003214E-03           2.701506E-02
                  45.2500     3.963802E-03           2.674910E-02
                  45.5000     3.924984E-03           2.648714E-02
                  45.7500     3.886748E-03           2.622911E-02
                  46.0000     3.849081E-03           2.597492E-02
                  46.2500     3.811972E-03           2.572449E-02
                  46.5000     3.775409E-03           2.547775E-02
                  46.7500     3.739382E-03           2.523463E-02
                  47.0000     3.703880E-03           2.499505E-02
                  47.2500     3.668893E-03           2.475895E-02
                  47.5000     3.634411E-03           2.452625E-02
                  47.7500     3.600422E-03           2.429688E-02
                  48.0000     3.566919E-03           2.407079E-02
                  48.2500     3.533891E-03           2.384791E-02
                  48.5000     3.501329E-03           2.362817E-02
                  48.7500     3.469227E-03           2.341153E-02
                  49.0000     3.437571E-03           2.319791E-02
                  49.2500     3.406356E-03           2.298726E-02
                  49.5000     3.375573E-03           2.277953E-02
                  49.7500     3.345214E-03           2.257465E-02
                  50.0000     3.315271E-03           2.237258E-02
