                   u          alpha(angstrong)       alpha(a.u.)  
                   6.0000     1.356285E-01           9.152674E-01
                   6.2500     1.269828E-01           8.569236E-01
                   6.5000     1.191331E-01           8.039506E-01
                   6.7500     1.119858E-01           7.557187E-01
                   7.0000     1.054609E-01           7.116866E-01
                   7.2500     9.948917E-02           6.713870E-01
                   7.5000     9.401049E-02           6.344150E-01
                   7.7500     8.897273E-02           6.004185E-01
                   8.0000     8.433036E-02           5.690902E-01
                   8.2500     8.004350E-02           5.401610E-01
                   8.5000     7.607713E-02           5.133945E-01
                   8.7500     7.240037E-02           4.885825E-01
                   9.0000     6.898595E-02           4.655408E-01
                   9.2500     6.580969E-02           4.441063E-01
                   9.5000     6.285013E-02           4.241342E-01
                   9.7500     6.008812E-02           4.054952E-01
                  10.0000     5.750658E-02           3.880741E-01
                  10.2500     5.509022E-02           3.717677E-01
                  10.5000     5.282532E-02           3.564833E-01
                  10.7500     5.069953E-02           3.421378E-01
                  11.0000     4.870174E-02           3.286560E-01
                  11.2500     4.682191E-02           3.159703E-01
                  11.5000     4.505097E-02           3.040194E-01
                  11.7500     4.338068E-02           2.927477E-01
                  12.0000     4.180358E-02           2.821049E-01
                  12.2500     4.031288E-02           2.720451E-01
                  12.5000     3.890237E-02           2.625265E-01
                  12.7500     3.756641E-02           2.535110E-01
                  13.0000     3.629984E-02           2.449637E-01
                  13.2500     3.509793E-02           2.368528E-01
                  13.5000     3.395635E-02           2.291490E-01
                  13.7500     3.287111E-02           2.218255E-01
                  14.0000     3.183857E-02           2.148576E-01
                  14.2500     3.085536E-02           2.082225E-01
                  14.5000     2.991836E-02           2.018994E-01
                  14.7500     2.902473E-02           1.958688E-01
                  15.0000     2.817181E-02           1.901130E-01
                  15.2500     2.735716E-02           1.846155E-01
                  15.5000     2.657850E-02           1.793608E-01
                  15.7500     2.583374E-02           1.743349E-01
                  16.0000     2.512092E-02           1.695246E-01
                  16.2500     2.443823E-02           1.649176E-01
                  16.5000     2.378399E-02           1.605025E-01
                  16.7500     2.315661E-02           1.562688E-01
                  17.0000     2.255465E-02           1.522065E-01
                  17.2500     2.197673E-02           1.483065E-01
                  17.5000     2.142157E-02           1.445601E-01
                  17.7500     2.088799E-02           1.409593E-01
                  18.0000     2.037487E-02           1.374966E-01
                  18.2500     1.988116E-02           1.341649E-01
                  18.5000     1.940589E-02           1.309576E-01
                  18.7500     1.894814E-02           1.278685E-01
                  19.0000     1.850705E-02           1.248919E-01
                  19.2500     1.808181E-02           1.220222E-01
                  19.5000     1.767165E-02           1.192544E-01
                  19.7500     1.727588E-02           1.165835E-01
                  20.0000     1.689380E-02           1.140051E-01
                  20.2500     1.652479E-02           1.115149E-01
                  20.5000     1.616825E-02           1.091089E-01
                  20.7500     1.582361E-02           1.067831E-01
                  21.0000     1.549034E-02           1.045341E-01
                  21.2500     1.516795E-02           1.023585E-01
                  21.5000     1.485595E-02           1.002530E-01
                  21.7500     1.455389E-02           9.821463E-02
                  22.0000     1.426135E-02           9.624048E-02
                  22.2500     1.397793E-02           9.432786E-02
                  22.5000     1.370324E-02           9.247417E-02
                  22.7500     1.343693E-02           9.067698E-02
                  23.0000     1.317864E-02           8.893398E-02
                  23.2500     1.292806E-02           8.724297E-02
                  23.5000     1.268487E-02           8.560185E-02
                  23.7500     1.244878E-02           8.400865E-02
                  24.0000     1.221952E-02           8.246148E-02
                  24.2500     1.199680E-02           8.095855E-02
                  24.5000     1.178040E-02           7.949815E-02
                  24.7500     1.157005E-02           7.807866E-02
                  25.0000     1.136554E-02           7.669853E-02
                  25.2500     1.116664E-02           7.535629E-02
                  25.5000     1.097314E-02           7.405053E-02
                  25.7500     1.078486E-02           7.277992E-02
                  26.0000     1.060159E-02           7.154317E-02
                  26.2500     1.042316E-02           7.033907E-02
                  26.5000     1.024940E-02           6.916645E-02
                  26.7500     1.008013E-02           6.802419E-02
                  27.0000     9.915210E-03           6.691123E-02
                  27.2500     9.754478E-03           6.582656E-02
                  27.5000     9.597794E-03           6.476920E-02
                  27.7500     9.445018E-03           6.373822E-02
                  28.0000     9.296019E-03           6.273272E-02
                  28.2500     9.150670E-03           6.175185E-02
                  28.5000     9.008850E-03           6.079480E-02
                  28.7500     8.870442E-03           5.986078E-02
                  29.0000     8.735336E-03           5.894904E-02
                  29.2500     8.603425E-03           5.805886E-02
                  29.5000     8.474606E-03           5.718954E-02
                  29.7500     8.348780E-03           5.634042E-02
                  30.0000     8.225853E-03           5.551087E-02
                  30.2500     8.105734E-03           5.470027E-02
                  30.5000     7.988337E-03           5.390803E-02
                  30.7500     7.873577E-03           5.313360E-02
                  31.0000     7.761374E-03           5.237641E-02
                  31.2500     7.651651E-03           5.163596E-02
                  31.5000     7.544332E-03           5.091173E-02
                  31.7500     7.439347E-03           5.020326E-02
                  32.0000     7.336626E-03           4.951006E-02
                  32.2500     7.236103E-03           4.883170E-02
                  32.5000     7.137713E-03           4.816773E-02
                  32.7500     7.041396E-03           4.751775E-02
                  33.0000     6.947092E-03           4.688135E-02
                  33.2500     6.854743E-03           4.625815E-02
                  33.5000     6.764294E-03           4.564777E-02
                  33.7500     6.675694E-03           4.504987E-02
                  34.0000     6.588888E-03           4.446407E-02
                  34.2500     6.503829E-03           4.389007E-02
                  34.5000     6.420468E-03           4.332752E-02
                  34.7500     6.338760E-03           4.277612E-02
                  35.0000     6.258659E-03           4.223557E-02
                  35.2500     6.180122E-03           4.170558E-02
                  35.5000     6.103109E-03           4.118587E-02
                  35.7500     6.027578E-03           4.067616E-02
                  36.0000     5.953491E-03           4.017619E-02
                  36.2500     5.880809E-03           3.968571E-02
                  36.5000     5.809499E-03           3.920449E-02
                  36.7500     5.739522E-03           3.873226E-02
                  37.0000     5.670847E-03           3.826881E-02
                  37.2500     5.603438E-03           3.781392E-02
                  37.5000     5.537266E-03           3.736737E-02
                  37.7500     5.472299E-03           3.692895E-02
                  38.0000     5.408506E-03           3.649845E-02
                  38.2500     5.345860E-03           3.607569E-02
                  38.5000     5.284331E-03           3.566048E-02
                  38.7500     5.223894E-03           3.525262E-02
                  39.0000     5.164520E-03           3.485195E-02
                  39.2500     5.106186E-03           3.445829E-02
                  39.5000     5.048866E-03           3.407147E-02
                  39.7500     4.992536E-03           3.369134E-02
                  40.0000     4.937172E-03           3.331773E-02
                  40.2500     4.882753E-03           3.295049E-02
                  40.5000     4.829256E-03           3.258948E-02
                  40.7500     4.776660E-03           3.223454E-02
                  41.0000     4.724945E-03           3.188554E-02
                  41.2500     4.674089E-03           3.154235E-02
                  41.5000     4.624074E-03           3.120484E-02
                  41.7500     4.574881E-03           3.087287E-02
                  42.0000     4.526492E-03           3.054632E-02
                  42.2500     4.478888E-03           3.022507E-02
                  42.5000     4.432052E-03           2.990900E-02
                  42.7500     4.385967E-03           2.959801E-02
                  43.0000     4.340617E-03           2.929197E-02
                  43.2500     4.295986E-03           2.899078E-02
                  43.5000     4.252058E-03           2.869434E-02
                  43.7500     4.208819E-03           2.840255E-02
                  44.0000     4.166253E-03           2.811530E-02
                  44.2500     4.124347E-03           2.783250E-02
                  44.5000     4.083085E-03           2.755406E-02
                  44.7500     4.042456E-03           2.727988E-02
                  45.0000     4.002446E-03           2.700988E-02
                  45.2500     3.963042E-03           2.674396E-02
                  45.5000     3.924230E-03           2.648205E-02
                  45.7500     3.886000E-03           2.622406E-02
                  46.0000     3.848340E-03           2.596992E-02
                  46.2500     3.811237E-03           2.571953E-02
                  46.5000     3.774682E-03           2.547284E-02
                  46.7500     3.738661E-03           2.522976E-02
                  47.0000     3.703166E-03           2.499023E-02
                  47.2500     3.668185E-03           2.475417E-02
                  47.5000     3.633709E-03           2.452151E-02
                  47.7500     3.599727E-03           2.429219E-02
                  48.0000     3.566230E-03           2.406614E-02
                  48.2500     3.533208E-03           2.384330E-02
                  48.5000     3.500654E-03           2.362361E-02
                  48.7500     3.468556E-03           2.340700E-02
                  49.0000     3.436907E-03           2.319343E-02
                  49.2500     3.405698E-03           2.298282E-02
                  49.5000     3.374921E-03           2.277513E-02
                  49.7500     3.344568E-03           2.257029E-02
                  50.0000     3.314630E-03           2.236826E-02
