                   u          alpha(angstrong)       alpha(a.u.)  
                   4.6000     1.063196E-01           7.174809E-01
                   4.7000     1.036089E-01           6.991883E-01
                   4.8000     1.009983E-01           6.815709E-01
                   4.9000     9.848294E-02           6.645966E-01
                   5.0000     9.605844E-02           6.482352E-01
                   5.2500     9.036735E-02           6.098298E-01
                   5.5000     8.515821E-02           5.746768E-01
                   5.7500     8.037896E-02           5.424247E-01
                   6.0000     7.598421E-02           5.127675E-01
                   6.2500     7.193434E-02           4.854376E-01
                   6.5000     6.819461E-02           4.602006E-01
                   6.7500     6.473449E-02           4.368505E-01
                   7.0000     6.152705E-02           4.152056E-01
                   7.2500     5.854854E-02           3.951056E-01
                   7.5000     5.577788E-02           3.764082E-01
                   7.7500     5.319634E-02           3.589871E-01
                   8.0000     5.078726E-02           3.427298E-01
                   8.2500     4.853573E-02           3.275357E-01
                   8.5000     4.642844E-02           3.133150E-01
                   8.7500     4.445343E-02           2.999870E-01
                   9.0000     4.259995E-02           2.874790E-01
                   9.2500     4.085830E-02           2.757258E-01
                   9.5000     3.921976E-02           2.646684E-01
                   9.7500     3.767640E-02           2.542533E-01
                  10.0000     3.622106E-02           2.444321E-01
                  10.2500     3.484723E-02           2.351610E-01
                  10.5000     3.354898E-02           2.264000E-01
                  10.7500     3.232091E-02           2.181126E-01
                  11.0000     3.115811E-02           2.102656E-01
                  11.2500     3.005606E-02           2.028286E-01
                  11.5000     2.901064E-02           1.957738E-01
                  11.7500     2.801807E-02           1.890756E-01
                  12.0000     2.707488E-02           1.827106E-01
                  12.2500     2.617788E-02           1.766573E-01
                  12.5000     2.532412E-02           1.708958E-01
                  12.7500     2.451089E-02           1.654078E-01
                  13.0000     2.373568E-02           1.601765E-01
                  13.2500     2.299620E-02           1.551862E-01
                  13.5000     2.229028E-02           1.504225E-01
                  13.7500     2.161596E-02           1.458719E-01
                  14.0000     2.097138E-02           1.415220E-01
                  14.2500     2.035484E-02           1.373614E-01
                  14.5000     1.976475E-02           1.333793E-01
                  14.7500     1.919963E-02           1.295657E-01
                  15.0000     1.865811E-02           1.259113E-01
                  15.2500     1.813890E-02           1.224075E-01
                  15.5000     1.764080E-02           1.190461E-01
                  15.7500     1.716269E-02           1.158197E-01
                  16.0000     1.670353E-02           1.127211E-01
                  16.2500     1.626234E-02           1.097438E-01
                  16.5000     1.583819E-02           1.068815E-01
                  16.7500     1.543024E-02           1.041285E-01
                  17.0000     1.503767E-02           1.014793E-01
                  17.2500     1.465972E-02           9.892881E-02
                  17.5000     1.429569E-02           9.647220E-02
                  17.7500     1.394490E-02           9.410498E-02
                  18.0000     1.360673E-02           9.182289E-02
                  18.2500     1.328059E-02           8.962194E-02
                  18.5000     1.296590E-02           8.749836E-02
                  18.7500     1.266216E-02           8.544859E-02
                  19.0000     1.236886E-02           8.346929E-02
                  19.2500     1.208553E-02           8.155727E-02
                  19.5000     1.181172E-02           7.970956E-02
                  19.7500     1.154703E-02           7.792333E-02
                  20.0000     1.129105E-02           7.619589E-02
                  20.2500     1.104341E-02           7.452472E-02
                  20.5000     1.080375E-02           7.290742E-02
                  20.7500     1.057174E-02           7.134172E-02
                  21.0000     1.034705E-02           6.982544E-02
                  21.2500     1.012939E-02           6.835660E-02
                  21.5000     9.918465E-03           6.693320E-02
                  21.7500     9.714003E-03           6.555342E-02
                  22.0000     9.515745E-03           6.421550E-02
                  22.2500     9.323444E-03           6.291779E-02
                  22.5000     9.136866E-03           6.165870E-02
                  22.7500     8.955788E-03           6.043672E-02
                  23.0000     8.779997E-03           5.925043E-02
                  23.2500     8.609292E-03           5.809845E-02
                  23.5000     8.443478E-03           5.697948E-02
                  23.7500     8.282374E-03           5.589229E-02
                  24.0000     8.125802E-03           5.483569E-02
                  24.2500     7.973596E-03           5.380855E-02
                  24.5000     7.825596E-03           5.280980E-02
                  24.7500     7.681650E-03           5.183840E-02
                  25.0000     7.541612E-03           5.089338E-02
                  25.2500     7.405343E-03           4.997379E-02
                  25.5000     7.272710E-03           4.907873E-02
                  25.7500     7.143585E-03           4.820736E-02
                  26.0000     7.017847E-03           4.735883E-02
                  26.2500     6.895378E-03           4.653237E-02
                  26.5000     6.776069E-03           4.572723E-02
                  26.7500     6.659810E-03           4.494268E-02
                  27.0000     6.546501E-03           4.417803E-02
                  27.2500     6.436042E-03           4.343261E-02
                  27.5000     6.328339E-03           4.270580E-02
                  27.7500     6.223303E-03           4.199698E-02
                  28.0000     6.120847E-03           4.130557E-02
                  28.2500     6.020886E-03           4.063100E-02
                  28.5000     5.923342E-03           3.997274E-02
                  28.7500     5.828138E-03           3.933027E-02
                  29.0000     5.735199E-03           3.870308E-02
                  29.2500     5.644454E-03           3.809071E-02
                  29.5000     5.555836E-03           3.749269E-02
                  29.7500     5.469281E-03           3.690858E-02
                  30.0000     5.384723E-03           3.633795E-02
                  30.2500     5.302102E-03           3.578040E-02
                  30.5000     5.221359E-03           3.523552E-02
                  30.7500     5.142440E-03           3.470295E-02
                  31.0000     5.065290E-03           3.418231E-02
                  31.2500     4.989856E-03           3.367326E-02
                  31.5000     4.916088E-03           3.317545E-02
                  31.7500     4.843938E-03           3.268855E-02
                  32.0000     4.773359E-03           3.221226E-02
                  32.2500     4.704307E-03           3.174627E-02
                  32.5000     4.636736E-03           3.129028E-02
                  32.7500     4.570607E-03           3.084402E-02
                  33.0000     4.505877E-03           3.040720E-02
                  33.2500     4.442509E-03           2.997957E-02
                  33.5000     4.380465E-03           2.956088E-02
                  33.7500     4.319707E-03           2.915086E-02
                  34.0000     4.260201E-03           2.874930E-02
                  34.2500     4.201914E-03           2.835595E-02
                  34.5000     4.144811E-03           2.797061E-02
                  34.7500     4.088862E-03           2.759304E-02
                  35.0000     4.034035E-03           2.722305E-02
                  35.2500     3.980301E-03           2.686044E-02
                  35.5000     3.927631E-03           2.650500E-02
                  35.7500     3.875998E-03           2.615656E-02
                  36.0000     3.825374E-03           2.581493E-02
                  36.2500     3.775734E-03           2.547994E-02
                  36.5000     3.727053E-03           2.515143E-02
                  36.7500     3.679304E-03           2.482920E-02
                  37.0000     3.632466E-03           2.451313E-02
                  37.2500     3.586516E-03           2.420304E-02
                  37.5000     3.541431E-03           2.389879E-02
                  37.7500     3.497190E-03           2.360023E-02
                  38.0000     3.453771E-03           2.330723E-02
                  38.2500     3.411155E-03           2.301964E-02
                  38.5000     3.369322E-03           2.273734E-02
                  38.7500     3.328254E-03           2.246020E-02
                  39.0000     3.287931E-03           2.218808E-02
                  39.2500     3.248336E-03           2.192088E-02
                  39.5000     3.209451E-03           2.165847E-02
                  39.7500     3.171260E-03           2.140075E-02
                  40.0000     3.133746E-03           2.114759E-02
                  40.2500     3.096894E-03           2.089890E-02
                  40.5000     3.060687E-03           2.065457E-02
                  40.7500     3.025112E-03           2.041449E-02
                  41.0000     2.990153E-03           2.017858E-02
                  41.2500     2.955797E-03           1.994673E-02
                  41.5000     2.922030E-03           1.971886E-02
                  41.7500     2.888837E-03           1.949486E-02
                  42.0000     2.856208E-03           1.927467E-02
                  42.2500     2.824128E-03           1.905818E-02
                  42.5000     2.792586E-03           1.884532E-02
                  42.7500     2.761569E-03           1.863601E-02
                  43.0000     2.731067E-03           1.843017E-02
                  43.2500     2.701067E-03           1.822773E-02
                  43.5000     2.671560E-03           1.802860E-02
                  43.7500     2.642533E-03           1.783272E-02
                  44.0000     2.613977E-03           1.764002E-02
                  44.2500     2.585882E-03           1.745042E-02
                  44.5000     2.558239E-03           1.726387E-02
                  44.7500     2.531036E-03           1.708030E-02
                  45.0000     2.504265E-03           1.689964E-02
                  45.2500     2.477918E-03           1.672184E-02
                  45.5000     2.451984E-03           1.654683E-02
                  45.7500     2.426457E-03           1.637456E-02
                  46.0000     2.401326E-03           1.620497E-02
                  46.2500     2.376584E-03           1.603801E-02
                  46.5000     2.352223E-03           1.587361E-02
                  46.7500     2.328236E-03           1.571173E-02
                  47.0000     2.304614E-03           1.555233E-02
                  47.2500     2.281350E-03           1.539533E-02
                  47.5000     2.258437E-03           1.524071E-02
                  47.7500     2.235869E-03           1.508841E-02
                  48.0000     2.213638E-03           1.493839E-02
                  48.2500     2.191737E-03           1.479059E-02
                  48.5000     2.170161E-03           1.464499E-02
                  48.7500     2.148902E-03           1.450153E-02
                  49.0000     2.127955E-03           1.436017E-02
                  49.2500     2.107313E-03           1.422087E-02
                  49.5000     2.086971E-03           1.408359E-02
                  49.7500     2.066922E-03           1.394830E-02
                  50.0000     2.047162E-03           1.381495E-02
