                   u          alpha(angstrong)       alpha(a.u.)  
                  18.0000     3.221912E-02           2.174256E-01
                  18.2500     3.152019E-02           2.127090E-01
                  18.5000     3.084542E-02           2.081555E-01
                  18.7500     3.019367E-02           2.037572E-01
                  19.0000     2.956385E-02           1.995070E-01
                  19.2500     2.895494E-02           1.953978E-01
                  19.5000     2.836597E-02           1.914233E-01
                  19.7500     2.779605E-02           1.875772E-01
                  20.0000     2.724431E-02           1.838539E-01
                  20.2500     2.670996E-02           1.802480E-01
                  20.5000     2.619224E-02           1.767542E-01
                  20.7500     2.569043E-02           1.733678E-01
                  21.0000     2.520386E-02           1.700843E-01
                  21.2500     2.473187E-02           1.668991E-01
                  21.5000     2.427387E-02           1.638084E-01
                  21.7500     2.382928E-02           1.608082E-01
                  22.0000     2.339756E-02           1.578947E-01
                  22.2500     2.297818E-02           1.550646E-01
                  22.5000     2.257067E-02           1.523146E-01
                  22.7500     2.217455E-02           1.496414E-01
                  23.0000     2.178938E-02           1.470422E-01
                  23.2500     2.141474E-02           1.445140E-01
                  23.5000     2.105024E-02           1.420542E-01
                  23.7500     2.069548E-02           1.396602E-01
                  24.0000     2.035012E-02           1.373296E-01
                  24.2500     2.001381E-02           1.350600E-01
                  24.5000     1.968621E-02           1.328493E-01
                  24.7500     1.936702E-02           1.306953E-01
                  25.0000     1.905593E-02           1.285959E-01
                  25.2500     1.875266E-02           1.265494E-01
                  25.5000     1.845694E-02           1.245537E-01
                  25.7500     1.816850E-02           1.226073E-01
                  26.0000     1.788711E-02           1.207083E-01
                  26.2500     1.761251E-02           1.188553E-01
                  26.5000     1.734449E-02           1.170466E-01
                  26.7500     1.708282E-02           1.152807E-01
                  27.0000     1.682730E-02           1.135564E-01
                  27.2500     1.657773E-02           1.118722E-01
                  27.5000     1.633391E-02           1.102268E-01
                  27.7500     1.609566E-02           1.086190E-01
                  28.0000     1.586281E-02           1.070476E-01
                  28.2500     1.563518E-02           1.055115E-01
                  28.5000     1.541262E-02           1.040096E-01
                  28.7500     1.519497E-02           1.025408E-01
                  29.0000     1.498207E-02           1.011041E-01
                  29.2500     1.477379E-02           9.969862E-02
                  29.5000     1.456999E-02           9.832330E-02
                  29.7500     1.437054E-02           9.697731E-02
                  30.0000     1.417530E-02           9.565977E-02
                  30.2500     1.398415E-02           9.436986E-02
                  30.5000     1.379699E-02           9.310679E-02
                  30.7500     1.361368E-02           9.186977E-02
                  31.0000     1.343412E-02           9.065806E-02
                  31.2500     1.325821E-02           8.947097E-02
                  31.5000     1.308585E-02           8.830780E-02
                  31.7500     1.291693E-02           8.716788E-02
                  32.0000     1.275137E-02           8.605058E-02
                  32.2500     1.258906E-02           8.495528E-02
                  32.5000     1.242992E-02           8.388139E-02
                  32.7500     1.227388E-02           8.282832E-02
                  33.0000     1.212083E-02           8.179553E-02
                  33.2500     1.197071E-02           8.078248E-02
                  33.5000     1.182344E-02           7.978864E-02
                  33.7500     1.167895E-02           7.881354E-02
                  34.0000     1.153715E-02           7.785667E-02
                  34.2500     1.139799E-02           7.691757E-02
                  34.5000     1.126140E-02           7.599579E-02
                  34.7500     1.112731E-02           7.509089E-02
                  35.0000     1.099566E-02           7.420245E-02
                  35.2500     1.086638E-02           7.333006E-02
                  35.5000     1.073942E-02           7.247331E-02
                  35.7500     1.061473E-02           7.163184E-02
                  36.0000     1.049225E-02           7.080527E-02
                  36.2500     1.037191E-02           6.999323E-02
                  36.5000     1.025368E-02           6.919538E-02
                  36.7500     1.013751E-02           6.841137E-02
                  37.0000     1.002333E-02           6.764089E-02
                  37.2500     9.911117E-03           6.688361E-02
                  37.5000     9.800810E-03           6.613922E-02
                  37.7500     9.692370E-03           6.540743E-02
                  38.0000     9.585752E-03           6.468794E-02
                  38.2500     9.480917E-03           6.398048E-02
                  38.5000     9.377823E-03           6.328476E-02
                  38.7500     9.276431E-03           6.260053E-02
                  39.0000     9.176702E-03           6.192752E-02
                  39.2500     9.078599E-03           6.126549E-02
                  39.5000     8.982086E-03           6.061420E-02
                  39.7500     8.887129E-03           5.997339E-02
                  40.0000     8.793694E-03           5.934286E-02
                  40.2500     8.701746E-03           5.872236E-02
                  40.5000     8.611254E-03           5.811169E-02
                  40.7500     8.522187E-03           5.751064E-02
                  41.0000     8.434514E-03           5.691899E-02
                  41.2500     8.348206E-03           5.633655E-02
                  41.5000     8.263233E-03           5.576313E-02
                  41.7500     8.179569E-03           5.519853E-02
                  42.0000     8.097185E-03           5.464258E-02
                  42.2500     8.016055E-03           5.409509E-02
                  42.5000     7.936154E-03           5.355588E-02
                  42.7500     7.857455E-03           5.302479E-02
                  43.0000     7.779934E-03           5.250166E-02
                  43.2500     7.703569E-03           5.198632E-02
                  43.5000     7.628334E-03           5.147861E-02
                  43.7500     7.554209E-03           5.097839E-02
                  44.0000     7.481170E-03           5.048550E-02
                  44.2500     7.409196E-03           4.999979E-02
                  44.5000     7.338266E-03           4.952113E-02
                  44.7500     7.268360E-03           4.904938E-02
                  45.0000     7.199458E-03           4.858441E-02
                  45.2500     7.131540E-03           4.812607E-02
                  45.5000     7.064587E-03           4.767425E-02
                  45.7500     6.998581E-03           4.722882E-02
                  46.0000     6.933504E-03           4.678966E-02
                  46.2500     6.869338E-03           4.635664E-02
                  46.5000     6.806066E-03           4.592966E-02
                  46.7500     6.743671E-03           4.550860E-02
                  47.0000     6.682136E-03           4.509334E-02
                  47.2500     6.621447E-03           4.468379E-02
                  47.5000     6.561587E-03           4.427983E-02
                  47.7500     6.502540E-03           4.388137E-02
                  48.0000     6.444293E-03           4.348830E-02
                  48.2500     6.386830E-03           4.310052E-02
                  48.5000     6.330138E-03           4.271794E-02
                  48.7500     6.274202E-03           4.234046E-02
                  49.0000     6.219009E-03           4.196800E-02
                  49.2500     6.164545E-03           4.160046E-02
                  49.5000     6.110798E-03           4.123776E-02
                  49.7500     6.057755E-03           4.087980E-02
                  50.0000     6.005403E-03           4.052652E-02
