                   u          alpha(angstrong)       alpha(a.u.)  
                  28.5000     5.925734E-03           3.998884E-02
                  28.7500     5.830446E-03           3.934580E-02
                  29.0000     5.737428E-03           3.871808E-02
                  29.2500     5.646606E-03           3.810519E-02
                  29.5000     5.557916E-03           3.750667E-02
                  29.7500     5.471289E-03           3.692209E-02
                  30.0000     5.386662E-03           3.635100E-02
                  30.2500     5.303976E-03           3.579300E-02
                  30.5000     5.223171E-03           3.524771E-02
                  30.7500     5.144192E-03           3.471473E-02
                  31.0000     5.066983E-03           3.419370E-02
                  31.2500     4.991493E-03           3.368426E-02
                  31.5000     4.917672E-03           3.318609E-02
                  31.7500     4.845469E-03           3.269885E-02
                  32.0000     4.774839E-03           3.222221E-02
                  32.2500     4.705739E-03           3.175590E-02
                  32.5000     4.638121E-03           3.129959E-02
                  32.7500     4.571948E-03           3.085303E-02
                  33.0000     4.507175E-03           3.041593E-02
                  33.2500     4.443766E-03           2.998802E-02
                  33.5000     4.381681E-03           2.956905E-02
                  33.7500     4.320884E-03           2.915877E-02
                  34.0000     4.261342E-03           2.875696E-02
                  34.2500     4.203018E-03           2.836337E-02
                  34.5000     4.145882E-03           2.797780E-02
                  34.7500     4.089898E-03           2.760000E-02
                  35.0000     4.035039E-03           2.722980E-02
                  35.2500     3.981275E-03           2.686697E-02
                  35.5000     3.928574E-03           2.651133E-02
                  35.7500     3.876912E-03           2.616270E-02
                  36.0000     3.826261E-03           2.582089E-02
                  36.2500     3.776593E-03           2.548571E-02
                  36.5000     3.727885E-03           2.515702E-02
                  36.7500     3.680112E-03           2.483463E-02
                  37.0000     3.633250E-03           2.451838E-02
                  37.2500     3.587275E-03           2.420813E-02
                  37.5000     3.542167E-03           2.390373E-02
                  37.7500     3.497904E-03           2.360502E-02
                  38.0000     3.454463E-03           2.331187E-02
                  38.2500     3.411827E-03           2.302415E-02
                  38.5000     3.369974E-03           2.274171E-02
                  38.7500     3.328886E-03           2.246443E-02
                  39.0000     3.288544E-03           2.219219E-02
                  39.2500     3.248930E-03           2.192487E-02
                  39.5000     3.210028E-03           2.166234E-02
                  39.7500     3.171820E-03           2.140450E-02
                  40.0000     3.134289E-03           2.115123E-02
                  40.2500     3.097419E-03           2.090242E-02
                  40.5000     3.061198E-03           2.065799E-02
                  40.7500     3.025608E-03           2.041781E-02
                  41.0000     2.990634E-03           2.018180E-02
                  41.2500     2.956264E-03           1.994986E-02
                  41.5000     2.922483E-03           1.972189E-02
                  41.7500     2.889278E-03           1.949781E-02
                  42.0000     2.856635E-03           1.927753E-02
                  42.2500     2.824542E-03           1.906096E-02
                  42.5000     2.792987E-03           1.884801E-02
                  42.7500     2.761960E-03           1.863863E-02
                  43.0000     2.731447E-03           1.843272E-02
                  43.2500     2.701436E-03           1.823019E-02
                  43.5000     2.671917E-03           1.803099E-02
                  43.7500     2.642880E-03           1.783504E-02
                  44.0000     2.614315E-03           1.764227E-02
                  44.2500     2.586210E-03           1.745261E-02
                  44.5000     2.558557E-03           1.726600E-02
                  44.7500     2.531346E-03           1.708237E-02
                  45.0000     2.504566E-03           1.690165E-02
                  45.2500     2.478210E-03           1.672379E-02
                  45.5000     2.452268E-03           1.654872E-02
                  45.7500     2.426732E-03           1.637640E-02
                  46.0000     2.401593E-03           1.620675E-02
                  46.2500     2.376844E-03           1.603974E-02
                  46.5000     2.352476E-03           1.587529E-02
                  46.7500     2.328480E-03           1.571336E-02
                  47.0000     2.304852E-03           1.555391E-02
                  47.2500     2.281581E-03           1.539687E-02
                  47.5000     2.258662E-03           1.524221E-02
                  47.7500     2.236086E-03           1.508986E-02
                  48.0000     2.213849E-03           1.493979E-02
                  48.2500     2.191942E-03           1.479196E-02
                  48.5000     2.170360E-03           1.464631E-02
                  48.7500     2.149095E-03           1.450281E-02
                  49.0000     2.128142E-03           1.436142E-02
                  49.2500     2.107495E-03           1.422208E-02
                  49.5000     2.087147E-03           1.408477E-02
                  49.7500     2.067094E-03           1.394944E-02
                  50.0000     2.047327E-03           1.381605E-02
