                   u          alpha(angstrong)       alpha(a.u.)  
                  18.5000     1.940612E-02           1.309590E-01
                  18.7500     1.894837E-02           1.278699E-01
                  19.0000     1.850728E-02           1.248933E-01
                  19.2500     1.808203E-02           1.220236E-01
                  19.5000     1.767187E-02           1.192557E-01
                  19.7500     1.727609E-02           1.165848E-01
                  20.0000     1.689401E-02           1.140064E-01
                  20.2500     1.652499E-02           1.115162E-01
                  20.5000     1.616844E-02           1.091101E-01
                  20.7500     1.582380E-02           1.067843E-01
                  21.0000     1.549053E-02           1.045352E-01
                  21.2500     1.516812E-02           1.023596E-01
                  21.5000     1.485611E-02           1.002540E-01
                  21.7500     1.455405E-02           9.821557E-02
                  22.0000     1.426150E-02           9.624137E-02
                  22.2500     1.397807E-02           9.432869E-02
                  22.5000     1.370337E-02           9.247493E-02
                  22.7500     1.343705E-02           9.067770E-02
                  23.0000     1.317875E-02           8.893463E-02
                  23.2500     1.292816E-02           8.724357E-02
                  23.5000     1.268497E-02           8.560240E-02
                  23.7500     1.244887E-02           8.400916E-02
                  24.0000     1.221960E-02           8.246193E-02
                  24.2500     1.199688E-02           8.095896E-02
                  24.5000     1.178046E-02           7.949851E-02
                  24.7500     1.157011E-02           7.807897E-02
                  25.0000     1.136559E-02           7.669881E-02
                  25.2500     1.116668E-02           7.535652E-02
                  25.5000     1.097318E-02           7.405072E-02
                  25.7500     1.078489E-02           7.278006E-02
                  26.0000     1.060162E-02           7.154328E-02
                  26.2500     1.042318E-02           7.033913E-02
                  26.5000     1.024941E-02           6.916647E-02
                  26.7500     1.008014E-02           6.802418E-02
                  27.0000     9.915215E-03           6.691118E-02
                  27.2500     9.754477E-03           6.582647E-02
                  27.5000     9.597786E-03           6.476907E-02
                  27.7500     9.445006E-03           6.373806E-02
                  28.0000     9.296002E-03           6.273253E-02
                  28.2500     9.150647E-03           6.175163E-02
                  28.5000     9.008822E-03           6.079454E-02
                  28.7500     8.870411E-03           5.986050E-02
                  29.0000     8.735300E-03           5.894872E-02
                  29.2500     8.603382E-03           5.805850E-02
                  29.5000     8.474560E-03           5.718917E-02
                  29.7500     8.348730E-03           5.634002E-02
                  30.0000     8.225801E-03           5.551045E-02
                  30.2500     8.105679E-03           5.469983E-02
                  30.5000     7.988278E-03           5.390757E-02
                  30.7500     7.873514E-03           5.313311E-02
                  31.0000     7.761308E-03           5.237590E-02
                  31.2500     7.651582E-03           5.163543E-02
                  31.5000     7.544261E-03           5.091120E-02
                  31.7500     7.439273E-03           5.020270E-02
                  32.0000     7.336549E-03           4.950949E-02
                  32.2500     7.236024E-03           4.883111E-02
                  32.5000     7.137632E-03           4.816713E-02
                  32.7500     7.041312E-03           4.751713E-02
                  33.0000     6.947005E-03           4.688072E-02
                  33.2500     6.854656E-03           4.625751E-02
                  33.5000     6.764205E-03           4.564712E-02
                  33.7500     6.675602E-03           4.504919E-02
                  34.0000     6.588794E-03           4.446339E-02
                  34.2500     6.503733E-03           4.388937E-02
                  34.5000     6.420372E-03           4.332682E-02
                  34.7500     6.338662E-03           4.277541E-02
                  35.0000     6.258560E-03           4.223485E-02
                  35.2500     6.180022E-03           4.170486E-02
                  35.5000     6.103007E-03           4.118513E-02
                  35.7500     6.027475E-03           4.067542E-02
                  36.0000     5.953387E-03           4.017544E-02
                  36.2500     5.880705E-03           3.968496E-02
                  36.5000     5.809393E-03           3.920373E-02
                  36.7500     5.739416E-03           3.873150E-02
                  37.0000     5.670738E-03           3.826803E-02
                  37.2500     5.603329E-03           3.781314E-02
                  37.5000     5.537155E-03           3.736658E-02
                  37.7500     5.472188E-03           3.692816E-02
                  38.0000     5.408395E-03           3.649766E-02
                  38.2500     5.345748E-03           3.607490E-02
                  38.5000     5.284220E-03           3.565968E-02
                  38.7500     5.223782E-03           3.525183E-02
                  39.0000     5.164408E-03           3.485115E-02
                  39.2500     5.106072E-03           3.445748E-02
                  39.5000     5.048754E-03           3.407068E-02
                  39.7500     4.992421E-03           3.369053E-02
                  40.0000     4.937059E-03           3.331693E-02
                  40.2500     4.882639E-03           3.294968E-02
                  40.5000     4.829143E-03           3.258867E-02
                  40.7500     4.776547E-03           3.223374E-02
                  41.0000     4.724831E-03           3.188474E-02
                  41.2500     4.673976E-03           3.154155E-02
                  41.5000     4.623961E-03           3.120403E-02
                  41.7500     4.574768E-03           3.087206E-02
                  42.0000     4.526378E-03           3.054552E-02
                  42.2500     4.478774E-03           3.022427E-02
                  42.5000     4.431939E-03           2.990821E-02
                  42.7500     4.385854E-03           2.959721E-02
                  43.0000     4.340505E-03           2.929118E-02
                  43.2500     4.295874E-03           2.898999E-02
                  43.5000     4.251946E-03           2.869356E-02
                  43.7500     4.208707E-03           2.840176E-02
                  44.0000     4.166142E-03           2.811452E-02
                  44.2500     4.124236E-03           2.783172E-02
                  44.5000     4.082975E-03           2.755328E-02
                  44.7500     4.042346E-03           2.727910E-02
                  45.0000     4.002336E-03           2.700910E-02
                  45.2500     3.962932E-03           2.674319E-02
                  45.5000     3.924121E-03           2.648128E-02
                  45.7500     3.885892E-03           2.622330E-02
                  46.0000     3.848230E-03           2.596915E-02
                  46.2500     3.811129E-03           2.571878E-02
                  46.5000     3.774571E-03           2.547207E-02
                  46.7500     3.738553E-03           2.522901E-02
                  47.0000     3.703058E-03           2.498947E-02
                  47.2500     3.668078E-03           2.475342E-02
                  47.5000     3.633601E-03           2.452076E-02
                  47.7500     3.599621E-03           2.429145E-02
                  48.0000     3.566124E-03           2.406540E-02
                  48.2500     3.533103E-03           2.384256E-02
                  48.5000     3.500549E-03           2.362288E-02
                  48.7500     3.468453E-03           2.340628E-02
                  49.0000     3.436804E-03           2.319270E-02
                  49.2500     3.405596E-03           2.298210E-02
                  49.5000     3.374819E-03           2.277441E-02
                  49.7500     3.344466E-03           2.256958E-02
                  50.0000     3.314527E-03           2.236754E-02
