#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.550000000000000E+00  0.119515651258595E-02  0.187749494981679E-02  0.241280696037983E+03  0.379032606632778E+03
     0.560000000000000E+00  0.114006068866490E-02  0.191260473629614E-02  0.229953160813247E+03  0.385777273850865E+03
     0.570000000000000E+00  0.108394478859430E-02  0.194776883956438E-02  0.218152859997487E+03  0.392004599713971E+03
     0.580000000000000E+00  0.102680730376659E-02  0.198298838636983E-02  0.205914292050396E+03  0.397665314831380E+03
     0.590000000000000E+00  0.968646694952335E-03  0.201826451249262E-02  0.193278302346334E+03  0.402713126151346E+03
     0.600000000000000E+00  0.909461392079147E-03  0.205359836296921E-02  0.180291782823566E+03  0.407105692762662E+03
     0.610000000000000E+00  0.849249794008133E-03  0.208899109232093E-02  0.167007195835169E+03  0.410805568531964E+03
     0.620000000000000E+00  0.788010268299444E-03  0.212444386478657E-02  0.153481925976369E+03  0.413781075086472E+03
     0.630000000000000E+00  0.725741150975678E-03  0.215995785455930E-02  0.139777472270963E+03  0.416007069071696E+03
     0.640000000000000E+00  0.662440746279636E-03  0.219553424602779E-02  0.125958501648074E+03  0.417465570316768E+03
     0.650000000000000E+00  0.598107326428732E-03  0.223117423402202E-02  0.112091792465878E+03  0.418146222499100E+03
     0.660000000000000E+00  0.532739131360538E-03  0.226687902406349E-02  0.982451032809935E+02  0.418046564884142E+03
     0.670000000000000E+00  0.466334368465215E-03  0.230264983262035E-02  0.844860065572688E+02  0.417172102279586E+03
     0.680000000000000E+00  0.398891212338381E-03  0.233848788736736E-02  0.708807291530015E+02  0.415536169875436E+03
     0.690000000000001E+00  0.330407804490007E-03  0.237439442745089E-02  0.574930409942822E+02  0.413159599437240E+03
     0.700000000000001E+00  0.260882253082961E-03  0.241037070375915E-02  0.443832304346758E+02  0.410070202605594E+03
     0.710000000000001E+00  0.190312632641576E-03  0.244641797919769E-02  0.316071996032249E+02  0.406302095179608E+03
     0.720000000000001E+00  0.118696983767097E-03  0.248253752897052E-02  0.192157061028771E+02  0.401894892625602E+03
     0.730000000000001E+00  0.460333128364798E-04  0.251873064086678E-02  0.725376927919139E+01  0.396892811303359E+03
     0.740000000000001E+00  -.276804082923743E-04  0.255499861555334E-02  -.423974935289026E+01  0.391343711859628E+03
     0.750000000000001E+00  -.102446242592924E-03  0.259134276687333E-02  -.152323904328140E+02  0.385298120958020E+03
     0.760000000000001E+00  -.178266288185736E-03  0.262776442215092E-02  -.256981724871060E+02  0.378808265225990E+03
     0.770000000000001E+00  -.255142678657894E-03  0.266426492250244E-02  -.356175123006497E+02  0.371927147385087E+03
     0.780000000000001E+00  -.333077583393626E-03  0.270084562315405E-02  -.449770082400687E+02  0.364707689452023E+03
     0.790000000000001E+00  -.412073207908037E-03  0.273750789376618E-02  -.537691083008892E+02  0.357201962150623E+03
     0.800000000000001E+00  -.492131794191275E-03  0.277425311876492E-02  -.619916865036081E+02  0.349460513728339E+03
     0.810000000000001E+00  -.573255621054480E-03  0.281108269768058E-02  -.696475516394687E+02  0.341531805635654E+03
     0.820000000000001E+00  -.655447004491716E-03  0.284799804549357E-02  -.767439114974782E+02  0.333461757320628E+03
     0.830000000000001E+00  -.738708298045454E-03  0.288500059298800E-02  -.832918138528666E+02  0.325293397938492E+03
     0.840000000000001E+00  -.823041893172505E-03  0.292209178711291E-02  -.893055829653246E+02  0.317066619197730E+03
     0.850000000000001E+00  -.908450219627932E-03  0.295927309135174E-02  -.948022673972904E+02  0.308818020895889E+03
     0.860000000000001E+00  -.994935745854519E-03  0.299654598609999E-02  -.998011118594416E+02  0.300580838910229E+03
     0.870000000000001E+00  -.108250097937468E-02  0.303391196905143E-02  -.104323062734752E+03  0.292384944410768E+03
     0.880000000000001E+00  -.117114846719746E-02  0.307137255559315E-02  -.108390314072608E+03  0.284256902740412E+03
     0.890000000000001E+00  -.126088079622999E-02  0.310892927920968E-02  -.112025898282168E+03  0.276220080629786E+03
     0.900000000000001E+00  -.135170059369893E-02  0.314658369189635E-02  -.115253323557065E+03  0.268294791044747E+03
     0.910000000000001E+00  -.144361052758057E-02  0.318433736458245E-02  -.118096258250539E+03  0.260498465881117E+03
     0.920000000000001E+00  -.153661330703470E-02  0.322219188756412E-02  -.120578260989397E+03  0.252845847812153E+03
     0.930000000000001E+00  -.163071168285955E-02  0.326014887094757E-02  -.122722554242999E+03  0.245349193766446E+03
     0.940000000000001E+00  -.172590844794218E-02  0.329820994510280E-02  -.124551838307016E+03  0.238018483700474E+03
     0.950000000000001E+00  -.182220643772757E-02  0.333637676112816E-02  -.126088142184750E+03  0.230861629466988E+03
     0.960000000000001E+00  -.191960853069384E-02  0.337465099132608E-02  -.127352707594385E+03  0.223884679641485E+03
     0.970000000000000E+00  -.201811764883453E-02  0.341303432969039E-02  -.128365902260166E+03  0.217092017122314E+03
     0.980000000000000E+00  -.211773675815508E-02  0.345152849240539E-02  -.129147158713314E+03  0.210486547157322E+03
     0.990000000000000E+00  -.221846886918109E-02  0.349013521835732E-02  -.129714934997125E+03  0.204069874168444E+03
     0.100000000000000E+01  -.232031703746816E-02  0.352885626965834E-02  -.130086693909183E+03  0.197842466347379E+03
     0.101000000000000E+01  -.242328436413297E-02  0.356769343218360E-02  -.130278897696128E+03  0.191803807486248E+03
     0.102000000000000E+01  -.252737399638558E-02  0.360664851612169E-02  -.130307015419347E+03  0.185952535902697E+03
     0.103000000000000E+01  -.263258912807762E-02  0.364572335653894E-02  -.130185540521022E+03  0.180286570623239E+03
     0.104000000000000E+01  -.273893300026540E-02  0.368491981395808E-02  -.129928016423835E+03  0.174803225220211E+03
     0.105000000000000E+01  -.284640890177212E-02  0.372423977495145E-02  -.129547068287632E+03  0.169499309865416E+03
     0.106000000000000E+01  -.295502016977345E-02  0.376368515274961E-02  -.129054439317338E+03  0.164371222275728E+03
     0.107000000000000E+01  -.306477019039519E-02  0.380325788786547E-02  -.128461030263116E+03  0.159415028298915E+03
     0.108000000000000E+01  -.317566239930467E-02  0.384295994873469E-02  -.127776940976573E+03  0.154626532925012E+03
     0.109000000000000E+01  -.328770028234682E-02  0.388279333237274E-02  -.127011513085322E+03  0.150001342516002E+03
     0.110000000000000E+01  -.340088737615818E-02  0.392276006504910E-02  -.126173373020800E+03  0.145534919041529E+03
     0.111000000000000E+01  -.351522726881837E-02  0.396286220297945E-02  -.125270474786199E+03  0.141222627078218E+03
     0.112000000000000E+01  -.363072360050376E-02  0.400310183303595E-02  -.124310141980202E+03  0.137059774298672E+03
     0.113000000000000E+01  -.374738006415520E-02  0.404348107347666E-02  -.123299108702963E+03  0.133041646131873E+03
     0.114000000000000E+01  -.386520040616056E-02  0.408400207469446E-02  -.122243559063714E+03  0.129163535230546E+03
     0.115000000000000E+01  -.398418842705661E-02  0.412466701998611E-02  -.121149165087136E+03  0.125420766332310E+03
     0.116000000000000E+01  -.410434798223136E-02  0.416547812634229E-02  -.120021122879906E+03  0.121808717053151E+03
     0.117000000000000E+01  -.422568298265213E-02  0.420643764525905E-02  -.118864186971568E+03  0.118322835102151E+03
     0.118000000000000E+01  -.434819739561010E-02  0.424754786357164E-02  -.117682702786404E+03  0.114958652361179E+03
     0.119000000000000E+01  -.447189524546632E-02  0.428881110431124E-02  -.116480637237136E+03  0.111711796229204E+03
     0.120000000000000E+01  -.459678061442803E-02  0.433022972758550E-02  -.115261607458071E+03  0.108577998588330E+03
     0.121000000000000E+01  -.472285764333247E-02  0.437180613148359E-02  -.114028907716082E+03  0.105553102711728E+03
     0.122000000000000E+01  -.485013053244598E-02  0.441354275300667E-02  -.112785534553487E+03  0.102633068397334E+03
     0.123000000000000E+01  -.497860354228430E-02  0.445544206902452E-02  -.111534210228376E+03  0.998139755789689E+02
     0.124000000000000E+01  -.510828099444782E-02  0.449750659725938E-02  -.110277404525972E+03  0.970920266373897E+02
     0.125000000000000E+01  -.523916727246632E-02  0.453973889729767E-02  -.109017355019908E+03  0.944635476071387E+02
     0.126000000000000E+01  -.537126682267641E-02  0.458214157163085E-02  -.107756085865200E+03  0.919249884505133E+02
     0.127000000000000E+01  -.550458415509869E-02  0.462471726672613E-02  -.106495425206047E+03  0.894729225497537E+02
     0.128000000000000E+01  -.563912384434850E-02  0.466746867412831E-02  -.105237021281215E+03  0.871040455479470E+02
     0.129000000000000E+01  -.577489053055324E-02  0.471039853159352E-02  -.103982357308630E+03  0.848151736533922E+02
     0.130000000000000E+01  -.591188892029537E-02  0.475350962425629E-02  -.102732765228554E+03  0.826032415060992E+02
     0.131000000000000E+01  -.605012378757275E-02  0.479680478583091E-02  -.101489438382072E+03  0.804652996922765E+02
     0.132000000000000E+01  -.618959997477497E-02  0.484028689984828E-02  -.100253443198448E+03  0.783985119806997E+02
     0.133000000000000E+01  -.633032239368680E-02  0.488395890092957E-02  -.990257299613985E+02  0.764001523442708E+02
     0.134000000000000E+01  -.647229602650201E-02  0.492782377609798E-02  -.978071427208165E+02  0.744676018214104E+02
     0.135000000000000E+01  -.661552592686876E-02  0.497188456612982E-02  -.965984284126580E+02  0.725983452633241E+02
     0.136000000000000E+01  -.676001722094277E-02  0.501614436694650E-02  -.954002452461128E+02  0.707899680068958E+02
     0.137000000000000E+01  -.690577510848134E-02  0.506060633104882E-02  -.942131704133240E+02  0.690401525060230E+02
     0.138000000000000E+01  -.705280486393267E-02  0.510527366899485E-02  -.930377071736293E+02  0.673466749500184E+02
     0.139000000000000E+01  -.720111183757410E-02  0.515014965092334E-02  -.918742913604228E+02  0.657074018917210E+02
     0.140000000000000E+01  -.735070145664984E-02  0.519523760812418E-02  -.907232973558282E+02  0.641202869053595E+02
     0.141000000000000E+01  -.750157922655781E-02  0.524054093465731E-02  -.895850435747814E+02  0.625833672894667E+02
     0.142000000000000E+01  -.765375073202579E-02  0.528606308902231E-02  -.884597974975513E+02  0.610947608285159E+02
     0.143000000000000E+01  -.780722163834713E-02  0.533180759588026E-02  -.873477802863402E+02  0.596526626228312E+02
     0.144000000000000E+01  -.796199769261396E-02  0.537777804782980E-02  -.862491710194647E+02  0.582553419956743E+02
     0.145000000000000E+01  -.811808472498887E-02  0.542397810723945E-02  -.851641105736743E+02  0.569011394833357E+02
     0.146000000000000E+01  -.827548864999583E-02  0.547041150813828E-02  -.840927051830577E+02  0.555884639131382E+02
     0.147000000000000E+01  -.843421546784651E-02  0.551708205816707E-02  -.830350297006473E+02  0.543157895725161E+02
     0.148000000000000E+01  -.859427126577339E-02  0.556399364059222E-02  -.819911305869640E+02  0.530816534716142E+02
     0.149000000000000E+01  -.875566221941160E-02  0.561115021638476E-02  -.809610286475638E+02  0.518846527002089E+02
     0.150000000000000E+01  -.891839459419175E-02  0.565855582636698E-02  -.799447215402029E+02  0.507234418796871E+02
     0.151000000000000E+01  -.908247474676460E-02  0.570621459342914E-02  -.789421860703723E+02  0.495967307095924E+02
     0.152000000000000E+01  -.924790912646123E-02  0.575413072481910E-02  -.779533802925146E+02  0.485032816078620E+02
     0.153000000000000E+01  -.941470427676516E-02  0.580230851450735E-02  -.769782454329409E+02  0.474419074436246E+02
     0.154000000000000E+01  -.958286683683296E-02  0.585075234563079E-02  -.760167076489535E+02  0.464114693605856E+02
     0.155000000000000E+01  -.975240354302320E-02  0.589946669301775E-02  -.750686796377797E+02  0.454108746893194E+02
     0.156000000000000E+01  -.992332123047235E-02  0.594845612579797E-02  -.741340621075363E+02  0.444390749459665E+02
     0.157000000000000E+01  -.100956268346899E-01  0.599772531010031E-02  -.732127451216800E+02  0.434950639151384E+02
     0.158000000000000E+01  -.102693273931873E-01  0.604727901184211E-02  -.723046093273204E+02  0.425778758144002E+02
     0.159000000000000E+01  -.104444300471376E-01  0.609712209961339E-02  -.714095270769816E+02  0.416865835377326E+02
     0.160000000000000E+01  -.106209420430678E-01  0.614725954765995E-02  -.705273634525959E+02  0.408202969752788E+02
     0.161000000000000E+01  -.107988707345696E-01  0.619769643896901E-02  -.696579771998538E+02  0.399781614067559E+02
     0.162000000000000E+01  -.109782235840681E-01  0.624843796846176E-02  -.688012215801794E+02  0.391593559655705E+02
     0.163000000000000E+01  -.111590081645889E-01  0.629948944629684E-02  -.679569451473394E+02  0.383630921712842E+02
     0.164000000000000E+01  -.113412321615878E-01  0.635085630128946E-02  -.671249924547137E+02  0.375886125273838E+02
     0.165000000000000E+01  -.115249033747877E-01  0.640254408445047E-02  -.663052046991375E+02  0.368351891820142E+02
     0.166000000000000E+01  -.117100297200732E-01  0.645455847265077E-02  -.654974203064193E+02  0.361021226488335E+02
     0.167000000000000E+01  -.118966192313850E-01  0.650690527241549E-02  -.647014754635396E+02  0.353887405857365E+02
     0.168000000000000E+01  -.120846800626804E-01  0.655959042385397E-02  -.639172046017619E+02  0.346943966286716E+02
     0.169000000000000E+01  -.122742204899033E-01  0.661262000473057E-02  -.631444408348974E+02  0.340184692784231E+02
     0.170000000000000E+01  -.124652489129997E-01  0.666600023468238E-02  -.623830163563492E+02  0.333603608378766E+02
     0.171000000000000E+01  -.126577738579519E-01  0.671973747958985E-02  -.616327627984436E+02  0.327194963976380E+02
     0.172000000000000E+01  -.128518039788625E-01  0.677383825610677E-02  -.608935115571080E+02  0.320953228677181E+02
     0.173000000000000E+01  -.130473480600548E-01  0.682830923635615E-02  -.601650940848830E+02  0.314873080533361E+02
     0.174000000000000E+01  -.132444150182149E-01  0.688315725279915E-02  -.594473421548431E+02  0.308949397727262E+02
     0.175000000000000E+01  -.134430139045580E-01  0.693838930328420E-02  -.587400880979202E+02  0.303177250151018E+02
     0.176000000000000E+01  -.136431539070312E-01  0.699401255628399E-02  -.580431650158259E+02  0.297551891368707E+02
     0.177000000000000E+01  -.138448443525385E-01  0.705003435632840E-02  -.573564069716671E+02  0.292068750943859E+02
     0.178000000000000E+01  -.140480947092059E-01  0.710646222964174E-02  -.566796491600955E+02  0.286723427114717E+02
     0.179000000000000E+01  -.142529145886656E-01  0.716330388999294E-02  -.560127280587711E+02  0.281511679801679E+02
     0.180000000000000E+01  -.144593137483706E-01  0.722056724476806E-02  -.553554815627074E+02  0.276429423931055E+02
     0.181000000000000E+01  -.146673020939350E-01  0.727826040127463E-02  -.547077491029625E+02  0.271472723060371E+02
     0.182000000000000E+01  -.148768896815015E-01  0.733639167328809E-02  -.540693717510168E+02  0.266637783291032E+02
     0.183000000000000E+01  -.150880867201280E-01  0.739496958785047E-02  -.534401923100865E+02  0.261920947455039E+02
     0.184000000000000E+01  -.153009035741947E-01  0.745400289233304E-02  -.528200553944956E+02  0.257318689562740E+02
     0.185000000000000E+01  -.155153507658377E-01  0.751350056177399E-02  -.522088074981319E+02  0.252827609499157E+02
     0.186000000000000E+01  -.157314389773890E-01  0.757347180650354E-02  -.516062970529813E+02  0.248444427957644E+02
     0.187000000000000E+01  -.159491790538395E-01  0.763392608006931E-02  -.510123744785795E+02  0.244165981599248E+02
     0.188000000000000E+01  -.161685820053092E-01  0.769487308747531E-02  -.504268922232096E+02  0.239989218427428E+02
     0.189000000000000E+01  -.163896590095258E-01  0.775632279374836E-02  -.498497047975861E+02  0.235911193367976E+02
     0.190000000000000E+01  -.166124214143095E-01  0.781828543284713E-02  -.492806688016939E+02  0.231929064044431E+02
     0.191000000000000E+01  -.168368807400545E-01  0.788077151692883E-02  -.487196429454255E+02  0.228040086739968E+02
     0.192000000000000E+01  -.170630486822136E-01  0.794379184598999E-02  -.481664880635647E+02  0.224241612536782E+02
     0.193000000000000E+01  -.172909371137666E-01  0.800735751789826E-02  -.476210671256743E+02  0.220531083625022E+02
     0.194000000000000E+01  -.175205580876829E-01  0.807147993883318E-02  -.470832452413407E+02  0.216906029772995E+02
     0.195000000000000E+01  -.177519238393520E-01  0.813617083415451E-02  -.465528896612582E+02  0.213364064951604E+02
     0.196000000000000E+01  -.179850467890050E-01  0.820144225971792E-02  -.460298697745051E+02  0.209902884105214E+02
     0.197000000000000E+01  -.182199395440830E-01  0.826730661365865E-02  -.455140571024559E+02  0.206520260062976E+02
     0.198000000000000E+01  -.184566149015819E-01  0.833377664866462E-02  -.450053252896021E+02  0.203214040583300E+02
     0.199000000000000E+01  -.186950858503334E-01  0.840086548476222E-02  -.445035500916564E+02  0.199982145526074E+02
     0.200000000000000E+01  -.189353655732345E-01  0.846858662263797E-02  -.440086093611887E+02  0.196822564146249E+02
     0.201000000000000E+01  -.191774674494030E-01  0.853695395752173E-02  -.435203830310803E+02  0.193733352503544E+02
     0.202000000000000E+01  -.194214050562533E-01  0.860598179365741E-02  -.430387530960318E+02  0.190712630982848E+02
     0.203000000000000E+01  -.196671921714797E-01  0.867568485938897E-02  -.425636035923459E+02  0.187758581920322E+02
     0.204000000000000E+01  -.199148427749238E-01  0.874607832289067E-02  -.420948205762045E+02  0.184869447330559E+02
     0.205000000000000E+01  -.201643710503350E-01  0.881717780857190E-02  -.416322921005933E+02  0.182043526729903E+02
     0.206000000000000E+01  -.204157913869707E-01  0.888899941418879E-02  -.411759081910969E+02  0.179279175052180E+02
     0.207000000000000E+01  -.206691183810634E-01  0.896155972869595E-02  -.407255608206596E+02  0.176574800652045E+02
     0.208000000000000E+01  -.209243668370873E-01  0.903487585087357E-02  -.402811438835207E+02  0.173928863392764E+02
     0.209000000000000E+01  -.211815517688441E-01  0.910896540876696E-02  -.398425531683997E+02  0.171339872814104E+02
     0.210000000000000E+01  -.214406884003215E-01  0.918384657997712E-02  -.394096863310840E+02  0.168806386377160E+02
     0.211000000000000E+01  -.217017921663036E-01  0.925953811284318E-02  -.389824428665237E+02  0.166327007782689E+02
     0.212000000000000E+01  -.219648787127051E-01  0.933605934855934E-02  -.385607240805314E+02  0.163900385359754E+02
     0.213000000000000E+01  -.222299638966093E-01  0.941343024427090E-02  -.381444330611701E+02  0.161525210521531E+02
     0.214000000000000E+01  -.224970637859521E-01  0.949167139719654E-02  -.377334746499417E+02  0.159200216285708E+02
     0.215000000000000E+01  -.227661946588458E-01  0.957080406982602E-02  -.373277554128178E+02  0.156924175856352E+02
     0.216000000000000E+01  -.230373730024860E-01  0.965085021624442E-02  -.369271836112030E+02  0.154695901264879E+02
     0.217000000000000E+01  -.233106155115845E-01  0.973183250963755E-02  -.365316691729138E+02  0.152514242067785E+02
     0.218000000000000E+01  -.235859390863338E-01  0.981377437103452E-02  -.361411236631694E+02  0.150378084098212E+02
     0.219000000000000E+01  -.238633608297718E-01  0.989669999934672E-02  -.357554602557410E+02  0.148286348270005E+02
     0.220000000000000E+01  -.241428980445719E-01  0.998063440276519E-02  -.353745937042196E+02  0.146237989431246E+02
     0.221000000000000E+01  -.244245682291369E-01  0.100656034315809E-01  -.349984403135129E+02  0.144231995265910E+02
     0.222000000000000E+01  -.247083890729702E-01  0.101516338124956E-01  -.346269179115714E+02  0.142267385241300E+02
     0.223000000000000E+01  -.249943784512296E-01  0.102387531844934E-01  -.342599458214084E+02  0.140343209599700E+02
     0.223999999999999E+01  -.252825544183828E-01  0.103269901363466E-01  -.338974448334479E+02  0.138458548392502E+02
     0.224999999999999E+01  -.255729352009015E-01  0.104163742458336E-01  -.335393371782139E+02  0.136612510554971E+02
     0.225999999999999E+01  -.258655391888802E-01  0.105069361207452E-01  -.331855464994127E+02  0.134804233020299E+02
     0.226999999999999E+01  -.261603849264744E-01  0.105987074417671E-01  -.328359978274379E+02  0.133032879871471E+02
     0.227999999999999E+01  -.264574911010693E-01  0.106917210073190E-01  -.324906175533082E+02  0.131297641529371E+02
     0.228999999999999E+01  -.267568765310355E-01  0.107860107804445E-01  -.321493334030827E+02  0.129597733975989E+02
     0.229999999999999E+01  -.270585601519497E-01  0.108816119378396E-01  -.318120744127713E+02  0.127932398011396E+02
     0.230999999999999E+01  -.273625610011317E-01  0.109785609211180E-01  -.314787709037686E+02  0.126300898543323E+02
     0.231999999999999E+01  -.276688982003455E-01  0.110768954904095E-01  -.311493544588309E+02  0.124702523908191E+02
     0.232999999999999E+01  -.279775909364965E-01  0.111766547803922E-01  -.308237578986189E+02  0.123136585222512E+02
     0.233999999999999E+01  -.282886584401130E-01  0.112778793588629E-01  -.305019152588513E+02  0.121602415763838E+02
     0.234999999999999E+01  -.286021199614539E-01  0.113806112879488E-01  -.301837617680541E+02  0.120099370379961E+02
     0.235999999999999E+01  -.289179947439770E-01  0.114848941880697E-01  -.298692338259699E+02  0.118626824925828E+02
     0.236999999999999E+01  -.292363019949531E-01  0.115907733047569E-01  -.295582689826307E+02  0.117184175727095E+02
     0.237999999999999E+01  -.295570608529441E-01  0.116982955784392E-01  -.292508059181326E+02  0.115770839069674E+02
     0.238999999999999E+01  -.298802903518853E-01  0.118075097173043E-01  -.289467844231265E+02  0.114386250714332E+02
     0.239999999999999E+01  -.302060093814349E-01  0.119184662733436E-01  -.286461453800677E+02  0.113029865435808E+02
     0.240999999999999E+01  -.305342366432568E-01  0.120312177216871E-01  -.283488307452558E+02  0.111701156585734E+02
     0.241999999999999E+01  -.308649906028811E-01  0.121458185433301E-01  -.280547835316873E+02  0.110399615678637E+02
     0.242999999999999E+01  -.311982894367129E-01  0.122623253113521E-01  -.277639477927758E+02  0.109124752000597E+02
     0.243999999999999E+01  -.315341509737896E-01  0.123807967807178E-01  -.274762686069559E+02  0.107876092239770E+02
     0.244999999999999E+01  -.318725926317678E-01  0.125012939817459E-01  -.271916920632384E+02  0.106653180138485E+02
     0.245999999999999E+01  -.322136313466623E-01  0.126238803173172E-01  -.269101652477397E+02  0.105455576166172E+02
     0.246999999999999E+01  -.325572834957397E-01  0.127486216638835E-01  -.266316362312571E+02  0.104282857212856E+02
